,EBAY US Equity
2023-06-23,2.622
2023-06-24,2.622
2023-06-25,2.622
2023-06-26,2.617
2023-06-27,2.557
2023-06-28,2.536
2023-06-29,2.55
2023-06-30,2.545
2023-07-01,2.545
2023-07-02,2.545
2023-07-03,2.514
2023-07-04,2.514
2023-07-05,2.526
2023-07-06,2.594
2023-07-07,2.57
2023-07-08,2.57
2023-07-09,2.57
2023-07-10,2.49
2023-07-11,2.425
2023-07-12,2.451
2023-07-13,2.465
2023-07-14,2.446
2023-07-15,2.446
2023-07-16,2.446
2023-07-17,2.41
2023-07-18,2.368
2023-07-19,2.32
2023-07-20,2.329
2023-07-21,2.353
2023-07-22,2.353
2023-07-23,2.353
2023-07-24,2.324
2023-07-25,2.354
2023-07-26,2.331
2023-07-27,2.605
2023-07-28,2.527
2023-07-29,2.527
2023-07-30,2.527
2023-07-31,2.555
2023-08-01,2.611
2023-08-02,2.599
2023-08-03,2.617
2023-08-04,2.651
2023-08-05,2.651
2023-08-06,2.651
2023-08-07,2.603
2023-08-08,2.623
2023-08-09,2.614
2023-08-10,2.637
2023-08-11,2.565
2023-08-12,2.565
2023-08-13,2.565
2023-08-14,2.592
2023-08-15,2.619
2023-08-16,2.659
2023-08-17,2.657
2023-08-18,2.655
2023-08-19,2.655
2023-08-20,2.655
2023-08-21,2.652
2023-08-22,2.631
2023-08-23,2.593
2023-08-24,2.639
2023-08-25,2.611
2023-08-26,2.611
2023-08-27,2.611
2023-08-28,2.595
2023-08-29,2.568
2023-08-30,2.544
2023-08-31,2.528
2023-09-01,2.391
2023-09-02,2.391
2023-09-03,2.391
2023-09-04,2.391
2023-09-05,2.435
2023-09-06,2.444
2023-09-07,2.501
2023-09-08,2.483
2023-09-09,2.483
2023-09-10,2.483
2023-09-11,2.478
2023-09-12,2.478
2023-09-13,2.467
2023-09-14,2.431
2023-09-15,2.42
2023-09-16,2.42
2023-09-17,2.42
2023-09-18,2.456
2023-09-19,2.472
2023-09-20,2.468
2023-09-21,2.455
2023-09-22,2.517
2023-09-23,2.517
2023-09-24,2.517
2023-09-25,2.477
2023-09-26,2.496
2023-09-27,2.531
2023-09-28,2.487
2023-09-29,2.462
2023-09-30,2.462
2023-10-01,2.462
2023-10-02,2.492
2023-10-03,2.553
2023-10-04,2.528
2023-10-05,2.547
2023-10-06,2.524
2023-10-07,2.524
2023-10-08,2.524
2023-10-09,2.504
2023-10-10,2.494
2023-10-11,2.521
2023-10-12,2.546
2023-10-13,2.597
2023-10-14,2.597
2023-10-15,2.597
2023-10-16,2.556
2023-10-17,2.55
2023-10-18,2.591
2023-10-19,2.621
2023-10-20,2.646
2023-10-21,2.646
2023-10-22,2.646
2023-10-23,2.684
2023-10-24,2.631
2023-10-25,2.744
2023-10-26,2.811
2023-10-27,2.838
2023-10-28,2.838
2023-10-29,2.838
2023-10-30,2.791
2023-10-31,2.749
2023-11-01,2.786
2023-11-02,2.766
2023-11-03,2.66
2023-11-04,2.66
2023-11-05,2.66
2023-11-06,2.672
2023-11-07,2.645
2023-11-08,2.699
2023-11-09,2.69
2023-11-10,2.696
2023-11-11,2.696
2023-11-12,2.696
2023-11-13,2.774
2023-11-14,2.663
2023-11-15,2.645
2023-11-16,2.674
2023-11-17,2.676
2023-11-18,2.676
2023-11-19,2.676
2023-11-20,2.723
2023-11-21,2.66
2023-11-22,2.58
2023-11-23,2.58
2023-11-24,2.59
2023-11-25,2.59
2023-11-26,2.59
2023-11-27,2.598
2023-11-28,2.612
2023-11-29,2.643
2023-11-30,2.603
2023-12-01,2.559
2023-12-02,2.559
2023-12-03,2.559
2023-12-04,2.565
2023-12-05,2.574
2023-12-06,2.575
2023-12-07,2.574
2023-12-08,2.586
2023-12-09,2.586
2023-12-10,2.586
2023-12-11,2.557
2023-12-12,2.597
2023-12-13,2.545
2023-12-14,2.503
2023-12-15,2.557
2023-12-16,2.557
2023-12-17,2.557
2023-12-18,2.511
2023-12-19,2.445
2023-12-20,2.484
2023-12-21,2.442
2023-12-22,2.437
2023-12-23,2.437
2023-12-24,2.437
2023-12-25,2.437
2023-12-26,2.456
2023-12-27,2.461
2023-12-28,2.456
2023-12-29,2.436
2023-12-30,2.436
2023-12-31,2.436
2024-01-01,2.436
2024-01-02,2.422
2024-01-03,2.44
2024-01-04,2.499
2024-01-05,2.483
2024-01-06,2.483
2024-01-07,2.483
2024-01-08,2.481
2024-01-09,2.522
2024-01-10,2.518
2024-01-11,2.56
2024-01-12,2.601
2024-01-13,2.601
2024-01-14,2.601
2024-01-15,2.601
2024-01-16,2.633
2024-01-17,2.635
2024-01-18,2.627
2024-01-19,2.606
2024-01-20,2.606
2024-01-21,2.606
2024-01-22,2.61
2024-01-23,2.588
2024-01-24,2.576
2024-01-25,2.542
2024-01-26,2.51
2024-01-27,2.51
2024-01-28,2.51
2024-01-29,2.515
2024-01-30,2.555
2024-01-31,2.609
2024-02-01,2.57
2024-02-02,2.555
2024-02-03,2.555
2024-02-04,2.555
2024-02-05,2.593
2024-02-06,2.484
2024-02-07,2.503
2024-02-08,2.522
2024-02-09,2.497
2024-02-10,2.497
2024-02-11,2.497
2024-02-12,2.437
2024-02-13,2.576
2024-02-14,2.512
2024-02-15,2.486
2024-02-16,2.439
2024-02-17,2.439
2024-02-18,2.439
2024-02-19,2.439
2024-02-20,2.431
2024-02-21,2.419
2024-02-22,2.393
2024-02-23,2.408
2024-02-24,2.408
2024-02-25,2.408
2024-02-26,2.415
2024-02-27,2.387
2024-02-28,2.271
2024-02-29,2.301
2024-03-01,2.264
2024-03-02,2.264
2024-03-03,2.264
2024-03-04,2.224
2024-03-05,2.178
2024-03-06,2.158
2024-03-07,2.148
2024-03-08,2.154
2024-03-09,2.154
2024-03-10,2.154
2024-03-11,2.105
2024-03-12,2.131
2024-03-13,2.07
2024-03-14,2.077
2024-03-15,2.079
2024-03-16,2.079
2024-03-17,2.079
2024-03-18,2.113
2024-03-19,2.094
2024-03-20,2.088
2024-03-21,2.087
2024-03-22,2.11
2024-03-23,2.11
2024-03-24,2.11
2024-03-25,2.118
2024-03-26,2.124
2024-03-27,2.09
2024-03-28,2.056
2024-03-29,2.056
2024-03-30,2.056
2024-03-31,2.056
2024-04-01,2.076
2024-04-02,2.092
2024-04-03,2.091
2024-04-04,2.109
2024-04-05,2.082
2024-04-06,2.082
2024-04-07,2.082
2024-04-08,2.102
