,VZ US Equity
2020-04-28,5.824
2020-04-29,5.842
2020-04-30,5.961
2020-05-01,6.008
2020-05-02,6.008
2020-05-03,6.008
2020-05-04,6.071
2020-05-05,6.042
2020-05-06,6.137
2020-05-07,6.143
2020-05-08,5.99
2020-05-09,5.99
2020-05-10,5.99
2020-05-11,6.054
2020-05-12,6.156
2020-05-13,6.225
2020-05-14,6.218
2020-05-15,6.241
2020-05-16,6.241
2020-05-17,6.241
2020-05-18,6.128
2020-05-19,6.279
2020-05-20,6.293
2020-05-21,6.326
2020-05-22,6.311
2020-05-23,6.311
2020-05-24,6.311
2020-05-25,6.311
2020-05-26,6.288
2020-05-27,6.192
2020-05-28,6.128
2020-05-29,5.95
2020-05-30,5.95
2020-05-31,5.95
2020-06-01,6.121
2020-06-02,6.054
2020-06-03,6.008
2020-06-04,5.967
2020-06-05,5.913
2020-06-06,5.913
2020-06-07,5.913
2020-06-08,5.863
2020-06-09,5.886
2020-06-10,5.867
2020-06-11,6.033
2020-06-12,5.998
2020-06-13,5.998
2020-06-14,5.998
2020-06-15,6.039
2020-06-16,5.957
2020-06-17,5.985
2020-06-18,5.96
2020-06-19,6.037
2020-06-20,6.037
2020-06-21,6.037
2020-06-22,6.092
2020-06-23,6.172
2020-06-24,6.287
2020-06-25,6.247
2020-06-26,6.378
2020-06-27,6.378
2020-06-28,6.378
2020-06-29,6.156
2020-06-30,6.107
2020-07-01,6.159
2020-07-02,6.145
2020-07-03,6.145
2020-07-04,6.145
2020-07-05,6.145
2020-07-06,6.095
2020-07-07,6.117
2020-07-08,6.08
2020-07-09,6.173
2020-07-10,6.11
2020-07-11,6.11
2020-07-12,6.11
2020-07-13,6.115
2020-07-14,6.006
2020-07-15,6.047
2020-07-16,5.969
2020-07-17,5.914
2020-07-18,5.914
2020-07-19,5.914
2020-07-20,5.959
2020-07-21,5.963
2020-07-22,5.972
2020-07-23,5.961
2020-07-24,5.833
2020-07-25,5.833
2020-07-26,5.833
2020-07-27,5.831
2020-07-28,5.769
2020-07-29,5.772
2020-07-30,5.787
2020-07-31,5.769
2020-08-01,5.769
2020-08-02,5.769
2020-08-03,5.793
2020-08-04,5.726
2020-08-05,5.763
2020-08-06,5.734
2020-08-07,5.665
2020-08-08,5.665
2020-08-09,5.665
2020-08-10,5.621
2020-08-11,5.667
2020-08-12,5.659
2020-08-13,5.666
2020-08-14,5.64
2020-08-15,5.64
2020-08-16,5.64
2020-08-17,5.641
2020-08-18,5.603
2020-08-19,5.615
2020-08-20,5.624
2020-08-21,5.621
2020-08-22,5.621
2020-08-23,5.621
2020-08-24,5.566
2020-08-25,5.58
2020-08-26,5.577
2020-08-27,5.579
2020-08-28,5.596
2020-08-29,5.596
2020-08-30,5.596
2020-08-31,5.595
2020-09-01,5.605
2020-09-02,5.478
2020-09-03,5.471
2020-09-04,5.483
2020-09-05,5.483
2020-09-06,5.483
2020-09-07,5.483
2020-09-08,5.53
2020-09-09,5.523
2020-09-10,5.57
2020-09-11,5.546
2020-09-12,5.546
2020-09-13,5.546
2020-09-14,5.497
2020-09-15,5.472
2020-09-16,5.507
2020-09-17,5.487
2020-09-18,5.509
2020-09-19,5.509
2020-09-20,5.509
2020-09-21,5.577
2020-09-22,5.558
2020-09-23,5.643
2020-09-24,5.617
2020-09-25,5.598
2020-09-26,5.598
2020-09-27,5.598
2020-09-28,5.601
2020-09-29,5.612
2020-09-30,5.588
2020-10-01,5.592
2020-10-02,5.612
2020-10-03,5.612
2020-10-04,5.612
2020-10-05,5.572
2020-10-06,5.591
2020-10-07,5.577
2020-10-08,5.558
2020-10-09,5.544
2020-10-10,5.544
2020-10-11,5.544
2020-10-12,5.524
2020-10-13,5.542
2020-10-14,5.63
2020-10-15,5.656
2020-10-16,5.667
2020-10-17,5.667
2020-10-18,5.667
2020-10-19,5.741
2020-10-20,5.746
2020-10-21,5.797
2020-10-22,5.776
2020-10-23,5.699
2020-10-24,5.699
2020-10-25,5.699
2020-10-26,5.714
2020-10-27,5.756
2020-10-28,5.866
2020-10-29,5.819
2020-10-30,5.796
2020-10-31,5.796
2020-11-01,5.796
2020-11-02,5.724
2020-11-03,5.719
2020-11-04,5.772
2020-11-05,5.68
2020-11-06,5.643
2020-11-07,5.643
2020-11-08,5.643
2020-11-09,5.52
2020-11-10,5.406
2020-11-11,5.415
2020-11-12,5.433
2020-11-13,5.409
2020-11-14,5.409
2020-11-15,5.409
2020-11-16,5.425
2020-11-17,5.437
2020-11-18,5.476
2020-11-19,5.486
2020-11-20,5.501
2020-11-21,5.501
2020-11-22,5.501
2020-11-23,5.484
2020-11-24,5.447
2020-11-25,5.468
2020-11-26,5.468
2020-11-27,5.452
2020-11-28,5.452
2020-11-29,5.452
2020-11-30,5.468
2020-12-01,5.452
2020-12-02,5.383
2020-12-03,5.35
2020-12-04,5.366
2020-12-05,5.366
2020-12-06,5.366
2020-12-07,5.384
2020-12-08,5.375
2020-12-09,5.374
2020-12-10,5.459
2020-12-11,5.473
2020-12-12,5.473
2020-12-13,5.473
2020-12-14,5.507
2020-12-15,5.455
2020-12-16,5.513
2020-12-17,5.504
2020-12-18,5.463
2020-12-19,5.463
2020-12-20,5.463
2020-12-21,5.538
2020-12-22,5.585
2020-12-23,5.588
2020-12-24,5.599
2020-12-25,5.599
2020-12-26,5.599
2020-12-27,5.599
2020-12-28,5.586
2020-12-29,5.602
2020-12-30,5.666
2020-12-31,5.608
2021-01-01,5.608
2021-01-02,5.608
2021-01-03,5.608
2021-01-04,5.598
2021-01-05,5.624
2021-01-06,5.556
2021-01-07,5.569
2021-01-08,5.639
2021-01-09,5.639
2021-01-10,5.639
2021-01-11,5.673
2021-01-12,5.693
2021-01-13,5.713
2021-01-14,5.715
2021-01-15,5.681
2021-01-16,5.681
2021-01-17,5.681
2021-01-18,5.681
2021-01-19,5.714
2021-01-20,5.693
2021-01-21,5.692
2021-01-22,5.672
2021-01-23,5.672
2021-01-24,5.672
2021-01-25,5.582
2021-01-26,5.768
2021-01-27,5.919
2021-01-28,5.893
2021-01-29,5.96
2021-01-30,5.96
2021-01-31,5.96
2021-02-01,5.99
2021-02-02,5.965
2021-02-03,5.934
2021-02-04,5.896
2021-02-05,5.877
2021-02-06,5.877
2021-02-07,5.877
2021-02-08,5.906
2021-02-09,5.911
2021-02-10,5.915
2021-02-11,5.954
2021-02-12,5.998
2021-02-13,5.998
2021-02-14,5.998
2021-02-15,5.998
2021-02-16,6.004
2021-02-17,5.705
2021-02-18,5.706
2021-02-19,5.759
2021-02-20,5.759
2021-02-21,5.759
2021-02-22,5.759
2021-02-23,5.701
2021-02-24,5.692
2021-02-25,5.754
2021-02-26,5.879
2021-02-27,5.879
2021-02-28,5.879
2021-03-01,5.873
2021-03-02,5.913
2021-03-03,5.871
2021-03-04,5.933
2021-03-05,5.806
2021-03-06,5.806
2021-03-07,5.806
2021-03-08,5.725
2021-03-09,5.785
2021-03-10,5.696
2021-03-11,5.859
2021-03-12,5.846
2021-03-13,5.846
2021-03-14,5.846
2021-03-15,5.795
2021-03-16,5.795
2021-03-17,5.784
2021-03-18,5.726
2021-03-19,5.733
2021-03-20,5.733
2021-03-21,5.733
2021-03-22,5.698
2021-03-23,5.666
2021-03-24,5.656
2021-03-25,5.62
2021-03-26,5.542
2021-03-27,5.542
2021-03-28,5.542
2021-03-29,5.481
2021-03-30,5.503
2021-03-31,5.545
2021-04-01,5.531
2021-04-02,5.531
2021-04-03,5.531
2021-04-04,5.531
2021-04-05,5.477
2021-04-06,5.455
2021-04-07,5.465
2021-04-08,5.539
2021-04-09,5.549
2021-04-10,5.549
2021-04-11,5.549
2021-04-12,5.544
2021-04-13,5.537
2021-04-14,5.529
2021-04-15,5.529
2021-04-16,5.474
2021-04-17,5.474
2021-04-18,5.474
2021-04-19,5.464
2021-04-20,5.464
2021-04-21,5.487
2021-04-22,5.559
2021-04-23,5.572
2021-04-24,5.572
2021-04-25,5.572
2021-04-26,5.607
2021-04-27,5.669
2021-04-28,5.658
2021-04-29,5.57
2021-04-30,5.524
2021-05-01,5.524
2021-05-02,5.524
2021-05-03,5.512
2021-05-04,5.448
2021-05-05,5.44
2021-05-06,5.385
2021-05-07,5.437
2021-05-08,5.437
2021-05-09,5.437
2021-05-10,5.364
2021-05-11,5.454
2021-05-12,5.466
2021-05-13,5.429
2021-05-14,5.44
2021-05-15,5.44
2021-05-16,5.44
2021-05-17,5.51
2021-05-18,5.583
2021-05-19,5.609
2021-05-20,5.622
2021-05-21,5.61
2021-05-22,5.61
2021-05-23,5.61
2021-05-24,5.603
2021-05-25,5.653
2021-05-26,5.665
2021-05-27,5.672
2021-05-28,5.652
2021-05-29,5.652
2021-05-30,5.652
2021-05-31,5.652
2021-06-01,5.663
2021-06-02,5.636
2021-06-03,5.603
2021-06-04,5.572
2021-06-05,5.572
2021-06-06,5.572
2021-06-07,5.581
2021-06-08,5.586
2021-06-09,5.596
2021-06-10,5.568
2021-06-11,5.569
2021-06-12,5.569
2021-06-13,5.569
2021-06-14,5.583
2021-06-15,5.573
2021-06-16,5.637
2021-06-17,5.648
2021-06-18,5.719
2021-06-19,5.719
2021-06-20,5.719
2021-06-21,5.662
2021-06-22,5.664
2021-06-23,5.694
2021-06-24,5.664
2021-06-25,5.658
2021-06-26,5.658
2021-06-27,5.658
2021-06-28,5.679
2021-06-29,5.713
2021-06-30,5.694
2021-07-01,5.667
2021-07-02,5.652
2021-07-03,5.652
2021-07-04,5.652
2021-07-05,5.652
2021-07-06,5.655
2021-07-07,5.643
2021-07-08,5.666
2021-07-09,5.626
2021-07-10,5.626
2021-07-11,5.626
2021-07-12,5.618
2021-07-13,5.624
2021-07-14,5.602
2021-07-15,5.579
2021-07-16,5.588
2021-07-17,5.588
2021-07-18,5.588
2021-07-19,5.65
2021-07-20,5.676
2021-07-21,5.639
2021-07-22,5.639
2021-07-23,5.663
2021-07-24,5.663
2021-07-25,5.663
2021-07-26,5.673
2021-07-27,5.63
2021-07-28,5.679
2021-07-29,5.652
2021-07-30,5.673
2021-07-31,5.673
2021-08-01,5.673
2021-08-02,5.675
2021-08-03,5.678
2021-08-04,5.715
2021-08-05,5.722
2021-08-06,5.73
2021-08-07,5.73
2021-08-08,5.73
2021-08-09,5.741
2021-08-10,5.703
2021-08-11,5.694
2021-08-12,5.687
2021-08-13,5.664
2021-08-14,5.664
2021-08-15,5.664
2021-08-16,5.652
2021-08-17,5.632
2021-08-18,5.704
2021-08-19,5.715
2021-08-20,5.699
2021-08-21,5.699
2021-08-22,5.699
2021-08-23,5.71
2021-08-24,5.752
2021-08-25,5.761
2021-08-26,5.795
2021-08-27,5.777
2021-08-28,5.777
2021-08-29,5.777
2021-08-30,5.777
2021-08-31,5.753
2021-09-01,5.759
2021-09-02,5.723
2021-09-03,5.709
2021-09-04,5.709
2021-09-05,5.709
2021-09-06,5.709
2021-09-07,5.772
2021-09-08,5.763
2021-09-09,5.812
2021-09-10,5.835
2021-09-11,5.835
2021-09-12,5.835
2021-09-13,5.793
2021-09-14,5.816
2021-09-15,5.799
2021-09-16,5.813
2021-09-17,5.829
2021-09-18,5.829
2021-09-19,5.829
2021-09-20,5.832
2021-09-21,5.856
2021-09-22,5.853
2021-09-23,5.814
2021-09-24,5.82
2021-09-25,5.82
2021-09-26,5.82
2021-09-27,5.809
2021-09-28,5.838
2021-09-29,5.814
2021-09-30,5.854
2021-10-01,5.823
2021-10-02,5.823
2021-10-03,5.823
2021-10-04,5.802
2021-10-05,5.801
2021-10-06,5.798
2021-10-07,5.797
2021-10-08,5.869
2021-10-09,5.869
2021-10-10,5.869
2021-10-11,5.988
2021-10-12,6.088
2021-10-13,6.085
2021-10-14,6.018
2021-10-15,5.978
2021-10-16,5.978
2021-10-17,5.978
2021-10-18,6.02
2021-10-19,5.976
2021-10-20,5.855
2021-10-21,5.879
2021-10-22,5.93
2021-10-23,5.93
2021-10-24,5.93
2021-10-25,5.97
2021-10-26,5.913
2021-10-27,5.964
2021-10-28,5.945
2021-10-29,5.923
2021-10-30,5.923
2021-10-31,5.923
2021-11-01,5.928
2021-11-02,5.971
2021-11-03,5.929
2021-11-04,6.054
2021-11-05,6.008
2021-11-06,6.008
2021-11-07,6.008
2021-11-08,5.998
2021-11-09,6.008
2021-11-10,5.965
2021-11-11,5.982
2021-11-12,5.995
2021-11-13,5.995
2021-11-14,5.995
2021-11-15,5.988
2021-11-16,6.027
2021-11-17,6.065
2021-11-18,6.123
2021-11-19,6.169
2021-11-20,6.169
2021-11-21,6.169
2021-11-22,6.088
2021-11-23,6.063
2021-11-24,6.074
2021-11-25,6.074
2021-11-26,6.057
2021-11-27,6.057
2021-11-28,6.057
2021-11-29,6.074
2021-11-30,6.242
2021-12-01,6.304
2021-12-02,6.185
2021-12-03,6.102
2021-12-04,6.102
2021-12-05,6.102
2021-12-06,6.144
2021-12-07,6.178
2021-12-08,6.217
2021-12-09,6.258
2021-12-10,6.254
2021-12-11,6.254
2021-12-12,6.254
2021-12-13,6.243
2021-12-14,6.197
2021-12-15,6.209
2021-12-16,5.95
2021-12-17,5.903
2021-12-18,5.903
2021-12-19,5.903
2021-12-20,5.912
2021-12-21,5.947
2021-12-22,5.948
2021-12-23,5.958
2021-12-24,5.958
2021-12-25,5.958
2021-12-26,5.958
2021-12-27,5.958
2021-12-28,5.954
2021-12-29,5.995
2021-12-30,6.007
2021-12-31,6.041
2022-01-01,6.041
2022-01-02,6.041
2022-01-03,5.986
2022-01-04,5.87
2022-01-05,5.81
2022-01-06,5.839
2022-01-07,5.718
2022-01-08,5.718
2022-01-09,5.718
2022-01-10,5.757
2022-01-11,5.787
2022-01-12,5.803
2022-01-13,5.795
2022-01-14,5.821
2022-01-15,5.821
2022-01-16,5.821
2022-01-17,5.821
2022-01-18,5.805
2022-01-19,5.797
2022-01-20,5.808
2022-01-21,5.834
2022-01-22,5.834
2022-01-23,5.834
2022-01-24,5.852
2022-01-25,5.858
2022-01-26,6.07
2022-01-27,6.052
2022-01-28,5.856
2022-01-29,5.856
2022-01-30,5.856
2022-01-31,5.82
2022-02-01,5.823
2022-02-02,5.773
2022-02-03,5.774
2022-02-04,5.826
2022-02-05,5.826
2022-02-06,5.826
2022-02-07,5.86
2022-02-08,5.88
2022-02-09,5.806
2022-02-10,5.856
2022-02-11,5.825
2022-02-12,5.825
2022-02-13,5.825
2022-02-14,5.831
2022-02-15,5.821
2022-02-16,5.817
2022-02-17,5.797
2022-02-18,5.77
2022-02-19,5.77
2022-02-20,5.77
2022-02-21,5.77
2022-02-22,5.763
2022-02-23,5.816
2022-02-24,5.906
2022-02-25,5.739
2022-02-26,5.739
2022-02-27,5.739
2022-02-28,5.787
2022-03-01,5.794
2022-03-02,5.737
2022-03-03,5.678
2022-03-04,5.642
2022-03-05,5.642
2022-03-06,5.642
2022-03-07,5.687
2022-03-08,5.839
2022-03-09,5.858
2022-03-10,5.842
2022-03-11,5.863
2022-03-12,5.863
2022-03-13,5.863
2022-03-14,5.923
2022-03-15,5.894
2022-03-16,5.924
2022-03-17,5.939
2022-03-18,6.121
2022-03-19,6.121
2022-03-20,6.121
2022-03-21,6.085
2022-03-22,6.097
2022-03-23,6.101
2022-03-24,6.097
2022-03-25,6.064
2022-03-26,6.064
2022-03-27,6.064
2022-03-28,6.077
2022-03-29,6.067
2022-03-30,6.025
2022-03-31,6.1
2022-04-01,5.962
2022-04-02,5.962
2022-04-03,5.962
2022-04-04,5.923
2022-04-05,5.887
2022-04-06,5.841
2022-04-07,5.828
2022-04-08,5.735
2022-04-09,5.735
2022-04-10,5.735
2022-04-11,5.7
2022-04-12,5.724
2022-04-13,5.674
2022-04-14,5.707
2022-04-15,5.707
2022-04-16,5.707
2022-04-17,5.707
2022-04-18,5.769
2022-04-19,5.73
2022-04-20,5.661
2022-04-21,5.599
2022-04-22,5.931
2022-04-23,5.931
2022-04-24,5.931
2022-04-25,6.124
2022-04-26,6.231
2022-04-27,6.354
2022-04-28,6.354
2022-04-29,6.643
2022-04-30,6.643
2022-05-01,6.643
2022-05-02,6.653
2022-05-03,6.52
2022-05-04,6.358
2022-05-05,6.429
2022-05-06,6.364
2022-05-07,6.364
2022-05-08,6.364
2022-05-09,6.319
2022-05-10,6.383
2022-05-11,6.416
2022-05-12,6.392
2022-05-13,6.376
2022-05-14,6.376
2022-05-15,6.376
2022-05-16,6.265
2022-05-17,6.277
2022-05-18,6.284
2022-05-19,6.257
2022-05-20,6.203
2022-05-21,6.203
2022-05-22,6.203
2022-05-23,6.185
2022-05-24,6.062
2022-05-25,5.996
2022-05-26,6.025
2022-05-27,5.977
2022-05-28,5.977
2022-05-29,5.977
2022-05-30,5.977
2022-05-31,5.99
2022-06-01,5.977
2022-06-02,5.99
2022-06-03,6.046
2022-06-04,6.046
2022-06-05,6.046
2022-06-06,5.996
2022-06-07,5.948
2022-06-08,5.96
2022-06-09,6.031
2022-06-10,6.045
2022-06-11,6.045
2022-06-12,6.045
2022-06-13,6.195
2022-06-14,6.249
2022-06-15,6.251
2022-06-16,6.29
2022-06-17,6.238
2022-06-18,6.238
2022-06-19,6.238
2022-06-20,6.238
2022-06-21,6.027
2022-06-22,6.01
2022-06-23,5.856
2022-06-24,5.986
2022-06-25,5.986
2022-06-26,5.986
2022-06-27,5.986
2022-06-28,6.045
2022-06-29,5.995
2022-06-30,6.017
2022-07-01,5.914
2022-07-02,5.914
2022-07-03,5.914
2022-07-04,5.914
2022-07-05,5.939
2022-07-06,5.929
2022-07-07,5.97
2022-07-08,5.996
2022-07-09,5.996
2022-07-10,5.996
2022-07-11,5.994
2022-07-12,5.964
2022-07-13,6.018
2022-07-14,6.02
2022-07-15,5.958
2022-07-16,5.958
2022-07-17,5.958
2022-07-18,6.045
2022-07-19,6.025
2022-07-20,6.194
2022-07-21,6.378
2022-07-22,6.838
2022-07-23,6.838
2022-07-24,6.838
2022-07-25,6.788
2022-07-26,6.757
2022-07-27,6.758
2022-07-28,6.663
2022-07-29,6.571
2022-07-30,6.571
2022-07-31,6.571
2022-08-01,6.561
2022-08-02,6.694
2022-08-03,6.681
2022-08-04,6.816
2022-08-05,6.737
2022-08-06,6.737
2022-08-07,6.737
2022-08-08,6.799
2022-08-09,6.778
2022-08-10,6.754
2022-08-11,6.763
2022-08-12,6.707
2022-08-13,6.707
2022-08-14,6.707
2022-08-15,6.647
2022-08-16,6.612
2022-08-17,6.679
2022-08-18,6.853
2022-08-19,6.817
2022-08-20,6.817
2022-08-21,6.817
2022-08-22,6.861
2022-08-23,6.972
2022-08-24,6.959
2022-08-25,6.929
2022-08-26,7.007
2022-08-27,7.007
2022-08-28,7.007
2022-08-29,6.994
2022-08-30,7.126
2022-08-31,7.248
2022-09-01,7.248
2022-09-02,7.338
2022-09-03,7.338
2022-09-04,7.338
2022-09-05,7.338
2022-09-06,7.374
2022-09-07,7.377
2022-09-08,7.334
2022-09-09,7.175
2022-09-10,7.175
2022-09-11,7.175
2022-09-12,7.09
2022-09-13,7.262
2022-09-14,7.344
2022-09-15,7.389
2022-09-16,7.35
2022-09-17,7.35
2022-09-18,7.35
2022-09-19,7.351
2022-09-20,7.469
2022-09-21,7.673
2022-09-22,7.587
2022-09-23,7.666
2022-09-24,7.666
2022-09-25,7.666
2022-09-26,7.785
2022-09-27,7.793
2022-09-28,7.694
2022-09-29,7.843
2022-09-30,7.981
2022-10-01,7.981
2022-10-02,7.981
2022-10-03,7.739
2022-10-04,7.613
2022-10-05,7.692
2022-10-06,7.876
2022-10-07,8.088
2022-10-08,8.088
2022-10-09,8.088
2022-10-10,8.139
2022-10-11,8.293
2022-10-12,8.353
2022-10-13,8.188
2022-10-14,8.192
2022-10-15,8.192
2022-10-16,8.192
2022-10-17,8.016
2022-10-18,8.04
2022-10-19,8.15
2022-10-20,8.055
2022-10-21,8.428
2022-10-22,8.428
2022-10-23,8.428
2022-10-24,8.28
2022-10-25,8.175
2022-10-26,8.175
2022-10-27,8.232
2022-10-28,7.906
2022-10-29,7.906
2022-10-30,7.906
2022-10-31,7.969
2022-11-01,7.969
2022-11-02,7.898
2022-11-03,8.017
2022-11-04,8.003
2022-11-05,8.003
2022-11-06,8.003
2022-11-07,8.014
2022-11-08,7.87
2022-11-09,7.922
2022-11-10,7.737
2022-11-11,7.782
2022-11-12,7.782
2022-11-13,7.782
2022-11-14,7.78
2022-11-15,7.906
2022-11-16,7.868
2022-11-17,7.81
2022-11-18,7.731
2022-11-19,7.731
2022-11-20,7.731
2022-11-21,7.717
2022-11-22,7.603
2022-11-23,7.658
2022-11-24,7.658
2022-11-25,7.638
2022-11-26,7.638
2022-11-27,7.638
2022-11-28,7.794
2022-11-29,7.774
2022-11-30,7.646
2022-12-01,7.776
2022-12-02,7.806
2022-12-03,7.806
2022-12-04,7.806
2022-12-05,8.04
2022-12-06,8.079
2022-12-07,8.021
2022-12-08,8.036
2022-12-09,7.972
2022-12-10,7.972
2022-12-11,7.972
2022-12-12,7.856
2022-12-13,7.875
2022-12-14,7.961
2022-12-15,7.894
2022-12-16,8.032
2022-12-17,8.032
2022-12-18,8.032
2022-12-19,8.052
2022-12-20,8.042
2022-12-21,7.874
2022-12-22,7.765
2022-12-23,7.745
2022-12-24,7.745
2022-12-25,7.745
2022-12-26,7.745
2022-12-27,7.579
2022-12-28,7.665
2022-12-29,7.577
2022-12-30,7.55
2022-12-31,7.55
2023-01-01,7.55
2023-01-02,7.55
2023-01-03,7.415
2023-01-04,7.233
2023-01-05,7.134
2023-01-06,7.051
2023-01-07,7.051
2023-01-08,7.051
2023-01-09,7.08
2023-01-10,6.982
2023-01-11,7.112
2023-01-12,7.005
2023-01-13,6.997
2023-01-14,6.997
2023-01-15,6.997
2023-01-16,6.997
2023-01-17,7.17
2023-01-18,7.328
2023-01-19,7.311
2023-01-20,7.322
2023-01-21,7.322
2023-01-22,7.322
2023-01-23,7.39
2023-01-24,7.238
2023-01-25,7.254
2023-01-26,7.265
2023-01-27,7.199
2023-01-28,7.199
2023-01-29,7.199
2023-01-30,7.129
2023-01-31,7.04
2023-02-01,7.02
2023-02-02,6.999
2023-02-03,7.053
2023-02-04,7.053
2023-02-05,7.053
2023-02-06,7.092
2023-02-07,7.22
2023-02-08,7.225
2023-02-09,7.354
2023-02-10,7.318
2023-02-11,7.318
2023-02-12,7.318
2023-02-13,7.261
2023-02-14,7.259
2023-02-15,7.25
2023-02-16,7.349
2023-02-17,7.279
2023-02-18,7.279
2023-02-19,7.279
2023-02-20,7.279
2023-02-21,7.469
2023-02-22,7.453
2023-02-23,7.599
2023-02-24,7.557
2023-02-25,7.557
2023-02-26,7.557
2023-02-27,7.53
2023-02-28,7.544
2023-03-01,7.644
2023-03-02,7.622
2023-03-03,7.652
2023-03-04,7.652
2023-03-05,7.652
2023-03-06,7.674
2023-03-07,7.723
2023-03-08,7.801
2023-03-09,8.01
2023-03-10,7.982
2023-03-11,7.982
2023-03-12,7.982
2023-03-13,8.012
2023-03-14,7.939
2023-03-15,7.9
2023-03-16,8.004
2023-03-17,7.958
2023-03-18,7.958
2023-03-19,7.958
2023-03-20,7.822
2023-03-21,7.758
2023-03-22,7.847
2023-03-23,7.834
2023-03-24,7.774
2023-03-25,7.774
2023-03-26,7.774
2023-03-27,7.694
2023-03-28,7.705
2023-03-29,7.608
2023-03-30,7.573
2023-03-31,7.528
2023-04-01,7.528
2023-04-02,7.528
2023-04-03,7.465
2023-04-04,7.384
2023-04-05,7.299
2023-04-06,7.309
2023-04-07,7.309
2023-04-08,7.309
2023-04-09,7.309
2023-04-10,7.333
2023-04-11,7.314
2023-04-12,7.361
2023-04-13,7.338
2023-04-14,7.357
2023-04-15,7.357
2023-04-16,7.357
2023-04-17,7.312
2023-04-18,7.41
2023-04-19,7.475
2023-04-20,7.759
2023-04-21,7.732
2023-04-22,7.732
2023-04-23,7.732
2023-04-24,7.778
2023-04-25,7.73
2023-04-26,7.81
2023-04-27,7.433
2023-04-28,7.426
2023-04-29,7.426
2023-04-30,7.426
2023-05-01,7.449
2023-05-02,7.654
2023-05-03,7.592
2023-05-04,7.72
2023-05-05,7.622
2023-05-06,7.622
2023-05-07,7.622
2023-05-08,7.622
2023-05-09,7.675
2023-05-10,7.662
2023-05-11,7.668
2023-05-12,7.67
2023-05-13,7.67
2023-05-14,7.67
2023-05-15,7.842
2023-05-16,7.998
2023-05-17,7.969
2023-05-18,7.98
2023-05-19,7.998
2023-05-20,7.998
2023-05-21,7.998
2023-05-22,8.018
2023-05-23,7.956
2023-05-24,8.038
2023-05-25,8.281
2023-05-26,8.238
2023-05-27,8.238
2023-05-28,8.238
2023-05-29,8.238
2023-05-30,8.262
2023-05-31,8.092
2023-06-01,8.072
2023-06-02,8.338
2023-06-03,8.338
2023-06-04,8.338
2023-06-05,8.367
2023-06-06,8.309
2023-06-07,8.177
2023-06-08,8.138
2023-06-09,8.129
2023-06-10,8.129
2023-06-11,8.129
2023-06-12,8.097
2023-06-13,8.127
2023-06-14,8.07
2023-06-15,7.913
2023-06-16,7.911
2023-06-17,7.911
2023-06-18,7.911
2023-06-19,7.911
2023-06-20,8.055
2023-06-21,8.05
2023-06-22,8.046
