,TJX US Equity
2023-07-09,1.793
2023-07-10,1.775
2023-07-11,1.75
2023-07-12,1.74
2023-07-13,1.746
2023-07-14,1.746
2023-07-15,1.746
2023-07-16,1.746
2023-07-17,1.743
2023-07-18,1.742
2023-07-19,1.755
2023-07-20,1.759
2023-07-21,1.755
2023-07-22,1.755
2023-07-23,1.755
2023-07-24,1.735
2023-07-25,1.721
2023-07-26,1.718
2023-07-27,1.738
2023-07-28,1.73
2023-07-29,1.73
2023-07-30,1.73
2023-07-31,1.736
2023-08-01,1.739
2023-08-02,1.755
2023-08-03,1.746
2023-08-04,1.758
2023-08-05,1.758
2023-08-06,1.758
2023-08-07,1.705
2023-08-08,1.699
2023-08-09,1.7
2023-08-10,1.7
2023-08-11,1.693
2023-08-12,1.693
2023-08-13,1.693
2023-08-14,1.687
2023-08-15,1.696
2023-08-16,1.632
2023-08-17,1.653
2023-08-18,1.63
2023-08-19,1.63
2023-08-20,1.63
2023-08-21,1.628
2023-08-22,1.638
2023-08-23,1.621
2023-08-24,1.652
2023-08-25,1.643
2023-08-26,1.643
2023-08-27,1.643
2023-08-28,1.616
2023-08-29,1.604
2023-08-30,1.608
2023-08-31,1.602
2023-09-01,1.596
2023-09-02,1.596
2023-09-03,1.596
2023-09-04,1.596
2023-09-05,1.614
2023-09-06,1.629
2023-09-07,1.617
2023-09-08,1.602
2023-09-09,1.602
2023-09-10,1.602
2023-09-11,1.6
2023-09-12,1.59
2023-09-13,1.577
2023-09-14,1.566
2023-09-15,1.585
2023-09-16,1.585
2023-09-17,1.585
2023-09-18,1.594
2023-09-19,1.61
2023-09-20,1.616
2023-09-21,1.643
2023-09-22,1.643
2023-09-23,1.643
2023-09-24,1.643
2023-09-25,1.66
2023-09-26,1.668
2023-09-27,1.663
2023-09-28,1.636
2023-09-29,1.649
2023-09-30,1.649
2023-10-01,1.649
2023-10-02,1.652
2023-10-03,1.668
2023-10-04,1.664
2023-10-05,1.668
2023-10-06,1.655
2023-10-07,1.655
2023-10-08,1.655
2023-10-09,1.652
2023-10-10,1.653
2023-10-11,1.642
2023-10-12,1.648
2023-10-13,1.654
2023-10-14,1.654
2023-10-15,1.654
2023-10-16,1.634
2023-10-17,1.617
2023-10-18,1.62
2023-10-19,1.631
2023-10-20,1.645
2023-10-21,1.645
2023-10-22,1.645
2023-10-23,1.659
2023-10-24,1.638
2023-10-25,1.647
2023-10-26,1.666
2023-10-27,1.681
2023-10-28,1.681
2023-10-29,1.681
2023-10-30,1.66
2023-10-31,1.664
2023-11-01,1.664
2023-11-02,1.63
2023-11-03,1.61
2023-11-04,1.61
2023-11-05,1.61
2023-11-06,1.613
2023-11-07,1.614
2023-11-08,1.615
2023-11-09,1.603
2023-11-10,1.601
2023-11-11,1.601
2023-11-12,1.601
2023-11-13,1.602
2023-11-14,1.578
2023-11-15,1.633
2023-11-16,1.655
2023-11-17,1.647
2023-11-18,1.647
2023-11-19,1.647
2023-11-20,1.634
2023-11-21,1.642
2023-11-22,1.626
2023-11-23,1.626
2023-11-24,1.626
2023-11-25,1.626
2023-11-26,1.626
2023-11-27,1.642
2023-11-28,1.631
2023-11-29,1.65
2023-11-30,1.65
2023-12-01,1.633
2023-12-02,1.633
2023-12-03,1.633
2023-12-04,1.642
2023-12-05,1.652
2023-12-06,1.642
2023-12-07,1.636
2023-12-08,1.631
2023-12-09,1.631
2023-12-10,1.631
2023-12-11,1.602
2023-12-12,1.583
2023-12-13,1.57
2023-12-14,1.604
2023-12-15,1.616
2023-12-16,1.616
2023-12-17,1.616
2023-12-18,1.606
2023-12-19,1.581
2023-12-20,1.602
2023-12-21,1.579
2023-12-22,1.571
2023-12-23,1.571
2023-12-24,1.571
2023-12-25,1.571
2023-12-26,1.555
2023-12-27,1.555
2023-12-28,1.548
2023-12-29,1.538
2023-12-30,1.538
2023-12-31,1.538
2024-01-01,1.538
2024-01-02,1.547
2024-01-03,1.575
2024-01-04,1.556
2024-01-05,1.574
2024-01-06,1.574
2024-01-07,1.574
2024-01-08,1.556
2024-01-09,1.551
2024-01-10,1.534
2024-01-11,1.516
2024-01-12,1.519
2024-01-13,1.519
2024-01-14,1.519
2024-01-15,1.519
2024-01-16,1.506
2024-01-17,1.53
2024-01-18,1.524
2024-01-19,1.512
2024-01-20,1.512
2024-01-21,1.512
2024-01-22,1.518
2024-01-23,1.519
2024-01-24,1.521
2024-01-25,1.512
2024-01-26,1.498
2024-01-27,1.498
2024-01-28,1.498
2024-01-29,1.498
2024-01-30,1.491
2024-01-31,1.521
2024-02-01,1.488
2024-02-02,1.481
2024-02-03,1.481
2024-02-04,1.481
2024-02-05,1.494
2024-02-06,1.487
2024-02-07,1.476
2024-02-08,1.468
2024-02-09,1.462
2024-02-10,1.462
2024-02-11,1.462
2024-02-12,1.472
2024-02-13,1.474
2024-02-14,1.481
2024-02-15,1.469
2024-02-16,1.468
2024-02-17,1.468
2024-02-18,1.468
2024-02-19,1.468
2024-02-20,1.478
2024-02-21,1.466
2024-02-22,1.452
2024-02-23,1.448
2024-02-24,1.448
2024-02-25,1.448
2024-02-26,1.45
2024-02-27,1.432
2024-02-28,1.456
2024-02-29,1.495
2024-03-01,1.505
2024-03-02,1.505
2024-03-03,1.505
2024-03-04,1.514
2024-03-05,1.523
2024-03-06,1.538
2024-03-07,1.549
2024-03-08,1.546
2024-03-09,1.546
2024-03-10,1.546
2024-03-11,1.539
2024-03-12,1.527
2024-03-13,1.514
2024-03-14,1.506
2024-03-15,1.522
2024-03-16,1.522
2024-03-17,1.522
2024-03-18,1.542
2024-03-19,1.508
2024-03-20,1.501
2024-03-21,1.496
2024-03-22,1.492
2024-03-23,1.492
2024-03-24,1.492
2024-03-25,1.512
2024-03-26,1.494
2024-03-27,1.468
2024-03-28,1.465
2024-03-29,1.465
2024-03-30,1.465
2024-03-31,1.465
2024-04-01,1.49
2024-04-02,1.494
2024-04-03,1.528
2024-04-04,1.552
2024-04-05,1.535
2024-04-06,1.535
2024-04-07,1.535
2024-04-08,1.544
