,TJX US Equity
2020-08-26,2.645
2020-08-27,2.625
2020-08-28,2.557
2020-08-29,2.557
2020-08-30,2.557
2020-08-31,2.571
2020-09-01,2.549
2020-09-02,2.483
2020-09-03,2.537
2020-09-04,2.553
2020-09-05,2.553
2020-09-06,2.553
2020-09-07,2.553
2020-09-08,2.547
2020-09-09,2.572
2020-09-10,2.603
2020-09-11,2.601
2020-09-12,2.601
2020-09-13,2.601
2020-09-14,2.539
2020-09-15,2.477
2020-09-16,2.457
2020-09-17,2.518
2020-09-18,2.511
2020-09-19,2.511
2020-09-20,2.511
2020-09-21,2.596
2020-09-22,2.61
2020-09-23,2.66
2020-09-24,2.662
2020-09-25,2.645
2020-09-26,2.645
2020-09-27,2.645
2020-09-28,2.53
2020-09-29,2.597
2020-09-30,2.527
2020-10-01,2.464
2020-10-02,2.441
2020-10-03,2.441
2020-10-04,2.441
2020-10-05,2.445
2020-10-06,2.485
2020-10-07,2.41
2020-10-08,2.413
2020-10-09,2.417
2020-10-10,2.417
2020-10-11,2.417
2020-10-12,2.426
2020-10-13,2.451
2020-10-14,2.45
2020-10-15,2.45
2020-10-16,2.483
2020-10-17,2.483
2020-10-18,2.483
2020-10-19,2.551
2020-10-20,2.561
2020-10-21,2.558
2020-10-22,2.511
2020-10-23,2.467
2020-10-24,2.467
2020-10-25,2.467
2020-10-26,2.557
2020-10-27,2.598
2020-10-28,2.739
2020-10-29,2.719
2020-10-30,2.769
2020-10-31,2.769
2020-11-01,2.769
2020-11-02,2.718
2020-11-03,2.605
2020-11-04,2.641
2020-11-05,2.576
2020-11-06,2.608
2020-11-07,2.608
2020-11-08,2.608
2020-11-09,2.31
2020-11-10,2.259
2020-11-11,2.34
2020-11-12,2.414
2020-11-13,2.405
2020-11-14,2.405
2020-11-15,2.405
2020-11-16,2.347
2020-11-17,2.345
2020-11-18,2.304
2020-11-19,2.331
2020-11-20,2.365
2020-11-21,2.365
2020-11-22,2.365
2020-11-23,2.322
2020-11-24,2.231
2020-11-25,2.285
2020-11-26,2.285
2020-11-27,2.27
2020-11-28,2.27
2020-11-29,2.27
2020-11-30,2.259
2020-12-01,2.212
2020-12-02,2.208
2020-12-03,2.177
2020-12-04,2.154
2020-12-05,2.154
2020-12-06,2.154
2020-12-07,2.178
2020-12-08,2.198
2020-12-09,2.155
2020-12-10,2.162
2020-12-11,2.177
2020-12-12,2.177
2020-12-13,2.177
2020-12-14,2.201
2020-12-15,2.155
2020-12-16,2.159
2020-12-17,2.136
2020-12-18,2.13
2020-12-19,2.13
2020-12-20,2.13
2020-12-21,2.145
2020-12-22,2.154
2020-12-23,2.142
2020-12-24,2.153
2020-12-25,2.153
2020-12-26,2.153
2020-12-27,2.153
2020-12-28,2.109
2020-12-29,2.121
2020-12-30,2.112
2020-12-31,2.112
2021-01-01,2.112
2021-01-02,2.112
2021-01-03,2.112
2021-01-04,2.159
2021-01-05,2.162
2021-01-06,2.071
2021-01-07,2.063
2021-01-08,2.054
2021-01-09,2.054
2021-01-10,2.054
2021-01-11,2.11
2021-01-12,2.109
2021-01-13,2.145
2021-01-14,2.148
2021-01-15,2.134
2021-01-16,2.134
2021-01-17,2.134
2021-01-18,2.134
2021-01-19,2.175
2021-01-20,2.14
2021-01-21,2.147
2021-01-22,2.184
2021-01-23,2.184
2021-01-24,2.184
2021-01-25,2.225
2021-01-26,2.267
2021-01-27,2.286
2021-01-28,2.231
2021-01-29,2.282
2021-01-30,2.282
2021-01-31,2.282
2021-02-01,2.281
2021-02-02,2.22
2021-02-03,2.19
2021-02-04,2.131
2021-02-05,2.139
2021-02-06,2.139
2021-02-07,2.139
2021-02-08,2.088
2021-02-09,2.118
2021-02-10,2.122
2021-02-11,2.109
2021-02-12,2.141
2021-02-13,2.141
2021-02-14,2.141
2021-02-15,2.141
2021-02-16,2.157
2021-02-17,2.178
2021-02-18,2.131
2021-02-19,2.151
2021-02-20,2.151
2021-02-21,2.151
2021-02-22,2.093
2021-02-23,2.082
2021-02-24,2.009
2021-02-25,2.185
2021-02-26,2.241
2021-02-27,2.241
2021-02-28,2.241
2021-03-01,2.199
2021-03-02,2.234
2021-03-03,2.323
2021-03-04,2.364
2021-03-05,2.358
2021-03-06,2.358
2021-03-07,2.358
2021-03-08,2.269
2021-03-09,2.238
2021-03-10,2.254
2021-03-11,2.238
2021-03-12,2.212
2021-03-13,2.212
2021-03-14,2.212
2021-03-15,2.174
2021-03-16,2.216
2021-03-17,2.196
2021-03-18,2.223
2021-03-19,2.22
2021-03-20,2.22
2021-03-21,2.22
2021-03-22,2.224
2021-03-23,2.292
2021-03-24,2.299
2021-03-25,2.272
2021-03-26,2.239
2021-03-27,2.239
2021-03-28,2.239
2021-03-29,2.257
2021-03-30,2.223
2021-03-31,2.236
2021-04-01,2.241
2021-04-02,2.241
2021-04-03,2.241
2021-04-04,2.241
2021-04-05,2.182
2021-04-06,2.186
2021-04-07,2.182
2021-04-08,2.142
2021-04-09,2.129
2021-04-10,2.129
2021-04-11,2.129
2021-04-12,2.127
2021-04-13,2.16
2021-04-14,2.155
2021-04-15,2.136
2021-04-16,2.119
2021-04-17,2.119
2021-04-18,2.119
2021-04-19,2.149
2021-04-20,2.189
2021-04-21,2.166
2021-04-22,2.144
2021-04-23,2.107
2021-04-24,2.107
2021-04-25,2.107
2021-04-26,2.141
2021-04-27,2.125
2021-04-28,2.12
2021-04-29,2.076
2021-04-30,2.089
2021-05-01,2.089
2021-05-02,2.089
2021-05-03,2.057
2021-05-04,2.094
2021-05-05,2.088
2021-05-06,2.067
2021-05-07,2.01
2021-05-08,2.01
2021-05-09,2.01
2021-05-10,2.032
2021-05-11,2.059
2021-05-12,2.125
2021-05-13,2.084
2021-05-14,2.04
2021-05-15,2.04
2021-05-16,2.04
2021-05-17,2.052
2021-05-18,2.077
2021-05-19,2.23
2021-05-20,2.231
2021-05-21,2.242
2021-05-22,2.242
2021-05-23,2.242
2021-05-24,2.265
2021-05-25,2.234
2021-05-26,2.214
2021-05-27,2.235
2021-05-28,2.225
2021-05-29,2.225
2021-05-30,2.225
2021-05-31,2.225
2021-06-01,2.237
2021-06-02,2.278
2021-06-03,2.282
2021-06-04,2.289
2021-06-05,2.289
2021-06-06,2.289
2021-06-07,2.301
2021-06-08,2.286
2021-06-09,2.311
2021-06-10,2.32
2021-06-11,2.285
2021-06-12,2.285
2021-06-13,2.285
2021-06-14,2.307
2021-06-15,2.301
2021-06-16,2.308
2021-06-17,2.326
2021-06-18,2.375
2021-06-19,2.375
2021-06-20,2.375
2021-06-21,2.318
2021-06-22,2.283
2021-06-23,2.285
2021-06-24,2.247
2021-06-25,2.228
2021-06-26,2.228
2021-06-27,2.228
2021-06-28,2.263
2021-06-29,2.256
2021-06-30,2.232
2021-07-01,2.217
2021-07-02,2.205
2021-07-03,2.205
2021-07-04,2.205
2021-07-05,2.205
2021-07-06,2.209
2021-07-07,2.224
2021-07-08,2.25
2021-07-09,2.201
2021-07-10,2.201
2021-07-11,2.201
2021-07-12,2.206
2021-07-13,2.225
2021-07-14,2.192
2021-07-15,2.211
2021-07-16,2.232
2021-07-17,2.232
2021-07-18,2.232
2021-07-19,2.314
2021-07-20,2.263
2021-07-21,2.23
2021-07-22,2.237
2021-07-23,2.207
2021-07-24,2.207
2021-07-25,2.207
2021-07-26,2.19
2021-07-27,2.198
2021-07-28,2.217
2021-07-29,2.186
2021-07-30,2.187
2021-07-31,2.187
2021-08-01,2.187
2021-08-02,2.215
2021-08-03,2.182
2021-08-04,2.238
2021-08-05,2.194
2021-08-06,2.171
2021-08-07,2.171
2021-08-08,2.171
2021-08-09,2.183
2021-08-10,2.107
2021-08-11,2.284
2021-08-12,2.289
2021-08-13,2.324
2021-08-14,2.324
2021-08-15,2.324
2021-08-16,2.328
2021-08-17,2.414
2021-08-18,2.286
2021-08-19,2.268
2021-08-20,2.254
2021-08-21,2.254
2021-08-22,2.254
2021-08-23,2.222
2021-08-24,2.216
2021-08-25,2.202
2021-08-26,2.26
2021-08-27,2.267
2021-08-28,2.267
2021-08-29,2.267
2021-08-30,2.293
2021-08-31,2.295
2021-09-01,2.316
2021-09-02,2.322
2021-09-03,2.349
2021-09-04,2.349
2021-09-05,2.349
2021-09-06,2.349
2021-09-07,2.39
2021-09-08,2.391
2021-09-09,2.403
2021-09-10,2.424
2021-09-11,2.424
2021-09-12,2.424
2021-09-13,2.43
2021-09-14,2.402
2021-09-15,2.402
2021-09-16,2.368
2021-09-17,2.371
2021-09-18,2.371
2021-09-19,2.371
2021-09-20,2.415
2021-09-21,2.409
2021-09-22,2.401
2021-09-23,2.361
2021-09-24,2.348
2021-09-25,2.348
2021-09-26,2.348
2021-09-27,2.346
2021-09-28,2.382
2021-09-29,2.388
2021-09-30,2.53
2021-10-01,2.506
2021-10-02,2.506
2021-10-03,2.506
2021-10-04,2.534
2021-10-05,2.563
2021-10-06,2.595
2021-10-07,2.569
2021-10-08,2.578
2021-10-09,2.578
2021-10-10,2.578
2021-10-11,2.648
2021-10-12,2.651
2021-10-13,2.628
2021-10-14,2.602
2021-10-15,2.594
2021-10-16,2.594
2021-10-17,2.594
2021-10-18,2.582
2021-10-19,2.612
2021-10-20,2.614
2021-10-21,2.581
2021-10-22,2.601
2021-10-23,2.601
2021-10-24,2.601
2021-10-25,2.558
2021-10-26,2.555
2021-10-27,2.585
2021-10-28,2.56
2021-10-29,2.56
2021-10-30,2.56
2021-10-31,2.56
2021-11-01,2.515
2021-11-02,2.49
2021-11-03,2.45
2021-11-04,2.404
2021-11-05,2.354
2021-11-06,2.354
2021-11-07,2.354
2021-11-08,2.399
2021-11-09,2.397
2021-11-10,2.422
2021-11-11,2.448
2021-11-12,2.428
2021-11-13,2.428
2021-11-14,2.428
2021-11-15,2.409
2021-11-16,2.403
2021-11-17,2.271
2021-11-18,2.285
2021-11-19,2.352
2021-11-20,2.352
2021-11-21,2.352
2021-11-22,2.39
2021-11-23,2.354
2021-11-24,2.337
2021-11-25,2.337
2021-11-26,2.408
2021-11-27,2.408
2021-11-28,2.408
2021-11-29,2.363
2021-11-30,2.407
2021-12-01,2.456
2021-12-02,2.377
2021-12-03,2.363
2021-12-04,2.363
2021-12-05,2.363
2021-12-06,2.299
2021-12-07,2.253
2021-12-08,2.247
2021-12-09,2.256
2021-12-10,2.235
2021-12-11,2.235
2021-12-12,2.235
2021-12-13,2.284
2021-12-14,2.29
2021-12-15,2.286
2021-12-16,2.273
2021-12-17,2.256
2021-12-18,2.256
2021-12-19,2.256
2021-12-20,2.304
2021-12-21,2.253
2021-12-22,2.257
2021-12-23,2.283
2021-12-24,2.283
2021-12-25,2.283
2021-12-26,2.283
2021-12-27,2.266
2021-12-28,2.252
2021-12-29,2.231
2021-12-30,2.229
2021-12-31,2.218
2022-01-01,2.218
2022-01-02,2.218
2022-01-03,2.228
2022-01-04,2.194
2022-01-05,2.241
2022-01-06,2.231
2022-01-07,2.264
2022-01-08,2.264
2022-01-09,2.264
2022-01-10,2.323
2022-01-11,2.269
2022-01-12,2.293
2022-01-13,2.319
2022-01-14,2.365
2022-01-15,2.365
2022-01-16,2.365
2022-01-17,2.365
2022-01-18,2.443
2022-01-19,2.457
2022-01-20,2.501
2022-01-21,2.496
2022-01-22,2.496
2022-01-23,2.496
2022-01-24,2.438
2022-01-25,2.451
2022-01-26,2.436
2022-01-27,2.418
2022-01-28,2.359
2022-01-29,2.359
2022-01-30,2.359
2022-01-31,2.339
2022-02-01,2.313
2022-02-02,2.337
2022-02-03,2.412
2022-02-04,2.434
2022-02-05,2.434
2022-02-06,2.434
2022-02-07,2.428
2022-02-08,2.39
2022-02-09,2.347
2022-02-10,2.375
2022-02-11,2.442
2022-02-12,2.442
2022-02-13,2.442
2022-02-14,2.467
2022-02-15,2.435
2022-02-16,2.5
2022-02-17,2.574
2022-02-18,2.536
2022-02-19,2.536
2022-02-20,2.536
2022-02-21,2.536
2022-02-22,2.563
2022-02-23,2.603
2022-02-24,2.353
2022-02-25,2.28
2022-02-26,2.28
2022-02-27,2.28
2022-02-28,2.288
2022-03-01,2.366
2022-03-02,2.287
2022-03-03,2.301
2022-03-04,2.418
2022-03-05,2.418
2022-03-06,2.418
2022-03-07,2.592
2022-03-08,2.52
2022-03-09,2.471
2022-03-10,2.437
2022-03-11,2.461
2022-03-12,2.461
2022-03-13,2.461
2022-03-14,2.435
2022-03-15,2.416
2022-03-16,2.385
2022-03-17,2.417
2022-03-18,2.41
2022-03-19,2.41
2022-03-20,2.41
2022-03-21,2.467
2022-03-22,2.462
2022-03-23,2.53
2022-03-24,2.505
2022-03-25,2.455
2022-03-26,2.455
2022-03-27,2.455
2022-03-28,2.427
2022-03-29,2.34
2022-03-30,2.427
2022-03-31,2.484
2022-04-01,2.422
2022-04-02,2.422
2022-04-03,2.422
2022-04-04,2.376
2022-04-05,2.39
2022-04-06,2.437
2022-04-07,2.454
2022-04-08,2.444
2022-04-09,2.444
2022-04-10,2.444
2022-04-11,2.433
2022-04-12,2.395
2022-04-13,2.362
2022-04-14,2.4
2022-04-15,2.4
2022-04-16,2.4
2022-04-17,2.4
2022-04-18,2.41
2022-04-19,2.3
2022-04-20,2.253
2022-04-21,2.282
2022-04-22,2.4
2022-04-23,2.4
2022-04-24,2.4
2022-04-25,2.374
2022-04-26,2.45
2022-04-27,2.448
2022-04-28,2.376
2022-04-29,2.456
2022-04-30,2.456
2022-05-01,2.456
2022-05-02,2.415
2022-05-03,2.426
2022-05-04,2.349
2022-05-05,2.439
2022-05-06,2.491
2022-05-07,2.491
2022-05-08,2.491
2022-05-09,2.544
2022-05-10,2.678
2022-05-11,2.722
2022-05-12,2.673
2022-05-13,2.617
2022-05-14,2.617
2022-05-15,2.617
2022-05-16,2.667
2022-05-17,2.664
2022-05-18,2.443
2022-05-19,2.394
2022-05-20,2.54
2022-05-21,2.54
2022-05-22,2.54
2022-05-23,2.438
2022-05-24,2.462
2022-05-25,2.4
2022-05-26,2.292
2022-05-27,2.275
2022-05-28,2.275
2022-05-29,2.275
2022-05-30,2.275
2022-05-31,2.301
2022-06-01,2.341
2022-06-02,2.294
2022-06-03,2.359
2022-06-04,2.359
2022-06-05,2.359
2022-06-06,2.37
2022-06-07,2.396
2022-06-08,2.382
2022-06-09,2.412
2022-06-10,2.477
2022-06-11,2.477
2022-06-12,2.477
2022-06-13,2.548
2022-06-14,2.548
2022-06-15,2.535
2022-06-16,2.575
2022-06-17,2.58
2022-06-18,2.58
2022-06-19,2.58
2022-06-20,2.58
2022-06-21,2.541
2022-06-22,2.565
2022-06-23,2.555
2022-06-24,2.43
2022-06-25,2.43
2022-06-26,2.43
2022-06-27,2.448
2022-06-28,2.547
2022-06-29,2.564
2022-06-30,2.621
2022-07-01,2.612
2022-07-02,2.612
2022-07-03,2.612
2022-07-04,2.612
2022-07-05,2.543
2022-07-06,2.525
2022-07-07,2.461
2022-07-08,2.484
2022-07-09,2.484
2022-07-10,2.484
2022-07-11,2.507
2022-07-12,2.482
2022-07-13,2.478
2022-07-14,2.492
2022-07-15,2.417
2022-07-16,2.417
2022-07-17,2.417
2022-07-18,2.42
2022-07-19,2.337
2022-07-20,2.322
2022-07-21,2.297
2022-07-22,2.296
2022-07-23,2.296
2022-07-24,2.296
2022-07-25,2.313
2022-07-26,2.413
2022-07-27,2.408
2022-07-28,2.393
2022-07-29,2.394
2022-07-30,2.394
2022-07-31,2.394
2022-08-01,2.337
2022-08-02,2.375
2022-08-03,2.316
2022-08-04,2.315
2022-08-05,2.332
2022-08-06,2.332
2022-08-07,2.332
2022-08-08,2.301
2022-08-09,2.337
2022-08-10,2.313
2022-08-11,2.264
2022-08-12,2.227
2022-08-13,2.227
2022-08-14,2.227
2022-08-15,2.231
2022-08-16,2.186
2022-08-17,2.09
2022-08-18,2.598
2022-08-19,2.661
2022-08-20,2.661
2022-08-21,2.661
2022-08-22,2.744
2022-08-23,2.766
2022-08-24,2.745
2022-08-25,2.715
2022-08-26,2.81
2022-08-27,2.81
2022-08-28,2.81
2022-08-29,2.8
2022-08-30,2.825
2022-08-31,2.834
2022-09-01,2.768
2022-09-02,2.782
2022-09-03,2.782
2022-09-04,2.782
2022-09-05,2.782
2022-09-06,2.81
2022-09-07,2.684
2022-09-08,2.659
2022-09-09,2.653
2022-09-10,2.653
2022-09-11,2.653
2022-09-12,2.638
2022-09-13,2.737
2022-09-14,2.73
2022-09-15,2.708
2022-09-16,2.717
2022-09-17,2.717
2022-09-18,2.717
2022-09-19,2.681
2022-09-20,2.757
2022-09-21,2.791
2022-09-22,2.833
2022-09-23,2.868
2022-09-24,2.868
2022-09-25,2.868
2022-09-26,2.913
2022-09-27,2.901
2022-09-28,2.82
2022-09-29,2.864
2022-09-30,2.828
2022-10-01,2.828
2022-10-02,2.828
2022-10-03,2.793
2022-10-04,2.686
2022-10-05,2.67
2022-10-06,2.699
2022-10-07,2.72
2022-10-08,2.72
2022-10-09,2.72
2022-10-10,2.731
2022-10-11,2.741
2022-10-12,2.762
2022-10-13,2.707
2022-10-14,2.776
2022-10-15,2.776
2022-10-16,2.776
2022-10-17,2.677
2022-10-18,2.64
2022-10-19,2.669
2022-10-20,2.699
2022-10-21,2.609
2022-10-22,2.609
2022-10-23,2.609
2022-10-24,2.55
2022-10-25,2.504
2022-10-26,2.488
2022-10-27,2.453
2022-10-28,2.433
2022-10-29,2.433
2022-10-30,2.433
2022-10-31,2.447
2022-11-01,2.458
2022-11-02,2.51
2022-11-03,2.478
2022-11-04,2.478
2022-11-05,2.478
2022-11-06,2.478
2022-11-07,2.446
2022-11-08,2.468
2022-11-09,2.491
2022-11-10,2.359
2022-11-11,2.362
2022-11-12,2.362
2022-11-13,2.362
2022-11-14,2.389
2022-11-15,2.324
2022-11-16,2.133
2022-11-17,2.183
2022-11-18,2.179
2022-11-19,2.179
2022-11-20,2.179
2022-11-21,2.154
2022-11-22,2.124
2022-11-23,2.113
2022-11-24,2.113
2022-11-25,2.1
2022-11-26,2.1
2022-11-27,2.1
2022-11-28,1.816
2022-11-29,1.813
2022-11-30,1.815
2022-12-01,1.822
2022-12-02,1.812
2022-12-03,1.812
2022-12-04,1.812
2022-12-05,1.829
2022-12-06,1.831
2022-12-07,1.83
2022-12-08,1.847
2022-12-09,1.862
2022-12-10,1.862
2022-12-11,1.862
2022-12-12,1.845
2022-12-13,1.836
2022-12-14,1.833
2022-12-15,1.847
2022-12-16,1.871
2022-12-17,1.871
2022-12-18,1.871
2022-12-19,1.861
2022-12-20,1.873
2022-12-21,1.843
2022-12-22,1.853
2022-12-23,1.828
2022-12-24,1.828
2022-12-25,1.828
2022-12-26,1.828
2022-12-27,1.839
2022-12-28,1.847
2022-12-29,1.832
2022-12-30,1.826
2022-12-31,1.826
2023-01-01,1.826
2023-01-02,1.826
2023-01-03,1.848
2023-01-04,1.829
2023-01-05,1.811
2023-01-06,1.765
2023-01-07,1.765
2023-01-08,1.765
2023-01-09,1.792
2023-01-10,1.771
2023-01-11,1.775
2023-01-12,1.783
2023-01-13,1.791
2023-01-14,1.791
2023-01-15,1.791
2023-01-16,1.791
2023-01-17,1.791
2023-01-18,1.83
2023-01-19,1.839
2023-01-20,1.836
2023-01-21,1.836
2023-01-22,1.836
2023-01-23,1.844
2023-01-24,1.796
2023-01-25,1.767
2023-01-26,1.771
2023-01-27,1.783
2023-01-28,1.783
2023-01-29,1.783
2023-01-30,1.792
2023-01-31,1.73
2023-02-01,1.719
2023-02-02,1.762
2023-02-03,1.759
2023-02-04,1.759
2023-02-05,1.759
2023-02-06,1.767
2023-02-07,1.774
2023-02-08,1.757
2023-02-09,1.747
2023-02-10,1.76
2023-02-11,1.76
2023-02-12,1.76
2023-02-13,1.753
2023-02-14,1.75
2023-02-15,1.751
2023-02-16,1.774
2023-02-17,1.769
2023-02-18,1.769
2023-02-19,1.769
2023-02-20,1.769
2023-02-21,1.792
2023-02-22,1.895
2023-02-23,1.888
2023-02-24,1.961
2023-02-25,1.961
2023-02-26,1.961
2023-02-27,1.968
2023-02-28,1.976
2023-03-01,1.97
2023-03-02,1.973
2023-03-03,1.943
2023-03-04,1.943
2023-03-05,1.943
2023-03-06,1.935
2023-03-07,1.966
2023-03-08,1.961
2023-03-09,2.019
2023-03-10,2.037
2023-03-11,2.037
2023-03-12,2.037
2023-03-13,2.058
2023-03-14,2.025
2023-03-15,2.041
2023-03-16,2.029
2023-03-17,2.032
2023-03-18,2.032
2023-03-19,2.032
2023-03-20,2.008
2023-03-21,1.982
2023-03-22,2.015
2023-03-23,2.028
2023-03-24,2.022
2023-03-25,2.022
2023-03-26,2.022
2023-03-27,2.008
2023-03-28,1.986
2023-03-29,1.977
2023-03-30,1.958
2023-03-31,1.921
2023-04-01,1.921
2023-04-02,1.921
2023-04-03,1.909
2023-04-04,1.915
2023-04-05,1.929
2023-04-06,1.929
2023-04-07,1.929
2023-04-08,1.929
2023-04-09,1.929
2023-04-10,1.921
2023-04-11,1.922
2023-04-12,1.963
2023-04-13,1.95
2023-04-14,1.951
2023-04-15,1.951
2023-04-16,1.951
2023-04-17,1.94
2023-04-18,1.936
2023-04-19,1.93
2023-04-20,1.904
2023-04-21,1.92
2023-04-22,1.92
2023-04-23,1.92
2023-04-24,1.917
2023-04-25,1.995
2023-04-26,1.979
2023-04-27,1.942
2023-04-28,1.912
2023-04-29,1.912
2023-04-30,1.912
2023-05-01,1.924
2023-05-02,1.922
2023-05-03,1.912
2023-05-04,1.931
2023-05-05,1.896
2023-05-06,1.896
2023-05-07,1.896
2023-05-08,1.899
2023-05-09,1.894
2023-05-10,1.901
2023-05-11,1.899
2023-05-12,1.878
2023-05-13,1.878
2023-05-14,1.878
2023-05-15,1.871
2023-05-16,1.896
2023-05-17,1.875
2023-05-18,1.868
2023-05-19,1.867
2023-05-20,1.867
2023-05-21,1.867
2023-05-22,1.888
2023-05-23,1.911
2023-05-24,1.928
2023-05-25,1.95
2023-05-26,1.923
2023-05-27,1.923
2023-05-28,1.923
2023-05-29,1.923
2023-05-30,1.928
2023-05-31,1.927
2023-06-01,1.931
2023-06-02,1.895
2023-06-03,1.895
2023-06-04,1.895
2023-06-05,1.877
2023-06-06,1.881
2023-06-07,1.895
2023-06-08,1.903
2023-06-09,1.865
2023-06-10,1.865
2023-06-11,1.865
2023-06-12,1.849
2023-06-13,1.827
2023-06-14,1.852
2023-06-15,1.816
2023-06-16,1.821
2023-06-17,1.821
2023-06-18,1.821
2023-06-19,1.821
2023-06-20,1.841
2023-06-21,1.83
2023-06-22,1.816
2023-06-23,1.804
2023-06-24,1.804
2023-06-25,1.804
2023-06-26,1.811
2023-06-27,1.788
2023-06-28,1.791
2023-06-29,1.771
2023-06-30,1.749
2023-07-01,1.749
2023-07-02,1.749
2023-07-03,1.761
2023-07-04,1.761
2023-07-05,1.751
2023-07-06,1.777
2023-07-07,1.793
2023-07-08,1.793
