,PSX US Equity
2023-06-23,4.866
2023-06-24,4.866
2023-06-25,4.866
2023-06-26,4.831
2023-06-27,4.776
2023-06-28,4.733
2023-06-29,4.677
2023-06-30,4.635
2023-07-01,4.635
2023-07-02,4.635
2023-07-03,4.622
2023-07-04,4.622
2023-07-05,4.599
2023-07-06,4.634
2023-07-07,4.444
2023-07-08,4.444
2023-07-09,4.444
2023-07-10,4.404
2023-07-11,4.353
2023-07-12,4.334
2023-07-13,4.308
2023-07-14,4.399
2023-07-15,4.399
2023-07-16,4.399
2023-07-17,4.462
2023-07-18,4.374
2023-07-19,4.319
2023-07-20,4.253
2023-07-21,4.185
2023-07-22,4.185
2023-07-23,4.185
2023-07-24,4.141
2023-07-25,4.108
2023-07-26,4.038
2023-07-27,4.064
2023-07-28,4.01
2023-07-29,4.01
2023-07-30,4.01
2023-07-31,3.967
2023-08-01,3.947
2023-08-02,4.083
2023-08-03,4.028
2023-08-04,4.026
2023-08-05,4.026
2023-08-06,4.026
2023-08-07,3.991
2023-08-08,3.947
2023-08-09,3.887
2023-08-10,3.879
2023-08-11,3.813
2023-08-12,3.813
2023-08-13,3.813
2023-08-14,3.879
2023-08-15,3.921
2023-08-16,3.927
2023-08-17,3.879
2023-08-18,3.857
2023-08-19,3.857
2023-08-20,3.857
2023-08-21,3.887
2023-08-22,3.901
2023-08-23,3.924
2023-08-24,3.92
2023-08-25,3.845
2023-08-26,3.845
2023-08-27,3.845
2023-08-28,3.871
2023-08-29,3.886
2023-08-30,3.853
2023-08-31,3.836
2023-09-01,3.744
2023-09-02,3.744
2023-09-03,3.744
2023-09-04,3.744
2023-09-05,3.758
2023-09-06,3.761
2023-09-07,3.694
2023-09-08,3.589
2023-09-09,3.589
2023-09-10,3.589
2023-09-11,3.586
2023-09-12,3.53
2023-09-13,3.562
2023-09-14,3.568
2023-09-15,3.625
2023-09-16,3.625
2023-09-17,3.625
2023-09-18,3.583
2023-09-19,3.649
2023-09-20,3.654
2023-09-21,3.658
2023-09-22,3.7
2023-09-23,3.7
2023-09-24,3.7
2023-09-25,3.648
2023-09-26,3.674
2023-09-27,3.632
2023-09-28,3.556
2023-09-29,3.651
2023-09-30,3.651
2023-10-01,3.651
2023-10-02,3.686
2023-10-03,3.79
2023-10-04,3.966
2023-10-05,4.003
2023-10-06,4.013
2023-10-07,4.013
2023-10-08,4.013
2023-10-09,3.94
2023-10-10,3.899
2023-10-11,3.908
2023-10-12,3.957
2023-10-13,3.962
2023-10-14,3.962
2023-10-15,3.962
2023-10-16,3.92
2023-10-17,3.847
2023-10-18,3.769
2023-10-19,3.804
2023-10-20,3.859
2023-10-21,3.859
2023-10-22,3.859
2023-10-23,3.876
2023-10-24,3.915
2023-10-25,3.957
2023-10-26,3.98
2023-10-27,3.95
2023-10-28,3.95
2023-10-29,3.95
2023-10-30,3.922
2023-10-31,3.866
2023-11-01,3.799
2023-11-02,3.737
2023-11-03,3.78
2023-11-04,3.78
2023-11-05,3.78
2023-11-06,3.778
2023-11-07,3.877
2023-11-08,3.948
2023-11-09,3.99
2023-11-10,3.901
2023-11-11,3.901
2023-11-12,3.901
2023-11-13,3.877
2023-11-14,3.848
2023-11-15,3.832
2023-11-16,3.863
2023-11-17,3.769
2023-11-18,3.769
2023-11-19,3.769
2023-11-20,3.71
2023-11-21,3.732
2023-11-22,3.713
2023-11-23,3.713
2023-11-24,3.693
2023-11-25,3.693
2023-11-26,3.693
2023-11-27,3.703
2023-11-28,3.713
2023-11-29,3.585
2023-11-30,3.399
2023-12-01,3.378
2023-12-02,3.378
2023-12-03,3.378
2023-12-04,3.411
2023-12-05,3.431
2023-12-06,3.505
2023-12-07,3.516
2023-12-08,3.496
2023-12-09,3.496
2023-12-10,3.496
2023-12-11,3.481
2023-12-12,3.517
2023-12-13,3.464
2023-12-14,3.385
2023-12-15,3.392
2023-12-16,3.392
2023-12-17,3.392
2023-12-18,3.355
2023-12-19,3.292
2023-12-20,3.285
2023-12-21,3.28
2023-12-22,3.286
2023-12-23,3.286
2023-12-24,3.286
2023-12-25,3.286
2023-12-26,3.245
2023-12-27,3.27
2023-12-28,3.316
2023-12-29,3.308
2023-12-30,3.308
2023-12-31,3.308
2024-01-01,3.308
2024-01-02,3.28
2024-01-03,3.245
2024-01-04,3.256
2024-01-05,3.257
2024-01-06,3.257
2024-01-07,3.257
2024-01-08,3.291
2024-01-09,3.307
2024-01-10,3.404
2024-01-11,3.381
2024-01-12,3.315
2024-01-13,3.315
2024-01-14,3.315
2024-01-15,3.315
2024-01-16,3.402
2024-01-17,3.411
2024-01-18,3.427
2024-01-19,3.389
2024-01-20,3.389
2024-01-21,3.389
2024-01-22,3.375
2024-01-23,3.337
2024-01-24,3.273
2024-01-25,3.179
2024-01-26,3.12
2024-01-27,3.12
2024-01-28,3.12
2024-01-29,3.146
2024-01-30,3.072
2024-01-31,3.032
2024-02-01,3.0
2024-02-02,3.002
2024-02-03,3.002
2024-02-04,3.002
2024-02-05,2.981
2024-02-06,3.008
2024-02-07,2.996
2024-02-08,2.99
2024-02-09,3.014
2024-02-10,3.014
2024-02-11,3.014
2024-02-12,3.032
2024-02-13,3.017
2024-02-14,3.016
2024-02-15,2.992
2024-02-16,3.023
2024-02-17,3.023
2024-02-18,3.023
2024-02-19,3.023
2024-02-20,3.081
2024-02-21,3.029
2024-02-22,2.965
2024-02-23,2.956
2024-02-24,2.956
2024-02-25,2.956
2024-02-26,2.93
2024-02-27,2.99
2024-02-28,3.076
2024-02-29,3.055
2024-03-01,3.041
2024-03-02,3.041
2024-03-03,3.041
2024-03-04,3.04
2024-03-05,2.986
2024-03-06,2.972
2024-03-07,2.923
2024-03-08,2.921
2024-03-09,2.921
2024-03-10,2.921
2024-03-11,2.918
2024-03-12,2.901
2024-03-13,2.824
2024-03-14,2.825
2024-03-15,2.734
2024-03-16,2.734
2024-03-17,2.734
2024-03-18,2.783
2024-03-19,2.779
2024-03-20,2.748
2024-03-21,2.733
2024-03-22,2.727
2024-03-23,2.727
2024-03-24,2.727
2024-03-25,2.779
2024-03-26,2.777
2024-03-27,2.735
2024-03-28,2.662
2024-03-29,2.662
2024-03-30,2.662
2024-03-31,2.662
2024-04-01,2.662
2024-04-02,2.565
2024-04-03,2.518
2024-04-04,2.554
2024-04-05,2.56
2024-04-06,2.56
2024-04-07,2.56
2024-04-08,2.594
