,NFG US Equity
2020-04-19,5.322
2020-04-20,5.386
2020-04-21,5.442
2020-04-22,5.438
2020-04-23,5.41
2020-04-24,5.262
2020-04-25,5.262
2020-04-26,5.262
2020-04-27,5.078
2020-04-28,5.137
2020-04-29,5.071
2020-04-30,5.393
2020-05-01,5.473
2020-05-02,5.473
2020-05-03,5.473
2020-05-04,5.68
2020-05-05,5.568
2020-05-06,5.709
2020-05-07,5.422
2020-05-08,5.24
2020-05-09,5.24
2020-05-10,5.24
2020-05-11,5.28
2020-05-12,5.438
2020-05-13,5.415
2020-05-14,5.524
2020-05-15,5.533
2020-05-16,5.533
2020-05-17,5.533
2020-05-18,5.319
2020-05-19,5.476
2020-05-20,5.354
2020-05-21,5.294
2020-05-22,5.276
2020-05-23,5.276
2020-05-24,5.276
2020-05-25,5.276
2020-05-26,5.142
2020-05-27,5.162
2020-05-28,5.137
2020-05-29,5.268
2020-05-30,5.268
2020-05-31,5.268
2020-06-01,5.2
2020-06-02,5.198
2020-06-03,5.15
2020-06-04,5.185
2020-06-05,5.204
2020-06-06,5.204
2020-06-07,5.204
2020-06-08,4.928
2020-06-09,5.013
2020-06-10,5.143
2020-06-11,5.431
2020-06-12,5.333
2020-06-13,5.333
2020-06-14,5.333
2020-06-15,5.415
2020-06-16,5.251
2020-06-17,5.35
2020-06-18,5.328
2020-06-19,5.435
2020-06-20,5.435
2020-06-21,5.435
2020-06-22,5.492
2020-06-23,5.493
2020-06-24,5.481
2020-06-25,5.528
2020-06-26,5.547
2020-06-27,5.547
2020-06-28,5.547
2020-06-29,5.391
2020-06-30,5.214
2020-07-01,5.342
2020-07-02,5.297
2020-07-03,5.297
2020-07-04,5.297
2020-07-05,5.297
2020-07-06,5.226
2020-07-07,5.157
2020-07-08,5.291
2020-07-09,5.498
2020-07-10,5.45
2020-07-11,5.45
2020-07-12,5.45
2020-07-13,5.47
2020-07-14,5.405
2020-07-15,5.356
2020-07-16,5.352
2020-07-17,5.346
2020-07-18,5.346
2020-07-19,5.346
2020-07-20,5.458
2020-07-21,5.318
2020-07-22,5.302
2020-07-23,5.211
2020-07-24,5.211
2020-07-25,5.211
2020-07-26,5.211
2020-07-27,5.211
2020-07-28,5.211
2020-07-29,5.211
2020-07-30,5.211
2020-07-31,5.211
2020-08-01,5.211
2020-08-02,5.211
2020-08-03,5.211
2020-08-04,5.211
2020-08-05,5.211
2020-08-06,5.211
2020-08-07,5.211
2020-08-08,5.211
2020-08-09,5.211
2020-08-10,5.211
2020-08-11,5.211
2020-08-12,5.211
2020-08-13,5.211
2020-08-14,5.211
2020-08-15,5.211
2020-08-16,5.211
2020-08-17,5.211
2020-08-18,5.211
2020-08-19,5.211
2020-08-20,5.211
2020-08-21,5.211
2020-08-22,5.211
2020-08-23,5.211
2020-08-24,5.211
2020-08-25,5.211
2020-08-26,5.211
2020-08-27,5.211
2020-08-28,5.211
2020-08-29,5.211
2020-08-30,5.211
2020-08-31,5.211
2020-09-01,5.211
2020-09-02,5.211
2020-09-03,5.211
2020-09-04,5.211
2020-09-05,5.211
2020-09-06,5.211
2020-09-07,5.211
2020-09-08,5.211
2020-09-09,5.211
2020-09-10,5.211
2020-09-11,5.211
2020-09-12,5.211
2020-09-13,5.211
2020-09-14,5.211
2020-09-15,5.211
2020-09-16,5.211
2020-09-17,5.211
2020-09-18,5.211
2020-09-19,5.211
2020-09-20,5.211
2020-09-21,5.211
2020-09-22,5.211
2020-09-23,5.272
2020-09-24,5.2
2020-09-25,5.13
2020-09-26,5.13
2020-09-27,5.13
2020-09-28,5.083
2020-09-29,5.148
2020-09-30,5.219
2020-10-01,5.301
2020-10-02,5.297
2020-10-03,5.297
2020-10-04,5.297
2020-10-05,5.158
2020-10-06,5.158
2020-10-07,5.134
2020-10-08,5.047
2020-10-09,5.045
2020-10-10,5.045
2020-10-11,5.045
2020-10-12,5.003
2020-10-13,4.995
2020-10-14,5.018
2020-10-15,5.003
2020-10-16,5.086
2020-10-17,5.086
2020-10-18,5.086
2020-10-19,5.12
2020-10-20,5.052
2020-10-21,5.058
2020-10-22,4.91
2020-10-23,4.934
2020-10-24,4.934
2020-10-25,4.934
2020-10-26,5.015
2020-10-27,5.088
2020-10-28,5.35
2020-10-29,5.321
2020-10-30,5.301
2020-10-31,5.301
2020-11-01,5.301
2020-11-02,5.241
2020-11-03,5.124
2020-11-04,5.184
2020-11-05,5.25
2020-11-06,5.549
2020-11-07,5.549
2020-11-08,5.549
2020-11-09,5.437
2020-11-10,5.156
2020-11-11,5.074
2020-11-12,5.215
2020-11-13,5.055
2020-11-14,5.055
2020-11-15,5.055
2020-11-16,5.017
2020-11-17,4.97
2020-11-18,5.058
2020-11-19,5.114
2020-11-20,5.145
2020-11-21,5.145
2020-11-22,5.145
2020-11-23,5.036
2020-11-24,4.908
2020-11-25,4.976
2020-11-26,4.976
2020-11-27,5.043
2020-11-28,5.043
2020-11-29,5.043
2020-11-30,5.145
2020-12-01,5.194
2020-12-02,5.187
2020-12-03,5.159
2020-12-04,5.082
2020-12-05,5.082
2020-12-06,5.082
2020-12-07,5.108
2020-12-08,5.037
2020-12-09,4.983
2020-12-10,4.904
2020-12-11,4.914
2020-12-12,4.914
2020-12-13,4.914
2020-12-14,4.972
2020-12-15,4.855
2020-12-16,4.89
2020-12-17,4.91
2020-12-18,4.942
2020-12-19,4.942
2020-12-20,4.942
2020-12-21,5.102
2020-12-22,5.043
2020-12-23,5.028
2020-12-24,5.027
2020-12-25,5.027
2020-12-26,5.027
2020-12-27,5.027
2020-12-28,5.08
2020-12-29,5.12
2020-12-30,5.117
2020-12-31,5.095
2021-01-01,5.095
2021-01-02,5.095
2021-01-03,5.095
2021-01-04,5.08
2021-01-05,4.967
2021-01-06,4.754
2021-01-07,4.754
2021-01-08,4.823
2021-01-09,4.823
2021-01-10,4.823
2021-01-11,4.804
2021-01-12,4.737
2021-01-13,4.769
2021-01-14,4.762
2021-01-15,4.732
2021-01-16,4.732
2021-01-17,4.732
2021-01-18,4.732
2021-01-19,4.892
2021-01-20,4.911
2021-01-21,5.048
2021-01-22,5.025
2021-01-23,5.025
2021-01-24,5.025
2021-01-25,4.982
2021-01-26,5.12
2021-01-27,5.164
2021-01-28,5.178
2021-01-29,5.205
2021-01-30,5.205
2021-01-31,5.205
2021-02-01,5.135
2021-02-02,5.127
2021-02-03,5.168
2021-02-04,5.071
2021-02-05,4.964
2021-02-06,4.964
2021-02-07,4.964
2021-02-08,4.851
2021-02-09,4.882
2021-02-10,4.789
2021-02-11,4.766
2021-02-12,4.763
2021-02-13,4.763
2021-02-14,4.763
2021-02-15,4.763
2021-02-16,4.621
2021-02-17,4.493
2021-02-18,4.635
2021-02-19,4.609
2021-02-20,4.609
2021-02-21,4.609
2021-02-22,4.658
2021-02-23,4.572
2021-02-24,4.552
2021-02-25,4.498
2021-02-26,4.611
2021-02-27,4.611
2021-02-28,4.611
2021-03-01,4.567
2021-03-02,4.54
2021-03-03,4.444
2021-03-04,4.427
2021-03-05,4.272
2021-03-06,4.272
2021-03-07,4.272
2021-03-08,4.216
2021-03-09,4.338
2021-03-10,4.232
2021-03-11,4.276
2021-03-12,4.215
2021-03-13,4.215
2021-03-14,4.215
2021-03-15,4.199
2021-03-16,4.228
2021-03-17,4.289
2021-03-18,4.271
2021-03-19,4.254
2021-03-20,4.254
2021-03-21,4.254
2021-03-22,4.307
2021-03-23,4.362
2021-03-24,4.294
2021-03-25,4.183
2021-03-26,4.148
2021-03-27,4.148
2021-03-28,4.148
2021-03-29,4.125
2021-03-30,4.136
2021-03-31,4.155
2021-04-01,4.151
2021-04-02,4.151
2021-04-03,4.151
2021-04-04,4.151
2021-04-05,4.134
2021-04-06,4.141
2021-04-07,4.107
2021-04-08,4.142
2021-04-09,4.172
2021-04-10,4.172
2021-04-11,4.172
2021-04-12,4.172
2021-04-13,4.168
2021-04-14,4.129
2021-04-15,4.083
2021-04-16,4.09
2021-04-17,4.09
2021-04-18,4.09
2021-04-19,4.09
2021-04-20,4.076
2021-04-21,4.066
2021-04-22,4.07
2021-04-23,4.043
2021-04-24,4.043
2021-04-25,4.043
2021-04-26,4.116
2021-04-27,4.139
2021-04-28,4.136
2021-04-29,4.133
2021-04-30,4.183
2021-05-01,4.183
2021-05-02,4.183
2021-05-03,4.104
2021-05-04,4.116
2021-05-05,4.111
2021-05-06,4.054
2021-05-07,3.95
2021-05-08,3.95
2021-05-09,3.95
2021-05-10,3.928
2021-05-11,3.953
2021-05-12,4.043
2021-05-13,3.978
2021-05-14,3.97
2021-05-15,3.97
2021-05-16,3.97
2021-05-17,3.989
2021-05-18,3.993
2021-05-19,4.014
2021-05-20,4.026
2021-05-21,4.008
2021-05-22,4.008
2021-05-23,4.008
2021-05-24,3.959
2021-05-25,4.061
2021-05-26,4.01
2021-05-27,4.04
2021-05-28,4.003
2021-05-29,4.003
2021-05-30,4.003
2021-05-31,4.003
2021-06-01,3.921
2021-06-02,3.911
2021-06-03,3.873
2021-06-04,3.874
2021-06-05,3.874
2021-06-06,3.874
2021-06-07,3.852
2021-06-08,3.834
2021-06-09,3.808
2021-06-10,3.788
2021-06-11,3.764
2021-06-12,3.764
2021-06-13,3.764
2021-06-14,3.825
2021-06-15,3.794
2021-06-16,3.843
2021-06-17,3.915
2021-06-18,4.036
2021-06-19,4.036
2021-06-20,4.036
2021-06-21,3.958
2021-06-22,3.968
2021-06-23,3.98
2021-06-24,3.943
2021-06-25,3.856
2021-06-26,3.856
2021-06-27,3.856
2021-06-28,3.904
2021-06-29,3.982
2021-06-30,3.941
2021-07-01,3.901
2021-07-02,3.926
2021-07-03,3.926
2021-07-04,3.926
2021-07-05,3.926
2021-07-06,3.969
2021-07-07,3.954
2021-07-08,3.954
2021-07-09,3.947
2021-07-10,3.947
2021-07-11,3.947
2021-07-12,3.935
2021-07-13,3.989
2021-07-14,3.986
2021-07-15,4.014
2021-07-16,4.054
2021-07-17,4.054
2021-07-18,4.054
2021-07-19,4.134
2021-07-20,4.061
2021-07-21,4.058
2021-07-22,4.081
2021-07-23,4.027
2021-07-24,4.027
2021-07-25,4.027
2021-07-26,3.989
2021-07-27,3.929
2021-07-28,3.96
2021-07-29,3.943
2021-07-30,4.004
2021-07-31,4.004
2021-08-01,4.004
2021-08-02,4.004
2021-08-03,3.949
2021-08-04,3.972
2021-08-05,3.963
2021-08-06,3.88
2021-08-07,3.88
2021-08-08,3.88
2021-08-09,3.886
2021-08-10,3.897
2021-08-11,3.849
2021-08-12,3.889
2021-08-13,3.904
2021-08-14,3.904
2021-08-15,3.904
2021-08-16,3.954
2021-08-17,3.945
2021-08-18,4.028
2021-08-19,4.088
2021-08-20,4.067
2021-08-21,4.067
2021-08-22,4.067
2021-08-23,4.063
2021-08-24,4.086
2021-08-25,4.044
2021-08-26,4.088
2021-08-27,4.014
2021-08-28,4.014
2021-08-29,4.014
2021-08-30,3.99
2021-08-31,3.975
2021-09-01,3.952
2021-09-02,3.929
2021-09-03,3.922
2021-09-04,3.922
2021-09-05,3.922
2021-09-06,3.922
2021-09-07,3.992
2021-09-08,3.927
2021-09-09,3.95
2021-09-10,3.97
2021-09-11,3.97
2021-09-12,3.97
2021-09-13,3.993
2021-09-14,4.063
2021-09-15,3.903
2021-09-16,3.965
2021-09-17,4.023
2021-09-18,4.023
2021-09-19,4.023
2021-09-20,4.071
2021-09-21,4.092
2021-09-22,4.051
2021-09-23,4.017
2021-09-24,3.976
2021-09-25,3.976
2021-09-26,3.976
2021-09-27,3.797
2021-09-28,3.794
2021-09-29,3.823
2021-09-30,3.888
2021-10-01,3.775
2021-10-02,3.775
2021-10-03,3.775
2021-10-04,3.666
2021-10-05,3.665
2021-10-06,3.65
2021-10-07,3.615
2021-10-08,3.596
2021-10-09,3.596
2021-10-10,3.596
2021-10-11,3.615
2021-10-12,3.588
2021-10-13,3.59
2021-10-14,3.551
2021-10-15,3.534
2021-10-16,3.534
2021-10-17,3.534
2021-10-18,3.548
2021-10-19,3.543
2021-10-20,3.492
2021-10-21,3.534
2021-10-22,3.509
2021-10-23,3.509
2021-10-24,3.509
2021-10-25,3.452
2021-10-26,3.485
2021-10-27,3.535
2021-10-28,3.517
2021-10-29,3.556
2021-10-30,3.556
2021-10-31,3.556
2021-11-01,3.473
2021-11-02,3.512
2021-11-03,3.539
2021-11-04,3.537
2021-11-05,3.442
2021-11-06,3.442
2021-11-07,3.442
2021-11-08,3.434
2021-11-09,3.444
2021-11-10,3.466
2021-11-11,3.386
2021-11-12,3.392
2021-11-13,3.392
2021-11-14,3.392
2021-11-15,3.368
2021-11-16,3.375
2021-11-17,3.389
2021-11-18,3.433
2021-11-19,3.464
2021-11-20,3.464
2021-11-21,3.464
2021-11-22,3.41
2021-11-23,3.328
2021-11-24,3.301
2021-11-25,3.301
2021-11-26,3.393
2021-11-27,3.393
2021-11-28,3.393
2021-11-29,3.418
2021-11-30,3.532
2021-12-01,3.517
2021-12-02,3.391
2021-12-03,3.373
2021-12-04,3.373
2021-12-05,3.373
2021-12-06,3.312
2021-12-07,3.303
2021-12-08,3.265
2021-12-09,3.29
2021-12-10,3.291
2021-12-11,3.291
2021-12-12,3.291
2021-12-13,3.311
2021-12-14,3.26
2021-12-15,3.234
2021-12-16,3.279
2021-12-17,3.289
2021-12-18,3.289
2021-12-19,3.289
2021-12-20,3.274
2021-12-21,3.256
2021-12-22,3.238
2021-12-23,3.236
2021-12-24,3.236
2021-12-25,3.236
2021-12-26,3.236
2021-12-27,3.197
2021-12-28,3.184
2021-12-29,3.167
2021-12-30,3.18
2021-12-31,3.171
2022-01-01,3.171
2022-01-02,3.171
2022-01-03,3.17
2022-01-04,3.121
2022-01-05,3.137
2022-01-06,3.162
2022-01-07,3.128
2022-01-08,3.128
2022-01-09,3.128
2022-01-10,3.231
2022-01-11,3.195
2022-01-12,3.204
2022-01-13,3.24
2022-01-14,3.17
2022-01-15,3.17
2022-01-16,3.17
2022-01-17,3.17
2022-01-18,3.213
2022-01-19,3.31
2022-01-20,3.359
2022-01-21,3.429
2022-01-22,3.429
2022-01-23,3.429
2022-01-24,3.369
2022-01-25,3.404
2022-01-26,3.414
2022-01-27,3.393
2022-01-28,3.374
2022-01-29,3.374
2022-01-30,3.374
2022-01-31,3.339
2022-02-01,3.265
2022-02-02,3.255
2022-02-03,3.299
2022-02-04,3.425
2022-02-05,3.425
2022-02-06,3.425
2022-02-07,3.407
2022-02-08,3.388
2022-02-09,3.363
2022-02-10,3.367
2022-02-11,3.3
2022-02-12,3.3
2022-02-13,3.3
2022-02-14,3.327
2022-02-15,3.315
2022-02-16,3.319
2022-02-17,3.325
2022-02-18,3.398
2022-02-19,3.398
2022-02-20,3.398
2022-02-21,3.398
2022-02-22,3.426
2022-02-23,3.423
2022-02-24,3.407
2022-02-25,3.301
2022-02-26,3.301
2022-02-27,3.301
2022-02-28,3.258
2022-03-01,3.224
2022-03-02,3.152
2022-03-03,3.152
2022-03-04,3.101
2022-03-05,3.101
2022-03-06,3.101
2022-03-07,3.039
2022-03-08,3.092
2022-03-09,3.068
2022-03-10,3.002
2022-03-11,3.031
2022-03-12,3.031
2022-03-13,3.031
2022-03-14,3.131
2022-03-15,3.058
2022-03-16,3.017
2022-03-17,3.041
2022-03-18,3.062
2022-03-19,3.062
2022-03-20,3.062
2022-03-21,3.056
2022-03-22,3.104
2022-03-23,3.108
2022-03-24,3.095
2022-03-25,2.956
2022-03-26,2.956
2022-03-27,2.956
2022-03-28,2.927
2022-03-29,2.933
2022-03-30,2.91
2022-03-31,2.932
2022-04-01,2.839
2022-04-02,2.839
2022-04-03,2.839
2022-04-04,2.921
2022-04-05,2.905
2022-04-06,2.874
2022-04-07,2.866
2022-04-08,2.866
2022-04-09,2.866
2022-04-10,2.866
2022-04-11,2.873
2022-04-12,2.9
2022-04-13,2.886
2022-04-14,2.816
2022-04-15,2.816
2022-04-16,2.816
2022-04-17,2.816
2022-04-18,2.751
2022-04-19,2.743
2022-04-20,2.742
2022-04-21,2.772
2022-04-22,2.794
2022-04-23,2.794
2022-04-24,2.794
2022-04-25,2.818
2022-04-26,2.864
2022-04-27,2.865
2022-04-28,2.826
2022-04-29,2.872
2022-04-30,2.872
2022-05-01,2.872
2022-05-02,2.892
2022-05-03,2.823
2022-05-04,2.75
2022-05-05,2.825
2022-05-06,2.878
2022-05-07,2.878
2022-05-08,2.878
2022-05-09,2.995
2022-05-10,3.032
2022-05-11,2.981
2022-05-12,2.981
2022-05-13,2.996
2022-05-14,2.996
2022-05-15,2.996
2022-05-16,2.971
2022-05-17,2.918
2022-05-18,2.944
2022-05-19,2.922
2022-05-20,2.921
2022-05-21,2.921
2022-05-22,2.921
2022-05-23,2.855
2022-05-24,2.825
2022-05-25,2.8
2022-05-26,2.776
2022-05-27,2.712
2022-05-28,2.712
2022-05-29,2.712
2022-05-30,2.712
2022-05-31,2.739
2022-06-01,2.753
2022-06-02,2.739
2022-06-03,2.736
2022-06-04,2.736
2022-06-05,2.736
2022-06-06,2.718
2022-06-07,2.67
2022-06-08,2.691
2022-06-09,2.752
2022-06-10,2.773
2022-06-11,2.773
2022-06-12,2.773
2022-06-13,2.902
2022-06-14,2.969
2022-06-15,2.935
2022-06-16,2.994
2022-06-17,3.078
2022-06-18,3.078
2022-06-19,3.078
2022-06-20,3.078
2022-06-21,3.001
2022-06-22,3.052
2022-06-23,3.091
2022-06-24,3.053
2022-06-25,3.053
2022-06-26,3.053
2022-06-27,2.987
2022-06-28,2.98
2022-06-29,3.015
2022-06-30,3.028
2022-07-01,2.956
2022-07-02,2.956
2022-07-03,2.956
2022-07-04,2.956
2022-07-05,3.104
2022-07-06,3.094
2022-07-07,3.079
2022-07-08,3.106
2022-07-09,3.106
2022-07-10,3.106
2022-07-11,3.077
2022-07-12,3.062
2022-07-13,3.066
2022-07-14,3.138
2022-07-15,3.113
2022-07-16,3.113
2022-07-17,3.113
2022-07-18,3.103
2022-07-19,3.001
2022-07-20,2.999
2022-07-21,3.023
2022-07-22,3.035
2022-07-23,3.035
2022-07-24,3.035
2022-07-25,2.932
2022-07-26,2.852
2022-07-27,2.81
2022-07-28,2.783
2022-07-29,2.765
2022-07-30,2.765
2022-07-31,2.765
2022-08-01,2.765
2022-08-02,2.834
2022-08-03,2.82
2022-08-04,2.87
2022-08-05,2.808
2022-08-06,2.808
2022-08-07,2.808
2022-08-08,2.855
2022-08-09,2.842
2022-08-10,2.837
2022-08-11,2.816
2022-08-12,2.774
2022-08-13,2.774
2022-08-14,2.774
2022-08-15,2.76
2022-08-16,2.768
2022-08-17,2.781
2022-08-18,2.749
2022-08-19,2.738
2022-08-20,2.738
2022-08-21,2.738
2022-08-22,2.774
2022-08-23,2.766
2022-08-24,2.738
2022-08-25,2.695
2022-08-26,2.733
2022-08-27,2.733
2022-08-28,2.733
2022-08-29,2.727
2022-08-30,2.812
2022-08-31,2.806
2022-09-01,2.845
2022-09-02,2.837
2022-09-03,2.837
2022-09-04,2.837
2022-09-05,2.837
2022-09-06,2.853
2022-09-07,2.819
2022-09-08,2.845
2022-09-09,2.809
2022-09-10,2.809
2022-09-11,2.809
2022-09-12,2.805
2022-09-13,2.887
2022-09-14,2.812
2022-09-15,2.824
2022-09-16,2.904
2022-09-17,2.904
2022-09-18,2.904
2022-09-19,2.832
2022-09-20,2.875
2022-09-21,2.936
2022-09-22,2.962
2022-09-23,3.099
2022-09-24,3.099
2022-09-25,3.099
2022-09-26,3.175
2022-09-27,3.241
2022-09-28,3.14
2022-09-29,3.181
2022-09-30,3.225
2022-10-01,3.225
2022-10-02,3.225
2022-10-03,3.113
2022-10-04,3.016
2022-10-05,3.046
2022-10-06,3.114
2022-10-07,3.172
2022-10-08,3.172
2022-10-09,3.172
2022-10-10,3.183
2022-10-11,3.154
2022-10-12,3.213
2022-10-13,3.094
2022-10-14,3.147
2022-10-15,3.147
2022-10-16,3.147
2022-10-17,3.12
2022-10-18,3.041
2022-10-19,3.026
2022-10-20,3.065
2022-10-21,3.038
2022-10-22,3.038
2022-10-23,3.038
2022-10-24,3.039
2022-10-25,2.996
2022-10-26,3.007
2022-10-27,2.99
2022-10-28,2.941
2022-10-29,2.941
2022-10-30,2.941
2022-10-31,2.926
2022-11-01,2.931
2022-11-02,2.978
2022-11-03,3.046
2022-11-04,3.242
2022-11-05,3.242
2022-11-06,3.242
2022-11-07,3.2
2022-11-08,3.168
2022-11-09,3.259
2022-11-10,3.146
2022-11-11,3.146
2022-11-12,3.146
2022-11-13,3.146
2022-11-14,3.205
2022-11-15,3.213
2022-11-16,3.24
2022-11-17,3.266
2022-11-18,3.217
2022-11-19,3.217
2022-11-20,3.217
2022-11-21,3.202
2022-11-22,3.134
2022-11-23,3.153
2022-11-24,3.153
2022-11-25,3.121
2022-11-26,3.121
2022-11-27,3.121
2022-11-28,3.185
2022-11-29,3.167
2022-11-30,3.101
2022-12-01,3.151
2022-12-02,3.2
2022-12-03,3.2
2022-12-04,3.2
2022-12-05,3.262
2022-12-06,3.289
2022-12-07,3.277
2022-12-08,3.271
2022-12-09,3.257
2022-12-10,3.257
2022-12-11,3.257
2022-12-12,3.177
2022-12-13,3.163
2022-12-14,3.174
2022-12-15,3.213
2022-12-16,3.271
2022-12-17,3.271
2022-12-18,3.271
2022-12-19,3.283
2022-12-20,3.247
2022-12-21,3.176
2022-12-22,3.219
2022-12-23,3.152
2022-12-24,3.152
2022-12-25,3.152
2022-12-26,3.152
2022-12-27,3.15
2022-12-28,3.207
2022-12-29,3.183
2022-12-30,3.221
2022-12-31,3.221
2023-01-01,3.221
2023-01-02,3.221
2023-01-03,3.371
2023-01-04,3.317
2023-01-05,3.383
2023-01-06,3.37
2023-01-07,3.37
2023-01-08,3.37
2023-01-09,3.368
2023-01-10,3.349
2023-01-11,3.337
2023-01-12,3.335
2023-01-13,3.329
2023-01-14,3.329
2023-01-15,3.329
2023-01-16,3.329
2023-01-17,3.407
2023-01-18,3.523
2023-01-19,3.5
2023-01-20,3.494
2023-01-21,3.494
2023-01-22,3.494
2023-01-23,3.467
2023-01-24,3.476
2023-01-25,3.562
2023-01-26,3.557
2023-01-27,3.575
2023-01-28,3.575
2023-01-29,3.575
2023-01-30,3.597
2023-01-31,3.472
2023-02-01,3.525
2023-02-02,3.476
2023-02-03,3.421
2023-02-04,3.421
2023-02-05,3.421
2023-02-06,3.491
2023-02-07,3.469
2023-02-08,3.508
2023-02-09,3.549
2023-02-10,3.485
2023-02-11,3.485
2023-02-12,3.485
2023-02-13,3.473
2023-02-14,3.491
2023-02-15,3.474
2023-02-16,3.502
2023-02-17,3.508
2023-02-18,3.508
2023-02-19,3.508
2023-02-20,3.508
2023-02-21,3.626
2023-02-22,3.561
2023-02-23,3.54
2023-02-24,3.52
2023-02-25,3.52
2023-02-26,3.52
2023-02-27,3.534
2023-02-28,3.565
2023-03-01,3.557
2023-03-02,3.515
2023-03-03,3.473
2023-03-04,3.473
2023-03-05,3.473
2023-03-06,3.512
2023-03-07,3.517
2023-03-08,3.522
2023-03-09,3.587
2023-03-10,3.69
2023-03-11,3.69
2023-03-12,3.69
2023-03-13,3.686
2023-03-14,3.667
2023-03-15,3.718
2023-03-16,3.659
2023-03-17,3.72
2023-03-18,3.72
2023-03-19,3.72
2023-03-20,3.648
2023-03-21,3.614
2023-03-22,3.737
2023-03-23,3.734
2023-03-24,3.666
2023-03-25,3.666
2023-03-26,3.666
2023-03-27,3.629
2023-03-28,3.6
2023-03-29,3.573
2023-03-30,3.554
2023-03-31,3.507
2023-04-01,3.507
2023-04-02,3.507
2023-04-03,3.528
2023-04-04,3.561
2023-04-05,3.503
2023-04-06,3.523
2023-04-07,3.523
2023-04-08,3.523
2023-04-09,3.523
2023-04-10,3.52
2023-04-11,3.522
2023-04-12,3.544
2023-04-13,3.579
2023-04-14,3.609
2023-04-15,3.609
2023-04-16,3.609
2023-04-17,3.611
2023-04-18,3.64
2023-04-19,3.633
2023-04-20,3.69
2023-04-21,3.68
2023-04-22,3.68
2023-04-23,3.68
2023-04-24,3.661
2023-04-25,3.682
2023-04-26,3.702
2023-04-27,3.652
2023-04-28,3.622
2023-04-29,3.622
2023-04-30,3.622
2023-05-01,3.668
2023-05-02,3.897
2023-05-03,3.853
2023-05-04,3.843
2023-05-05,3.741
2023-05-06,3.741
2023-05-07,3.741
2023-05-08,3.775
2023-05-09,3.752
2023-05-10,3.797
2023-05-11,3.915
2023-05-12,3.919
2023-05-13,3.919
2023-05-14,3.919
2023-05-15,3.914
2023-05-16,4.016
2023-05-17,3.952
2023-05-18,3.95
2023-05-19,3.908
2023-05-20,3.908
2023-05-21,3.908
2023-05-22,3.917
2023-05-23,3.894
2023-05-24,3.959
2023-05-25,4.017
2023-05-26,3.985
2023-05-27,3.985
2023-05-28,3.985
2023-05-29,3.985
2023-05-30,3.97
2023-05-31,4.008
2023-06-01,4.0
2023-06-02,3.896
2023-06-03,3.896
2023-06-04,3.896
2023-06-05,3.925
2023-06-06,3.919
2023-06-07,3.818
2023-06-08,3.852
2023-06-09,3.882
2023-06-10,3.882
2023-06-11,3.882
2023-06-12,3.948
2023-06-13,3.945
2023-06-14,3.999
2023-06-15,3.96
2023-06-16,3.93
2023-06-17,3.93
2023-06-18,3.93
2023-06-19,3.93
2023-06-20,4.001
2023-06-21,3.97
2023-06-22,4.018
