,MUR US Equity
2020-04-23,12.272
2020-04-24,12.232
2020-04-25,12.232
2020-04-26,12.232
2020-04-27,12.298
2020-04-28,12.272
2020-04-29,9.726
2020-04-30,9.488
2020-05-01,10.851
2020-05-02,10.851
2020-05-03,10.851
2020-05-04,10.371
2020-05-05,10.758
2020-05-06,10.831
2020-05-07,10.616
2020-05-08,9.593
2020-05-09,9.593
2020-05-10,9.593
2020-05-11,9.536
2020-05-12,9.164
2020-05-13,9.897
2020-05-14,9.95
2020-05-15,9.84
2020-05-16,9.84
2020-05-17,9.84
2020-05-18,9.026
2020-05-19,9.32
2020-05-20,8.91
2020-05-21,8.86
2020-05-22,9.055
2020-05-23,9.055
2020-05-24,9.055
2020-05-25,9.055
2020-05-26,8.846
2020-05-27,8.495
2020-05-28,8.818
2020-05-29,9.313
2020-05-30,9.313
2020-05-31,9.313
2020-06-01,8.476
2020-06-02,8.165
2020-06-03,7.876
2020-06-04,7.555
2020-06-05,6.562
2020-06-06,6.562
2020-06-07,6.562
2020-06-08,6.068
2020-06-09,6.407
2020-06-10,7.102
2020-06-11,8.147
2020-06-12,7.591
2020-06-13,7.591
2020-06-14,7.591
2020-06-15,7.429
2020-06-16,7.097
2020-06-17,7.622
2020-06-18,7.464
2020-06-19,15.42
2020-06-20,15.42
2020-06-21,15.42
2020-06-22,15.839
2020-06-23,16.146
2020-06-24,18.315
2020-06-25,17.852
2020-06-26,19.048
2020-06-27,19.048
2020-06-28,19.048
2020-06-29,17.743
2020-06-30,16.895
2020-07-01,17.464
2020-07-02,17.13
2020-07-03,17.13
2020-07-04,17.13
2020-07-05,17.13
2020-07-06,17.093
2020-07-07,18.045
2020-07-08,17.636
2020-07-09,19.079
2020-07-10,17.962
2020-07-11,17.962
2020-07-12,17.962
2020-07-13,18.622
2020-07-14,17.49
2020-07-15,17.232
2020-07-16,16.895
2020-07-17,17.556
2020-07-18,17.556
2020-07-19,17.556
2020-07-20,17.703
2020-07-21,15.991
2020-07-22,16.057
2020-07-23,16.5
2020-07-24,16.677
2020-07-25,16.677
2020-07-26,16.677
2020-07-27,16.57
2020-07-28,17.03
2020-07-29,16.701
2020-07-30,17.257
2020-07-31,17.649
2020-08-01,17.649
2020-08-02,17.649
2020-08-03,17.464
2020-08-04,16.701
2020-08-05,15.947
2020-08-06,16.547
2020-08-07,16.101
2020-08-08,16.101
2020-08-09,16.101
2020-08-10,15.051
2020-08-11,12.686
2020-08-12,12.594
2020-08-13,12.796
2020-08-14,12.589
2020-08-15,12.589
2020-08-16,12.589
2020-08-17,12.656
2020-08-18,12.93
2020-08-19,12.757
2020-08-20,13.117
2020-08-21,13.508
2020-08-22,13.508
2020-08-23,13.508
2020-08-24,13.001
2020-08-25,12.757
2020-08-26,13.498
2020-08-27,13.245
2020-08-28,13.226
2020-08-29,13.226
2020-08-30,13.226
2020-08-31,13.871
2020-09-01,13.761
2020-09-02,14.605
2020-09-03,15.433
2020-09-04,15.635
2020-09-05,15.635
2020-09-06,15.635
2020-09-07,15.635
2020-09-08,17.295
2020-09-09,17.14
2020-09-10,19.021
2020-09-11,19.002
2020-09-12,19.002
2020-09-13,19.002
2020-09-14,18.685
2020-09-15,18.946
2020-09-16,14.578
2020-09-17,14.77
2020-09-18,15.011
2020-09-19,15.011
2020-09-20,15.011
2020-09-21,16.923
2020-09-22,14.456
2020-09-23,14.444
2020-09-24,14.28
2020-09-25,14.411
2020-09-26,14.411
2020-09-27,14.411
2020-09-28,13.675
2020-09-29,14.264
2020-09-30,14.451
2020-10-01,15.291
2020-10-02,15.041
2020-10-03,15.041
2020-10-04,15.041
2020-10-05,14.598
2020-10-06,15.309
2020-10-07,15.023
2020-10-08,14.026
2020-10-09,14.833
2020-10-10,14.833
2020-10-11,14.833
2020-10-12,14.936
2020-10-13,15.53
2020-10-14,15.183
2020-10-15,14.565
2020-10-16,15.076
2020-10-17,15.076
2020-10-18,15.076
2020-10-19,15.336
2020-10-20,14.613
2020-10-21,14.957
2020-10-22,14.158
2020-10-23,14.58
2020-10-24,14.58
2020-10-25,14.58
2020-10-26,15.832
2020-10-27,15.892
2020-10-28,17.227
2020-10-29,16.299
2020-10-30,16.468
2020-10-31,16.468
2020-11-01,16.468
2020-11-02,16.032
2020-11-03,16.533
2020-11-04,16.533
2020-11-05,17.464
2020-11-06,18.059
2020-11-07,18.059
2020-11-08,18.059
2020-11-09,14.647
2020-11-10,14.63
2020-11-11,14.698
2020-11-12,15.153
2020-11-13,14.313
2020-11-14,14.313
2020-11-15,14.313
2020-11-16,13.211
2020-11-17,13.087
2020-11-18,13.38
2020-11-19,12.793
2020-11-20,13.142
2020-11-21,13.142
2020-11-22,13.142
2020-11-23,11.694
2020-11-24,10.957
2020-11-25,11.044
2020-11-26,11.044
2020-11-27,11.242
2020-11-28,11.242
2020-11-29,11.242
2020-11-30,12.449
2020-12-01,12.462
2020-12-02,11.618
2020-12-03,11.162
2020-12-04,10.051
2020-12-05,10.051
2020-12-06,10.051
2020-12-07,10.704
2020-12-08,10.232
2020-12-09,10.1
2020-12-10,9.202
2020-12-11,9.312
2020-12-12,9.312
2020-12-13,9.312
2020-12-14,9.694
2020-12-15,9.539
2020-12-16,10.092
2020-12-17,10.291
2020-12-18,10.232
2020-12-19,10.232
2020-12-20,10.232
2020-12-21,10.623
2020-12-22,10.89
2020-12-23,10.133
2020-12-24,10.299
2020-12-25,10.299
2020-12-26,10.299
2020-12-27,10.299
2020-12-28,10.428
2020-12-29,10.376
2020-12-30,10.174
2020-12-31,10.35
2021-01-01,10.35
2021-01-02,10.35
2021-01-03,10.35
2021-01-04,10.003
2021-01-05,9.209
2021-01-06,8.526
2021-01-07,8.497
2021-01-08,8.889
2021-01-09,8.889
2021-01-10,8.889
2021-01-11,8.863
2021-01-12,8.138
2021-01-13,8.479
2021-01-14,8.044
2021-01-15,8.526
2021-01-16,8.526
2021-01-17,8.526
2021-01-18,8.526
2021-01-19,8.049
2021-01-20,9.449
2021-01-21,10.989
2021-01-22,11.419
2021-01-23,11.419
2021-01-24,11.419
2021-01-25,11.391
2021-01-26,11.248
2021-01-27,10.212
2021-01-28,11.057
2021-01-29,11.557
2021-01-30,11.557
2021-01-31,11.557
2021-02-01,11.815
2021-02-02,11.68
2021-02-03,10.88
2021-02-04,10.997
2021-02-05,10.221
2021-02-06,10.221
2021-02-07,10.221
2021-02-08,9.236
2021-02-09,9.714
2021-02-10,9.178
2021-02-11,9.595
2021-02-12,9.242
2021-02-13,9.242
2021-02-14,9.242
2021-02-15,9.242
2021-02-16,8.881
2021-02-17,8.66
2021-02-18,9.165
2021-02-19,8.828
2021-02-20,8.828
2021-02-21,8.828
2021-02-22,8.401
2021-02-23,8.132
2021-02-24,7.611
2021-02-25,7.927
2021-02-26,7.125
2021-02-27,7.125
2021-02-28,7.125
2021-03-01,6.934
2021-03-02,7.048
2021-03-03,6.664
2021-03-04,6.179
2021-03-05,5.85
2021-03-06,5.85
2021-03-07,5.85
2021-03-08,6.232
2021-03-09,6.376
2021-03-10,6.134
2021-03-11,5.847
2021-03-12,5.754
2021-03-13,5.754
2021-03-14,5.754
2021-03-15,5.8
2021-03-16,6.362
2021-03-17,6.134
2021-03-18,6.753
2021-03-19,6.317
2021-03-20,6.317
2021-03-21,6.317
2021-03-22,6.699
2021-03-23,7.06
2021-03-24,6.947
2021-03-25,6.93
2021-03-26,6.726
2021-03-27,6.726
2021-03-28,6.726
2021-03-29,6.98
2021-03-30,6.988
2021-03-31,7.091
2021-04-01,6.679
2021-04-02,6.679
2021-04-03,6.679
2021-04-04,6.679
2021-04-05,7.138
2021-04-06,6.951
2021-04-07,6.812
2021-04-08,6.988
2021-04-09,7.086
2021-04-10,7.086
2021-04-11,7.086
2021-04-12,7.082
2021-04-13,7.095
2021-04-14,6.706
2021-04-15,6.695
2021-04-16,6.885
2021-04-17,6.885
2021-04-18,6.885
2021-04-19,7.908
2021-04-20,8.428
2021-04-21,8.321
2021-04-22,8.428
2021-04-23,8.228
2021-04-24,8.228
2021-04-25,8.228
2021-04-26,8.023
2021-04-27,7.819
2021-04-28,7.456
2021-04-29,7.448
2021-04-30,7.795
2021-05-01,7.795
2021-05-02,7.795
2021-05-03,7.572
2021-05-04,7.602
2021-05-05,7.146
2021-05-06,7.177
2021-05-07,7.551
2021-05-08,7.551
2021-05-09,7.551
2021-05-10,7.328
2021-05-11,7.386
2021-05-12,7.386
2021-05-13,7.752
2021-05-14,7.287
2021-05-15,7.287
2021-05-16,7.287
2021-05-17,6.889
2021-05-18,6.296
2021-05-19,6.279
2021-05-20,6.18
2021-05-21,6.192
2021-05-22,6.192
2021-05-23,6.192
2021-05-24,5.921
2021-05-25,6.267
2021-05-26,6.093
2021-05-27,5.981
2021-05-28,5.981
2021-05-29,5.981
2021-05-30,5.981
2021-05-31,5.981
2021-06-01,5.467
2021-06-02,5.297
2021-06-03,5.35
2021-06-04,5.363
2021-06-05,5.363
2021-06-06,5.363
2021-06-07,5.396
2021-06-08,5.43
2021-06-09,5.527
2021-06-10,5.502
2021-06-11,5.471
2021-06-12,5.471
2021-06-13,5.471
2021-06-14,5.485
2021-06-15,5.291
2021-06-16,5.258
2021-06-17,5.112
2021-06-18,5.152
2021-06-19,5.152
2021-06-20,5.152
2021-06-21,4.766
2021-06-22,4.752
2021-06-23,4.764
2021-06-24,4.654
2021-06-25,4.698
2021-06-26,4.698
2021-06-27,4.698
2021-06-28,5.058
2021-06-29,5.125
2021-06-30,5.103
2021-07-01,4.818
2021-07-02,4.911
2021-07-03,4.911
2021-07-04,4.911
2021-07-05,4.911
2021-07-06,5.172
2021-07-07,5.209
2021-07-08,5.222
2021-07-09,5.047
2021-07-10,5.047
2021-07-11,5.047
2021-07-12,5.134
2021-07-13,5.227
2021-07-14,5.552
2021-07-15,4.931
2021-07-16,5.151
2021-07-17,5.151
2021-07-18,5.151
2021-07-19,5.408
2021-07-20,5.229
2021-07-21,4.868
2021-07-22,4.962
2021-07-23,4.969
2021-07-24,4.969
2021-07-25,4.969
2021-07-26,4.687
2021-07-27,4.846
2021-07-28,4.715
2021-07-29,4.63
2021-07-30,4.743
2021-07-31,4.743
2021-08-01,4.743
2021-08-02,4.989
2021-08-03,4.846
2021-08-04,5.13
2021-08-05,4.852
2021-08-06,4.776
2021-08-07,4.776
2021-08-08,4.776
2021-08-09,4.836
2021-08-10,4.607
2021-08-11,4.554
2021-08-12,4.576
2021-08-13,4.714
2021-08-14,4.714
2021-08-15,4.714
2021-08-16,4.932
2021-08-17,4.89
2021-08-18,5.002
2021-08-19,5.284
2021-08-20,5.286
2021-08-21,5.286
2021-08-22,5.286
2021-08-23,5.01
2021-08-24,4.787
2021-08-25,4.71
2021-08-26,4.916
2021-08-27,4.661
2021-08-28,4.661
2021-08-29,4.661
2021-08-30,4.741
2021-08-31,4.816
2021-09-01,4.951
2021-09-02,4.708
2021-09-03,4.888
2021-09-04,4.888
2021-09-05,4.888
2021-09-06,4.888
2021-09-07,5.401
2021-09-08,5.657
2021-09-09,5.529
2021-09-10,5.579
2021-09-11,5.579
2021-09-12,5.579
2021-09-13,5.307
2021-09-14,5.481
2021-09-15,5.067
2021-09-16,5.204
2021-09-17,5.309
2021-09-18,5.309
2021-09-19,5.309
2021-09-20,5.629
2021-09-21,5.576
2021-09-22,5.289
2021-09-23,5.076
2021-09-24,5.029
2021-09-25,5.029
2021-09-26,5.029
2021-09-27,4.609
2021-09-28,4.592
2021-09-29,4.491
2021-09-30,4.493
2021-10-01,4.256
2021-10-02,4.256
2021-10-03,4.256
2021-10-04,4.053
2021-10-05,4.111
2021-10-06,4.232
2021-10-07,4.034
2021-10-08,3.802
2021-10-09,3.802
2021-10-10,3.802
2021-10-11,3.841
2021-10-12,3.846
2021-10-13,3.882
2021-10-14,3.877
2021-10-15,3.9
2021-10-16,3.9
2021-10-17,3.9
2021-10-18,3.929
2021-10-19,3.862
2021-10-20,3.821
2021-10-21,3.951
2021-10-22,3.888
2021-10-23,3.888
2021-10-24,3.888
2021-10-25,3.836
2021-10-26,3.873
2021-10-27,4.077
2021-10-28,3.967
2021-10-29,3.997
2021-10-30,3.997
2021-10-31,3.997
2021-11-01,3.836
2021-11-02,3.849
2021-11-03,3.987
2021-11-04,4.042
2021-11-05,3.865
2021-11-06,3.865
2021-11-07,3.865
2021-11-08,3.966
2021-11-09,3.925
2021-11-10,4.197
2021-11-11,4.202
2021-11-12,4.247
2021-11-13,4.247
2021-11-14,4.247
2021-11-15,4.224
2021-11-16,4.243
2021-11-17,4.385
2021-11-18,4.331
2021-11-19,4.54
2021-11-20,4.54
2021-11-21,4.54
2021-11-22,4.4
2021-11-23,4.076
2021-11-24,4.152
2021-11-25,4.152
2021-11-26,4.633
2021-11-27,4.633
2021-11-28,4.633
2021-11-29,4.432
2021-11-30,4.497
2021-12-01,4.682
2021-12-02,4.432
2021-12-03,4.509
2021-12-04,4.509
2021-12-05,4.509
2021-12-06,4.361
2021-12-07,4.091
2021-12-08,4.161
2021-12-09,4.26
2021-12-10,4.205
2021-12-11,4.205
2021-12-12,4.205
2021-12-13,4.384
2021-12-14,4.494
2021-12-15,4.499
2021-12-16,4.552
2021-12-17,4.763
2021-12-18,4.763
2021-12-19,4.763
2021-12-20,4.934
2021-12-21,4.66
2021-12-22,4.623
2021-12-23,4.64
2021-12-24,4.64
2021-12-25,4.64
2021-12-26,4.64
2021-12-27,4.436
2021-12-28,4.504
2021-12-29,2.894
2021-12-30,2.922
2021-12-31,2.906
2022-01-01,2.906
2022-01-02,2.906
2022-01-03,2.742
2022-01-04,2.539
2022-01-05,2.789
2022-01-06,2.656
2022-01-07,2.642
2022-01-08,2.642
2022-01-09,2.642
2022-01-10,2.747
2022-01-11,2.593
2022-01-12,2.59
2022-01-13,2.654
2022-01-14,2.554
2022-01-15,2.554
2022-01-16,2.554
2022-01-17,2.554
2022-01-18,2.573
2022-01-19,2.604
2022-01-20,2.67
2022-01-21,2.877
2022-01-22,2.877
2022-01-23,2.877
2022-01-24,2.806
2022-01-25,2.657
2022-01-26,2.755
2022-01-27,2.71
2022-01-28,2.7
2022-01-29,2.7
2022-01-30,2.7
2022-01-31,2.683
2022-02-01,3.89
2022-02-02,3.895
2022-02-03,3.866
2022-02-04,3.828
2022-02-05,3.828
2022-02-06,3.828
2022-02-07,3.877
2022-02-08,3.782
2022-02-09,3.777
2022-02-10,3.816
2022-02-11,3.515
2022-02-12,3.515
2022-02-13,3.515
2022-02-14,3.605
2022-02-15,3.686
2022-02-16,3.739
2022-02-17,3.69
2022-02-18,3.698
2022-02-19,3.698
2022-02-20,3.698
2022-02-21,3.698
2022-02-22,3.759
2022-02-23,3.701
2022-02-24,3.678
2022-02-25,3.655
2022-02-26,3.655
2022-02-27,3.655
2022-02-28,3.496
2022-03-01,3.438
2022-03-02,3.382
2022-03-03,3.433
2022-03-04,3.245
2022-03-05,3.245
2022-03-06,3.245
2022-03-07,3.234
2022-03-08,3.248
2022-03-09,3.271
2022-03-10,3.21
2022-03-11,3.379
2022-03-12,3.379
2022-03-13,3.379
2022-03-14,3.464
2022-03-15,3.52
2022-03-16,3.501
2022-03-17,3.349
2022-03-18,3.322
2022-03-19,3.322
2022-03-20,3.322
2022-03-21,3.131
2022-03-22,3.135
2022-03-23,3.101
2022-03-24,3.094
2022-03-25,3.229
2022-03-26,3.229
2022-03-27,3.229
2022-03-28,3.529
2022-03-29,3.489
2022-03-30,3.434
2022-03-31,3.45
2022-04-01,3.363
2022-04-02,3.363
2022-04-03,3.363
2022-04-04,3.345
2022-04-05,3.492
2022-04-06,3.439
2022-04-07,3.38
2022-04-08,3.298
2022-04-09,3.298
2022-04-10,3.298
2022-04-11,3.424
2022-04-12,3.398
2022-04-13,3.337
2022-04-14,3.134
2022-04-15,3.134
2022-04-16,3.134
2022-04-17,3.134
2022-04-18,3.038
2022-04-19,3.072
2022-04-20,3.05
2022-04-21,3.295
2022-04-22,3.384
2022-04-23,3.384
2022-04-24,3.384
2022-04-25,3.448
2022-04-26,3.51
2022-04-27,3.475
2022-04-28,3.369
2022-04-29,3.44
2022-04-30,3.44
2022-05-01,3.44
2022-05-02,3.512
2022-05-03,3.368
2022-05-04,3.327
2022-05-05,3.551
2022-05-06,3.453
2022-05-07,3.453
2022-05-08,3.453
2022-05-09,3.966
2022-05-10,4.022
2022-05-11,3.998
2022-05-12,3.978
2022-05-13,3.821
2022-05-14,3.821
2022-05-15,3.821
2022-05-16,3.743
2022-05-17,3.627
2022-05-18,3.825
2022-05-19,3.847
2022-05-20,3.733
2022-05-21,3.733
2022-05-22,3.733
2022-05-23,3.566
2022-05-24,3.589
2022-05-25,3.386
2022-05-26,3.214
2022-05-27,3.024
2022-05-28,3.024
2022-05-29,3.024
2022-05-30,3.024
2022-05-31,3.099
2022-06-01,3.056
2022-06-02,3.033
2022-06-03,3.025
2022-06-04,3.025
2022-06-05,3.025
2022-06-06,3.227
2022-06-07,3.091
2022-06-08,3.139
2022-06-09,3.111
2022-06-10,3.173
2022-06-11,3.173
2022-06-12,3.173
2022-06-13,3.36
2022-06-14,3.369
2022-06-15,3.469
2022-06-16,3.85
2022-06-17,4.164
2022-06-18,4.164
2022-06-19,4.164
2022-06-20,4.164
2022-06-21,4.098
2022-06-22,4.388
2022-06-23,4.468
2022-06-24,4.384
2022-06-25,4.384
2022-06-26,4.384
2022-06-27,4.215
2022-06-28,4.169
2022-06-29,4.438
2022-06-30,4.393
2022-07-01,4.364
2022-07-02,4.364
2022-07-03,4.364
2022-07-04,4.364
2022-07-05,4.765
2022-07-06,4.861
2022-07-07,4.613
2022-07-08,4.581
2022-07-09,4.581
2022-07-10,4.581
2022-07-11,4.597
2022-07-12,4.777
2022-07-13,4.788
2022-07-14,4.912
2022-07-15,4.691
2022-07-16,4.691
2022-07-17,4.691
2022-07-18,4.486
2022-07-19,4.275
2022-07-20,4.182
2022-07-21,4.302
2022-07-22,4.412
2022-07-23,4.412
2022-07-24,4.412
2022-07-25,4.125
2022-07-26,4.152
2022-07-27,3.992
2022-07-28,3.971
2022-07-29,3.774
2022-07-30,3.774
2022-07-31,3.774
2022-08-01,3.842
2022-08-02,3.886
2022-08-03,4.138
2022-08-04,4.084
2022-08-05,3.984
2022-08-06,3.984
2022-08-07,3.984
2022-08-08,3.927
2022-08-09,3.916
2022-08-10,3.872
2022-08-11,3.748
2022-08-12,3.69
2022-08-13,3.69
2022-08-14,3.69
2022-08-15,3.742
2022-08-16,3.802
2022-08-17,3.74
2022-08-18,3.64
2022-08-19,3.686
2022-08-20,3.686
2022-08-21,3.686
2022-08-22,3.027
2022-08-23,2.958
2022-08-24,2.882
2022-08-25,2.842
2022-08-26,2.873
2022-08-27,2.873
2022-08-28,2.873
2022-08-29,2.748
2022-08-30,2.884
2022-08-31,2.871
2022-09-01,2.946
2022-09-02,2.858
2022-09-03,2.858
2022-09-04,2.858
2022-09-05,2.858
2022-09-06,2.887
2022-09-07,2.953
2022-09-08,2.917
2022-09-09,2.809
2022-09-10,2.809
2022-09-11,2.809
2022-09-12,2.749
2022-09-13,2.824
2022-09-14,2.725
2022-09-15,2.759
2022-09-16,2.843
2022-09-17,2.843
2022-09-18,2.843
2022-09-19,2.87
2022-09-20,2.883
2022-09-21,2.957
2022-09-22,3.056
2022-09-23,3.356
2022-09-24,3.356
2022-09-25,3.356
2022-09-26,3.479
2022-09-27,3.404
2022-09-28,3.194
2022-09-29,3.146
2022-09-30,3.181
2022-10-01,3.181
2022-10-02,3.181
2022-10-03,2.861
2022-10-04,2.711
2022-10-05,2.611
2022-10-06,2.571
2022-10-07,2.568
2022-10-08,2.568
2022-10-09,2.568
2022-10-10,2.632
2022-10-11,2.681
2022-10-12,2.569
2022-10-13,2.441
2022-10-14,2.572
2022-10-15,2.572
2022-10-16,2.572
2022-10-17,2.578
2022-10-18,3.269
2022-10-19,3.14
2022-10-20,3.129
2022-10-21,2.985
2022-10-22,2.985
2022-10-23,2.985
2022-10-24,2.964
2022-10-25,2.946
2022-10-26,2.933
2022-10-27,2.953
2022-10-28,2.975
2022-10-29,2.975
2022-10-30,2.975
2022-10-31,2.918
2022-11-01,2.838
2022-11-02,2.924
2022-11-03,3.111
2022-11-04,3.107
2022-11-05,3.107
2022-11-06,3.107
2022-11-07,3.019
2022-11-08,2.996
2022-11-09,3.188
2022-11-10,3.009
2022-11-11,2.857
2022-11-12,2.857
2022-11-13,2.857
2022-11-14,2.958
2022-11-15,2.93
2022-11-16,3.014
2022-11-17,3.012
2022-11-18,3.067
2022-11-19,3.067
2022-11-20,3.067
2022-11-21,3.148
2022-11-22,3.018
2022-11-23,2.301
2022-11-24,2.301
2022-11-25,2.297
2022-11-26,2.297
2022-11-27,2.297
2022-11-28,2.407
2022-11-29,2.346
2022-11-30,2.313
2022-12-01,2.374
2022-12-02,2.39
2022-12-03,2.39
2022-12-04,2.39
2022-12-05,2.467
2022-12-06,2.539
2022-12-07,2.56
2022-12-08,2.504
2022-12-09,2.728
2022-12-10,2.728
2022-12-11,2.728
2022-12-12,2.669
2022-12-13,2.619
2022-12-14,2.67
2022-12-15,2.653
2022-12-16,2.677
2022-12-17,2.677
2022-12-18,2.677
2022-12-19,2.726
2022-12-20,2.688
2022-12-21,2.587
2022-12-22,2.684
2022-12-23,2.586
2022-12-24,2.586
2022-12-25,2.586
2022-12-26,2.586
2022-12-27,2.581
2022-12-28,2.708
2022-12-29,2.627
2022-12-30,2.626
2022-12-31,2.626
2023-01-01,2.626
2023-01-02,2.626
2023-01-03,2.781
2023-01-04,2.776
2023-01-05,2.709
2023-01-06,2.68
2023-01-07,2.68
2023-01-08,2.68
2023-01-09,2.651
2023-01-10,2.67
2023-01-11,2.668
2023-01-12,2.651
2023-01-13,2.627
2023-01-14,2.627
2023-01-15,2.627
2023-01-16,2.627
2023-01-17,2.638
2023-01-18,2.685
2023-01-19,2.652
2023-01-20,2.637
2023-01-21,2.637
2023-01-22,2.637
2023-01-23,2.609
2023-01-24,2.597
2023-01-25,2.59
2023-01-26,2.449
2023-01-27,2.384
2023-01-28,2.384
2023-01-29,2.384
2023-01-30,2.484
2023-01-31,2.502
2023-02-01,2.585
2023-02-02,2.635
2023-02-03,2.62
2023-02-04,2.62
2023-02-05,2.62
2023-02-06,2.636
2023-02-07,2.559
2023-02-08,2.602
2023-02-09,2.691
2023-02-10,2.542
2023-02-11,2.542
2023-02-12,2.542
2023-02-13,2.553
2023-02-14,2.603
2023-02-15,2.715
2023-02-16,2.783
2023-02-17,2.944
2023-02-18,2.944
2023-02-19,2.944
2023-02-20,2.944
2023-02-21,2.98
2023-02-22,3.027
2023-02-23,2.972
2023-02-24,2.948
2023-02-25,2.948
2023-02-26,2.948
2023-02-27,2.943
2023-02-28,3.03
2023-03-01,2.95
2023-03-02,2.901
2023-03-03,2.845
2023-03-04,2.845
2023-03-05,2.845
2023-03-06,2.864
2023-03-07,2.952
2023-03-08,3.044
2023-03-09,3.114
2023-03-10,3.208
2023-03-11,3.208
2023-03-12,3.208
2023-03-13,3.286
2023-03-14,3.258
2023-03-15,3.431
2023-03-16,3.361
2023-03-17,3.536
2023-03-18,3.536
2023-03-19,3.536
2023-03-20,3.398
2023-03-21,3.267
2023-03-22,3.365
2023-03-23,3.471
2023-03-24,3.463
2023-03-25,3.463
2023-03-26,3.463
2023-03-27,3.341
2023-03-28,3.324
2023-03-29,3.258
2023-03-30,3.285
2023-03-31,3.239
2023-04-01,3.239
2023-04-02,3.239
2023-04-03,3.016
2023-04-04,3.09
2023-04-05,3.071
2023-04-06,3.124
2023-04-07,3.124
2023-04-08,3.124
2023-04-09,3.124
2023-04-10,3.094
2023-04-11,3.032
2023-04-12,3.08
2023-04-13,3.098
2023-04-14,3.063
2023-04-15,3.063
2023-04-16,3.063
2023-04-17,3.078
2023-04-18,3.079
2023-04-19,3.164
2023-04-20,3.208
2023-04-21,3.232
2023-04-22,3.232
2023-04-23,3.232
2023-04-24,3.203
2023-04-25,3.305
2023-04-26,3.406
2023-04-27,3.351
2023-04-28,3.274
2023-04-29,3.274
2023-04-30,3.274
2023-05-01,3.308
2023-05-02,3.506
2023-05-03,3.517
2023-05-04,3.598
2023-05-05,3.461
2023-05-06,3.461
2023-05-07,3.461
2023-05-08,3.48
2023-05-09,3.476
2023-05-10,3.533
2023-05-11,3.588
2023-05-12,3.579
2023-05-13,3.579
2023-05-14,3.579
2023-05-15,3.521
2023-05-16,3.584
2023-05-17,3.29
2023-05-18,3.239
2023-05-19,3.273
2023-05-20,3.273
2023-05-21,3.273
2023-05-22,3.177
2023-05-23,3.138
2023-05-24,3.071
2023-05-25,3.11
2023-05-26,3.08
2023-05-27,3.08
2023-05-28,3.08
2023-05-29,3.08
2023-05-30,3.16
2023-05-31,3.226
2023-06-01,3.139
2023-06-02,2.964
2023-06-03,2.964
2023-06-04,2.964
2023-06-05,3.058
2023-06-06,2.997
2023-06-07,2.815
2023-06-08,2.857
2023-06-09,2.872
2023-06-10,2.872
2023-06-11,2.872
2023-06-12,2.904
2023-06-13,2.943
2023-06-14,2.98
2023-06-15,2.911
2023-06-16,2.886
2023-06-17,2.886
2023-06-18,2.886
2023-06-19,2.886
2023-06-20,2.944
2023-06-21,2.93
2023-06-22,2.978
