,LPLA US Equity
2021-01-14,0.852
2021-01-15,0.858
2021-01-16,0.858
2021-01-17,0.858
2021-01-18,0.858
2021-01-19,0.852
2021-01-20,0.852
2021-01-21,0.872
2021-01-22,0.886
2021-01-23,0.886
2021-01-24,0.886
2021-01-25,0.904
2021-01-26,0.912
2021-01-27,0.968
2021-01-28,0.92
2021-01-29,0.94
2021-01-30,0.94
2021-01-31,0.94
2021-02-01,0.918
2021-02-02,0.89
2021-02-03,0.879
2021-02-04,0.993
2021-02-05,0.932
2021-02-06,0.932
2021-02-07,0.932
2021-02-08,0.946
2021-02-09,0.928
2021-02-10,0.91
2021-02-11,0.91
2021-02-12,0.899
2021-02-13,0.899
2021-02-14,0.899
2021-02-15,0.899
2021-02-16,0.88
2021-02-17,0.89
2021-02-18,0.899
2021-02-19,0.888
2021-02-20,0.888
2021-02-21,0.888
2021-02-22,0.871
2021-02-23,0.865
2021-02-24,0.865
2021-02-25,0.887
2021-02-26,0.89
2021-02-27,0.89
2021-02-28,0.89
2021-03-01,0.865
2021-03-02,0.87
2021-03-03,0.87
2021-03-04,0.89
2021-03-05,0.874
2021-03-06,0.874
2021-03-07,0.874
2021-03-08,0.867
2021-03-09,0.852
2021-03-10,0.835
2021-03-11,0.823
2021-03-12,0.817
2021-03-13,0.817
2021-03-14,0.817
2021-03-15,0.809
2021-03-16,0.831
2021-03-17,0.816
2021-03-18,0.811
2021-03-19,0.799
2021-03-20,0.799
2021-03-21,0.799
2021-03-22,0.807
2021-03-23,0.853
2021-03-24,0.865
2021-03-25,0.842
2021-03-26,0.825
2021-03-27,0.825
2021-03-28,0.825
2021-03-29,0.828
2021-03-30,0.826
2021-03-31,0.822
2021-04-01,0.815
2021-04-02,0.815
2021-04-03,0.815
2021-04-04,0.815
2021-04-05,0.805
2021-04-06,0.814
2021-04-07,0.81
2021-04-08,0.801
2021-04-09,0.798
2021-04-10,0.798
2021-04-11,0.798
2021-04-12,0.788
2021-04-13,0.801
2021-04-14,0.791
2021-04-15,0.792
2021-04-16,0.792
2021-04-17,0.792
2021-04-18,0.792
2021-04-19,0.799
2021-04-20,0.827
2021-04-21,0.815
2021-04-22,0.814
2021-04-23,0.787
2021-04-24,0.787
2021-04-25,0.787
2021-04-26,0.785
2021-04-27,0.773
2021-04-28,0.766
2021-04-29,0.755
2021-04-30,0.746
2021-05-01,0.746
2021-05-02,0.746
2021-05-03,0.761
2021-05-04,0.754
2021-05-05,0.78
2021-05-06,0.779
2021-05-07,0.782
2021-05-08,0.782
2021-05-09,0.782
2021-05-10,0.801
2021-05-11,0.822
2021-05-12,0.852
2021-05-13,0.839
2021-05-14,0.813
2021-05-15,0.813
2021-05-16,0.813
2021-05-17,0.82
2021-05-18,0.833
2021-05-19,0.833
2021-05-20,0.82
2021-05-21,0.819
2021-05-22,0.819
2021-05-23,0.819
2021-05-24,0.82
2021-05-25,0.829
2021-05-26,0.83
2021-05-27,0.827
2021-05-28,0.824
2021-05-29,0.824
2021-05-30,0.824
2021-05-31,0.824
2021-06-01,0.824
2021-06-02,0.83
2021-06-03,0.846
2021-06-04,0.865
2021-06-05,0.865
2021-06-06,0.865
2021-06-07,0.859
2021-06-08,0.863
2021-06-09,0.88
2021-06-10,0.886
2021-06-11,0.876
2021-06-12,0.876
2021-06-13,0.876
2021-06-14,0.882
2021-06-15,0.88
2021-06-16,0.865
2021-06-17,0.875
2021-06-18,0.905
2021-06-19,0.905
2021-06-20,0.905
2021-06-21,0.867
2021-06-22,0.885
2021-06-23,0.879
2021-06-24,0.874
2021-06-25,0.854
2021-06-26,0.854
2021-06-27,0.854
2021-06-28,0.888
2021-06-29,0.899
2021-06-30,0.902
2021-07-01,0.865
2021-07-02,0.87
2021-07-03,0.87
2021-07-04,0.87
2021-07-05,0.87
2021-07-06,0.889
2021-07-07,0.888
2021-07-08,0.915
2021-07-09,0.883
2021-07-10,0.883
2021-07-11,0.883
2021-07-12,0.874
2021-07-13,0.891
2021-07-14,0.902
2021-07-15,0.904
2021-07-16,0.921
2021-07-17,0.921
2021-07-18,0.921
2021-07-19,0.955
2021-07-20,0.909
2021-07-21,0.878
2021-07-22,0.891
2021-07-23,0.876
2021-07-24,0.876
2021-07-25,0.876
2021-07-26,0.874
2021-07-27,0.875
2021-07-28,0.868
2021-07-29,0.846
2021-07-30,0.863
2021-07-31,0.863
2021-08-01,0.863
2021-08-02,0.88
2021-08-03,0.889
2021-08-04,0.894
2021-08-05,0.862
2021-08-06,0.841
2021-08-07,0.841
2021-08-08,0.841
2021-08-09,0.838
2021-08-10,0.838
2021-08-11,0.83
2021-08-12,0.82
2021-08-13,0.831
2021-08-14,0.831
2021-08-15,0.831
2021-08-16,0.838
2021-08-17,0.853
2021-08-18,0.858
2021-08-19,0.872
2021-08-20,0.853
2021-08-21,0.853
2021-08-22,0.853
2021-08-23,0.84
2021-08-24,0.833
2021-08-25,0.819
2021-08-26,0.824
2021-08-27,0.806
2021-08-28,0.806
2021-08-29,0.806
2021-08-30,0.819
2021-08-31,0.822
2021-09-01,0.814
2021-09-02,0.81
2021-09-03,0.812
2021-09-04,0.812
2021-09-05,0.812
2021-09-06,0.812
2021-09-07,0.823
2021-09-08,0.831
2021-09-09,0.832
2021-09-10,0.844
2021-09-11,0.844
2021-09-12,0.844
2021-09-13,0.839
2021-09-14,0.85
2021-09-15,0.835
2021-09-16,0.843
2021-09-17,0.828
2021-09-18,0.828
2021-09-19,0.828
2021-09-20,0.853
2021-09-21,0.853
2021-09-22,0.825
2021-09-23,0.793
2021-09-24,0.781
2021-09-25,0.781
2021-09-26,0.781
2021-09-27,0.755
2021-09-28,0.769
2021-09-29,0.764
2021-09-30,0.776
2021-10-01,0.759
2021-10-02,0.759
2021-10-03,0.759
2021-10-04,0.771
2021-10-05,0.75
2021-10-06,0.749
2021-10-07,0.74
2021-10-08,0.883
2021-10-09,0.883
2021-10-10,0.883
2021-10-11,0.884
2021-10-12,0.885
2021-10-13,0.885
2021-10-14,0.869
2021-10-15,0.856
2021-10-16,0.856
2021-10-17,0.856
2021-10-18,0.856
2021-10-19,0.85
2021-10-20,0.847
2021-10-21,0.852
2021-10-22,0.845
2021-10-23,0.845
2021-10-24,0.845
2021-10-25,0.846
2021-10-26,0.844
2021-10-27,0.858
2021-10-28,0.845
2021-10-29,0.901
2021-10-30,0.901
2021-10-31,0.901
2021-11-01,0.886
2021-11-02,0.868
2021-11-03,1.429
2021-11-04,1.167
2021-11-05,1.181
2021-11-06,1.181
2021-11-07,1.181
2021-11-08,1.189
2021-11-09,1.209
2021-11-10,1.212
2021-11-11,1.206
2021-11-12,1.202
2021-11-13,1.202
2021-11-14,1.202
2021-11-15,1.188
2021-11-16,1.181
2021-11-17,1.19
2021-11-18,1.191
2021-11-19,1.208
2021-11-20,1.208
2021-11-21,1.208
2021-11-22,1.199
2021-11-23,1.163
2021-11-24,1.153
2021-11-25,1.153
2021-11-26,1.241
2021-11-27,1.241
2021-11-28,1.241
2021-11-29,1.219
2021-11-30,1.258
2021-12-01,1.281
2021-12-02,1.229
2021-12-03,1.255
2021-12-04,1.255
2021-12-05,1.255
2021-12-06,1.233
2021-12-07,1.207
2021-12-08,1.206
2021-12-09,1.229
2021-12-10,1.237
2021-12-11,1.237
2021-12-12,1.237
2021-12-13,1.263
2021-12-14,1.243
2021-12-15,1.214
2021-12-16,1.228
2021-12-17,1.261
2021-12-18,1.261
2021-12-19,1.261
2021-12-20,1.14
2021-12-21,1.1
2021-12-22,1.082
2021-12-23,1.07
2021-12-24,1.07
2021-12-25,1.07
2021-12-26,1.07
2021-12-27,1.07
2021-12-28,1.079
2021-12-29,1.081
2021-12-30,1.075
2021-12-31,1.087
2022-01-01,1.087
2022-01-02,1.087
2022-01-03,1.069
2022-01-04,0.939
2022-01-05,0.939
2022-01-06,0.913
2022-01-07,0.895
2022-01-08,0.895
2022-01-09,0.895
2022-01-10,0.884
2022-01-11,0.886
2022-01-12,0.887
2022-01-13,0.904
2022-01-14,0.904
2022-01-15,0.904
2022-01-16,0.904
2022-01-17,0.904
2022-01-18,0.939
2022-01-19,0.966
2022-01-20,0.962
2022-01-21,0.992
2022-01-22,0.992
2022-01-23,0.992
2022-01-24,0.995
2022-01-25,0.994
2022-01-26,0.975
2022-01-27,0.975
2022-01-28,0.955
2022-01-29,0.955
2022-01-30,0.955
2022-01-31,0.922
2022-02-01,0.896
2022-02-02,0.901
2022-02-03,0.918
2022-02-04,0.783
2022-02-05,0.783
2022-02-06,0.783
2022-02-07,0.789
2022-02-08,0.749
2022-02-09,0.744
2022-02-10,0.749
2022-02-11,0.759
2022-02-12,0.759
2022-02-13,0.759
2022-02-14,0.773
2022-02-15,0.757
2022-02-16,0.75
2022-02-17,0.777
2022-02-18,0.783
2022-02-19,0.783
2022-02-20,0.783
2022-02-21,0.783
2022-02-22,0.781
2022-02-23,0.793
2022-02-24,0.803
2022-02-25,0.777
2022-02-26,0.777
2022-02-27,0.777
2022-02-28,0.784
2022-03-01,0.859
2022-03-02,0.826
2022-03-03,0.844
2022-03-04,0.903
2022-03-05,0.903
2022-03-06,0.903
2022-03-07,0.988
2022-03-08,0.977
2022-03-09,0.917
2022-03-10,0.901
2022-03-11,0.905
2022-03-12,0.905
2022-03-13,0.905
2022-03-14,0.884
2022-03-15,0.869
2022-03-16,0.812
2022-03-17,0.801
2022-03-18,0.751
2022-03-19,0.751
2022-03-20,0.751
2022-03-21,0.755
2022-03-22,0.729
2022-03-23,0.739
2022-03-24,0.722
2022-03-25,0.725
2022-03-26,0.725
2022-03-27,0.725
2022-03-28,0.728
2022-03-29,0.733
2022-03-30,0.732
2022-03-31,0.744
2022-04-01,0.741
2022-04-02,0.741
2022-04-03,0.741
2022-04-04,0.737
2022-04-05,0.729
2022-04-06,0.737
2022-04-07,0.721
2022-04-08,0.697
2022-04-09,0.697
2022-04-10,0.697
2022-04-11,0.679
2022-04-12,0.676
2022-04-13,0.637
2022-04-14,0.632
2022-04-15,0.632
2022-04-16,0.632
2022-04-17,0.632
2022-04-18,0.638
2022-04-19,0.462
2022-04-20,0.464
2022-04-21,0.5
2022-04-22,0.516
2022-04-23,0.516
2022-04-24,0.516
2022-04-25,0.514
2022-04-26,0.536
2022-04-27,0.531
2022-04-28,0.523
2022-04-29,0.538
2022-04-30,0.538
2022-05-01,0.538
2022-05-02,0.53
2022-05-03,0.529
2022-05-04,0.521
2022-05-05,0.548
2022-05-06,0.564
2022-05-07,0.564
2022-05-08,0.564
2022-05-09,0.603
2022-05-10,0.586
2022-05-11,0.585
2022-05-12,0.592
2022-05-13,0.579
2022-05-14,0.579
2022-05-15,0.579
2022-05-16,0.592
2022-05-17,0.567
2022-05-18,0.586
2022-05-19,0.581
2022-05-20,0.571
2022-05-21,0.571
2022-05-22,0.571
2022-05-23,0.55
2022-05-24,0.549
2022-05-25,0.536
2022-05-26,0.519
2022-05-27,0.503
2022-05-28,0.503
2022-05-29,0.503
2022-05-30,0.503
2022-05-31,0.515
2022-06-01,0.526
2022-06-02,0.509
2022-06-03,0.51
2022-06-04,0.51
2022-06-05,0.51
2022-06-06,0.507
2022-06-07,0.496
2022-06-08,0.498
2022-06-09,0.517
2022-06-10,0.535
2022-06-11,0.535
2022-06-12,0.535
2022-06-13,0.559
2022-06-14,0.535
2022-06-15,0.535
2022-06-16,0.551
2022-06-17,0.544
2022-06-18,0.544
2022-06-19,0.544
2022-06-20,0.544
2022-06-21,0.526
2022-06-22,0.538
2022-06-23,0.567
2022-06-24,0.534
2022-06-25,0.534
2022-06-26,0.534
2022-06-27,0.525
2022-06-28,0.527
2022-06-29,0.541
2022-06-30,0.547
2022-07-01,0.557
2022-07-02,0.557
2022-07-03,0.557
2022-07-04,0.557
2022-07-05,0.544
2022-07-06,0.572
2022-07-07,0.558
2022-07-08,0.555
2022-07-09,0.555
2022-07-10,0.555
2022-07-11,0.572
2022-07-12,0.568
2022-07-13,0.57
2022-07-14,0.585
2022-07-15,0.564
2022-07-16,0.564
2022-07-17,0.564
2022-07-18,0.564
2022-07-19,0.539
2022-07-20,0.526
2022-07-21,0.519
2022-07-22,0.524
2022-07-23,0.524
2022-07-24,0.524
2022-07-25,0.515
2022-07-26,0.52
2022-07-27,0.512
2022-07-28,0.495
2022-07-29,0.481
2022-07-30,0.481
2022-07-31,0.481
2022-08-01,0.487
2022-08-02,0.478
2022-08-03,0.465
2022-08-04,0.46
2022-08-05,0.448
2022-08-06,0.448
2022-08-07,0.448
2022-08-08,0.453
2022-08-09,0.442
2022-08-10,0.45
2022-08-11,0.451
2022-08-12,0.443
2022-08-13,0.443
2022-08-14,0.443
2022-08-15,0.446
2022-08-16,0.44
2022-08-17,0.435
2022-08-18,0.434
2022-08-19,0.449
2022-08-20,0.449
2022-08-21,0.449
2022-08-22,0.456
2022-08-23,0.452
2022-08-24,0.447
2022-08-25,0.441
2022-08-26,0.446
2022-08-27,0.446
2022-08-28,0.446
2022-08-29,0.45
2022-08-30,0.453
2022-08-31,0.455
2022-09-01,0.453
2022-09-02,0.46
2022-09-03,0.46
2022-09-04,0.46
2022-09-05,0.46
2022-09-06,0.456
2022-09-07,0.45
2022-09-08,0.439
2022-09-09,0.436
2022-09-10,0.436
2022-09-11,0.436
2022-09-12,0.434
2022-09-13,0.435
2022-09-14,0.433
2022-09-15,0.432
2022-09-16,0.438
2022-09-17,0.438
2022-09-18,0.438
2022-09-19,0.435
2022-09-20,0.44
2022-09-21,0.441
2022-09-22,0.439
2022-09-23,0.455
2022-09-24,0.455
2022-09-25,0.455
2022-09-26,0.469
2022-09-27,0.461
2022-09-28,0.453
2022-09-29,0.465
2022-09-30,0.461
2022-10-01,0.461
2022-10-02,0.461
2022-10-03,0.447
2022-10-04,0.42
2022-10-05,0.417
2022-10-06,0.409
2022-10-07,0.416
2022-10-08,0.416
2022-10-09,0.416
2022-10-10,0.413
2022-10-11,0.42
2022-10-12,0.419
2022-10-13,0.406
2022-10-14,0.422
2022-10-15,0.422
2022-10-16,0.422
2022-10-17,0.423
2022-10-18,0.416
2022-10-19,0.425
2022-10-20,0.428
2022-10-21,0.422
2022-10-22,0.422
2022-10-23,0.422
2022-10-24,0.419
2022-10-25,0.411
2022-10-26,0.405
2022-10-27,0.399
2022-10-28,0.387
2022-10-29,0.387
2022-10-30,0.387
2022-10-31,0.394
2022-11-01,0.388
2022-11-02,0.389
2022-11-03,0.383
2022-11-04,0.378
2022-11-05,0.378
2022-11-06,0.378
2022-11-07,0.376
2022-11-08,0.374
2022-11-09,0.39
2022-11-10,0.415
2022-11-11,0.441
2022-11-12,0.441
2022-11-13,0.441
2022-11-14,0.436
2022-11-15,0.429
2022-11-16,0.461
2022-11-17,0.463
2022-11-18,0.461
2022-11-19,0.461
2022-11-20,0.461
2022-11-21,0.452
2022-11-22,0.435
2022-11-23,0.445
2022-11-24,0.445
2022-11-25,0.434
2022-11-26,0.434
2022-11-27,0.434
2022-11-28,0.428
2022-11-29,0.42
2022-11-30,0.425
2022-12-01,0.432
2022-12-02,0.427
2022-12-03,0.427
2022-12-04,0.427
2022-12-05,0.451
2022-12-06,0.443
2022-12-07,0.449
2022-12-08,0.453
2022-12-09,0.455
2022-12-10,0.455
2022-12-11,0.455
2022-12-12,0.453
2022-12-13,0.472
2022-12-14,0.469
2022-12-15,0.481
2022-12-16,0.486
2022-12-17,0.486
2022-12-18,0.486
2022-12-19,0.481
2022-12-20,0.481
2022-12-21,0.474
2022-12-22,0.477
2022-12-23,0.467
2022-12-24,0.467
2022-12-25,0.467
2022-12-26,0.467
2022-12-27,0.471
2022-12-28,0.473
2022-12-29,0.469
2022-12-30,0.466
2022-12-31,0.466
2023-01-01,0.466
2023-01-02,0.466
2023-01-03,0.463
2023-01-04,0.472
2023-01-05,0.458
2023-01-06,0.453
2023-01-07,0.453
2023-01-08,0.453
2023-01-09,0.452
2023-01-10,0.446
2023-01-11,0.456
2023-01-12,0.443
2023-01-13,0.437
2023-01-14,0.437
2023-01-15,0.437
2023-01-16,0.437
2023-01-17,0.432
2023-01-18,0.438
2023-01-19,0.457
2023-01-20,0.449
2023-01-21,0.449
2023-01-22,0.449
2023-01-23,0.444
2023-01-24,0.436
2023-01-25,0.434
2023-01-26,0.433
2023-01-27,0.434
2023-01-28,0.434
2023-01-29,0.434
2023-01-30,0.433
2023-01-31,0.425
2023-02-01,0.427
2023-02-02,0.457
2023-02-03,0.501
2023-02-04,0.501
2023-02-05,0.501
2023-02-06,0.513
2023-02-07,0.486
2023-02-08,0.486
2023-02-09,0.494
2023-02-10,0.498
2023-02-11,0.498
2023-02-12,0.498
2023-02-13,0.493
2023-02-14,0.488
2023-02-15,0.482
2023-02-16,0.482
2023-02-17,0.478
2023-02-18,0.478
2023-02-19,0.478
2023-02-20,0.478
2023-02-21,0.487
2023-02-22,0.489
2023-02-23,0.492
2023-02-24,0.484
2023-02-25,0.484
2023-02-26,0.484
2023-02-27,0.485
2023-02-28,0.487
2023-03-01,0.479
2023-03-02,0.476
2023-03-03,0.476
2023-03-04,0.476
2023-03-05,0.476
2023-03-06,0.48
2023-03-07,0.479
2023-03-08,0.48
2023-03-09,0.502
2023-03-10,0.525
2023-03-11,0.525
2023-03-12,0.525
2023-03-13,0.599
2023-03-14,0.59
2023-03-15,0.621
2023-03-16,0.599
2023-03-17,0.621
2023-03-18,0.621
2023-03-19,0.621
2023-03-20,0.591
2023-03-21,0.565
2023-03-22,0.592
2023-03-23,0.595
2023-03-24,0.632
2023-03-25,0.632
2023-03-26,0.632
2023-03-27,0.605
2023-03-28,0.608
2023-03-29,0.603
2023-03-30,0.61
2023-03-31,0.6
2023-04-01,0.6
2023-04-02,0.6
2023-04-03,0.614
2023-04-04,0.632
2023-04-05,0.635
2023-04-06,0.636
2023-04-07,0.636
2023-04-08,0.636
2023-04-09,0.636
2023-04-10,0.614
2023-04-11,0.621
2023-04-12,0.617
2023-04-13,0.608
2023-04-14,0.598
2023-04-15,0.598
2023-04-16,0.598
2023-04-17,0.594
2023-04-18,0.596
2023-04-19,0.587
2023-04-20,0.591
2023-04-21,0.595
2023-04-22,0.595
2023-04-23,0.595
2023-04-24,0.591
2023-04-25,0.605
2023-04-26,0.608
2023-04-27,0.598
2023-04-28,0.595
2023-04-29,0.595
2023-04-30,0.595
2023-05-01,0.587
2023-05-02,0.633
2023-05-03,0.662
2023-05-04,0.686
2023-05-05,0.651
2023-05-06,0.651
2023-05-07,0.651
2023-05-08,0.643
2023-05-09,0.645
2023-05-10,0.652
2023-05-11,0.661
2023-05-12,0.661
2023-05-13,0.661
2023-05-14,0.661
2023-05-15,0.65
2023-05-16,0.654
2023-05-17,0.634
2023-05-18,0.631
2023-05-19,0.627
2023-05-20,0.627
2023-05-21,0.627
2023-05-22,0.627
2023-05-23,0.63
2023-05-24,0.641
2023-05-25,0.627
2023-05-26,0.63
2023-05-27,0.63
2023-05-28,0.63
2023-05-29,0.63
2023-05-30,0.627
2023-05-31,0.639
2023-06-01,0.636
2023-06-02,0.614
2023-06-03,0.614
2023-06-04,0.614
2023-06-05,0.622
2023-06-06,0.621
2023-06-07,0.608
2023-06-08,0.62
2023-06-09,0.609
2023-06-10,0.609
2023-06-11,0.609
2023-06-12,0.633
2023-06-13,0.622
2023-06-14,0.605
2023-06-15,0.582
2023-06-16,0.596
2023-06-17,0.596
2023-06-18,0.596
2023-06-19,0.596
2023-06-20,0.595
2023-06-21,0.591
2023-06-22,0.593
