,CHRW US Equity
2020-08-18,3.188
2020-08-19,3.172
2020-08-20,3.136
2020-08-21,3.137
2020-08-22,3.137
2020-08-23,3.137
2020-08-24,3.121
2020-08-25,3.135
2020-08-26,3.111
2020-08-27,3.08
2020-08-28,3.066
2020-08-29,3.066
2020-08-30,3.066
2020-08-31,3.079
2020-09-01,3.051
2020-09-02,3.037
2020-09-03,3.085
2020-09-04,3.076
2020-09-05,3.076
2020-09-06,3.076
2020-09-07,3.076
2020-09-08,3.146
2020-09-09,3.041
2020-09-10,3.056
2020-09-11,3.052
2020-09-12,3.052
2020-09-13,3.052
2020-09-14,2.99
2020-09-15,2.894
2020-09-16,2.91
2020-09-17,2.908
2020-09-18,2.92
2020-09-19,2.92
2020-09-20,2.92
2020-09-21,2.954
2020-09-22,2.756
2020-09-23,2.794
2020-09-24,2.777
2020-09-25,2.761
2020-09-26,2.761
2020-09-27,2.761
2020-09-28,2.738
2020-09-29,2.726
2020-09-30,2.766
2020-10-01,2.792
2020-10-02,2.802
2020-10-03,2.802
2020-10-04,2.802
2020-10-05,2.718
2020-10-06,2.729
2020-10-07,2.663
2020-10-08,2.663
2020-10-09,2.68
2020-10-10,2.68
2020-10-11,2.68
2020-10-12,2.691
2020-10-13,2.702
2020-10-14,2.697
2020-10-15,2.689
2020-10-16,2.82
2020-10-17,2.82
2020-10-18,2.82
2020-10-19,2.827
2020-10-20,2.812
2020-10-21,2.805
2020-10-22,2.838
2020-10-23,2.811
2020-10-24,2.811
2020-10-25,2.811
2020-10-26,2.838
2020-10-27,2.826
2020-10-28,3.191
2020-10-29,3.138
2020-10-30,3.196
2020-10-31,3.196
2020-11-01,3.196
2020-11-02,3.236
2020-11-03,3.168
2020-11-04,3.208
2020-11-05,3.183
2020-11-06,3.119
2020-11-07,3.119
2020-11-08,3.119
2020-11-09,3.01
2020-11-10,3.01
2020-11-11,3.029
2020-11-12,3.122
2020-11-13,3.073
2020-11-14,3.073
2020-11-15,3.073
2020-11-16,3.042
2020-11-17,3.021
2020-11-18,3.043
2020-11-19,3.014
2020-11-20,3.053
2020-11-21,3.053
2020-11-22,3.053
2020-11-23,3.067
2020-11-24,2.994
2020-11-25,3.038
2020-11-26,3.038
2020-11-27,3.048
2020-11-28,3.048
2020-11-29,3.048
2020-11-30,3.008
2020-12-01,3.012
2020-12-02,3.062
2020-12-03,3.055
2020-12-04,3.042
2020-12-05,3.042
2020-12-06,3.042
2020-12-07,3.032
2020-12-08,2.998
2020-12-09,2.973
2020-12-10,3.048
2020-12-11,3.017
2020-12-12,3.017
2020-12-13,3.017
2020-12-14,3.263
2020-12-15,3.318
2020-12-16,3.275
2020-12-17,3.245
2020-12-18,3.234
2020-12-19,3.234
2020-12-20,3.234
2020-12-21,3.204
2020-12-22,3.173
2020-12-23,3.193
2020-12-24,3.164
2020-12-25,3.164
2020-12-26,3.164
2020-12-27,3.164
2020-12-28,3.163
2020-12-29,3.195
2020-12-30,3.219
2020-12-31,3.19
2021-01-01,3.19
2021-01-02,3.19
2021-01-03,3.19
2021-01-04,3.242
2021-01-05,3.273
2021-01-06,3.144
2021-01-07,3.114
2021-01-08,3.076
2021-01-09,3.076
2021-01-10,3.076
2021-01-11,3.102
2021-01-12,3.059
2021-01-13,3.129
2021-01-14,3.076
2021-01-15,3.145
2021-01-16,3.145
2021-01-17,3.145
2021-01-18,3.145
2021-01-19,3.105
2021-01-20,3.031
2021-01-21,3.057
2021-01-22,3.062
2021-01-23,3.062
2021-01-24,3.062
2021-01-25,3.015
2021-01-26,3.072
2021-01-27,3.272
2021-01-28,3.268
2021-01-29,3.399
2021-01-30,3.399
2021-01-31,3.399
2021-02-01,3.365
2021-02-02,3.358
2021-02-03,3.346
2021-02-04,3.331
2021-02-05,3.274
2021-02-06,3.274
2021-02-07,3.274
2021-02-08,3.233
2021-02-09,3.166
2021-02-10,3.197
2021-02-11,3.221
2021-02-12,3.185
2021-02-13,3.185
2021-02-14,3.185
2021-02-15,3.185
2021-02-16,3.286
2021-02-17,3.233
2021-02-18,3.188
2021-02-19,3.204
2021-02-20,3.204
2021-02-21,3.204
2021-02-22,3.238
2021-02-23,3.239
2021-02-24,3.23
2021-02-25,3.231
2021-02-26,3.201
2021-02-27,3.201
2021-02-28,3.201
2021-03-01,3.154
2021-03-02,3.123
2021-03-03,3.128
2021-03-04,3.144
2021-03-05,3.076
2021-03-06,3.076
2021-03-07,3.076
2021-03-08,3.15
2021-03-09,3.09
2021-03-10,3.06
2021-03-11,3.06
2021-03-12,3.015
2021-03-13,3.015
2021-03-14,3.015
2021-03-15,2.975
2021-03-16,3.007
2021-03-17,3.039
2021-03-18,3.025
2021-03-19,2.991
2021-03-20,2.991
2021-03-21,2.991
2021-03-22,3.026
2021-03-23,3.041
2021-03-24,3.042
2021-03-25,3.004
2021-03-26,2.971
2021-03-27,2.971
2021-03-28,2.971
2021-03-29,2.98
2021-03-30,2.968
2021-03-31,3.042
2021-04-01,2.9
2021-04-02,2.9
2021-04-03,2.9
2021-04-04,2.9
2021-04-05,2.884
2021-04-06,2.888
2021-04-07,2.926
2021-04-08,2.919
2021-04-09,2.891
2021-04-10,2.891
2021-04-11,2.891
2021-04-12,2.844
2021-04-13,2.868
2021-04-14,2.859
2021-04-15,2.796
2021-04-16,2.796
2021-04-17,2.796
2021-04-18,2.796
2021-04-19,2.856
2021-04-20,2.832
2021-04-21,2.847
2021-04-22,2.841
2021-04-23,2.823
2021-04-24,2.823
2021-04-25,2.823
2021-04-26,2.87
2021-04-27,2.917
2021-04-28,3.009
2021-04-29,2.891
2021-04-30,2.902
2021-05-01,2.902
2021-05-02,2.902
2021-05-03,2.844
2021-05-04,2.837
2021-05-05,2.849
2021-05-06,2.874
2021-05-07,2.831
2021-05-08,2.831
2021-05-09,2.831
2021-05-10,2.769
2021-05-11,2.843
2021-05-12,2.9
2021-05-13,2.84
2021-05-14,2.823
2021-05-15,2.823
2021-05-16,2.823
2021-05-17,2.845
2021-05-18,2.89
2021-05-19,2.893
2021-05-20,2.919
2021-05-21,2.917
2021-05-22,2.917
2021-05-23,2.917
2021-05-24,2.883
2021-05-25,2.93
2021-05-26,2.894
2021-05-27,2.9
2021-05-28,2.904
2021-05-29,2.904
2021-05-30,2.904
2021-05-31,2.904
2021-06-01,2.922
2021-06-02,2.948
2021-06-03,2.914
2021-06-04,2.72
2021-06-05,2.72
2021-06-06,2.72
2021-06-07,2.659
2021-06-08,2.656
2021-06-09,2.598
2021-06-10,2.594
2021-06-11,2.572
2021-06-12,2.572
2021-06-13,2.572
2021-06-14,2.606
2021-06-15,2.593
2021-06-16,2.666
2021-06-17,2.707
2021-06-18,2.769
2021-06-19,2.769
2021-06-20,2.769
2021-06-21,2.726
2021-06-22,2.697
2021-06-23,2.726
2021-06-24,2.726
2021-06-25,2.685
2021-06-26,2.685
2021-06-27,2.685
2021-06-28,2.728
2021-06-29,2.721
2021-06-30,2.746
2021-07-01,2.73
2021-07-02,2.743
2021-07-03,2.743
2021-07-04,2.743
2021-07-05,2.743
2021-07-06,2.771
2021-07-07,2.756
2021-07-08,2.803
2021-07-09,2.761
2021-07-10,2.761
2021-07-11,2.761
2021-07-12,2.773
2021-07-13,2.777
2021-07-14,2.718
2021-07-15,2.738
2021-07-16,2.757
2021-07-17,2.757
2021-07-18,2.757
2021-07-19,2.762
2021-07-20,2.762
2021-07-21,2.762
2021-07-22,2.803
2021-07-23,2.769
2021-07-24,2.769
2021-07-25,2.769
2021-07-26,2.781
2021-07-27,2.963
2021-07-28,3.057
2021-07-29,3.032
2021-07-30,3.034
2021-07-31,3.034
2021-08-01,3.034
2021-08-02,3.018
2021-08-03,2.96
2021-08-04,2.994
2021-08-05,3.015
2021-08-06,2.973
2021-08-07,2.973
2021-08-08,2.973
2021-08-09,3.02
2021-08-10,3.027
2021-08-11,2.979
2021-08-12,2.966
2021-08-13,2.944
2021-08-14,2.944
2021-08-15,2.944
2021-08-16,2.931
2021-08-17,2.958
2021-08-18,3.048
2021-08-19,3.083
2021-08-20,3.051
2021-08-21,3.051
2021-08-22,3.051
2021-08-23,3.022
2021-08-24,3.021
2021-08-25,2.996
2021-08-26,3.007
2021-08-27,2.982
2021-08-28,2.982
2021-08-29,2.982
2021-08-30,2.981
2021-08-31,3.004
2021-09-01,3.035
2021-09-02,2.964
2021-09-03,2.986
2021-09-04,2.986
2021-09-05,2.986
2021-09-06,2.986
2021-09-07,3.04
2021-09-08,3.019
2021-09-09,3.082
2021-09-10,3.043
2021-09-11,3.043
2021-09-12,3.043
2021-09-13,3.018
2021-09-14,2.987
2021-09-15,2.967
2021-09-16,2.98
2021-09-17,3.077
2021-09-18,3.077
2021-09-19,3.077
2021-09-20,3.099
2021-09-21,3.076
2021-09-22,3.074
2021-09-23,3.041
2021-09-24,3.04
2021-09-25,3.04
2021-09-26,3.04
2021-09-27,2.999
2021-09-28,3.033
2021-09-29,3.042
2021-09-30,3.092
2021-10-01,3.116
2021-10-02,3.116
2021-10-03,3.116
2021-10-04,3.112
2021-10-05,3.08
2021-10-06,3.032
2021-10-07,3.001
2021-10-08,2.967
2021-10-09,2.967
2021-10-10,2.967
2021-10-11,2.948
2021-10-12,2.961
2021-10-13,2.941
2021-10-14,2.864
2021-10-15,2.843
2021-10-16,2.843
2021-10-17,2.843
2021-10-18,2.773
2021-10-19,2.758
2021-10-20,2.735
2021-10-21,2.723
2021-10-22,2.698
2021-10-23,2.698
2021-10-24,2.698
2021-10-25,2.74
2021-10-26,2.731
2021-10-27,2.755
2021-10-28,2.741
2021-10-29,2.774
2021-10-30,2.774
2021-10-31,2.774
2021-11-01,2.802
2021-11-02,2.845
2021-11-03,2.848
2021-11-04,2.801
2021-11-05,2.868
2021-11-06,2.868
2021-11-07,2.868
2021-11-08,2.848
2021-11-09,2.857
2021-11-10,2.897
2021-11-11,2.897
2021-11-12,2.847
2021-11-13,2.847
2021-11-14,2.847
2021-11-15,2.814
2021-11-16,2.788
2021-11-17,2.848
2021-11-18,2.85
2021-11-19,2.78
2021-11-20,2.78
2021-11-21,2.78
2021-11-22,2.766
2021-11-23,2.738
2021-11-24,2.724
2021-11-25,2.724
2021-11-26,2.78
2021-11-27,2.78
2021-11-28,2.78
2021-11-29,2.799
2021-11-30,2.815
2021-12-01,2.851
2021-12-02,2.841
2021-12-03,2.759
2021-12-04,2.759
2021-12-05,2.759
2021-12-06,2.734
2021-12-07,2.851
2021-12-08,2.814
2021-12-09,2.784
2021-12-10,2.676
2021-12-11,2.676
2021-12-12,2.676
2021-12-13,2.669
2021-12-14,2.69
2021-12-15,2.681
2021-12-16,2.67
2021-12-17,2.75
2021-12-18,2.75
2021-12-19,2.75
2021-12-20,2.767
2021-12-21,2.74
2021-12-22,2.752
2021-12-23,2.721
2021-12-24,2.721
2021-12-25,2.721
2021-12-26,2.721
2021-12-27,2.668
2021-12-28,2.626
2021-12-29,2.595
2021-12-30,2.603
2021-12-31,2.59
2022-01-01,2.59
2022-01-02,2.59
2022-01-03,2.583
2022-01-04,2.525
2022-01-05,2.542
2022-01-06,2.512
2022-01-07,2.571
2022-01-08,2.571
2022-01-09,2.571
2022-01-10,2.585
2022-01-11,2.581
2022-01-12,2.596
2022-01-13,2.57
2022-01-14,2.574
2022-01-15,2.574
2022-01-16,2.574
2022-01-17,2.574
2022-01-18,2.555
2022-01-19,2.593
2022-01-20,2.654
2022-01-21,2.655
2022-01-22,2.655
2022-01-23,2.655
2022-01-24,2.591
2022-01-25,2.651
2022-01-26,2.715
2022-01-27,2.711
2022-01-28,2.678
2022-01-29,2.678
2022-01-30,2.678
2022-01-31,2.611
2022-02-01,2.613
2022-02-02,2.772
2022-02-03,2.924
2022-02-04,2.954
2022-02-05,2.954
2022-02-06,2.954
2022-02-07,2.935
2022-02-08,2.972
2022-02-09,2.933
2022-02-10,2.902
2022-02-11,2.929
2022-02-12,2.929
2022-02-13,2.929
2022-02-14,2.938
2022-02-15,2.917
2022-02-16,2.899
2022-02-17,2.885
2022-02-18,2.85
2022-02-19,2.85
2022-02-20,2.85
2022-02-21,2.85
2022-02-22,2.838
2022-02-23,2.836
2022-02-24,2.725
2022-02-25,2.708
2022-02-26,2.708
2022-02-27,2.708
2022-02-28,2.711
2022-03-01,2.501
2022-03-02,2.546
2022-03-03,2.542
2022-03-04,2.449
2022-03-05,2.449
2022-03-06,2.449
2022-03-07,2.48
2022-03-08,2.567
2022-03-09,2.566
2022-03-10,2.548
2022-03-11,2.55
2022-03-12,2.55
2022-03-13,2.55
2022-03-14,2.638
2022-03-15,2.646
2022-03-16,2.555
2022-03-17,2.506
2022-03-18,2.485
2022-03-19,2.485
2022-03-20,2.485
2022-03-21,2.476
2022-03-22,2.458
2022-03-23,2.491
2022-03-24,2.451
2022-03-25,2.381
2022-03-26,2.381
2022-03-27,2.381
2022-03-28,2.367
2022-03-29,2.357
2022-03-30,2.375
2022-03-31,2.421
2022-04-01,2.528
2022-04-02,2.528
2022-04-03,2.528
2022-04-04,2.538
2022-04-05,2.568
2022-04-06,2.614
2022-04-07,2.578
2022-04-08,2.513
2022-04-09,2.513
2022-04-10,2.513
2022-04-11,2.499
2022-04-12,2.528
2022-04-13,2.522
2022-04-14,2.483
2022-04-15,2.483
2022-04-16,2.483
2022-04-17,2.483
2022-04-18,2.495
2022-04-19,2.48
2022-04-20,2.485
2022-04-21,2.484
2022-04-22,2.51
2022-04-23,2.51
2022-04-24,2.51
2022-04-25,2.485
2022-04-26,2.53
2022-04-27,2.497
2022-04-28,2.299
2022-04-29,2.39
2022-04-30,2.39
2022-05-01,2.39
2022-05-02,2.342
2022-05-03,2.298
2022-05-04,2.258
2022-05-05,2.346
2022-05-06,2.333
2022-05-07,2.333
2022-05-08,2.333
2022-05-09,2.312
2022-05-10,2.263
2022-05-11,2.305
2022-05-12,2.317
2022-05-13,2.359
2022-05-14,2.359
2022-05-15,2.359
2022-05-16,2.335
2022-05-17,2.275
2022-05-18,2.419
2022-05-19,2.466
2022-05-20,2.449
2022-05-21,2.449
2022-05-22,2.449
2022-05-23,2.39
2022-05-24,2.382
2022-05-25,2.35
2022-05-26,2.319
2022-05-27,2.323
2022-05-28,2.323
2022-05-29,2.323
2022-05-30,2.323
2022-05-31,2.322
2022-06-01,2.313
2022-06-02,2.331
2022-06-03,2.321
2022-06-04,2.321
2022-06-05,2.321
2022-06-06,2.293
2022-06-07,2.341
2022-06-08,2.417
2022-06-09,2.455
2022-06-10,2.465
2022-06-11,2.465
2022-06-12,2.465
2022-06-13,2.499
2022-06-14,2.357
2022-06-15,2.431
2022-06-16,2.48
2022-06-17,2.532
2022-06-18,2.532
2022-06-19,2.532
2022-06-20,2.532
2022-06-21,2.476
2022-06-22,2.51
2022-06-23,2.5
2022-06-24,2.414
2022-06-25,2.414
2022-06-26,2.414
2022-06-27,2.396
2022-06-28,2.492
2022-06-29,2.483
2022-06-30,2.485
2022-07-01,2.468
2022-07-02,2.468
2022-07-03,2.468
2022-07-04,2.468
2022-07-05,2.532
2022-07-06,2.493
2022-07-07,2.512
2022-07-08,2.512
2022-07-09,2.512
2022-07-10,2.512
2022-07-11,2.573
2022-07-12,2.599
2022-07-13,2.647
2022-07-14,2.635
2022-07-15,2.558
2022-07-16,2.558
2022-07-17,2.558
2022-07-18,2.556
2022-07-19,2.495
2022-07-20,2.475
2022-07-21,2.484
2022-07-22,2.47
2022-07-23,2.47
2022-07-24,2.47
2022-07-25,2.496
2022-07-26,2.522
2022-07-27,2.515
2022-07-28,2.354
2022-07-29,2.298
2022-07-30,2.298
2022-07-31,2.298
2022-08-01,2.319
2022-08-02,2.333
2022-08-03,2.329
2022-08-04,2.366
2022-08-05,2.318
2022-08-06,2.318
2022-08-07,2.318
2022-08-08,2.288
2022-08-09,2.24
2022-08-10,2.17
2022-08-11,2.136
2022-08-12,2.139
2022-08-13,2.139
2022-08-14,2.139
2022-08-15,2.128
2022-08-16,2.134
2022-08-17,2.16
2022-08-18,2.112
2022-08-19,2.142
2022-08-20,2.142
2022-08-21,2.142
2022-08-22,2.163
2022-08-23,2.143
2022-08-24,2.109
2022-08-25,2.098
2022-08-26,2.175
2022-08-27,2.175
2022-08-28,2.175
2022-08-29,2.18
2022-08-30,2.191
2022-08-31,2.197
2022-09-01,2.173
2022-09-02,2.164
2022-09-03,2.164
2022-09-04,2.164
2022-09-05,2.164
2022-09-06,2.211
2022-09-07,2.187
2022-09-08,2.204
2022-09-09,2.184
2022-09-10,2.184
2022-09-11,2.184
2022-09-12,2.198
2022-09-13,2.268
2022-09-14,2.269
2022-09-15,2.317
2022-09-16,2.405
2022-09-17,2.405
2022-09-18,2.405
2022-09-19,2.356
2022-09-20,2.435
2022-09-21,2.46
2022-09-22,2.488
2022-09-23,2.555
2022-09-24,2.555
2022-09-25,2.555
2022-09-26,2.568
2022-09-27,2.546
2022-09-28,2.509
2022-09-29,2.528
2022-09-30,2.592
2022-10-01,2.592
2022-10-02,2.592
2022-10-03,2.528
2022-10-04,2.487
2022-10-05,2.505
2022-10-06,2.56
2022-10-07,2.633
2022-10-08,2.633
2022-10-09,2.633
2022-10-10,2.652
2022-10-11,2.654
2022-10-12,2.643
2022-10-13,2.62
2022-10-14,2.632
2022-10-15,2.632
2022-10-16,2.632
2022-10-17,2.593
2022-10-18,2.596
2022-10-19,2.672
2022-10-20,2.701
2022-10-21,2.654
2022-10-22,2.654
2022-10-23,2.654
2022-10-24,2.644
2022-10-25,2.634
2022-10-26,2.588
2022-10-27,2.58
2022-10-28,2.553
2022-10-29,2.553
2022-10-30,2.553
2022-10-31,2.555
2022-11-01,2.552
2022-11-02,2.789
2022-11-03,2.779
2022-11-04,2.715
2022-11-05,2.715
2022-11-06,2.715
2022-11-07,2.654
2022-11-08,2.641
2022-11-09,2.705
2022-11-10,2.601
2022-11-11,2.486
2022-11-12,2.486
2022-11-13,2.486
2022-11-14,2.494
2022-11-15,2.489
2022-11-16,2.62
2022-11-17,2.553
2022-11-18,2.504
2022-11-19,2.504
2022-11-20,2.504
2022-11-21,2.492
2022-11-22,2.49
2022-11-23,2.48
2022-11-24,2.48
2022-11-25,2.462
2022-11-26,2.462
2022-11-27,2.462
2022-11-28,2.49
2022-11-29,2.491
2022-11-30,2.426
2022-12-01,2.469
2022-12-02,2.521
2022-12-03,2.521
2022-12-04,2.521
2022-12-05,2.556
2022-12-06,2.556
2022-12-07,2.537
2022-12-08,2.538
2022-12-09,2.559
2022-12-10,2.559
2022-12-11,2.559
2022-12-12,2.498
2022-12-13,2.552
2022-12-14,2.535
2022-12-15,2.573
2022-12-16,2.592
2022-12-17,2.592
2022-12-18,2.592
2022-12-19,2.608
2022-12-20,2.64
2022-12-21,2.624
2022-12-22,2.637
2022-12-23,2.62
2022-12-24,2.62
2022-12-25,2.62
2022-12-26,2.62
2022-12-27,2.618
2022-12-28,2.676
2022-12-29,2.643
2022-12-30,2.663
2022-12-31,2.663
2023-01-01,2.663
2023-01-02,2.663
2023-01-03,2.701
2023-01-04,2.686
2023-01-05,2.709
2023-01-06,2.64
2023-01-07,2.64
2023-01-08,2.64
2023-01-09,2.639
2023-01-10,2.632
2023-01-11,2.562
2023-01-12,2.602
2023-01-13,2.599
2023-01-14,2.599
2023-01-15,2.599
2023-01-16,2.599
2023-01-17,2.625
2023-01-18,2.61
2023-01-19,2.622
2023-01-20,2.601
2023-01-21,2.601
2023-01-22,2.601
2023-01-23,2.481
2023-01-24,2.456
2023-01-25,2.513
2023-01-26,2.496
2023-01-27,2.483
2023-01-28,2.483
2023-01-29,2.483
2023-01-30,2.519
2023-01-31,2.429
2023-02-01,2.402
2023-02-02,2.422
2023-02-03,2.44
2023-02-04,2.44
2023-02-05,2.44
2023-02-06,2.456
2023-02-07,2.408
2023-02-08,2.45
2023-02-09,2.492
2023-02-10,2.472
2023-02-11,2.472
2023-02-12,2.472
2023-02-13,2.454
2023-02-14,2.429
2023-02-15,2.439
2023-02-16,2.474
2023-02-17,2.536
2023-02-18,2.536
2023-02-19,2.536
2023-02-20,2.536
2023-02-21,2.571
2023-02-22,2.569
2023-02-23,2.542
2023-02-24,2.557
2023-02-25,2.557
2023-02-26,2.557
2023-02-27,2.541
2023-02-28,2.567
2023-03-01,2.582
2023-03-02,2.517
2023-03-03,2.527
2023-03-04,2.527
2023-03-05,2.527
2023-03-06,2.54
2023-03-07,2.526
2023-03-08,2.486
2023-03-09,2.469
2023-03-10,2.494
2023-03-11,2.494
2023-03-12,2.494
2023-03-13,2.52
2023-03-14,2.61
2023-03-15,2.616
2023-03-16,2.6
2023-03-17,2.662
2023-03-18,2.662
2023-03-19,2.662
2023-03-20,2.66
2023-03-21,2.643
2023-03-22,2.689
2023-03-23,2.691
2023-03-24,2.674
2023-03-25,2.674
2023-03-26,2.674
2023-03-27,2.647
2023-03-28,2.646
2023-03-29,2.648
2023-03-30,2.642
2023-03-31,2.569
2023-04-01,2.569
2023-04-02,2.569
2023-04-03,2.632
2023-04-04,2.697
2023-04-05,2.74
2023-04-06,2.755
2023-04-07,2.755
2023-04-08,2.755
2023-04-09,2.755
2023-04-10,2.681
2023-04-11,2.666
2023-04-12,2.693
2023-04-13,2.669
2023-04-14,2.672
2023-04-15,2.672
2023-04-16,2.672
2023-04-17,2.666
2023-04-18,2.662
2023-04-19,2.66
2023-04-20,2.629
2023-04-21,2.622
2023-04-22,2.622
2023-04-23,2.622
2023-04-24,2.59
2023-04-25,2.663
2023-04-26,2.746
2023-04-27,2.554
2023-04-28,2.524
2023-04-29,2.524
2023-04-30,2.524
2023-05-01,2.438
2023-05-02,2.439
2023-05-03,2.423
2023-05-04,2.478
2023-05-05,2.436
2023-05-06,2.436
2023-05-07,2.436
2023-05-08,2.473
2023-05-09,2.506
2023-05-10,2.529
2023-05-11,2.57
2023-05-12,2.572
2023-05-13,2.572
2023-05-14,2.572
2023-05-15,2.552
2023-05-16,2.605
2023-05-17,2.551
2023-05-18,2.531
2023-05-19,2.558
2023-05-20,2.558
2023-05-21,2.558
2023-05-22,2.541
2023-05-23,2.531
2023-05-24,2.586
2023-05-25,2.584
2023-05-26,2.633
2023-05-27,2.633
2023-05-28,2.633
2023-05-29,2.633
2023-05-30,2.633
2023-05-31,2.717
2023-06-01,2.69
2023-06-02,2.613
2023-06-03,2.613
2023-06-04,2.613
2023-06-05,2.792
2023-06-06,2.792
2023-06-07,2.781
2023-06-08,2.802
2023-06-09,2.849
2023-06-10,2.849
2023-06-11,2.849
2023-06-12,2.83
2023-06-13,2.798
2023-06-14,2.702
2023-06-15,2.681
2023-06-16,2.701
2023-06-17,2.701
2023-06-18,2.701
2023-06-19,2.701
2023-06-20,2.759
2023-06-21,2.736
2023-06-22,2.777
2023-06-23,2.826
2023-06-24,2.826
2023-06-25,2.826
2023-06-26,2.762
2023-06-27,2.707
2023-06-28,2.723
2023-06-29,2.705
