,ROST US Equity
2023-06-26,1.372
2023-06-27,1.356
2023-06-28,1.363
2023-06-29,1.356
2023-06-30,1.317
2023-07-01,1.317
2023-07-02,1.317
2023-07-03,1.329
2023-07-04,1.329
2023-07-05,1.335
2023-07-06,1.35
2023-07-07,1.374
2023-07-08,1.374
2023-07-09,1.374
2023-07-10,1.347
2023-07-11,1.33
2023-07-12,1.324
2023-07-13,1.324
2023-07-14,1.323
2023-07-15,1.323
2023-07-16,1.323
2023-07-17,1.339
2023-07-18,1.321
2023-07-19,1.313
2023-07-20,1.318
2023-07-21,1.32
2023-07-22,1.32
2023-07-23,1.32
2023-07-24,1.312
2023-07-25,1.314
2023-07-26,1.303
2023-07-27,1.303
2023-07-28,1.29
2023-07-29,1.29
2023-07-30,1.29
2023-07-31,1.29
2023-08-01,1.297
2023-08-02,1.323
2023-08-03,1.313
2023-08-04,1.313
2023-08-05,1.313
2023-08-06,1.313
2023-08-07,1.308
2023-08-08,1.312
2023-08-09,1.313
2023-08-10,1.304
2023-08-11,1.309
2023-08-12,1.309
2023-08-13,1.309
2023-08-14,1.301
2023-08-15,1.302
2023-08-16,1.288
2023-08-17,1.313
2023-08-18,1.251
2023-08-19,1.251
2023-08-20,1.251
2023-08-21,1.247
2023-08-22,1.266
2023-08-23,1.224
2023-08-24,1.255
2023-08-25,1.253
2023-08-26,1.253
2023-08-27,1.253
2023-08-28,1.244
2023-08-29,1.233
2023-08-30,1.224
2023-08-31,1.223
2023-09-01,1.221
2023-09-02,1.221
2023-09-03,1.221
2023-09-04,1.221
2023-09-05,1.232
2023-09-06,1.238
2023-09-07,1.244
2023-09-08,1.245
2023-09-09,1.245
2023-09-10,1.245
2023-09-11,1.255
2023-09-12,1.255
2023-09-13,1.272
2023-09-14,1.261
2023-09-15,1.257
2023-09-16,1.257
2023-09-17,1.257
2023-09-18,1.262
2023-09-19,1.277
2023-09-20,1.292
2023-09-21,1.313
2023-09-22,1.33
2023-09-23,1.33
2023-09-24,1.33
2023-09-25,1.354
2023-09-26,1.356
2023-09-27,1.364
2023-09-28,1.329
2023-09-29,1.315
2023-09-30,1.315
2023-10-01,1.315
2023-10-02,1.298
2023-10-03,1.327
2023-10-04,1.326
2023-10-05,1.33
2023-10-06,1.322
2023-10-07,1.322
2023-10-08,1.322
2023-10-09,1.314
2023-10-10,1.313
2023-10-11,1.307
2023-10-12,1.312
2023-10-13,1.326
2023-10-14,1.326
2023-10-15,1.326
2023-10-16,1.276
2023-10-17,1.259
2023-10-18,1.267
2023-10-19,1.278
2023-10-20,1.284
2023-10-21,1.284
2023-10-22,1.284
2023-10-23,1.298
2023-10-24,1.283
2023-10-25,1.286
2023-10-26,1.3
2023-10-27,1.317
2023-10-28,1.317
2023-10-29,1.317
2023-10-30,1.295
2023-10-31,1.281
2023-11-01,1.281
2023-11-02,1.255
2023-11-03,1.225
2023-11-04,1.225
2023-11-05,1.225
2023-11-06,1.216
2023-11-07,1.206
2023-11-08,1.21
2023-11-09,1.214
2023-11-10,1.204
2023-11-11,1.204
2023-11-12,1.204
2023-11-13,1.214
2023-11-14,1.19
2023-11-15,1.198
2023-11-16,1.225
2023-11-17,1.143
2023-11-18,1.143
2023-11-19,1.143
2023-11-20,1.138
2023-11-21,1.126
2023-11-22,1.124
2023-11-23,1.124
2023-11-24,1.123
2023-11-25,1.123
2023-11-26,1.123
2023-11-27,1.123
2023-11-28,1.13
2023-11-29,1.14
2023-11-30,1.129
2023-12-01,1.114
2023-12-02,1.114
2023-12-03,1.114
2023-12-04,1.106
2023-12-05,1.11
2023-12-06,1.108
2023-12-07,1.115
2023-12-08,1.111
2023-12-09,1.111
2023-12-10,1.111
2023-12-11,1.085
2023-12-12,1.082
2023-12-13,1.064
2023-12-14,1.089
2023-12-15,1.094
2023-12-16,1.094
2023-12-17,1.094
2023-12-18,1.085
2023-12-19,1.079
2023-12-20,1.089
2023-12-21,1.079
2023-12-22,1.074
2023-12-23,1.074
2023-12-24,1.074
2023-12-25,1.074
2023-12-26,1.07
2023-12-27,1.067
2023-12-28,1.061
2023-12-29,1.059
2023-12-30,1.059
2023-12-31,1.059
2024-01-01,1.059
2024-01-02,1.065
2024-01-03,1.088
2024-01-04,1.084
2024-01-05,1.09
2024-01-06,1.09
2024-01-07,1.09
2024-01-08,1.08
2024-01-09,1.079
2024-01-10,1.079
2024-01-11,1.072
2024-01-12,1.074
2024-01-13,1.074
2024-01-14,1.074
2024-01-15,1.074
2024-01-16,1.07
2024-01-17,1.082
2024-01-18,1.067
2024-01-19,1.066
2024-01-20,1.066
2024-01-21,1.066
2024-01-22,1.061
2024-01-23,1.056
2024-01-24,1.057
2024-01-25,1.042
2024-01-26,1.035
2024-01-27,1.035
2024-01-28,1.035
2024-01-29,1.026
2024-01-30,1.029
2024-01-31,1.046
2024-02-01,1.025
2024-02-02,1.021
2024-02-03,1.021
2024-02-04,1.021
2024-02-05,1.027
2024-02-06,1.032
2024-02-07,1.024
2024-02-08,1.004
2024-02-09,1.005
2024-02-10,1.005
2024-02-11,1.005
2024-02-12,1.009
2024-02-13,1.012
2024-02-14,1.015
2024-02-15,1.016
2024-02-16,1.018
2024-02-17,1.018
2024-02-18,1.018
2024-02-19,1.018
2024-02-20,1.015
2024-02-21,1.013
2024-02-22,1.0
2024-02-23,0.992
2024-02-24,0.992
2024-02-25,0.992
2024-02-26,0.993
2024-02-27,0.982
2024-02-28,0.976
2024-02-29,0.986
2024-03-01,0.982
2024-03-02,0.982
2024-03-03,0.982
2024-03-04,0.979
2024-03-05,0.995
2024-03-06,0.996
2024-03-07,1.01
2024-03-08,1.012
2024-03-09,1.012
2024-03-10,1.012
2024-03-11,1.012
2024-03-12,1.007
2024-03-13,1.003
2024-03-14,1.007
2024-03-15,1.014
2024-03-16,1.014
2024-03-17,1.014
2024-03-18,1.019
2024-03-19,1.005
2024-03-20,1.001
2024-03-21,0.999
2024-03-22,1.012
2024-03-23,1.012
2024-03-24,1.012
2024-03-25,1.017
2024-03-26,1.018
2024-03-27,0.999
2024-03-28,1.002
2024-03-29,1.002
2024-03-30,1.002
2024-03-31,1.002
2024-04-01,1.014
2024-04-02,1.024
2024-04-03,1.039
2024-04-04,1.053
2024-04-05,1.054
2024-04-06,1.054
2024-04-07,1.054
2024-04-08,1.049
