,BMY US Equity
2020-06-10,4.376
2020-06-11,4.642
2020-06-12,4.687
2020-06-13,4.687
2020-06-14,4.687
2020-06-15,4.778
2020-06-16,4.613
2020-06-17,4.622
2020-06-18,4.703
2020-06-19,4.667
2020-06-20,4.667
2020-06-21,4.667
2020-06-22,4.573
2020-06-23,4.509
2020-06-24,4.558
2020-06-25,4.525
2020-06-26,4.575
2020-06-27,4.575
2020-06-28,4.575
2020-06-29,4.554
2020-06-30,4.477
2020-07-01,4.429
2020-07-02,4.994
2020-07-03,4.994
2020-07-04,4.994
2020-07-05,4.994
2020-07-06,4.152
2020-07-07,4.145
2020-07-08,4.196
2020-07-09,4.3
2020-07-10,4.351
2020-07-11,4.351
2020-07-12,4.351
2020-07-13,4.327
2020-07-14,4.317
2020-07-15,4.216
2020-07-16,4.213
2020-07-17,4.138
2020-07-18,4.138
2020-07-19,4.138
2020-07-20,4.203
2020-07-21,4.179
2020-07-22,4.175
2020-07-23,4.174
2020-07-24,4.32
2020-07-25,4.32
2020-07-26,4.32
2020-07-27,4.305
2020-07-28,4.205
2020-07-29,4.225
2020-07-30,4.245
2020-07-31,4.26
2020-08-01,4.26
2020-08-02,4.26
2020-08-03,4.228
2020-08-04,4.202
2020-08-05,4.186
2020-08-06,4.075
2020-08-07,4.095
2020-08-08,4.095
2020-08-09,4.095
2020-08-10,4.042
2020-08-11,3.958
2020-08-12,3.825
2020-08-13,3.849
2020-08-14,3.854
2020-08-15,3.854
2020-08-16,3.854
2020-08-17,3.826
2020-08-18,3.862
2020-08-19,3.858
2020-08-20,3.912
2020-08-21,3.914
2020-08-22,3.914
2020-08-23,3.914
2020-08-24,3.9
2020-08-25,3.882
2020-08-26,3.908
2020-08-27,3.894
2020-08-28,3.903
2020-08-29,3.903
2020-08-30,3.903
2020-08-31,3.913
2020-09-01,3.992
2020-09-02,3.952
2020-09-03,4.054
2020-09-04,4.06
2020-09-05,4.06
2020-09-06,4.06
2020-09-07,4.06
2020-09-08,4.401
2020-09-09,4.36
2020-09-10,4.42
2020-09-11,4.367
2020-09-12,4.367
2020-09-13,4.367
2020-09-14,4.315
2020-09-15,4.327
2020-09-16,4.333
2020-09-17,4.337
2020-09-18,4.346
2020-09-19,4.346
2020-09-20,4.346
2020-09-21,4.459
2020-09-22,4.384
2020-09-23,4.367
2020-09-24,4.423
2020-09-25,4.33
2020-09-26,4.33
2020-09-27,4.33
2020-09-28,4.375
2020-09-29,4.361
2020-09-30,4.333
2020-10-01,4.335
2020-10-02,4.416
2020-10-03,4.416
2020-10-04,4.416
2020-10-05,4.38
2020-10-06,4.491
2020-10-07,4.292
2020-10-08,4.208
2020-10-09,4.194
2020-10-10,4.194
2020-10-11,4.194
2020-10-12,4.194
2020-10-13,4.242
2020-10-14,4.251
2020-10-15,4.292
2020-10-16,4.234
2020-10-17,4.234
2020-10-18,4.234
2020-10-19,4.267
2020-10-20,4.276
2020-10-21,4.319
2020-10-22,4.268
2020-10-23,4.312
2020-10-24,4.312
2020-10-25,4.312
2020-10-26,4.346
2020-10-27,4.414
2020-10-28,4.489
2020-10-29,4.477
2020-10-30,4.436
2020-10-31,4.436
2020-11-01,4.436
2020-11-02,4.359
2020-11-03,4.264
2020-11-04,3.991
2020-11-05,4.096
2020-11-06,4.093
2020-11-07,4.093
2020-11-08,4.093
2020-11-09,4.075
2020-11-10,4.01
2020-11-11,4.08
2020-11-12,4.123
2020-11-13,4.081
2020-11-14,4.081
2020-11-15,4.081
2020-11-16,4.076
2020-11-17,4.087
2020-11-18,4.24
2020-11-19,4.234
2020-11-20,4.267
2020-11-21,4.267
2020-11-22,4.267
2020-11-23,4.246
2020-11-24,4.159
2020-11-25,4.184
2020-11-26,4.184
2020-11-27,4.17
2020-11-28,4.17
2020-11-29,4.17
2020-11-30,4.213
2020-12-01,4.213
2020-12-02,4.228
2020-12-03,4.256
2020-12-04,4.219
2020-12-05,4.219
2020-12-06,4.219
2020-12-07,4.296
2020-12-08,4.349
2020-12-09,4.364
2020-12-10,4.416
2020-12-11,4.378
2020-12-12,4.378
2020-12-13,4.378
2020-12-14,4.433
2020-12-15,4.249
2020-12-16,4.264
2020-12-17,4.251
2020-12-18,4.212
2020-12-19,4.212
2020-12-20,4.212
2020-12-21,4.287
2020-12-22,4.327
2020-12-23,4.358
2020-12-24,4.347
2020-12-25,4.347
2020-12-26,4.347
2020-12-27,4.347
2020-12-28,4.349
2020-12-29,4.328
2020-12-30,4.293
2020-12-31,4.252
2021-01-01,4.252
2021-01-02,4.252
2021-01-03,4.252
2021-01-04,4.297
2021-01-05,4.285
2021-01-06,4.274
2021-01-07,4.229
2021-01-08,4.22
2021-01-09,4.22
2021-01-10,4.22
2021-01-11,4.059
2021-01-12,4.031
2021-01-13,4.074
2021-01-14,3.995
2021-01-15,3.964
2021-01-16,3.964
2021-01-17,3.964
2021-01-18,3.964
2021-01-19,3.952
2021-01-20,3.981
2021-01-21,4.109
2021-01-22,4.085
2021-01-23,4.085
2021-01-24,4.085
2021-01-25,4.068
2021-01-26,4.093
2021-01-27,4.252
2021-01-28,4.234
2021-01-29,4.293
2021-01-30,4.293
2021-01-31,4.293
2021-02-01,4.239
2021-02-02,4.19
2021-02-03,4.252
2021-02-04,4.237
2021-02-05,4.3
2021-02-06,4.3
2021-02-07,4.3
2021-02-08,4.349
2021-02-09,4.383
2021-02-10,4.366
2021-02-11,4.366
2021-02-12,4.366
2021-02-13,4.366
2021-02-14,4.366
2021-02-15,4.366
2021-02-16,4.41
2021-02-17,4.323
2021-02-18,4.293
2021-02-19,4.323
2021-02-20,4.323
2021-02-21,4.323
2021-02-22,4.295
2021-02-23,4.314
2021-02-24,4.185
2021-02-25,4.218
2021-02-26,4.271
2021-02-27,4.271
2021-02-28,4.271
2021-03-01,4.25
2021-03-02,4.303
2021-03-03,4.339
2021-03-04,4.443
2021-03-05,4.362
2021-03-06,4.362
2021-03-07,4.362
2021-03-08,4.361
2021-03-09,4.352
2021-03-10,4.327
2021-03-11,4.368
2021-03-12,4.347
2021-03-13,4.347
2021-03-14,4.347
2021-03-15,4.385
2021-03-16,4.349
2021-03-17,4.33
2021-03-18,4.319
2021-03-19,4.294
2021-03-20,4.294
2021-03-21,4.294
2021-03-22,4.248
2021-03-23,4.299
2021-03-24,4.321
2021-03-25,4.288
2021-03-26,4.21
2021-03-27,4.21
2021-03-28,4.21
2021-03-29,4.202
2021-03-30,4.252
2021-03-31,4.231
2021-04-01,4.245
2021-04-02,4.245
2021-04-03,4.245
2021-04-04,4.245
2021-04-05,4.229
2021-04-06,4.31
2021-04-07,4.304
2021-04-08,4.333
2021-04-09,4.065
2021-04-10,4.065
2021-04-11,4.065
2021-04-12,4.059
2021-04-13,4.009
2021-04-14,3.872
2021-04-15,3.834
2021-04-16,3.637
2021-04-17,3.637
2021-04-18,3.637
2021-04-19,3.629
2021-04-20,3.603
2021-04-21,3.589
2021-04-22,3.589
2021-04-23,3.606
2021-04-24,3.606
2021-04-25,3.606
2021-04-26,3.613
2021-04-27,3.609
2021-04-28,3.504
2021-04-29,3.868
2021-04-30,3.686
2021-05-01,3.686
2021-05-02,3.686
2021-05-03,3.624
2021-05-04,3.598
2021-05-05,3.557
2021-05-06,3.698
2021-05-07,3.699
2021-05-08,3.699
2021-05-09,3.699
2021-05-10,3.684
2021-05-11,3.71
2021-05-12,3.694
2021-05-13,3.665
2021-05-14,3.674
2021-05-15,3.674
2021-05-16,3.674
2021-05-17,3.642
2021-05-18,3.634
2021-05-19,3.637
2021-05-20,3.558
2021-05-21,3.555
2021-05-22,3.555
2021-05-23,3.555
2021-05-24,3.543
2021-05-25,3.571
2021-05-26,3.605
2021-05-27,3.628
2021-05-28,3.627
2021-05-29,3.627
2021-05-30,3.627
2021-05-31,3.627
2021-06-01,3.662
2021-06-02,3.685
2021-06-03,3.679
2021-06-04,3.671
2021-06-05,3.671
2021-06-06,3.671
2021-06-07,3.681
2021-06-08,3.742
2021-06-09,3.645
2021-06-10,3.537
2021-06-11,3.54
2021-06-12,3.54
2021-06-13,3.54
2021-06-14,3.543
2021-06-15,3.536
2021-06-16,3.562
2021-06-17,3.57
2021-06-18,3.586
2021-06-19,3.586
2021-06-20,3.586
2021-06-21,3.567
2021-06-22,3.615
2021-06-23,3.653
2021-06-24,3.62
2021-06-25,3.572
2021-06-26,3.572
2021-06-27,3.572
2021-06-28,3.59
2021-06-29,3.597
2021-06-30,3.568
2021-07-01,3.555
2021-07-02,3.535
2021-07-03,3.535
2021-07-04,3.535
2021-07-05,3.535
2021-07-06,3.55
2021-07-07,3.525
2021-07-08,3.545
2021-07-09,3.52
2021-07-10,3.52
2021-07-11,3.52
2021-07-12,3.502
2021-07-13,3.506
2021-07-14,3.483
2021-07-15,3.506
2021-07-16,3.513
2021-07-17,3.513
2021-07-18,3.513
2021-07-19,3.563
2021-07-20,3.543
2021-07-21,3.52
2021-07-22,3.479
2021-07-23,3.567
2021-07-24,3.567
2021-07-25,3.567
2021-07-26,3.602
2021-07-27,3.612
2021-07-28,3.547
2021-07-29,3.67
2021-07-30,3.685
2021-07-31,3.685
2021-08-01,3.685
2021-08-02,3.677
2021-08-03,3.608
2021-08-04,3.651
2021-08-05,3.655
2021-08-06,3.686
2021-08-07,3.686
2021-08-08,3.686
2021-08-09,3.726
2021-08-10,3.726
2021-08-11,3.753
2021-08-12,3.748
2021-08-13,3.717
2021-08-14,3.717
2021-08-15,3.717
2021-08-16,3.654
2021-08-17,3.639
2021-08-18,3.694
2021-08-19,3.663
2021-08-20,3.627
2021-08-21,3.627
2021-08-22,3.627
2021-08-23,3.64
2021-08-24,3.663
2021-08-25,3.712
2021-08-26,3.746
2021-08-27,3.768
2021-08-28,3.768
2021-08-29,3.768
2021-08-30,3.734
2021-08-31,3.754
2021-09-01,3.813
2021-09-02,3.796
2021-09-03,3.825
2021-09-04,3.825
2021-09-05,3.825
2021-09-06,3.825
2021-09-07,3.85
2021-09-08,3.866
2021-09-09,3.947
2021-09-10,3.975
2021-09-11,3.975
2021-09-12,3.975
2021-09-13,3.994
2021-09-14,4.041
2021-09-15,4.048
2021-09-16,4.099
2021-09-17,4.093
2021-09-18,4.093
2021-09-19,4.093
2021-09-20,4.148
2021-09-21,4.16
2021-09-22,4.172
2021-09-23,4.139
2021-09-24,4.167
2021-09-25,4.167
2021-09-26,4.167
2021-09-27,4.194
2021-09-28,4.194
2021-09-29,4.14
2021-09-30,4.207
2021-10-01,4.183
2021-10-02,4.183
2021-10-03,4.183
2021-10-04,4.224
2021-10-05,4.208
2021-10-06,4.206
2021-10-07,4.218
2021-10-08,4.315
2021-10-09,4.315
2021-10-10,4.315
2021-10-11,4.274
2021-10-12,4.301
2021-10-13,4.301
2021-10-14,4.254
2021-10-15,4.206
2021-10-16,4.206
2021-10-17,4.206
2021-10-18,4.31
2021-10-19,4.262
2021-10-20,4.227
2021-10-21,4.246
2021-10-22,4.261
2021-10-23,4.261
2021-10-24,4.261
2021-10-25,4.274
2021-10-26,4.242
2021-10-27,4.461
2021-10-28,4.411
2021-10-29,4.315
2021-10-30,4.315
2021-10-31,4.315
2021-11-01,4.294
2021-11-02,4.298
2021-11-03,4.245
2021-11-04,4.253
2021-11-05,4.239
2021-11-06,4.239
2021-11-07,4.239
2021-11-08,4.242
2021-11-09,4.227
2021-11-10,4.232
2021-11-11,4.246
2021-11-12,4.229
2021-11-13,4.229
2021-11-14,4.229
2021-11-15,4.216
2021-11-16,4.253
2021-11-17,4.228
2021-11-18,4.257
2021-11-19,4.528
2021-11-20,4.528
2021-11-21,4.528
2021-11-22,4.59
2021-11-23,4.557
2021-11-24,4.609
2021-11-25,4.609
2021-11-26,4.632
2021-11-27,4.632
2021-11-28,4.632
2021-11-29,4.792
2021-11-30,4.882
2021-12-01,4.765
2021-12-02,4.725
2021-12-03,4.649
2021-12-04,4.649
2021-12-05,4.649
2021-12-06,4.607
2021-12-07,4.583
2021-12-08,4.546
2021-12-09,4.55
2021-12-10,4.646
2021-12-11,4.646
2021-12-12,4.646
2021-12-13,4.434
2021-12-14,4.4
2021-12-15,4.32
2021-12-16,4.175
2021-12-17,4.223
2021-12-18,4.223
2021-12-19,4.223
2021-12-20,4.212
2021-12-21,4.231
2021-12-22,4.186
2021-12-23,4.19
2021-12-24,4.19
2021-12-25,4.19
2021-12-26,4.19
2021-12-27,4.174
2021-12-28,4.17
2021-12-29,4.174
2021-12-30,4.158
2021-12-31,4.17
2022-01-01,4.17
2022-01-02,4.17
2022-01-03,4.217
2022-01-04,4.2
2022-01-05,4.198
2022-01-06,4.208
2022-01-07,4.117
2022-01-08,4.117
2022-01-09,4.117
2022-01-10,3.974
2022-01-11,3.951
2022-01-12,3.991
2022-01-13,4.004
2022-01-14,3.984
2022-01-15,3.984
2022-01-16,3.984
2022-01-17,3.984
2022-01-18,3.987
2022-01-19,3.997
2022-01-20,4.006
2022-01-21,4.071
2022-01-22,4.071
2022-01-23,4.071
2022-01-24,4.133
2022-01-25,4.143
2022-01-26,4.165
2022-01-27,4.085
2022-01-28,4.019
2022-01-29,4.019
2022-01-30,4.019
2022-01-31,4.02
2022-02-01,4.001
2022-02-02,4.025
2022-02-03,4.071
2022-02-04,3.997
2022-02-05,3.997
2022-02-06,3.997
2022-02-07,3.885
2022-02-08,3.903
2022-02-09,3.83
2022-02-10,3.867
2022-02-11,3.845
2022-02-12,3.845
2022-02-13,3.845
2022-02-14,3.893
2022-02-15,3.836
2022-02-16,3.846
2022-02-17,3.858
2022-02-18,3.849
2022-02-19,3.849
2022-02-20,3.849
2022-02-21,3.849
2022-02-22,3.854
2022-02-23,3.827
2022-02-24,3.875
2022-02-25,3.779
2022-02-26,3.779
2022-02-27,3.779
2022-02-28,3.784
2022-03-01,3.787
2022-03-02,3.765
2022-03-03,3.751
2022-03-04,3.737
2022-03-05,3.737
2022-03-06,3.737
2022-03-07,3.793
2022-03-08,3.851
2022-03-09,3.829
2022-03-10,3.813
2022-03-11,3.788
2022-03-12,3.788
2022-03-13,3.788
2022-03-14,3.767
2022-03-15,3.74
2022-03-16,3.745
2022-03-17,3.699
2022-03-18,3.673
2022-03-19,3.673
2022-03-20,3.673
2022-03-21,3.671
2022-03-22,3.683
2022-03-23,3.654
2022-03-24,3.602
2022-03-25,3.56
2022-03-26,3.56
2022-03-27,3.56
2022-03-28,3.568
2022-03-29,3.562
2022-03-30,3.538
2022-03-31,3.546
2022-04-01,3.508
2022-04-02,3.508
2022-04-03,3.508
2022-04-04,3.509
2022-04-05,3.479
2022-04-06,3.47
2022-04-07,3.384
2022-04-08,3.361
2022-04-09,3.361
2022-04-10,3.361
2022-04-11,3.417
2022-04-12,3.415
2022-04-13,3.401
2022-04-14,3.373
2022-04-15,3.373
2022-04-16,3.373
2022-04-17,3.373
2022-04-18,3.406
2022-04-19,3.422
2022-04-20,3.355
2022-04-21,3.339
2022-04-22,3.418
2022-04-23,3.418
2022-04-24,3.418
2022-04-25,3.405
2022-04-26,3.426
2022-04-27,3.416
2022-04-28,3.354
2022-04-29,3.472
2022-04-30,3.472
2022-05-01,3.472
2022-05-02,3.48
2022-05-03,3.483
2022-05-04,3.426
2022-05-05,3.428
2022-05-06,3.41
2022-05-07,3.41
2022-05-08,3.41
2022-05-09,3.427
2022-05-10,3.427
2022-05-11,3.433
2022-05-12,3.429
2022-05-13,3.452
2022-05-14,3.452
2022-05-15,3.452
2022-05-16,3.402
2022-05-17,3.345
2022-05-18,3.397
2022-05-19,3.444
2022-05-20,3.434
2022-05-21,3.434
2022-05-22,3.434
2022-05-23,3.411
2022-05-24,3.392
2022-05-25,3.387
2022-05-26,3.372
2022-05-27,3.436
2022-05-28,3.436
2022-05-29,3.436
2022-05-30,3.436
2022-05-31,3.468
2022-06-01,3.49
2022-06-02,3.485
2022-06-03,3.502
2022-06-04,3.502
2022-06-05,3.502
2022-06-06,3.493
2022-06-07,3.431
2022-06-08,3.45
2022-06-09,3.459
2022-06-10,3.5
2022-06-11,3.5
2022-06-12,3.5
2022-06-13,3.572
2022-06-14,3.607
2022-06-15,3.599
2022-06-16,3.619
2022-06-17,3.563
2022-06-18,3.563
2022-06-19,3.563
2022-06-20,3.563
2022-06-21,3.437
2022-06-22,3.409
2022-06-23,3.359
2022-06-24,3.305
2022-06-25,3.305
2022-06-26,3.305
2022-06-27,3.263
2022-06-28,3.316
2022-06-29,3.334
2022-06-30,3.366
2022-07-01,3.373
2022-07-02,3.373
2022-07-03,3.373
2022-07-04,3.373
2022-07-05,3.412
2022-07-06,3.4
2022-07-07,3.449
2022-07-08,3.416
2022-07-09,3.416
2022-07-10,3.416
2022-07-11,3.408
2022-07-12,3.433
2022-07-13,3.455
2022-07-14,3.472
2022-07-15,3.392
2022-07-16,3.392
2022-07-17,3.392
2022-07-18,3.48
2022-07-19,3.509
2022-07-20,3.524
2022-07-21,3.513
2022-07-22,3.518
2022-07-23,3.518
2022-07-24,3.518
2022-07-25,3.523
2022-07-26,3.485
2022-07-27,3.413
2022-07-28,3.414
2022-07-29,3.456
2022-07-30,3.456
2022-07-31,3.456
2022-08-01,3.464
2022-08-02,3.48
2022-08-03,3.494
2022-08-04,3.536
2022-08-05,3.536
2022-08-06,3.536
2022-08-07,3.536
2022-08-08,3.456
2022-08-09,3.402
2022-08-10,3.407
2022-08-11,3.425
2022-08-12,3.375
2022-08-13,3.375
2022-08-14,3.375
2022-08-15,3.422
2022-08-16,3.44
2022-08-17,3.42
2022-08-18,3.439
2022-08-19,3.385
2022-08-20,3.385
2022-08-21,3.385
2022-08-22,3.421
2022-08-23,3.504
2022-08-24,3.521
2022-08-25,3.567
2022-08-26,3.582
2022-08-27,3.582
2022-08-28,3.582
2022-08-29,3.821
2022-08-30,3.795
2022-08-31,3.783
2022-09-01,3.691
2022-09-02,3.717
2022-09-03,3.717
2022-09-04,3.717
2022-09-05,3.717
2022-09-06,3.715
2022-09-07,3.709
2022-09-08,3.676
2022-09-09,3.635
2022-09-10,3.635
2022-09-11,3.635
2022-09-12,3.524
2022-09-13,3.59
2022-09-14,3.619
2022-09-15,3.553
2022-09-16,3.566
2022-09-17,3.566
2022-09-18,3.566
2022-09-19,3.662
2022-09-20,3.686
2022-09-21,3.701
2022-09-22,3.606
2022-09-23,3.635
2022-09-24,3.635
2022-09-25,3.635
2022-09-26,3.664
2022-09-27,3.653
2022-09-28,3.567
2022-09-29,3.585
2022-09-30,3.616
2022-10-01,3.616
2022-10-02,3.616
2022-10-03,3.645
2022-10-04,3.61
2022-10-05,3.598
2022-10-06,3.632
2022-10-07,3.683
2022-10-08,3.683
2022-10-09,3.683
2022-10-10,3.748
2022-10-11,3.686
2022-10-12,3.705
2022-10-13,3.627
2022-10-14,3.629
2022-10-15,3.629
2022-10-16,3.629
2022-10-17,3.59
2022-10-18,3.572
2022-10-19,3.602
2022-10-20,3.643
2022-10-21,3.549
2022-10-22,3.549
2022-10-23,3.549
2022-10-24,3.511
2022-10-25,3.522
2022-10-26,3.486
2022-10-27,3.441
2022-10-28,3.341
2022-10-29,3.341
2022-10-30,3.341
2022-10-31,3.268
2022-11-01,3.259
2022-11-02,3.269
2022-11-03,3.226
2022-11-04,3.23
2022-11-05,3.23
2022-11-06,3.23
2022-11-07,3.213
2022-11-08,3.182
2022-11-09,3.19
2022-11-10,3.206
2022-11-11,3.35
2022-11-12,3.35
2022-11-13,3.35
2022-11-14,3.331
2022-11-15,3.335
2022-11-16,3.34
2022-11-17,3.297
2022-11-18,3.29
2022-11-19,3.29
2022-11-20,3.29
2022-11-21,3.227
2022-11-22,3.231
2022-11-23,3.219
2022-11-24,3.219
2022-11-25,3.215
2022-11-26,3.215
2022-11-27,3.215
2022-11-28,3.219
2022-11-29,3.224
2022-11-30,3.157
2022-12-01,3.133
2022-12-02,3.124
2022-12-03,3.124
2022-12-04,3.124
2022-12-05,3.14
2022-12-06,3.171
2022-12-07,3.17
2022-12-08,3.172
2022-12-09,3.215
2022-12-10,3.215
2022-12-11,3.215
2022-12-12,3.212
2022-12-13,3.276
2022-12-14,3.285
2022-12-15,3.379
2022-12-16,3.448
2022-12-17,3.448
2022-12-18,3.448
2022-12-19,3.464
2022-12-20,3.488
2022-12-21,3.456
2022-12-22,3.432
2022-12-23,3.477
2022-12-24,3.477
2022-12-25,3.477
2022-12-26,3.477
2022-12-27,3.49
2022-12-28,3.52
2022-12-29,3.515
2022-12-30,3.522
2022-12-31,3.522
2023-01-01,3.522
2023-01-02,3.522
2023-01-03,3.507
2023-01-04,3.49
2023-01-05,3.496
2023-01-06,3.444
2023-01-07,3.444
2023-01-08,3.444
2023-01-09,3.541
2023-01-10,3.509
2023-01-11,3.495
2023-01-12,3.511
2023-01-13,3.467
2023-01-14,3.467
2023-01-15,3.467
2023-01-16,3.467
2023-01-17,3.477
2023-01-18,3.498
2023-01-19,3.422
2023-01-20,3.405
2023-01-21,3.405
2023-01-22,3.405
2023-01-23,3.446
2023-01-24,3.49
2023-01-25,3.45
2023-01-26,3.459
2023-01-27,3.489
2023-01-28,3.489
2023-01-29,3.489
2023-01-30,3.509
2023-01-31,3.48
2023-02-01,3.549
2023-02-02,3.493
2023-02-03,3.405
2023-02-04,3.405
2023-02-05,3.405
2023-02-06,3.402
2023-02-07,3.402
2023-02-08,3.442
2023-02-09,3.546
2023-02-10,3.511
2023-02-11,3.511
2023-02-12,3.511
2023-02-13,3.465
2023-02-14,3.516
2023-02-15,3.555
2023-02-16,3.575
2023-02-17,3.562
2023-02-18,3.562
2023-02-19,3.562
2023-02-20,3.562
2023-02-21,3.557
2023-02-22,3.557
2023-02-23,3.552
2023-02-24,3.614
2023-02-25,3.614
2023-02-26,3.614
2023-02-27,3.624
2023-02-28,3.678
2023-03-01,3.657
2023-03-02,3.666
2023-03-03,3.66
2023-03-04,3.66
2023-03-05,3.66
2023-03-06,3.702
2023-03-07,3.751
2023-03-08,3.791
2023-03-09,3.815
2023-03-10,3.861
2023-03-11,3.861
2023-03-12,3.861
2023-03-13,3.844
2023-03-14,3.817
2023-03-15,3.76
2023-03-16,3.781
2023-03-17,3.814
2023-03-18,3.814
2023-03-19,3.814
2023-03-20,3.753
2023-03-21,3.738
2023-03-22,3.753
2023-03-23,3.768
2023-03-24,3.729
2023-03-25,3.729
2023-03-26,3.729
2023-03-27,3.707
2023-03-28,3.7
2023-03-29,3.701
2023-03-30,3.7
2023-03-31,3.641
2023-04-01,3.641
2023-04-02,3.641
2023-04-03,3.621
2023-04-04,3.662
2023-04-05,3.615
2023-04-06,3.538
2023-04-07,3.538
2023-04-08,3.538
2023-04-09,3.538
2023-04-10,3.579
2023-04-11,3.592
2023-04-12,3.599
2023-04-13,3.575
2023-04-14,3.587
2023-04-15,3.587
2023-04-16,3.587
2023-04-17,3.579
2023-04-18,3.595
2023-04-19,3.614
2023-04-20,3.631
2023-04-21,3.582
2023-04-22,3.582
2023-04-23,3.582
2023-04-24,3.579
2023-04-25,3.595
2023-04-26,3.712
2023-04-27,3.735
2023-04-28,3.766
2023-04-29,3.766
2023-04-30,3.766
2023-05-01,3.673
2023-05-02,3.689
2023-05-03,3.77
2023-05-04,3.76
2023-05-05,3.687
2023-05-06,3.687
2023-05-07,3.687
2023-05-08,3.673
2023-05-09,3.695
2023-05-10,3.668
2023-05-11,3.637
2023-05-12,3.692
2023-05-13,3.692
2023-05-14,3.692
2023-05-15,3.684
2023-05-16,3.747
2023-05-17,3.775
2023-05-18,3.823
2023-05-19,3.811
2023-05-20,3.811
2023-05-21,3.811
2023-05-22,3.813
2023-05-23,3.772
2023-05-24,3.833
2023-05-25,3.887
2023-05-26,3.935
2023-05-27,3.935
2023-05-28,3.935
2023-05-29,3.935
2023-05-30,3.942
2023-05-31,3.897
2023-06-01,3.883
2023-06-02,3.825
2023-06-03,3.825
2023-06-04,3.825
2023-06-05,3.806
2023-06-06,3.835
2023-06-07,3.854
2023-06-08,3.845
2023-06-09,3.876
2023-06-10,3.876
2023-06-11,3.876
2023-06-12,3.878
2023-06-13,3.878
2023-06-14,3.914
2023-06-15,3.883
2023-06-16,3.796
2023-06-17,3.796
2023-06-18,3.796
2023-06-19,3.796
2023-06-20,3.803
2023-06-21,3.834
2023-06-22,3.846
