,CTRA US Equity
2023-06-23,3.566
2023-06-24,3.566
2023-06-25,3.566
2023-06-26,3.53
2023-06-27,3.485
2023-06-28,3.457
2023-06-29,3.366
2023-06-30,3.319
2023-07-01,3.319
2023-07-02,3.319
2023-07-03,3.336
2023-07-04,3.336
2023-07-05,3.334
2023-07-06,3.383
2023-07-07,3.327
2023-07-08,3.327
2023-07-09,3.327
2023-07-10,3.291
2023-07-11,3.182
2023-07-12,3.171
2023-07-13,3.171
2023-07-14,3.293
2023-07-15,3.293
2023-07-16,3.293
2023-07-17,3.287
2023-07-18,3.17
2023-07-19,3.165
2023-07-20,3.12
2023-07-21,3.136
2023-07-22,3.136
2023-07-23,3.136
2023-07-24,3.118
2023-07-25,3.085
2023-07-26,3.085
2023-07-27,3.106
2023-07-28,3.056
2023-07-29,3.056
2023-07-30,3.056
2023-07-31,3.042
2023-08-01,3.035
2023-08-02,3.099
2023-08-03,3.024
2023-08-04,3.038
2023-08-05,3.038
2023-08-06,3.038
2023-08-07,3.021
2023-08-08,3.043
2023-08-09,2.968
2023-08-10,3.022
2023-08-11,2.997
2023-08-12,2.997
2023-08-13,2.997
2023-08-14,3.065
2023-08-15,3.1
2023-08-16,3.054
2023-08-17,3.014
2023-08-18,3.081
2023-08-19,3.081
2023-08-20,3.081
2023-08-21,3.036
2023-08-22,3.068
2023-08-23,3.094
2023-08-24,3.076
2023-08-25,3.082
2023-08-26,3.082
2023-08-27,3.082
2023-08-28,3.066
2023-08-29,3.048
2023-08-30,3.038
2023-08-31,2.954
2023-09-01,2.926
2023-09-02,2.926
2023-09-03,2.926
2023-09-04,2.926
2023-09-05,2.958
2023-09-06,2.966
2023-09-07,2.978
2023-09-08,2.953
2023-09-09,2.953
2023-09-10,2.953
2023-09-11,3.001
2023-09-12,2.925
2023-09-13,2.941
2023-09-14,2.917
2023-09-15,2.982
2023-09-16,2.982
2023-09-17,2.982
2023-09-18,2.984
2023-09-19,3.023
2023-09-20,3.093
2023-09-21,3.19
2023-09-22,3.196
2023-09-23,3.196
2023-09-24,3.196
2023-09-25,3.134
2023-09-26,3.161
2023-09-27,3.068
2023-09-28,3.025
2023-09-29,3.078
2023-09-30,3.078
2023-10-01,3.078
2023-10-02,3.164
2023-10-03,3.161
2023-10-04,3.243
2023-10-05,3.209
2023-10-06,3.126
2023-10-07,3.126
2023-10-08,3.126
2023-10-09,2.976
2023-10-10,2.982
2023-10-11,2.965
2023-10-12,2.932
2023-10-13,2.88
2023-10-14,2.88
2023-10-15,2.88
2023-10-16,2.868
2023-10-17,2.849
2023-10-18,2.82
2023-10-19,2.827
2023-10-20,2.892
2023-10-21,2.892
2023-10-22,2.892
2023-10-23,2.971
2023-10-24,2.968
2023-10-25,2.982
2023-10-26,3.015
2023-10-27,3.039
2023-10-28,3.039
2023-10-29,3.039
2023-10-30,3.08
2023-10-31,3.061
2023-11-01,3.056
2023-11-02,2.999
2023-11-03,3.002
2023-11-04,3.002
2023-11-05,3.002
2023-11-06,3.068
2023-11-07,3.067
2023-11-08,3.132
2023-11-09,3.141
2023-11-10,3.121
2023-11-11,3.121
2023-11-12,3.121
2023-11-13,3.119
2023-11-14,3.094
2023-11-15,3.096
2023-11-16,3.193
2023-11-17,3.143
2023-11-18,3.143
2023-11-19,3.143
2023-11-20,3.151
2023-11-21,3.169
2023-11-22,3.152
2023-11-23,3.152
2023-11-24,3.14
2023-11-25,3.14
2023-11-26,3.14
2023-11-27,3.2
2023-11-28,3.198
2023-11-29,3.257
2023-11-30,3.229
2023-12-01,3.243
2023-12-02,3.243
2023-12-03,3.243
2023-12-04,3.287
2023-12-05,3.345
2023-12-06,3.421
2023-12-07,3.449
2023-12-08,3.432
2023-12-09,3.432
2023-12-10,3.432
2023-12-11,3.41
2023-12-12,3.471
2023-12-13,3.438
2023-12-14,3.264
2023-12-15,3.321
2023-12-16,3.321
2023-12-17,3.321
2023-12-18,3.269
2023-12-19,3.249
2023-12-20,3.304
2023-12-21,3.239
2023-12-22,3.234
2023-12-23,3.234
2023-12-24,3.234
2023-12-25,3.234
2023-12-26,3.217
2023-12-27,3.227
2023-12-28,3.25
2023-12-29,3.266
2023-12-30,3.266
2023-12-31,3.266
2024-01-01,3.266
2024-01-02,3.245
2024-01-03,3.22
2024-01-04,3.283
2024-01-05,3.249
2024-01-06,3.249
2024-01-07,3.249
2024-01-08,3.263
2024-01-09,3.237
2024-01-10,3.286
2024-01-11,3.311
2024-01-12,3.26
2024-01-13,3.26
2024-01-14,3.26
2024-01-15,3.26
2024-01-16,3.375
2024-01-17,3.406
2024-01-18,3.449
2024-01-19,3.481
2024-01-20,3.481
2024-01-21,3.481
2024-01-22,3.486
2024-01-23,3.442
2024-01-24,3.388
2024-01-25,3.356
2024-01-26,3.352
2024-01-27,3.352
2024-01-28,3.352
2024-01-29,3.383
2024-01-30,3.349
2024-01-31,3.407
2024-02-01,3.443
2024-02-02,3.453
2024-02-03,3.453
2024-02-04,3.453
2024-02-05,3.504
2024-02-06,3.486
2024-02-07,3.48
2024-02-08,3.46
2024-02-09,3.489
2024-02-10,3.489
2024-02-11,3.489
2024-02-12,3.445
2024-02-13,3.52
2024-02-14,3.545
2024-02-15,3.438
2024-02-16,3.435
2024-02-17,3.435
2024-02-18,3.435
2024-02-19,3.435
2024-02-20,3.442
2024-02-21,3.24
2024-02-22,3.227
2024-02-23,3.271
2024-02-24,3.271
2024-02-25,3.271
2024-02-26,3.274
2024-02-27,3.267
2024-02-28,3.323
2024-02-29,3.292
2024-03-01,3.293
2024-03-02,3.293
2024-03-03,3.293
2024-03-04,3.226
2024-03-05,3.203
2024-03-06,3.26
2024-03-07,3.275
2024-03-08,3.25
2024-03-09,3.25
2024-03-10,3.25
2024-03-11,3.238
2024-03-12,3.232
2024-03-13,3.186
2024-03-14,3.128
2024-03-15,3.149
2024-03-16,3.149
2024-03-17,3.149
2024-03-18,3.149
2024-03-19,3.083
2024-03-20,3.085
2024-03-21,3.12
2024-03-22,3.133
2024-03-23,3.133
2024-03-24,3.133
2024-03-25,3.073
2024-03-26,3.114
2024-03-27,3.069
2024-03-28,3.063
2024-03-29,3.063
2024-03-30,3.063
2024-03-31,3.063
2024-04-01,3.038
2024-04-02,3.007
2024-04-03,3.0
2024-04-04,3.004
2024-04-05,3.008
2024-04-06,3.008
2024-04-07,3.008
2024-04-08,3.041
