,UNP US Equity
2023-06-23,2.893
2023-06-24,2.893
2023-06-25,2.893
2023-06-26,2.872
2023-06-27,2.849
2023-06-28,2.848
2023-06-29,2.826
2023-06-30,2.826
2023-07-01,2.826
2023-07-02,2.826
2023-07-03,2.806
2023-07-04,2.806
2023-07-05,2.836
2023-07-06,2.833
2023-07-07,2.828
2023-07-08,2.828
2023-07-09,2.828
2023-07-10,2.8
2023-07-11,2.774
2023-07-12,2.731
2023-07-13,2.709
2023-07-14,2.704
2023-07-15,2.704
2023-07-16,2.704
2023-07-17,2.718
2023-07-18,2.683
2023-07-19,2.663
2023-07-20,2.632
2023-07-21,2.632
2023-07-22,2.632
2023-07-23,2.632
2023-07-24,2.63
2023-07-25,2.647
2023-07-26,2.323
2023-07-27,2.386
2023-07-28,2.379
2023-07-29,2.379
2023-07-30,2.379
2023-07-31,2.38
2023-08-01,2.386
2023-08-02,2.399
2023-08-03,2.402
2023-08-04,2.417
2023-08-05,2.417
2023-08-06,2.417
2023-08-07,2.404
2023-08-08,2.416
2023-08-09,2.416
2023-08-10,2.405
2023-08-11,2.404
2023-08-12,2.404
2023-08-13,2.404
2023-08-14,2.401
2023-08-15,2.446
2023-08-16,2.456
2023-08-17,2.459
2023-08-18,2.449
2023-08-19,2.449
2023-08-20,2.449
2023-08-21,2.463
2023-08-22,2.48
2023-08-23,2.472
2023-08-24,2.479
2023-08-25,2.461
2023-08-26,2.461
2023-08-27,2.461
2023-08-28,2.465
2023-08-29,2.477
2023-08-30,2.469
2023-08-31,2.495
2023-09-01,2.49
2023-09-02,2.49
2023-09-03,2.49
2023-09-04,2.49
2023-09-05,2.551
2023-09-06,2.586
2023-09-07,2.613
2023-09-08,2.598
2023-09-09,2.598
2023-09-10,2.598
2023-09-11,2.6
2023-09-12,2.573
2023-09-13,2.594
2023-09-14,2.551
2023-09-15,2.599
2023-09-16,2.599
2023-09-17,2.599
2023-09-18,2.605
2023-09-19,2.622
2023-09-20,2.607
2023-09-21,2.625
2023-09-22,2.652
2023-09-23,2.652
2023-09-24,2.652
2023-09-25,2.661
2023-09-26,2.709
2023-09-27,2.741
2023-09-28,2.718
2023-09-29,2.725
2023-09-30,2.725
2023-10-01,2.725
2023-10-02,2.74
2023-10-03,2.725
2023-10-04,2.745
2023-10-05,2.767
2023-10-06,2.742
2023-10-07,2.742
2023-10-08,2.742
2023-10-09,2.728
2023-10-10,2.701
2023-10-11,2.661
2023-10-12,2.68
2023-10-13,2.683
2023-10-14,2.683
2023-10-15,2.683
2023-10-16,2.644
2023-10-17,2.643
2023-10-18,2.713
2023-10-19,2.627
2023-10-20,2.61
2023-10-21,2.61
2023-10-22,2.61
2023-10-23,2.655
2023-10-24,2.685
2023-10-25,2.688
2023-10-26,2.727
2023-10-27,2.734
2023-10-28,2.734
2023-10-29,2.734
2023-10-30,2.68
2023-10-31,2.657
2023-11-01,2.658
2023-11-02,2.609
2023-11-03,2.6
2023-11-04,2.6
2023-11-05,2.6
2023-11-06,2.588
2023-11-07,2.609
2023-11-08,2.602
2023-11-09,2.624
2023-11-10,2.608
2023-11-11,2.608
2023-11-12,2.608
2023-11-13,2.634
2023-11-14,2.557
2023-11-15,2.529
2023-11-16,2.515
2023-11-17,2.516
2023-11-18,2.516
2023-11-19,2.516
2023-11-20,2.495
2023-11-21,2.485
2023-11-22,2.468
2023-11-23,2.468
2023-11-24,2.453
2023-11-25,2.453
2023-11-26,2.453
2023-11-27,2.502
2023-11-28,2.486
2023-11-29,2.484
2023-11-30,2.442
2023-12-01,2.377
2023-12-02,2.377
2023-12-03,2.377
2023-12-04,2.352
2023-12-05,2.369
2023-12-06,2.361
2023-12-07,2.363
2023-12-08,2.381
2023-12-09,2.381
2023-12-10,2.381
2023-12-11,2.357
2023-12-12,2.349
2023-12-13,2.311
2023-12-14,2.252
2023-12-15,2.261
2023-12-16,2.261
2023-12-17,2.261
2023-12-18,2.269
2023-12-19,2.254
2023-12-20,2.3
2023-12-21,2.259
2023-12-22,2.246
2023-12-23,2.246
2023-12-24,2.246
2023-12-25,2.246
2023-12-26,2.23
2023-12-27,2.225
2023-12-28,2.223
2023-12-29,2.227
2023-12-30,2.227
2023-12-31,2.227
2024-01-01,2.227
2024-01-02,2.247
2024-01-03,2.263
2024-01-04,2.269
2024-01-05,2.28
2024-01-06,2.28
2024-01-07,2.28
2024-01-08,2.271
2024-01-09,2.302
2024-01-10,2.292
2024-01-11,2.317
2024-01-12,2.304
2024-01-13,2.304
2024-01-14,2.304
2024-01-15,2.304
2024-01-16,2.319
2024-01-17,2.323
2024-01-18,2.301
2024-01-19,2.289
2024-01-20,2.289
2024-01-21,2.289
2024-01-22,2.253
2024-01-23,2.251
2024-01-24,2.26
2024-01-25,2.263
2024-01-26,2.279
2024-01-27,2.279
2024-01-28,2.279
2024-01-29,2.218
2024-01-30,2.201
2024-01-31,2.226
2024-02-01,2.178
2024-02-02,2.186
2024-02-03,2.186
2024-02-04,2.186
2024-02-05,2.201
2024-02-06,2.173
2024-02-07,2.179
2024-02-08,2.182
2024-02-09,2.176
2024-02-10,2.176
2024-02-11,2.176
2024-02-12,2.194
2024-02-13,2.205
2024-02-14,2.165
2024-02-15,2.161
2024-02-16,2.196
2024-02-17,2.196
2024-02-18,2.196
2024-02-19,2.196
2024-02-20,2.191
2024-02-21,2.155
2024-02-22,2.128
2024-02-23,2.108
2024-02-24,2.108
2024-02-25,2.108
2024-02-26,2.143
2024-02-27,2.138
2024-02-28,2.121
2024-02-29,2.123
2024-03-01,2.129
2024-03-02,2.129
2024-03-03,2.129
2024-03-04,2.117
2024-03-05,2.115
2024-03-06,2.134
2024-03-07,2.151
2024-03-08,2.134
2024-03-09,2.134
2024-03-10,2.134
2024-03-11,2.144
2024-03-12,2.132
2024-03-13,2.149
2024-03-14,2.174
2024-03-15,2.186
2024-03-16,2.186
2024-03-17,2.186
2024-03-18,2.184
2024-03-19,2.199
2024-03-20,2.166
2024-03-21,2.151
2024-03-22,2.178
2024-03-23,2.178
2024-03-24,2.178
2024-03-25,2.188
2024-03-26,2.217
2024-03-27,2.181
2024-03-28,2.162
2024-03-29,2.162
2024-03-30,2.162
2024-03-31,2.162
2024-04-01,2.203
2024-04-02,2.21
2024-04-03,2.219
2024-04-04,2.219
2024-04-05,2.207
2024-04-06,2.207
2024-04-07,2.207
2024-04-08,2.223
