,MSM US Equity
2020-07-22,7.445
2020-07-23,7.306
2020-07-24,7.388
2020-07-25,7.388
2020-07-26,7.388
2020-07-27,7.253
2020-07-28,7.432
2020-07-29,7.273
2020-07-30,7.352
2020-07-31,7.538
2020-08-01,7.538
2020-08-02,7.538
2020-08-03,6.829
2020-08-04,6.843
2020-08-05,6.724
2020-08-06,6.782
2020-08-07,6.698
2020-08-08,6.698
2020-08-09,6.698
2020-08-10,6.594
2020-08-11,6.607
2020-08-12,6.718
2020-08-13,6.78
2020-08-14,6.811
2020-08-15,6.811
2020-08-16,6.811
2020-08-17,6.863
2020-08-18,6.985
2020-08-19,7.092
2020-08-20,7.076
2020-08-21,7.158
2020-08-22,7.158
2020-08-23,7.158
2020-08-24,7.125
2020-08-25,7.219
2020-08-26,7.2
2020-08-27,7.095
2020-08-28,6.934
2020-08-29,6.934
2020-08-30,6.934
2020-08-31,7.012
2020-09-01,6.88
2020-09-02,6.779
2020-09-03,6.89
2020-09-04,6.865
2020-09-05,6.865
2020-09-06,6.865
2020-09-07,6.865
2020-09-08,7.209
2020-09-09,7.159
2020-09-10,7.321
2020-09-11,7.292
2020-09-12,7.292
2020-09-13,7.292
2020-09-14,7.092
2020-09-15,7.194
2020-09-16,7.097
2020-09-17,7.122
2020-09-18,7.144
2020-09-19,7.144
2020-09-20,7.144
2020-09-21,7.523
2020-09-22,7.414
2020-09-23,7.619
2020-09-24,7.53
2020-09-25,7.499
2020-09-26,7.499
2020-09-27,7.499
2020-09-28,7.333
2020-09-29,7.348
2020-09-30,7.303
2020-10-01,7.424
2020-10-02,7.325
2020-10-03,7.325
2020-10-04,7.325
2020-10-05,7.155
2020-10-06,7.282
2020-10-07,7.089
2020-10-08,7.111
2020-10-09,7.041
2020-10-10,7.041
2020-10-11,7.041
2020-10-12,6.866
2020-10-13,7.052
2020-10-14,7.058
2020-10-15,6.965
2020-10-16,6.954
2020-10-17,6.954
2020-10-18,6.954
2020-10-19,7.034
2020-10-20,6.896
2020-10-21,6.962
2020-10-22,6.838
2020-10-23,6.807
2020-10-24,6.807
2020-10-25,6.807
2020-10-26,6.984
2020-10-27,7.379
2020-10-28,7.448
2020-10-29,7.4
2020-10-30,7.177
2020-10-31,7.177
2020-11-01,7.177
2020-11-02,6.802
2020-11-03,6.508
2020-11-04,6.814
2020-11-05,6.796
2020-11-06,6.685
2020-11-07,6.685
2020-11-08,6.685
2020-11-09,6.34
2020-11-10,6.093
2020-11-11,6.085
2020-11-12,6.187
2020-11-13,6.048
2020-11-14,6.048
2020-11-15,6.048
2020-11-16,5.806
2020-11-17,5.944
2020-11-18,5.863
2020-11-19,5.831
2020-11-20,5.939
2020-11-21,5.939
2020-11-22,5.939
2020-11-23,5.771
2020-11-24,5.667
2020-11-25,5.798
2020-11-26,5.798
2020-11-27,5.691
2020-11-28,5.691
2020-11-29,5.691
2020-11-30,5.701
2020-12-01,5.744
2020-12-02,5.779
2020-12-03,5.779
2020-12-04,5.62
2020-12-05,5.62
2020-12-06,5.62
2020-12-07,5.669
2020-12-08,5.623
2020-12-09,5.556
2020-12-10,5.605
2020-12-11,5.59
2020-12-12,5.59
2020-12-13,5.59
2020-12-14,5.745
2020-12-15,5.603
2020-12-16,5.15
2020-12-17,5.144
2020-12-18,5.114
2020-12-19,5.114
2020-12-20,5.114
2020-12-21,5.084
2020-12-22,5.102
2020-12-23,5.09
2020-12-24,5.086
2020-12-25,5.086
2020-12-26,5.086
2020-12-27,5.086
2020-12-28,5.086
2020-12-29,5.161
2020-12-30,5.163
2020-12-31,5.176
2021-01-01,5.176
2021-01-02,5.176
2021-01-03,5.176
2021-01-04,5.348
2021-01-05,5.306
2021-01-06,5.106
2021-01-07,5.035
2021-01-08,5.061
2021-01-09,5.061
2021-01-10,5.061
2021-01-11,5.094
2021-01-12,4.978
2021-01-13,5.08
2021-01-14,5.068
2021-01-15,5.032
2021-01-16,5.032
2021-01-17,5.032
2021-01-18,5.032
2021-01-19,5.071
2021-01-20,5.183
2021-01-21,5.174
2021-01-22,5.094
2021-01-23,5.094
2021-01-24,5.094
2021-01-25,5.127
2021-01-26,5.262
2021-01-27,5.26
2021-01-28,5.37
2021-01-29,5.436
2021-01-30,5.436
2021-01-31,5.436
2021-02-01,5.293
2021-02-02,5.221
2021-02-03,5.152
2021-02-04,4.994
2021-02-05,4.924
2021-02-06,4.924
2021-02-07,4.924
2021-02-08,4.884
2021-02-09,4.875
2021-02-10,4.936
2021-02-11,4.995
2021-02-12,4.977
2021-02-13,4.977
2021-02-14,4.977
2021-02-15,4.977
2021-02-16,5.046
2021-02-17,5.015
2021-02-18,4.953
2021-02-19,4.892
2021-02-20,4.892
2021-02-21,4.892
2021-02-22,4.957
2021-02-23,4.93
2021-02-24,4.846
2021-02-25,4.845
2021-02-26,4.896
2021-02-27,4.896
2021-02-28,4.896
2021-03-01,4.764
2021-03-02,4.908
2021-03-03,5.008
2021-03-04,5.147
2021-03-05,4.94
2021-03-06,4.94
2021-03-07,4.94
2021-03-08,4.844
2021-03-09,4.913
2021-03-10,4.716
2021-03-11,4.73
2021-03-12,4.623
2021-03-13,4.623
2021-03-14,4.623
2021-03-15,4.619
2021-03-16,4.756
2021-03-17,4.714
2021-03-18,4.762
2021-03-19,4.765
2021-03-20,4.765
2021-03-21,4.765
2021-03-22,4.805
2021-03-23,4.915
2021-03-24,4.837
2021-03-25,4.756
2021-03-26,4.634
2021-03-27,4.634
2021-03-28,4.634
2021-03-29,4.697
2021-03-30,4.617
2021-03-31,4.675
2021-04-01,4.619
2021-04-02,4.619
2021-04-03,4.619
2021-04-04,4.619
2021-04-05,4.596
2021-04-06,4.601
2021-04-07,4.944
2021-04-08,4.76
2021-04-09,4.761
2021-04-10,4.761
2021-04-11,4.761
2021-04-12,4.755
2021-04-13,4.821
2021-04-14,4.846
2021-04-15,4.806
2021-04-16,4.792
2021-04-17,4.792
2021-04-18,4.792
2021-04-19,4.797
2021-04-20,4.756
2021-04-21,4.711
2021-04-22,4.782
2021-04-23,4.702
2021-04-24,4.702
2021-04-25,4.702
2021-04-26,4.673
2021-04-27,4.625
2021-04-28,4.661
2021-04-29,4.635
2021-04-30,4.712
2021-05-01,4.712
2021-05-02,4.712
2021-05-03,4.608
2021-05-04,4.572
2021-05-05,4.583
2021-05-06,4.534
2021-05-07,4.537
2021-05-08,4.537
2021-05-09,4.537
2021-05-10,4.519
2021-05-11,4.531
2021-05-12,4.593
2021-05-13,4.461
2021-05-14,4.443
2021-05-15,4.443
2021-05-16,4.443
2021-05-17,4.453
2021-05-18,4.524
2021-05-19,4.52
2021-05-20,4.534
2021-05-21,4.493
2021-05-22,4.493
2021-05-23,4.493
2021-05-24,4.495
2021-05-25,4.53
2021-05-26,4.495
2021-05-27,4.472
2021-05-28,4.5
2021-05-29,4.5
2021-05-30,4.5
2021-05-31,4.5
2021-06-01,4.466
2021-06-02,4.523
2021-06-03,4.555
2021-06-04,4.583
2021-06-05,4.583
2021-06-06,4.583
2021-06-07,4.626
2021-06-08,4.577
2021-06-09,4.641
2021-06-10,4.631
2021-06-11,4.632
2021-06-12,4.632
2021-06-13,4.632
2021-06-14,4.642
2021-06-15,4.656
2021-06-16,4.712
2021-06-17,4.839
2021-06-18,4.862
2021-06-19,4.862
2021-06-20,4.862
2021-06-21,4.754
2021-06-22,4.813
2021-06-23,4.797
2021-06-24,4.792
2021-06-25,4.723
2021-06-26,4.723
2021-06-27,4.723
2021-06-28,4.813
2021-06-29,4.814
2021-06-30,4.735
2021-07-01,4.735
2021-07-02,4.734
2021-07-03,4.734
2021-07-04,4.734
2021-07-05,4.734
2021-07-06,4.679
2021-07-07,4.642
2021-07-08,4.722
2021-07-09,4.278
2021-07-10,4.278
2021-07-11,4.278
2021-07-12,4.308
2021-07-13,4.365
2021-07-14,4.354
2021-07-15,4.389
2021-07-16,4.474
2021-07-17,4.474
2021-07-18,4.474
2021-07-19,4.557
2021-07-20,4.439
2021-07-21,4.456
2021-07-22,4.519
2021-07-23,4.509
2021-07-24,4.509
2021-07-25,4.509
2021-07-26,4.47
2021-07-27,4.486
2021-07-28,4.4
2021-07-29,4.375
2021-07-30,4.371
2021-07-31,4.371
2021-08-01,4.371
2021-08-02,4.471
2021-08-03,4.419
2021-08-04,4.542
2021-08-05,4.546
2021-08-06,4.535
2021-08-07,4.535
2021-08-08,4.535
2021-08-09,4.577
2021-08-10,4.567
2021-08-11,4.502
2021-08-12,4.498
2021-08-13,4.548
2021-08-14,4.548
2021-08-15,4.548
2021-08-16,4.583
2021-08-17,4.584
2021-08-18,4.699
2021-08-19,4.673
2021-08-20,4.676
2021-08-21,4.676
2021-08-22,4.676
2021-08-23,4.638
2021-08-24,4.624
2021-08-25,4.605
2021-08-26,4.64
2021-08-27,4.567
2021-08-28,4.567
2021-08-29,4.567
2021-08-30,4.595
2021-08-31,4.628
2021-09-01,4.69
2021-09-02,4.653
2021-09-03,4.707
2021-09-04,4.707
2021-09-05,4.707
2021-09-06,4.707
2021-09-07,4.765
2021-09-08,4.768
2021-09-09,4.794
2021-09-10,4.868
2021-09-11,4.868
2021-09-12,4.868
2021-09-13,4.851
2021-09-14,4.876
2021-09-15,4.842
2021-09-16,4.903
2021-09-17,4.947
2021-09-18,4.947
2021-09-19,4.947
2021-09-20,4.936
2021-09-21,4.913
2021-09-22,4.871
2021-09-23,4.841
2021-09-24,4.841
2021-09-25,4.841
2021-09-26,4.841
2021-09-27,4.774
2021-09-28,4.817
2021-09-29,4.777
2021-09-30,4.861
2021-10-01,4.787
2021-10-02,4.787
2021-10-03,4.787
2021-10-04,4.738
2021-10-05,4.734
2021-10-06,4.658
2021-10-07,4.66
2021-10-08,4.625
2021-10-09,4.625
2021-10-10,4.625
2021-10-11,4.667
2021-10-12,4.659
2021-10-13,4.695
2021-10-14,4.578
2021-10-15,4.616
2021-10-16,4.616
2021-10-17,4.616
2021-10-18,4.582
2021-10-19,4.537
2021-10-20,4.643
2021-10-21,4.77
2021-10-22,4.797
2021-10-23,4.797
2021-10-24,4.797
2021-10-25,4.771
2021-10-26,4.8
2021-10-27,4.816
2021-10-28,4.706
2021-10-29,4.676
2021-10-30,4.676
2021-10-31,4.676
2021-11-01,4.633
2021-11-02,4.641
2021-11-03,4.628
2021-11-04,4.631
2021-11-05,4.627
2021-11-06,4.627
2021-11-07,4.627
2021-11-08,4.597
2021-11-09,4.57
2021-11-10,4.601
2021-11-11,4.613
2021-11-12,4.597
2021-11-13,4.597
2021-11-14,4.597
2021-11-15,4.579
2021-11-16,4.546
2021-11-17,4.564
2021-11-18,4.595
2021-11-19,4.646
2021-11-20,4.646
2021-11-21,4.646
2021-11-22,4.662
2021-11-23,4.584
2021-11-24,4.631
2021-11-25,4.631
2021-11-26,4.785
2021-11-27,4.785
2021-11-28,4.785
2021-11-29,4.814
2021-11-30,4.951
2021-12-01,5.002
2021-12-02,4.843
2021-12-03,4.832
2021-12-04,4.832
2021-12-05,4.832
2021-12-06,4.749
2021-12-07,4.711
2021-12-08,4.698
2021-12-09,4.715
2021-12-10,4.602
2021-12-11,4.602
2021-12-12,4.602
2021-12-13,4.675
2021-12-14,4.684
2021-12-15,4.597
2021-12-16,4.587
2021-12-17,4.684
2021-12-18,4.684
2021-12-19,4.684
2021-12-20,4.725
2021-12-21,4.64
2021-12-22,4.542
2021-12-23,4.524
2021-12-24,4.524
2021-12-25,4.524
2021-12-26,4.524
2021-12-27,4.494
2021-12-28,4.489
2021-12-29,4.461
2021-12-30,4.524
2021-12-31,4.518
2022-01-01,4.518
2022-01-02,4.518
2022-01-03,4.524
2022-01-04,4.488
2022-01-05,4.535
2022-01-06,4.561
2022-01-07,4.537
2022-01-08,4.537
2022-01-09,4.537
2022-01-10,4.528
2022-01-11,4.497
2022-01-12,4.475
2022-01-13,4.394
2022-01-14,4.408
2022-01-15,4.408
2022-01-16,4.408
2022-01-17,4.408
2022-01-18,4.497
2022-01-19,4.526
2022-01-20,4.58
2022-01-21,4.554
2022-01-22,4.554
2022-01-23,4.554
2022-01-24,4.49
2022-01-25,4.567
2022-01-26,4.587
2022-01-27,4.649
2022-01-28,4.645
2022-01-29,4.645
2022-01-30,4.645
2022-01-31,4.61
2022-02-01,4.526
2022-02-02,4.491
2022-02-03,4.493
2022-02-04,4.64
2022-02-05,4.64
2022-02-06,4.64
2022-02-07,4.685
2022-02-08,4.738
2022-02-09,4.643
2022-02-10,4.716
2022-02-11,4.74
2022-02-12,4.74
2022-02-13,4.74
2022-02-14,4.744
2022-02-15,4.751
2022-02-16,4.707
2022-02-17,4.733
2022-02-18,4.777
2022-02-19,4.777
2022-02-20,4.777
2022-02-21,4.777
2022-02-22,4.803
2022-02-23,4.921
2022-02-24,4.964
2022-02-25,4.843
2022-02-26,4.843
2022-02-27,4.843
2022-02-28,4.858
2022-03-01,4.949
2022-03-02,4.858
2022-03-03,4.755
2022-03-04,4.734
2022-03-05,4.734
2022-03-06,4.734
2022-03-07,4.794
2022-03-08,4.77
2022-03-09,4.783
2022-03-10,4.845
2022-03-11,4.915
2022-03-12,4.915
2022-03-13,4.915
2022-03-14,4.728
2022-03-15,4.704
2022-03-16,4.749
2022-03-17,4.677
2022-03-18,4.683
2022-03-19,4.683
2022-03-20,4.683
2022-03-21,4.692
2022-03-22,4.7
2022-03-23,4.693
2022-03-24,4.627
2022-03-25,4.576
2022-03-26,4.576
2022-03-27,4.576
2022-03-28,4.592
2022-03-29,4.555
2022-03-30,4.463
2022-03-31,4.497
2022-04-01,4.479
2022-04-02,4.479
2022-04-03,4.479
2022-04-04,4.547
2022-04-05,4.554
2022-04-06,4.546
2022-04-07,4.564
2022-04-08,4.525
2022-04-09,4.525
2022-04-10,4.525
2022-04-11,4.454
2022-04-12,4.444
2022-04-13,4.386
2022-04-14,4.467
2022-04-15,4.467
2022-04-16,4.467
2022-04-17,4.467
2022-04-18,4.493
2022-04-19,4.386
2022-04-20,4.374
2022-04-21,4.342
2022-04-22,4.419
2022-04-23,4.419
2022-04-24,4.419
2022-04-25,4.441
2022-04-26,4.491
2022-04-27,4.543
2022-04-28,4.464
2022-04-29,4.584
2022-04-30,4.584
2022-05-01,4.584
2022-05-02,4.668
2022-05-03,4.627
2022-05-04,4.461
2022-05-05,4.58
2022-05-06,4.661
2022-05-07,4.661
2022-05-08,4.661
2022-05-09,4.636
2022-05-10,4.714
2022-05-11,4.809
2022-05-12,4.75
2022-05-13,4.704
2022-05-14,4.704
2022-05-15,4.704
2022-05-16,4.636
2022-05-17,4.465
2022-05-18,4.595
2022-05-19,4.621
2022-05-20,4.65
2022-05-21,4.65
2022-05-22,4.65
2022-05-23,4.651
2022-05-24,4.58
2022-05-25,4.57
2022-05-26,4.525
2022-05-27,4.456
2022-05-28,4.456
2022-05-29,4.456
2022-05-30,4.456
2022-05-31,4.472
2022-06-01,4.463
2022-06-02,4.465
2022-06-03,4.494
2022-06-04,4.494
2022-06-05,4.494
2022-06-06,4.462
2022-06-07,4.409
2022-06-08,4.486
2022-06-09,4.596
2022-06-10,4.663
2022-06-11,4.663
2022-06-12,4.663
2022-06-13,4.795
2022-06-14,4.825
2022-06-15,4.855
2022-06-16,5.07
2022-06-17,5.209
2022-06-18,5.209
2022-06-19,5.209
2022-06-20,5.209
2022-06-21,5.153
2022-06-22,5.17
2022-06-23,5.179
2022-06-24,5.026
2022-06-25,5.026
2022-06-26,5.026
2022-06-27,4.959
2022-06-28,5.163
2022-06-29,5.081
2022-06-30,5.096
2022-07-01,5.123
2022-07-02,5.123
2022-07-03,5.123
2022-07-04,5.123
2022-07-05,5.171
2022-07-06,5.146
2022-07-07,5.048
2022-07-08,5.085
2022-07-09,5.085
2022-07-10,5.085
2022-07-11,5.056
2022-07-12,5.049
2022-07-13,5.06
2022-07-14,5.121
2022-07-15,4.957
2022-07-16,4.957
2022-07-17,4.957
2022-07-18,5.008
2022-07-19,4.883
2022-07-20,4.837
2022-07-21,4.79
2022-07-22,4.772
2022-07-23,4.772
2022-07-24,4.772
2022-07-25,4.709
2022-07-26,4.7
2022-07-27,4.669
2022-07-28,4.6
2022-07-29,4.503
2022-07-30,4.503
2022-07-31,4.503
2022-08-01,4.515
2022-08-02,4.567
2022-08-03,4.53
2022-08-04,4.533
2022-08-05,4.536
2022-08-06,4.536
2022-08-07,4.536
2022-08-08,4.522
2022-08-09,4.51
2022-08-10,4.424
2022-08-11,4.424
2022-08-12,4.347
2022-08-13,4.347
2022-08-14,4.347
2022-08-15,4.324
2022-08-16,4.314
2022-08-17,4.333
2022-08-18,4.311
2022-08-19,4.351
2022-08-20,4.351
2022-08-21,4.351
2022-08-22,4.424
2022-08-23,4.454
2022-08-24,4.455
2022-08-25,4.409
2022-08-26,4.545
2022-08-27,4.545
2022-08-28,4.545
2022-08-29,4.548
2022-08-30,4.628
2022-08-31,4.699
2022-09-01,4.702
2022-09-02,4.737
2022-09-03,4.737
2022-09-04,4.737
2022-09-05,4.737
2022-09-06,4.742
2022-09-07,4.655
2022-09-08,4.672
2022-09-09,4.643
2022-09-10,4.643
2022-09-11,4.643
2022-09-12,4.603
2022-09-13,4.764
2022-09-14,4.852
2022-09-15,4.868
2022-09-16,4.914
2022-09-17,4.914
2022-09-18,4.914
2022-09-19,4.865
2022-09-20,4.916
2022-09-21,4.975
2022-09-22,5.051
2022-09-23,5.162
2022-09-24,5.162
2022-09-25,5.162
2022-09-26,5.171
2022-09-27,5.104
2022-09-28,4.949
2022-09-29,5.038
2022-09-30,5.07
2022-10-01,5.07
2022-10-02,5.07
2022-10-03,4.949
2022-10-04,4.81
2022-10-05,4.85
2022-10-06,4.91
2022-10-07,5.033
2022-10-08,5.033
2022-10-09,5.033
2022-10-10,4.978
2022-10-11,4.94
2022-10-12,4.936
2022-10-13,4.812
2022-10-14,4.811
2022-10-15,4.811
2022-10-16,4.811
2022-10-17,4.696
2022-10-18,4.591
2022-10-19,4.652
2022-10-20,4.662
2022-10-21,4.568
2022-10-22,4.568
2022-10-23,4.568
2022-10-24,4.509
2022-10-25,4.5
2022-10-26,4.483
2022-10-27,4.441
2022-10-28,4.363
2022-10-29,4.363
2022-10-30,4.363
2022-10-31,4.349
2022-11-01,4.277
2022-11-02,4.378
2022-11-03,4.386
2022-11-04,4.373
2022-11-05,4.373
2022-11-06,4.373
2022-11-07,4.357
2022-11-08,4.346
2022-11-09,4.383
2022-11-10,4.226
2022-11-11,4.24
2022-11-12,4.24
2022-11-13,4.24
2022-11-14,4.26
2022-11-15,4.248
2022-11-16,4.274
2022-11-17,4.28
2022-11-18,4.198
2022-11-19,4.198
2022-11-20,4.198
2022-11-21,4.222
2022-11-22,4.185
2022-11-23,4.253
2022-11-24,4.253
2022-11-25,4.253
2022-11-26,4.253
2022-11-27,4.253
2022-11-28,4.282
2022-11-29,4.271
2022-11-30,4.168
2022-12-01,4.182
2022-12-02,4.176
2022-12-03,4.176
2022-12-04,4.176
2022-12-05,4.234
2022-12-06,4.274
2022-12-07,4.259
2022-12-08,4.255
2022-12-09,4.296
2022-12-10,4.296
2022-12-11,4.296
2022-12-12,4.249
2022-12-13,4.266
2022-12-14,4.273
2022-12-15,4.359
2022-12-16,4.369
2022-12-17,4.369
2022-12-18,4.369
2022-12-19,4.38
2022-12-20,4.381
2022-12-21,4.287
2022-12-22,4.329
2022-12-23,4.295
2022-12-24,4.295
2022-12-25,4.295
2022-12-26,4.295
2022-12-27,4.286
2022-12-28,4.398
2022-12-29,4.361
2022-12-30,4.378
2022-12-31,4.378
2023-01-01,4.378
2023-01-02,4.378
2023-01-03,4.38
2023-01-04,4.389
2023-01-05,4.605
2023-01-06,4.527
2023-01-07,4.527
2023-01-08,4.527
2023-01-09,4.453
2023-01-10,4.392
2023-01-11,4.326
2023-01-12,4.364
2023-01-13,4.368
2023-01-14,4.368
2023-01-15,4.368
2023-01-16,4.368
2023-01-17,4.441
2023-01-18,4.518
2023-01-19,4.547
2023-01-20,4.444
2023-01-21,4.444
2023-01-22,4.444
2023-01-23,4.397
2023-01-24,4.352
2023-01-25,4.366
2023-01-26,4.3
2023-01-27,4.291
2023-01-28,4.291
2023-01-29,4.291
2023-01-30,4.347
2023-01-31,4.246
2023-02-01,4.075
2023-02-02,3.919
2023-02-03,3.955
2023-02-04,3.955
2023-02-05,3.955
2023-02-06,3.952
2023-02-07,3.937
2023-02-08,4.021
2023-02-09,4.058
2023-02-10,4.077
2023-02-11,4.077
2023-02-12,4.077
2023-02-13,4.043
2023-02-14,4.085
2023-02-15,4.068
2023-02-16,4.082
2023-02-17,4.051
2023-02-18,4.051
2023-02-19,4.051
2023-02-20,4.051
2023-02-21,4.163
2023-02-22,4.19
2023-02-23,4.178
2023-02-24,4.18
2023-02-25,4.18
2023-02-26,4.18
2023-02-27,4.168
2023-02-28,4.155
2023-03-01,4.11
2023-03-02,4.104
2023-03-03,4.086
2023-03-04,4.086
2023-03-05,4.086
2023-03-06,4.13
2023-03-07,4.137
2023-03-08,4.115
2023-03-09,4.185
2023-03-10,4.27
2023-03-11,4.27
2023-03-12,4.27
2023-03-13,4.331
2023-03-14,4.271
2023-03-15,4.378
2023-03-16,4.354
2023-03-17,4.488
2023-03-18,4.488
2023-03-19,4.488
2023-03-20,4.355
2023-03-21,4.3
2023-03-22,4.373
2023-03-23,4.386
2023-03-24,4.341
2023-03-25,4.341
2023-03-26,4.341
2023-03-27,4.292
2023-03-28,4.264
2023-03-29,4.237
2023-03-30,4.256
2023-03-31,4.181
2023-04-01,4.181
2023-04-02,4.181
2023-04-03,4.162
2023-04-04,4.2
2023-04-05,4.154
2023-04-06,4.158
2023-04-07,4.158
2023-04-08,4.158
2023-04-09,4.158
2023-04-10,4.092
2023-04-11,4.044
2023-04-12,3.978
2023-04-13,3.978
2023-04-14,3.936
2023-04-15,3.936
2023-04-16,3.936
2023-04-17,3.905
2023-04-18,3.861
2023-04-19,3.869
2023-04-20,3.817
2023-04-21,3.812
2023-04-22,3.812
2023-04-23,3.812
2023-04-24,3.835
2023-04-25,3.882
2023-04-26,3.942
2023-04-27,3.825
2023-04-28,3.835
2023-04-29,3.835
2023-04-30,3.835
2023-05-01,3.807
2023-05-02,3.817
2023-05-03,3.833
2023-05-04,3.884
2023-05-05,3.836
2023-05-06,3.836
2023-05-07,3.836
2023-05-08,3.83
2023-05-09,3.869
2023-05-10,3.86
2023-05-11,3.833
2023-05-12,3.827
2023-05-13,3.827
2023-05-14,3.827
2023-05-15,3.838
2023-05-16,3.825
2023-05-17,3.79
2023-05-18,3.75
2023-05-19,3.737
2023-05-20,3.737
2023-05-21,3.737
2023-05-22,3.703
2023-05-23,3.766
2023-05-24,3.84
2023-05-25,3.816
2023-05-26,3.766
2023-05-27,3.766
2023-05-28,3.766
2023-05-29,3.766
2023-05-30,3.777
2023-05-31,3.87
2023-06-01,3.825
2023-06-02,3.72
2023-06-03,3.72
2023-06-04,3.72
2023-06-05,3.745
2023-06-06,3.749
2023-06-07,3.659
2023-06-08,3.635
2023-06-09,3.652
2023-06-10,3.652
2023-06-11,3.652
2023-06-12,3.646
2023-06-13,3.612
2023-06-14,3.606
2023-06-15,3.569
2023-06-16,3.563
2023-06-17,3.563
2023-06-18,3.563
2023-06-19,3.563
2023-06-20,3.62
2023-06-21,3.582
2023-06-22,3.622
