,LYB US Equity
2023-06-23,5.832
2023-06-24,5.832
2023-06-25,5.832
2023-06-26,5.775
2023-06-27,5.706
2023-06-28,5.672
2023-06-29,5.682
2023-06-30,5.61
2023-07-01,5.61
2023-07-02,5.61
2023-07-03,5.563
2023-07-04,5.563
2023-07-05,5.719
2023-07-06,5.774
2023-07-07,5.692
2023-07-08,5.692
2023-07-09,5.692
2023-07-10,5.653
2023-07-11,5.61
2023-07-12,5.531
2023-07-13,5.555
2023-07-14,5.659
2023-07-15,5.659
2023-07-16,5.659
2023-07-17,5.666
2023-07-18,5.672
2023-07-19,5.643
2023-07-20,5.65
2023-07-21,5.611
2023-07-22,5.611
2023-07-23,5.611
2023-07-24,5.671
2023-07-25,5.494
2023-07-26,5.397
2023-07-27,5.29
2023-07-28,5.212
2023-07-29,5.212
2023-07-30,5.212
2023-07-31,5.186
2023-08-01,5.244
2023-08-02,5.323
2023-08-03,5.317
2023-08-04,5.586
2023-08-05,5.586
2023-08-06,5.586
2023-08-07,5.438
2023-08-08,5.448
2023-08-09,5.412
2023-08-10,5.339
2023-08-11,5.422
2023-08-12,5.422
2023-08-13,5.422
2023-08-14,5.429
2023-08-15,5.619
2023-08-16,5.638
2023-08-17,5.589
2023-08-18,5.576
2023-08-19,5.576
2023-08-20,5.576
2023-08-21,5.546
2023-08-22,5.55
2023-08-23,5.612
2023-08-24,5.582
2023-08-25,5.554
2023-08-26,5.554
2023-08-27,5.554
2023-08-28,5.507
2023-08-29,5.426
2023-08-30,5.419
2023-08-31,5.427
2023-09-01,5.331
2023-09-02,5.331
2023-09-03,5.331
2023-09-04,5.331
2023-09-05,5.453
2023-09-06,5.401
2023-09-07,5.446
2023-09-08,5.417
2023-09-09,5.417
2023-09-10,5.417
2023-09-11,5.366
2023-09-12,5.373
2023-09-13,5.446
2023-09-14,5.346
2023-09-15,5.381
2023-09-16,5.381
2023-09-17,5.381
2023-09-18,5.129
2023-09-19,5.274
2023-09-20,5.322
2023-09-21,5.407
2023-09-22,5.443
2023-09-23,5.443
2023-09-24,5.443
2023-09-25,5.42
2023-09-26,5.53
2023-09-27,5.452
2023-09-28,5.477
2023-09-29,5.468
2023-09-30,5.468
2023-10-01,5.468
2023-10-02,5.541
2023-10-03,5.559
2023-10-04,5.576
2023-10-05,5.749
2023-10-06,5.755
2023-10-07,5.755
2023-10-08,5.755
2023-10-09,5.609
2023-10-10,5.549
2023-10-11,5.574
2023-10-12,5.642
2023-10-13,5.626
2023-10-14,5.626
2023-10-15,5.626
2023-10-16,5.582
2023-10-17,5.503
2023-10-18,5.576
2023-10-19,5.621
2023-10-20,5.664
2023-10-21,5.664
2023-10-22,5.664
2023-10-23,5.783
2023-10-24,5.682
2023-10-25,5.842
2023-10-26,5.802
2023-10-27,5.765
2023-10-28,5.765
2023-10-29,5.765
2023-10-30,5.771
2023-10-31,5.794
2023-11-01,5.816
2023-11-02,5.685
2023-11-03,5.64
2023-11-04,5.64
2023-11-05,5.64
2023-11-06,5.67
2023-11-07,5.738
2023-11-08,5.729
2023-11-09,5.678
2023-11-10,5.558
2023-11-11,5.558
2023-11-12,5.558
2023-11-13,5.562
2023-11-14,5.411
2023-11-15,5.358
2023-11-16,5.414
2023-11-17,5.358
2023-11-18,5.358
2023-11-19,5.358
2023-11-20,5.407
2023-11-21,5.445
2023-11-22,5.486
2023-11-23,5.486
2023-11-24,5.462
2023-11-25,5.462
2023-11-26,5.462
2023-11-27,5.523
2023-11-28,5.494
2023-11-29,5.489
2023-11-30,5.425
2023-12-01,5.402
2023-12-02,5.402
2023-12-03,5.402
2023-12-04,5.483
2023-12-05,5.558
2023-12-06,5.582
2023-12-07,5.604
2023-12-08,5.579
2023-12-09,5.579
2023-12-10,5.579
2023-12-11,5.572
2023-12-12,5.637
2023-12-13,5.541
2023-12-14,5.453
2023-12-15,5.429
2023-12-16,5.429
2023-12-17,5.429
2023-12-18,5.401
2023-12-19,5.321
2023-12-20,5.382
2023-12-21,5.349
2023-12-22,5.37
2023-12-23,5.37
2023-12-24,5.37
2023-12-25,5.37
2023-12-26,5.335
2023-12-27,5.347
2023-12-28,5.391
2023-12-29,5.425
2023-12-30,5.425
2023-12-31,5.425
2024-01-01,5.425
2024-01-02,5.341
2024-01-03,5.327
2024-01-04,5.352
2024-01-05,5.309
2024-01-06,5.309
2024-01-07,5.309
2024-01-08,5.321
2024-01-09,5.404
2024-01-10,5.452
2024-01-11,5.43
2024-01-12,5.446
2024-01-13,5.446
2024-01-14,5.446
2024-01-15,5.446
2024-01-16,5.473
2024-01-17,5.548
2024-01-18,5.512
2024-01-19,5.507
2024-01-20,5.507
2024-01-21,5.507
2024-01-22,5.485
2024-01-23,5.438
2024-01-24,5.505
2024-01-25,5.392
2024-01-26,5.389
2024-01-27,5.389
2024-01-28,5.389
2024-01-29,5.398
2024-01-30,5.377
2024-01-31,5.464
2024-02-01,5.436
2024-02-02,5.539
2024-02-03,5.539
2024-02-04,5.539
2024-02-05,5.52
2024-02-06,5.443
2024-02-07,5.443
2024-02-08,5.414
2024-02-09,5.39
2024-02-10,5.39
2024-02-11,5.39
2024-02-12,5.329
2024-02-13,5.428
2024-02-14,5.433
2024-02-15,5.276
2024-02-16,5.263
2024-02-17,5.263
2024-02-18,5.263
2024-02-19,5.263
2024-02-20,5.341
2024-02-21,5.28
2024-02-22,5.232
2024-02-23,5.18
2024-02-24,5.18
2024-02-25,5.18
2024-02-26,5.203
2024-02-27,5.194
2024-02-28,5.226
2024-02-29,5.148
2024-03-01,5.126
2024-03-02,5.126
2024-03-03,5.126
2024-03-04,5.015
2024-03-05,5.036
2024-03-06,5.116
2024-03-07,5.162
2024-03-08,5.166
2024-03-09,5.166
2024-03-10,5.166
2024-03-11,5.077
2024-03-12,5.084
2024-03-13,5.025
2024-03-14,5.111
2024-03-15,5.116
2024-03-16,5.116
2024-03-17,5.116
2024-03-18,5.119
2024-03-19,5.12
2024-03-20,4.997
2024-03-21,5.048
2024-03-22,5.061
2024-03-23,5.061
2024-03-24,5.061
2024-03-25,5.091
2024-03-26,5.058
2024-03-27,4.971
2024-03-28,5.004
2024-03-29,5.004
2024-03-30,5.004
2024-03-31,5.004
2024-04-01,5.014
2024-04-02,4.913
2024-04-03,4.835
2024-04-04,4.902
2024-04-05,4.885
2024-04-06,4.885
2024-04-07,4.885
2024-04-08,4.929
