,EQT US Equity
2020-11-02,4.697
2020-11-03,4.89
2020-11-04,5.117
2020-11-05,5.096
2020-11-06,5.136
2020-11-07,5.136
2020-11-08,5.136
2020-11-09,5.387
2020-11-10,5.15
2020-11-11,4.947
2020-11-12,5.005
2020-11-13,4.771
2020-11-14,4.771
2020-11-15,4.771
2020-11-16,4.96
2020-11-17,5.036
2020-11-18,5.046
2020-11-19,4.848
2020-11-20,4.937
2020-11-21,4.937
2020-11-22,4.937
2020-11-23,4.716
2020-11-24,4.55
2020-11-25,4.719
2020-11-26,4.719
2020-11-27,4.765
2020-11-28,4.765
2020-11-29,4.765
2020-11-30,4.884
2020-12-01,5.018
2020-12-02,5.015
2020-12-03,5.387
2020-12-04,5.103
2020-12-05,5.103
2020-12-06,5.103
2020-12-07,5.235
2020-12-08,5.427
2020-12-09,5.209
2020-12-10,4.957
2020-12-11,5.209
2020-12-12,5.209
2020-12-13,5.209
2020-12-14,5.235
2020-12-15,5.092
2020-12-16,5.339
2020-12-17,5.379
2020-12-18,5.375
2020-12-19,5.375
2020-12-20,5.375
2020-12-21,5.403
2020-12-22,5.472
2020-12-23,5.121
2020-12-24,5.224
2020-12-25,5.224
2020-12-26,5.224
2020-12-27,5.224
2020-12-28,5.763
2020-12-29,5.832
2020-12-30,5.598
2020-12-31,5.717
2021-01-01,5.717
2021-01-02,5.717
2021-01-03,5.717
2021-01-04,5.419
2021-01-05,5.176
2021-01-06,4.857
2021-01-07,4.864
2021-01-08,5.005
2021-01-09,5.005
2021-01-10,5.005
2021-01-11,4.774
2021-01-12,4.409
2021-01-13,4.227
2021-01-14,4.06
2021-01-15,3.928
2021-01-16,3.928
2021-01-17,3.928
2021-01-18,3.928
2021-01-19,4.267
2021-01-20,4.491
2021-01-21,4.545
2021-01-22,4.434
2021-01-23,4.434
2021-01-24,4.434
2021-01-25,4.412
2021-01-26,4.55
2021-01-27,4.388
2021-01-28,4.42
2021-01-29,4.455
2021-01-30,4.455
2021-01-31,4.455
2021-02-01,4.272
2021-02-02,4.385
2021-02-03,4.21
2021-02-04,4.277
2021-02-05,4.338
2021-02-06,4.338
2021-02-07,4.338
2021-02-08,4.255
2021-02-09,4.417
2021-02-10,4.333
2021-02-11,4.318
2021-02-12,4.115
2021-02-13,4.115
2021-02-14,4.115
2021-02-15,4.115
2021-02-16,4.069
2021-02-17,3.791
2021-02-18,3.971
2021-02-19,3.954
2021-02-20,3.954
2021-02-21,3.954
2021-02-22,4.108
2021-02-23,4.117
2021-02-24,3.905
2021-02-25,4.004
2021-02-26,4.085
2021-02-27,4.085
2021-02-28,4.085
2021-03-01,3.941
2021-03-02,3.941
2021-03-03,3.945
2021-03-04,3.969
2021-03-05,4.042
2021-03-06,4.042
2021-03-07,4.042
2021-03-08,4.184
2021-03-09,4.101
2021-03-10,3.871
2021-03-11,3.738
2021-03-12,3.876
2021-03-13,3.876
2021-03-14,3.876
2021-03-15,3.89
2021-03-16,3.898
2021-03-17,3.855
2021-03-18,4.129
2021-03-19,3.934
2021-03-20,3.934
2021-03-21,3.934
2021-03-22,3.934
2021-03-23,4.051
2021-03-24,4.143
2021-03-25,3.909
2021-03-26,3.687
2021-03-27,3.687
2021-03-28,3.687
2021-03-29,3.771
2021-03-30,3.986
2021-03-31,3.911
2021-04-01,3.833
2021-04-02,3.833
2021-04-03,3.833
2021-04-04,3.833
2021-04-05,4.015
2021-04-06,3.939
2021-04-07,4.024
2021-04-08,4.101
2021-04-09,4.227
2021-04-10,4.227
2021-04-11,4.227
2021-04-12,4.325
2021-04-13,4.307
2021-04-14,4.124
2021-04-15,4.112
2021-04-16,4.141
2021-04-17,4.141
2021-04-18,4.141
2021-04-19,4.148
2021-04-20,4.181
2021-04-21,4.181
2021-04-22,4.099
2021-04-23,4.101
2021-04-24,4.101
2021-04-25,4.101
2021-04-26,3.967
2021-04-27,3.898
2021-04-28,3.719
2021-04-29,3.759
2021-04-30,3.805
2021-05-01,3.805
2021-05-02,3.805
2021-05-03,3.679
2021-05-04,3.65
2021-05-05,3.601
2021-05-06,3.947
2021-05-07,3.512
2021-05-08,3.512
2021-05-09,3.512
2021-05-10,3.469
2021-05-11,3.472
2021-05-12,3.482
2021-05-13,3.608
2021-05-14,3.397
2021-05-15,3.397
2021-05-16,3.397
2021-05-17,3.142
2021-05-18,3.198
2021-05-19,3.25
2021-05-20,3.302
2021-05-21,3.247
2021-05-22,3.247
2021-05-23,3.247
2021-05-24,3.396
2021-05-25,3.524
2021-05-26,3.423
2021-05-27,3.5
2021-05-28,3.48
2021-05-29,3.48
2021-05-30,3.48
2021-05-31,3.48
2021-06-01,3.338
2021-06-02,3.344
2021-06-03,3.394
2021-06-04,3.388
2021-06-05,3.388
2021-06-06,3.388
2021-06-07,3.327
2021-06-08,3.23
2021-06-09,3.244
2021-06-10,3.225
2021-06-11,3.157
2021-06-12,3.157
2021-06-13,3.157
2021-06-14,3.244
2021-06-15,3.326
2021-06-16,3.415
2021-06-17,3.546
2021-06-18,3.757
2021-06-19,3.757
2021-06-20,3.757
2021-06-21,3.56
2021-06-22,3.571
2021-06-23,3.516
2021-06-24,3.396
2021-06-25,3.299
2021-06-26,3.299
2021-06-27,3.299
2021-06-28,3.4
2021-06-29,3.434
2021-06-30,3.264
2021-07-01,3.282
2021-07-02,3.363
2021-07-03,3.363
2021-07-04,3.363
2021-07-05,3.363
2021-07-06,3.514
2021-07-07,3.536
2021-07-08,3.405
2021-07-09,3.347
2021-07-10,3.347
2021-07-11,3.347
2021-07-12,3.396
2021-07-13,3.397
2021-07-14,3.543
2021-07-15,3.641
2021-07-16,3.835
2021-07-17,3.835
2021-07-18,3.835
2021-07-19,3.865
2021-07-20,3.728
2021-07-21,3.55
2021-07-22,3.555
2021-07-23,3.594
2021-07-24,3.594
2021-07-25,3.594
2021-07-26,3.482
2021-07-27,3.576
2021-07-28,3.502
2021-07-29,3.888
2021-07-30,3.951
2021-07-31,3.951
2021-08-01,3.951
2021-08-02,4.148
2021-08-03,4.062
2021-08-04,3.993
2021-08-05,4.013
2021-08-06,3.917
2021-08-07,3.917
2021-08-08,3.917
2021-08-09,3.797
2021-08-10,3.752
2021-08-11,3.791
2021-08-12,3.878
2021-08-13,4.051
2021-08-14,4.051
2021-08-15,4.051
2021-08-16,4.186
2021-08-17,4.267
2021-08-18,4.426
2021-08-19,4.472
2021-08-20,4.488
2021-08-21,4.488
2021-08-22,4.488
2021-08-23,4.388
2021-08-24,4.38
2021-08-25,4.162
2021-08-26,4.188
2021-08-27,3.903
2021-08-28,3.903
2021-08-29,3.903
2021-08-30,4.013
2021-08-31,3.964
2021-09-01,3.876
2021-09-02,3.665
2021-09-03,3.54
2021-09-04,3.54
2021-09-05,3.54
2021-09-06,3.54
2021-09-07,3.576
2021-09-08,3.55
2021-09-09,3.657
2021-09-10,3.746
2021-09-11,3.746
2021-09-12,3.746
2021-09-13,3.639
2021-09-14,3.721
2021-09-15,3.531
2021-09-16,3.753
2021-09-17,3.859
2021-09-18,3.859
2021-09-19,3.859
2021-09-20,3.874
2021-09-21,3.951
2021-09-22,3.843
2021-09-23,3.732
2021-09-24,3.635
2021-09-25,3.635
2021-09-26,3.635
2021-09-27,3.253
2021-09-28,3.291
2021-09-29,3.504
2021-09-30,3.552
2021-10-01,3.524
2021-10-02,3.524
2021-10-03,3.524
2021-10-04,3.383
2021-10-05,3.361
2021-10-06,3.462
2021-10-07,3.412
2021-10-08,3.48
2021-10-09,3.48
2021-10-10,3.48
2021-10-11,3.652
2021-10-12,3.665
2021-10-13,3.661
2021-10-14,3.557
2021-10-15,3.668
2021-10-16,3.668
2021-10-17,3.668
2021-10-18,3.623
2021-10-19,3.589
2021-10-20,3.4
2021-10-21,3.507
2021-10-22,3.396
2021-10-23,3.396
2021-10-24,3.396
2021-10-25,3.228
2021-10-26,3.225
2021-10-27,3.29
2021-10-28,3.517
2021-10-29,3.65
2021-10-30,3.65
2021-10-31,3.65
2021-11-01,3.524
2021-11-02,3.566
2021-11-03,3.557
2021-11-04,3.567
2021-11-05,3.531
2021-11-06,3.531
2021-11-07,3.531
2021-11-08,3.511
2021-11-09,3.576
2021-11-10,3.7
2021-11-11,3.428
2021-11-12,3.402
2021-11-13,3.402
2021-11-14,3.402
2021-11-15,3.324
2021-11-16,3.303
2021-11-17,3.397
2021-11-18,3.444
2021-11-19,3.49
2021-11-20,3.49
2021-11-21,3.49
2021-11-22,3.479
2021-11-23,3.439
2021-11-24,3.412
2021-11-25,3.412
2021-11-26,3.462
2021-11-27,3.462
2021-11-28,3.462
2021-11-29,3.509
2021-11-30,3.74
2021-12-01,3.958
2021-12-02,3.917
2021-12-03,3.713
2021-12-04,3.713
2021-12-05,3.713
2021-12-06,3.683
2021-12-07,3.536
2021-12-08,3.465
2021-12-09,3.509
2021-12-10,3.484
2021-12-11,3.484
2021-12-12,3.484
2021-12-13,2.58
2021-12-14,2.44
2021-12-15,2.475
2021-12-16,2.425
2021-12-17,2.441
2021-12-18,2.441
2021-12-19,2.441
2021-12-20,2.443
2021-12-21,2.45
2021-12-22,2.34
2021-12-23,2.345
2021-12-24,2.345
2021-12-25,2.345
2021-12-26,2.345
2021-12-27,2.275
2021-12-28,2.27
2021-12-29,2.277
2021-12-30,2.355
2021-12-31,2.38
2022-01-01,2.38
2022-01-02,2.38
2022-01-03,2.379
2022-01-04,2.316
2022-01-05,2.393
2022-01-06,2.383
2022-01-07,2.276
2022-01-08,2.276
2022-01-09,2.276
2022-01-10,2.257
2022-01-11,2.206
2022-01-12,2.105
2022-01-13,2.208
2022-01-14,2.3
2022-01-15,2.3
2022-01-16,2.3
2022-01-17,2.3
2022-01-18,2.413
2022-01-19,2.464
2022-01-20,2.59
2022-01-21,2.661
2022-01-22,2.661
2022-01-23,2.661
2022-01-24,2.649
2022-01-25,2.722
2022-01-26,2.771
2022-01-27,2.698
2022-01-28,2.588
2022-01-29,2.588
2022-01-30,2.588
2022-01-31,2.575
2022-02-01,2.511
2022-02-02,2.47
2022-02-03,2.562
2022-02-04,2.537
2022-02-05,2.537
2022-02-06,2.537
2022-02-07,2.584
2022-02-08,2.583
2022-02-09,2.545
2022-02-10,2.525
2022-02-11,2.372
2022-02-12,2.372
2022-02-13,2.372
2022-02-14,2.389
2022-02-15,2.355
2022-02-16,2.322
2022-02-17,2.344
2022-02-18,2.437
2022-02-19,2.437
2022-02-20,2.437
2022-02-21,2.437
2022-02-22,2.516
2022-02-23,2.493
2022-02-24,2.447
2022-02-25,2.39
2022-02-26,2.39
2022-02-27,2.39
2022-02-28,2.351
2022-03-01,2.227
2022-03-02,2.186
2022-03-03,2.189
2022-03-04,2.063
2022-03-05,2.063
2022-03-06,2.063
2022-03-07,2.024
2022-03-08,2.096
2022-03-09,2.054
2022-03-10,1.989
2022-03-11,2.015
2022-03-12,2.015
2022-03-13,2.015
2022-03-14,2.286
2022-03-15,2.266
2022-03-16,2.229
2022-03-17,2.148
2022-03-18,2.143
2022-03-19,2.143
2022-03-20,2.143
2022-03-21,2.045
2022-03-22,2.061
2022-03-23,2.025
2022-03-24,1.89
2022-03-25,1.693
2022-03-26,1.693
2022-03-27,1.693
2022-03-28,1.665
2022-03-29,1.709
2022-03-30,1.701
2022-03-31,1.689
2022-04-01,1.613
2022-04-02,1.613
2022-04-03,1.613
2022-04-04,1.598
2022-04-05,1.604
2022-04-06,1.557
2022-04-07,1.562
2022-04-08,1.482
2022-04-09,1.482
2022-04-10,1.482
2022-04-11,1.449
2022-04-12,1.416
2022-04-13,1.357
2022-04-14,1.384
2022-04-15,1.384
2022-04-16,1.384
2022-04-17,1.384
2022-04-18,1.288
2022-04-19,1.333
2022-04-20,1.345
2022-04-21,1.429
2022-04-22,1.499
2022-04-23,1.499
2022-04-24,1.499
2022-04-25,1.5
2022-04-26,1.5
2022-04-27,1.476
2022-04-28,1.439
2022-04-29,1.47
2022-04-30,1.47
2022-05-01,1.47
2022-05-02,1.481
2022-05-03,1.389
2022-05-04,1.36
2022-05-05,1.394
2022-05-06,1.423
2022-05-07,1.423
2022-05-08,1.423
2022-05-09,1.598
2022-05-10,1.591
2022-05-11,1.54
2022-05-12,1.544
2022-05-13,1.524
2022-05-14,1.524
2022-05-15,1.524
2022-05-16,1.446
2022-05-17,1.334
2022-05-18,1.401
2022-05-19,1.399
2022-05-20,1.387
2022-05-21,1.387
2022-05-22,1.387
2022-05-23,1.274
2022-05-24,1.256
2022-05-25,1.21
2022-05-26,1.196
2022-05-27,1.17
2022-05-28,1.17
2022-05-29,1.17
2022-05-30,1.17
2022-05-31,1.188
2022-06-01,1.138
2022-06-02,1.16
2022-06-03,1.181
2022-06-04,1.181
2022-06-05,1.181
2022-06-06,1.173
2022-06-07,1.155
2022-06-08,1.174
2022-06-09,1.196
2022-06-10,1.199
2022-06-11,1.199
2022-06-12,1.199
2022-06-13,1.276
2022-06-14,1.408
2022-06-15,1.394
2022-06-16,1.49
2022-06-17,1.6
2022-06-18,1.6
2022-06-19,1.6
2022-06-20,1.6
2022-06-21,1.562
2022-06-22,1.639
2022-06-23,1.735
2022-06-24,1.879
2022-06-25,1.879
2022-06-26,1.879
2022-06-27,1.799
2022-06-28,1.724
2022-06-29,1.757
2022-06-30,1.917
2022-07-01,1.924
2022-07-02,1.924
2022-07-03,1.924
2022-07-04,1.924
2022-07-05,2.046
2022-07-06,2.083
2022-07-07,1.909
2022-07-08,1.928
2022-07-09,1.928
2022-07-10,1.928
2022-07-11,1.908
2022-07-12,1.917
2022-07-13,1.798
2022-07-14,1.857
2022-07-15,1.831
2022-07-16,1.831
2022-07-17,1.831
2022-07-18,1.774
2022-07-19,1.716
2022-07-20,1.63
2022-07-21,1.607
2022-07-22,1.637
2022-07-23,1.637
2022-07-24,1.637
2022-07-25,1.58
2022-07-26,1.56
2022-07-27,1.544
2022-07-28,1.641
2022-07-29,1.605
2022-07-30,1.605
2022-07-31,1.605
2022-08-01,1.67
2022-08-02,1.687
2022-08-03,1.651
2022-08-04,1.713
2022-08-05,1.671
2022-08-06,1.671
2022-08-07,1.671
2022-08-08,1.703
2022-08-09,1.641
2022-08-10,1.663
2022-08-11,1.602
2022-08-12,1.589
2022-08-13,1.589
2022-08-14,1.589
2022-08-15,1.622
2022-08-16,1.555
2022-08-17,1.558
2022-08-18,1.521
2022-08-19,1.538
2022-08-20,1.538
2022-08-21,1.538
2022-08-22,1.496
2022-08-23,1.536
2022-08-24,1.479
2022-08-25,1.485
2022-08-26,1.48
2022-08-27,1.48
2022-08-28,1.48
2022-08-29,1.314
2022-08-30,1.402
2022-08-31,1.374
2022-09-01,1.419
2022-09-02,1.39
2022-09-03,1.39
2022-09-04,1.39
2022-09-05,1.39
2022-09-06,1.446
2022-09-07,1.428
2022-09-08,1.395
2022-09-09,1.359
2022-09-10,1.359
2022-09-11,1.359
2022-09-12,1.306
2022-09-13,1.371
2022-09-14,1.298
2022-09-15,1.37
2022-09-16,1.489
2022-09-17,1.489
2022-09-18,1.489
2022-09-19,1.448
2022-09-20,1.473
2022-09-21,1.511
2022-09-22,1.536
2022-09-23,1.662
2022-09-24,1.662
2022-09-25,1.662
2022-09-26,1.741
2022-09-27,1.73
2022-09-28,1.665
2022-09-29,1.719
2022-09-30,1.668
2022-10-01,1.668
2022-10-02,1.668
2022-10-03,1.628
2022-10-04,1.513
2022-10-05,1.499
2022-10-06,1.535
2022-10-07,1.562
2022-10-08,1.562
2022-10-09,1.562
2022-10-10,1.577
2022-10-11,1.549
2022-10-12,1.549
2022-10-13,1.52
2022-10-14,1.64
2022-10-15,1.64
2022-10-16,1.64
2022-10-17,1.613
2022-10-18,1.613
2022-10-19,1.598
2022-10-20,1.655
2022-10-21,1.78
2022-10-22,1.78
2022-10-23,1.78
2022-10-24,1.759
2022-10-25,1.703
2022-10-26,1.729
2022-10-27,1.725
2022-10-28,1.733
2022-10-29,1.733
2022-10-30,1.733
2022-10-31,1.602
2022-11-01,1.645
2022-11-02,1.656
2022-11-03,1.703
2022-11-04,1.632
2022-11-05,1.632
2022-11-06,1.632
2022-11-07,1.517
2022-11-08,1.52
2022-11-09,1.626
2022-11-10,1.548
2022-11-11,1.558
2022-11-12,1.558
2022-11-13,1.558
2022-11-14,1.567
2022-11-15,1.517
2022-11-16,1.6
2022-11-17,1.593
2022-11-18,1.618
2022-11-19,1.618
2022-11-20,1.618
2022-11-21,1.606
2022-11-22,1.517
2022-11-23,1.52
2022-11-24,1.52
2022-11-25,1.538
2022-11-26,1.538
2022-11-27,1.538
2022-11-28,1.594
2022-11-29,1.552
2022-11-30,1.561
2022-12-01,1.594
2022-12-02,1.658
2022-12-03,1.658
2022-12-04,1.658
2022-12-05,1.786
2022-12-06,1.793
2022-12-07,1.802
2022-12-08,1.855
2022-12-09,1.856
2022-12-10,1.856
2022-12-11,1.856
2022-12-12,1.793
2022-12-13,1.784
2022-12-14,1.751
2022-12-15,1.731
2022-12-16,1.777
2022-12-17,1.777
2022-12-18,1.777
2022-12-19,1.833
2022-12-20,1.832
2022-12-21,1.807
2022-12-22,1.891
2022-12-23,1.828
2022-12-24,1.828
2022-12-25,1.828
2022-12-26,1.828
2022-12-27,1.821
2022-12-28,1.976
2022-12-29,1.954
2022-12-30,1.957
2022-12-31,1.957
2023-01-01,1.957
2023-01-02,1.957
2023-01-03,2.08
2023-01-04,1.981
2023-01-05,2.051
2023-01-06,1.973
2023-01-07,1.973
2023-01-08,1.973
2023-01-09,1.897
2023-01-10,1.932
2023-01-11,1.97
2023-01-12,1.882
2023-01-13,1.89
2023-01-14,1.89
2023-01-15,1.89
2023-01-16,1.89
2023-01-17,1.869
2023-01-18,1.955
2023-01-19,1.939
2023-01-20,1.938
2023-01-21,1.938
2023-01-22,1.938
2023-01-23,1.843
2023-01-24,1.893
2023-01-25,1.949
2023-01-26,1.957
2023-01-27,1.967
2023-01-28,1.967
2023-01-29,1.967
2023-01-30,2.014
2023-01-31,1.982
2023-02-01,2.047
2023-02-02,2.034
2023-02-03,2.072
2023-02-04,2.072
2023-02-05,2.072
2023-02-06,2.16
2023-02-07,2.112
2023-02-08,2.172
2023-02-09,2.123
2023-02-10,2.045
2023-02-11,2.045
2023-02-12,2.045
2023-02-13,2.089
2023-02-14,2.074
2023-02-15,2.105
2023-02-16,2.019
2023-02-17,1.988
2023-02-18,1.988
2023-02-19,1.988
2023-02-20,1.988
2023-02-21,2.037
2023-02-22,1.939
2023-02-23,1.909
2023-02-24,1.786
2023-02-25,1.786
2023-02-26,1.786
2023-02-27,1.847
2023-02-28,1.866
2023-03-01,1.862
2023-03-02,1.859
2023-03-03,1.805
2023-03-04,1.805
2023-03-05,1.805
2023-03-06,1.882
2023-03-07,1.882
2023-03-08,1.928
2023-03-09,1.963
2023-03-10,2.053
2023-03-11,2.053
2023-03-12,2.053
2023-03-13,2.061
2023-03-14,2.034
2023-03-15,2.162
2023-03-16,2.069
2023-03-17,2.122
2023-03-18,2.122
2023-03-19,2.122
2023-03-20,2.066
2023-03-21,2.01
2023-03-22,2.112
2023-03-23,2.11
2023-03-24,2.039
2023-03-25,2.039
2023-03-26,2.039
2023-03-27,2.051
2023-03-28,2.02
2023-03-29,1.985
2023-03-30,1.995
2023-03-31,1.956
2023-04-01,1.956
2023-04-02,1.956
2023-04-03,1.963
2023-04-04,1.922
2023-04-05,1.915
2023-04-06,1.943
2023-04-07,1.943
2023-04-08,1.943
2023-04-09,1.943
2023-04-10,1.86
2023-04-11,1.859
2023-04-12,1.903
2023-04-13,1.89
2023-04-14,1.874
2023-04-15,1.874
2023-04-16,1.874
2023-04-17,1.894
2023-04-18,1.865
2023-04-19,1.87
2023-04-20,1.898
2023-04-21,1.906
2023-04-22,1.906
2023-04-23,1.906
2023-04-24,1.897
2023-04-25,1.959
2023-04-26,1.961
2023-04-27,1.834
2023-04-28,1.765
2023-04-29,1.765
2023-04-30,1.765
2023-05-01,1.795
2023-05-02,1.874
2023-05-03,1.953
2023-05-04,1.982
2023-05-05,1.901
2023-05-06,1.901
2023-05-07,1.901
2023-05-08,1.905
2023-05-09,1.894
2023-05-10,1.901
2023-05-11,1.919
2023-05-12,1.83
2023-05-13,1.83
2023-05-14,1.83
2023-05-15,1.742
2023-05-16,1.759
2023-05-17,1.759
2023-05-18,1.665
2023-05-19,1.693
2023-05-20,1.693
2023-05-21,1.693
2023-05-22,1.667
2023-05-23,1.688
2023-05-24,1.678
2023-05-25,1.675
2023-05-26,1.694
2023-05-27,1.694
2023-05-28,1.694
2023-05-29,1.694
2023-05-30,1.743
2023-05-31,1.758
2023-06-01,1.741
2023-06-02,1.672
2023-06-03,1.672
2023-06-04,1.672
2023-06-05,1.696
2023-06-06,1.636
2023-06-07,1.575
2023-06-08,1.568
2023-06-09,1.585
2023-06-10,1.585
2023-06-11,1.585
2023-06-12,1.595
2023-06-13,1.57
2023-06-14,1.59
2023-06-15,1.569
2023-06-16,1.542
2023-06-17,1.542
2023-06-18,1.542
2023-06-19,1.542
2023-06-20,1.555
2023-06-21,1.536
2023-06-22,1.549
