,D US Equity
2023-06-28,5.521
2023-06-29,5.504
2023-06-30,5.507
2023-07-01,5.507
2023-07-02,5.507
2023-07-03,5.421
2023-07-04,5.421
2023-07-05,5.372
2023-07-06,5.448
2023-07-07,5.459
2023-07-08,5.459
2023-07-09,5.459
2023-07-10,5.529
2023-07-11,5.467
2023-07-12,5.395
2023-07-13,5.359
2023-07-14,5.4
2023-07-15,5.4
2023-07-16,5.4
2023-07-17,5.54
2023-07-18,5.568
2023-07-19,5.47
2023-07-20,5.352
2023-07-21,5.318
2023-07-22,5.318
2023-07-23,5.318
2023-07-24,5.308
2023-07-25,5.285
2023-07-26,5.253
2023-07-27,5.36
2023-07-28,5.346
2023-07-29,5.346
2023-07-30,5.346
2023-07-31,5.341
2023-08-01,5.469
2023-08-02,5.465
2023-08-03,5.637
2023-08-04,5.812
2023-08-05,5.812
2023-08-06,5.812
2023-08-07,5.821
2023-08-08,5.805
2023-08-09,5.756
2023-08-10,5.734
2023-08-11,5.768
2023-08-12,5.768
2023-08-13,5.768
2023-08-14,5.838
2023-08-15,5.984
2023-08-16,5.949
2023-08-17,5.948
2023-08-18,5.887
2023-08-19,5.887
2023-08-20,5.887
2023-08-21,5.925
2023-08-22,5.964
2023-08-23,5.958
2023-08-24,5.924
2023-08-25,5.869
2023-08-26,5.869
2023-08-27,5.869
2023-08-28,5.82
2023-08-29,5.746
2023-08-30,5.753
2023-08-31,5.788
2023-09-01,5.85
2023-09-02,5.85
2023-09-03,5.85
2023-09-04,5.85
2023-09-05,5.927
2023-09-06,6.036
2023-09-07,6.021
2023-09-08,5.881
2023-09-09,5.881
2023-09-10,5.881
2023-09-11,5.855
2023-09-12,5.819
2023-09-13,5.797
2023-09-14,5.706
2023-09-15,5.711
2023-09-16,5.711
2023-09-17,5.711
2023-09-18,5.692
2023-09-19,5.785
2023-09-20,5.771
2023-09-21,5.841
2023-09-22,5.797
2023-09-23,5.797
2023-09-24,5.797
2023-09-25,5.778
2023-09-26,6.01
2023-09-27,6.089
2023-09-28,6.271
2023-09-29,6.197
2023-09-30,6.197
2023-10-01,6.197
2023-10-02,6.543
2023-10-03,6.518
2023-10-04,6.596
2023-10-05,6.755
2023-10-06,6.638
2023-10-07,6.638
2023-10-08,6.638
2023-10-09,6.563
2023-10-10,6.5
2023-10-11,6.444
2023-10-12,6.662
2023-10-13,6.61
2023-10-14,6.61
2023-10-15,6.61
2023-10-16,6.547
2023-10-17,6.595
2023-10-18,6.781
2023-10-19,6.801
2023-10-20,6.907
2023-10-21,6.907
2023-10-22,6.907
2023-10-23,6.992
2023-10-24,6.85
2023-10-25,6.818
2023-10-26,6.747
2023-10-27,6.896
2023-10-28,6.896
2023-10-29,6.896
2023-10-30,6.91
2023-10-31,6.855
2023-11-01,6.872
2023-11-02,6.729
2023-11-03,6.336
2023-11-04,6.336
2023-11-05,6.336
2023-11-06,6.061
2023-11-07,6.062
2023-11-08,6.015
2023-11-09,6.158
2023-11-10,6.146
2023-11-11,6.146
2023-11-12,6.146
2023-11-13,6.205
2023-11-14,5.943
2023-11-15,5.85
2023-11-16,5.895
2023-11-17,5.909
2023-11-18,5.909
2023-11-19,5.909
2023-11-20,5.954
2023-11-21,5.952
2023-11-22,5.923
2023-11-23,5.923
2023-11-24,5.884
2023-11-25,5.884
2023-11-26,5.884
2023-11-27,5.89
2023-11-28,5.879
2023-11-29,5.913
2023-11-30,6.007
2023-12-01,5.836
2023-12-02,5.836
2023-12-03,5.836
2023-12-04,5.904
2023-12-05,5.88
2023-12-06,5.763
2023-12-07,5.765
2023-12-08,5.735
2023-12-09,5.735
2023-12-10,5.735
2023-12-11,5.716
2023-12-12,5.716
2023-12-13,5.506
2023-12-14,5.522
2023-12-15,5.599
2023-12-16,5.599
2023-12-17,5.599
2023-12-18,5.634
2023-12-19,5.654
2023-12-20,5.753
2023-12-21,5.806
2023-12-22,5.8
2023-12-23,5.8
2023-12-24,5.8
2023-12-25,5.8
2023-12-26,5.769
2023-12-27,5.836
2023-12-28,5.768
2023-12-29,5.775
2023-12-30,5.775
2023-12-31,5.775
2024-01-01,5.775
2024-01-02,5.617
2024-01-03,5.626
2024-01-04,5.653
2024-01-05,5.554
2024-01-06,5.554
2024-01-07,5.554
2024-01-08,5.557
2024-01-09,5.641
2024-01-10,5.682
2024-01-11,5.781
2024-01-12,5.754
2024-01-13,5.754
2024-01-14,5.754
2024-01-15,5.754
2024-01-16,5.825
2024-01-17,5.899
2024-01-18,5.989
2024-01-19,6.01
2024-01-20,6.01
2024-01-21,6.01
2024-01-22,6.043
2024-01-23,6.079
2024-01-24,6.169
2024-01-25,6.027
2024-01-26,5.978
2024-01-27,5.978
2024-01-28,5.978
2024-01-29,5.995
2024-01-30,5.955
2024-01-31,5.957
2024-02-01,5.835
2024-02-02,5.968
2024-02-03,5.968
2024-02-04,5.968
2024-02-05,6.094
2024-02-06,6.04
2024-02-07,6.122
2024-02-08,6.165
2024-02-09,6.093
2024-02-10,6.093
2024-02-11,6.093
2024-02-12,6.023
2024-02-13,6.14
2024-02-14,6.071
2024-02-15,5.987
2024-02-16,5.939
2024-02-17,5.939
2024-02-18,5.939
2024-02-19,5.939
2024-02-20,6.006
2024-02-21,5.884
2024-02-22,5.966
2024-02-23,5.684
2024-02-24,5.684
2024-02-25,5.684
2024-02-26,5.843
2024-02-27,5.693
2024-02-28,5.627
2024-02-29,5.609
2024-03-01,5.99
2024-03-02,5.99
2024-03-03,5.99
2024-03-04,5.745
2024-03-05,5.82
2024-03-06,5.696
2024-03-07,5.591
2024-03-08,5.585
2024-03-09,5.585
2024-03-10,5.585
2024-03-11,5.628
2024-03-12,5.707
2024-03-13,5.577
2024-03-14,5.631
2024-03-15,5.604
2024-03-16,5.604
2024-03-17,5.604
2024-03-18,5.527
2024-03-19,5.527
2024-03-20,5.567
2024-03-21,5.528
2024-03-22,5.548
2024-03-23,5.548
2024-03-24,5.548
2024-03-25,5.534
2024-03-26,5.72
2024-03-27,5.503
2024-03-28,5.428
2024-03-29,5.428
2024-03-30,5.428
2024-03-31,5.428
2024-04-01,5.431
2024-04-02,5.48
2024-04-03,5.49
2024-04-04,5.488
2024-04-05,5.499
2024-04-06,5.499
2024-04-07,5.499
2024-04-08,5.476
