,HII US Equity
2023-06-24,2.5
2023-06-25,2.5
2023-06-26,2.481
2023-06-27,2.452
2023-06-28,2.461
2023-06-29,2.39
2023-06-30,2.383
2023-07-01,2.383
2023-07-02,2.383
2023-07-03,2.371
2023-07-04,2.371
2023-07-05,2.382
2023-07-06,2.401
2023-07-07,2.4
2023-07-08,2.4
2023-07-09,2.4
2023-07-10,2.362
2023-07-11,2.33
2023-07-12,2.344
2023-07-13,2.357
2023-07-14,2.357
2023-07-15,2.357
2023-07-16,2.357
2023-07-17,2.309
2023-07-18,2.344
2023-07-19,2.345
2023-07-20,2.311
2023-07-21,2.324
2023-07-22,2.324
2023-07-23,2.324
2023-07-24,2.327
2023-07-25,2.324
2023-07-26,2.295
2023-07-27,2.334
2023-07-28,2.335
2023-07-29,2.335
2023-07-30,2.335
2023-07-31,2.343
2023-08-01,2.34
2023-08-02,2.362
2023-08-03,2.378
2023-08-04,2.372
2023-08-05,2.372
2023-08-06,2.372
2023-08-07,2.334
2023-08-08,2.381
2023-08-09,2.364
2023-08-10,2.395
2023-08-11,2.372
2023-08-12,2.372
2023-08-13,2.372
2023-08-14,2.363
2023-08-15,2.416
2023-08-16,2.405
2023-08-17,2.462
2023-08-18,2.472
2023-08-19,2.472
2023-08-20,2.472
2023-08-21,2.466
2023-08-22,2.459
2023-08-23,2.463
2023-08-24,2.473
2023-08-25,2.468
2023-08-26,2.468
2023-08-27,2.468
2023-08-28,2.463
2023-08-29,2.463
2023-08-30,2.443
2023-08-31,2.448
2023-09-01,2.447
2023-09-02,2.447
2023-09-03,2.447
2023-09-04,2.447
2023-09-05,2.489
2023-09-06,2.583
2023-09-07,2.581
2023-09-08,2.563
2023-09-09,2.563
2023-09-10,2.563
2023-09-11,2.56
2023-09-12,2.557
2023-09-13,2.58
2023-09-14,2.538
2023-09-15,2.554
2023-09-16,2.554
2023-09-17,2.554
2023-09-18,2.546
2023-09-19,2.587
2023-09-20,2.629
2023-09-21,2.669
2023-09-22,2.688
2023-09-23,2.688
2023-09-24,2.688
2023-09-25,2.684
2023-09-26,2.697
2023-09-27,2.653
2023-09-28,2.611
2023-09-29,2.617
2023-09-30,2.617
2023-10-01,2.617
2023-10-02,2.65
2023-10-03,2.647
2023-10-04,2.655
2023-10-05,2.673
2023-10-06,2.643
2023-10-07,2.643
2023-10-08,2.643
2023-10-09,2.417
2023-10-10,2.441
2023-10-11,2.43
2023-10-12,2.446
2023-10-13,2.381
2023-10-14,2.381
2023-10-15,2.381
2023-10-16,2.377
2023-10-17,2.401
2023-10-18,2.4
2023-10-19,2.419
2023-10-20,2.443
2023-10-21,2.443
2023-10-22,2.443
2023-10-23,2.474
2023-10-24,2.498
2023-10-25,2.489
2023-10-26,2.455
2023-10-27,2.512
2023-10-28,2.512
2023-10-29,2.512
2023-10-30,2.463
2023-10-31,2.435
2023-11-01,2.422
2023-11-02,2.289
2023-11-03,2.3
2023-11-04,2.3
2023-11-05,2.3
2023-11-06,2.294
2023-11-07,2.319
2023-11-08,2.357
2023-11-09,2.361
2023-11-10,2.342
2023-11-11,2.342
2023-11-12,2.342
2023-11-13,2.308
2023-11-14,2.283
2023-11-15,2.293
2023-11-16,2.296
2023-11-17,2.275
2023-11-18,2.275
2023-11-19,2.275
2023-11-20,2.248
2023-11-21,2.251
2023-11-22,2.25
2023-11-23,2.25
2023-11-24,2.247
2023-11-25,2.247
2023-11-26,2.247
2023-11-27,2.265
2023-11-28,2.263
2023-11-29,2.291
2023-11-30,2.26
2023-12-01,2.244
2023-12-02,2.244
2023-12-03,2.244
2023-12-04,2.208
2023-12-05,2.227
2023-12-06,2.199
2023-12-07,2.184
2023-12-08,2.169
2023-12-09,2.169
2023-12-10,2.169
2023-12-11,2.139
2023-12-12,2.105
2023-12-13,2.079
2023-12-14,2.094
2023-12-15,2.112
2023-12-16,2.112
2023-12-17,2.112
2023-12-18,2.1
2023-12-19,2.084
2023-12-20,2.122
2023-12-21,2.109
2023-12-22,2.092
2023-12-23,2.092
2023-12-24,2.092
2023-12-25,2.092
2023-12-26,2.077
2023-12-27,2.074
2023-12-28,2.072
2023-12-29,2.063
2023-12-30,2.063
2023-12-31,2.063
2024-01-01,2.063
2024-01-02,2.059
2024-01-03,2.09
2024-01-04,2.09
2024-01-05,2.123
2024-01-06,2.123
2024-01-07,2.123
2024-01-08,2.099
2024-01-09,2.117
2024-01-10,2.12
2024-01-11,2.139
2024-01-12,2.105
2024-01-13,2.105
2024-01-14,2.105
2024-01-15,2.105
2024-01-16,2.101
2024-01-17,2.104
2024-01-18,2.06
2024-01-19,2.092
2024-01-20,2.092
2024-01-21,2.092
2024-01-22,2.088
2024-01-23,2.095
2024-01-24,2.113
2024-01-25,2.107
2024-01-26,2.097
2024-01-27,2.097
2024-01-28,2.097
2024-01-29,2.073
2024-01-30,2.059
2024-01-31,2.07
2024-02-01,1.99
2024-02-02,1.985
2024-02-03,1.985
2024-02-04,1.985
2024-02-05,2.004
2024-02-06,2.0
2024-02-07,1.938
2024-02-08,1.957
2024-02-09,1.944
2024-02-10,1.944
2024-02-11,1.944
2024-02-12,1.931
2024-02-13,1.936
2024-02-14,1.9
2024-02-15,1.868
2024-02-16,1.868
2024-02-17,1.868
2024-02-18,1.868
2024-02-19,1.868
2024-02-20,1.87
2024-02-21,1.848
2024-02-22,1.846
2024-02-23,1.84
2024-02-24,1.84
2024-02-25,1.84
2024-02-26,1.839
2024-02-27,1.831
2024-02-28,1.817
2024-02-29,1.818
2024-03-01,1.813
2024-03-02,1.813
2024-03-03,1.813
2024-03-04,1.789
2024-03-05,1.82
2024-03-06,1.803
2024-03-07,1.817
2024-03-08,1.808
2024-03-09,1.808
2024-03-10,1.808
2024-03-11,1.838
2024-03-12,1.827
2024-03-13,1.829
2024-03-14,1.848
2024-03-15,1.834
2024-03-16,1.834
2024-03-17,1.834
2024-03-18,1.825
2024-03-19,1.824
2024-03-20,1.815
2024-03-21,1.804
2024-03-22,1.812
2024-03-23,1.812
2024-03-24,1.812
2024-03-25,1.823
2024-03-26,1.829
2024-03-27,1.821
2024-03-28,1.81
2024-03-29,1.81
2024-03-30,1.81
2024-03-31,1.81
2024-04-01,1.834
2024-04-02,1.835
2024-04-03,1.842
2024-04-04,1.843
2024-04-05,1.844
2024-04-06,1.844
2024-04-07,1.844
2024-04-08,1.847
