,LAZ US Equity
2023-06-23,7.064
2023-06-24,7.064
2023-06-25,7.064
2023-06-26,7.111
2023-06-27,7.007
2023-06-28,6.915
2023-06-29,6.851
2023-06-30,6.77
2023-07-01,6.77
2023-07-02,6.77
2023-07-03,6.619
2023-07-04,6.619
2023-07-05,6.824
2023-07-06,6.882
2023-07-07,6.802
2023-07-08,6.802
2023-07-09,6.802
2023-07-10,6.824
2023-07-11,6.617
2023-07-12,6.35
2023-07-13,6.224
2023-07-14,6.316
2023-07-15,6.316
2023-07-16,6.316
2023-07-17,6.265
2023-07-18,6.235
2023-07-19,6.064
2023-07-20,5.982
2023-07-21,6.059
2023-07-22,6.059
2023-07-23,6.059
2023-07-24,6.045
2023-07-25,5.95
2023-07-26,6.018
2023-07-27,6.023
2023-07-28,6.084
2023-07-29,6.084
2023-07-30,6.084
2023-07-31,6.134
2023-08-01,6.206
2023-08-02,6.289
2023-08-03,6.357
2023-08-04,6.346
2023-08-05,6.346
2023-08-06,6.346
2023-08-07,6.284
2023-08-08,6.399
2023-08-09,6.39
2023-08-10,6.207
2023-08-11,6.168
2023-08-12,6.168
2023-08-13,6.168
2023-08-14,6.197
2023-08-15,6.359
2023-08-16,6.374
2023-08-17,6.384
2023-08-18,6.369
2023-08-19,6.369
2023-08-20,6.369
2023-08-21,6.547
2023-08-22,6.68
2023-08-23,6.575
2023-08-24,6.535
2023-08-25,6.533
2023-08-26,6.533
2023-08-27,6.533
2023-08-28,6.338
2023-08-29,6.17
2023-08-30,6.075
2023-08-31,6.136
2023-09-01,6.078
2023-09-02,6.078
2023-09-03,6.078
2023-09-04,6.078
2023-09-05,6.348
2023-09-06,6.448
2023-09-07,6.493
2023-09-08,6.45
2023-09-09,6.45
2023-09-10,6.45
2023-09-11,6.527
2023-09-12,6.403
2023-09-13,6.456
2023-09-14,6.426
2023-09-15,6.363
2023-09-16,6.363
2023-09-17,6.363
2023-09-18,6.382
2023-09-19,6.467
2023-09-20,6.505
2023-09-21,6.739
2023-09-22,6.78
2023-09-23,6.78
2023-09-24,6.78
2023-09-25,6.837
2023-09-26,7.023
2023-09-27,6.982
2023-09-28,6.87
2023-09-29,6.874
2023-09-30,6.874
2023-10-01,6.874
2023-10-02,7.049
2023-10-03,7.26
2023-10-04,7.275
2023-10-05,7.209
2023-10-06,7.184
2023-10-07,7.184
2023-10-08,7.184
2023-10-09,7.168
2023-10-10,7.115
2023-10-11,6.932
2023-10-12,7.177
2023-10-13,7.187
2023-10-14,7.187
2023-10-15,7.187
2023-10-16,7.133
2023-10-17,6.987
2023-10-18,7.192
2023-10-19,7.372
2023-10-20,7.437
2023-10-21,7.437
2023-10-22,7.437
2023-10-23,7.5
2023-10-24,7.364
2023-10-25,7.685
2023-10-26,7.437
2023-10-27,7.38
2023-10-28,7.38
2023-10-29,7.38
2023-10-30,7.434
2023-10-31,7.624
2023-11-01,7.586
2023-11-02,7.513
2023-11-03,7.233
2023-11-04,7.233
2023-11-05,7.233
2023-11-06,7.346
2023-11-07,7.297
2023-11-08,7.3
2023-11-09,7.449
2023-11-10,7.688
2023-11-11,7.688
2023-11-12,7.688
2023-11-13,7.877
2023-11-14,7.535
2023-11-15,7.449
2023-11-16,7.728
2023-11-17,7.754
2023-11-18,7.754
2023-11-19,7.754
2023-11-20,7.76
2023-11-21,7.803
2023-11-22,7.612
2023-11-23,7.612
2023-11-24,7.543
2023-11-25,7.543
2023-11-26,7.543
2023-11-27,7.271
2023-11-28,7.193
2023-11-29,7.033
2023-11-30,6.937
2023-12-01,6.879
2023-12-02,6.879
2023-12-03,6.879
2023-12-04,6.689
2023-12-05,6.737
2023-12-06,6.668
2023-12-07,6.544
2023-12-08,6.397
2023-12-09,6.397
2023-12-10,6.397
2023-12-11,6.497
2023-12-12,6.436
2023-12-13,6.24
2023-12-14,5.95
2023-12-15,5.955
2023-12-16,5.955
2023-12-17,5.955
2023-12-18,6.037
2023-12-19,5.925
2023-12-20,5.966
2023-12-21,5.964
2023-12-22,6.017
2023-12-23,6.017
2023-12-24,6.017
2023-12-25,6.017
2023-12-26,5.978
2023-12-27,5.906
2023-12-28,5.945
2023-12-29,5.976
2023-12-30,5.976
2023-12-31,5.976
2024-01-01,5.976
2024-01-02,5.758
2024-01-03,5.513
2024-01-04,5.538
2024-01-05,5.478
2024-01-06,5.478
2024-01-07,5.478
2024-01-08,5.444
2024-01-09,5.486
2024-01-10,5.562
2024-01-11,5.506
2024-01-12,5.453
2024-01-13,5.453
2024-01-14,5.453
2024-01-15,5.453
2024-01-16,5.406
2024-01-17,5.43
2024-01-18,5.458
2024-01-19,5.368
2024-01-20,5.368
2024-01-21,5.368
2024-01-22,5.26
2024-01-23,5.284
2024-01-24,5.294
2024-01-25,5.258
2024-01-26,5.248
2024-01-27,5.248
2024-01-28,5.248
2024-01-29,5.197
2024-01-30,5.219
2024-01-31,5.317
2024-02-01,4.992
2024-02-02,5.017
2024-02-03,5.017
2024-02-04,5.017
2024-02-05,5.122
2024-02-06,5.224
2024-02-07,5.23
2024-02-08,5.266
2024-02-09,5.243
2024-02-10,5.243
2024-02-11,5.243
2024-02-12,5.266
2024-02-13,5.464
2024-02-14,5.454
2024-02-15,5.356
2024-02-16,5.362
2024-02-17,5.362
2024-02-18,5.362
2024-02-19,5.362
2024-02-20,5.327
2024-02-21,5.36
2024-02-22,5.353
2024-02-23,5.266
2024-02-24,5.266
2024-02-25,5.266
2024-02-26,5.282
2024-02-27,5.213
2024-02-28,5.22
2024-02-29,5.267
2024-03-01,5.18
2024-03-02,5.18
2024-03-03,5.18
2024-03-04,5.101
2024-03-05,5.062
2024-03-06,5.219
2024-03-07,5.212
2024-03-08,5.139
2024-03-09,5.139
2024-03-10,5.139
2024-03-11,5.169
2024-03-12,5.306
2024-03-13,5.142
2024-03-14,5.24
2024-03-15,5.221
2024-03-16,5.221
2024-03-17,5.221
2024-03-18,5.268
2024-03-19,5.211
2024-03-20,5.118
2024-03-21,5.0
2024-03-22,5.07
2024-03-23,5.07
2024-03-24,5.07
2024-03-25,5.037
2024-03-26,5.079
2024-03-27,4.918
2024-03-28,4.86
2024-03-29,4.86
2024-03-30,4.86
2024-03-31,4.86
2024-04-01,4.977
2024-04-02,5.025
2024-04-03,4.984
2024-04-04,5.044
2024-04-05,4.943
2024-04-06,4.943
2024-04-07,4.943
2024-04-08,4.902
