,TRGP US Equity
,BEST_DIV_YLD
2023-06-09,3.308
2023-06-10,3.308
2023-06-11,3.308
2023-06-12,3.34
2023-06-13,3.303
2023-06-14,3.301
2023-06-15,3.258
2023-06-16,3.263
2023-06-17,3.263
2023-06-18,3.263
2023-06-19,3.263
2023-06-20,3.302
2023-06-21,3.256
2023-06-22,3.291
2023-06-23,3.351
2023-06-24,3.351
2023-06-25,3.351
2023-06-26,3.275
2023-06-27,3.214
2023-06-28,3.153
2023-06-29,3.124
2023-06-30,3.088
2023-07-01,3.088
2023-07-02,3.088
2023-07-03,3.051
2023-07-04,3.051
2023-07-05,3.074
2023-07-06,3.091
2023-07-07,3.04
2023-07-08,3.04
2023-07-09,3.04
2023-07-10,3.068
2023-07-11,3.01
2023-07-12,2.99
2023-07-13,2.969
2023-07-14,3.028
2023-07-15,3.028
2023-07-16,3.028
2023-07-17,3.041
2023-07-18,2.995
2023-07-19,2.951
2023-07-20,2.919
2023-07-21,2.88
2023-07-22,2.88
2023-07-23,2.88
2023-07-24,2.855
2023-07-25,2.845
2023-07-26,2.854
2023-07-27,2.883
2023-07-28,2.862
2023-07-29,2.862
2023-07-30,2.862
2023-07-31,2.816
2023-08-01,2.829
2023-08-02,2.845
2023-08-03,2.817
2023-08-04,2.795
2023-08-05,2.795
2023-08-06,2.795
2023-08-07,2.808
2023-08-08,2.783
2023-08-09,2.735
2023-08-10,2.737
2023-08-11,2.714
2023-08-12,2.714
2023-08-13,2.714
2023-08-14,2.725
2023-08-15,2.742
2023-08-16,2.77
2023-08-17,2.812
2023-08-18,2.781
2023-08-19,2.781
2023-08-20,2.781
2023-08-21,2.788
2023-08-22,2.814
2023-08-23,2.817
2023-08-24,2.801
2023-08-25,2.788
2023-08-26,2.788
2023-08-27,2.788
2023-08-28,2.731
2023-08-29,2.718
2023-08-30,2.702
2023-08-31,2.701
2023-09-01,2.643
2023-09-02,2.643
2023-09-03,2.643
2023-09-04,2.643
2023-09-05,2.663
2023-09-06,2.72
2023-09-07,2.705
2023-09-08,2.711
2023-09-09,2.711
2023-09-10,2.711
2023-09-11,2.759
2023-09-12,2.715
2023-09-13,2.729
2023-09-14,2.698
2023-09-15,2.732
2023-09-16,2.732
2023-09-17,2.732
2023-09-18,2.7
2023-09-19,2.716
2023-09-20,2.707
2023-09-21,2.784
2023-09-22,2.739
2023-09-23,2.739
2023-09-24,2.739
2023-09-25,2.711
2023-09-26,2.742
2023-09-27,2.671
2023-09-28,2.645
2023-09-29,2.698
2023-09-30,2.698
2023-10-01,2.698
2023-10-02,2.755
2023-10-03,2.801
2023-10-04,2.901
2023-10-05,2.888
2023-10-06,2.848
2023-10-07,2.848
2023-10-08,2.848
2023-10-09,2.784
2023-10-10,2.782
2023-10-11,2.708
2023-10-12,2.707
2023-10-13,2.654
2023-10-14,2.654
2023-10-15,2.654
2023-10-16,2.633
2023-10-17,2.635
2023-10-18,2.641
2023-10-19,2.635
2023-10-20,2.666
2023-10-21,2.666
2023-10-22,2.666
2023-10-23,2.675
2023-10-24,2.703
2023-10-25,2.708
2023-10-26,2.696
2023-10-27,2.738
2023-10-28,2.738
2023-10-29,2.738
2023-10-30,2.786
2023-10-31,2.786
2023-11-01,2.768
2023-11-02,2.688
2023-11-03,2.897
2023-11-04,2.897
2023-11-05,2.897
2023-11-06,2.876
2023-11-07,2.99
2023-11-08,3.112
2023-11-09,3.101
2023-11-10,3.069
2023-11-11,3.069
2023-11-12,3.069
2023-11-13,3.056
2023-11-14,3.002
2023-11-15,3.008
2023-11-16,3.095
2023-11-17,3.048
2023-11-18,3.048
2023-11-19,3.048
2023-11-20,3.053
2023-11-21,3.029
2023-11-22,3.041
2023-11-23,3.041
2023-11-24,3.02
2023-11-25,3.02
2023-11-26,3.02
2023-11-27,3.015
2023-11-28,3.081
2023-11-29,3.063
2023-11-30,2.98
2023-12-01,3.085
2023-12-02,3.085
2023-12-03,3.085
2023-12-04,3.114
2023-12-05,3.169
2023-12-06,3.248
2023-12-07,3.283
2023-12-08,3.213
2023-12-09,3.213
2023-12-10,3.213
2023-12-11,3.262
2023-12-12,3.309
2023-12-13,3.293
2023-12-14,3.279
2023-12-15,3.313
2023-12-16,3.313
2023-12-17,3.313
2023-12-18,3.291
2023-12-19,3.28
2023-12-20,3.287
2023-12-21,3.236
2023-12-22,3.251
2023-12-23,3.251
2023-12-24,3.251
2023-12-25,3.251
2023-12-26,3.22
2023-12-27,3.238
2023-12-28,3.265
2023-12-29,3.245
2023-12-30,3.245
2023-12-31,3.245
2024-01-01,3.245
2024-01-02,3.262
2024-01-03,3.213
2024-01-04,3.269
2024-01-05,3.298
2024-01-06,3.298
2024-01-07,3.298
2024-01-08,3.354
2024-01-09,3.384
2024-01-10,3.376
2024-01-11,3.399
2024-01-12,3.376
2024-01-13,3.376
2024-01-14,3.376
2024-01-15,3.376
2024-01-16,3.428
2024-01-17,3.472
2024-01-18,3.378
2024-01-19,3.382
2024-01-20,3.382
2024-01-21,3.382
2024-01-22,3.341
2024-01-23,3.364
2024-01-24,3.334
2024-01-25,3.294
2024-01-26,3.263
2024-01-27,3.263
2024-01-28,3.263
2024-01-29,3.275
2024-01-30,3.235
2024-01-31,3.315
2024-02-01,3.273
2024-02-02,3.275
2024-02-03,3.275
2024-02-04,3.275
2024-02-05,3.291
2024-02-06,3.266
2024-02-07,3.235
2024-02-08,3.242
2024-02-09,3.272
2024-02-10,3.272
2024-02-11,3.272
2024-02-12,3.22
2024-02-13,3.223
2024-02-14,3.226
2024-02-15,3.056
2024-02-16,2.94
2024-02-17,2.94
2024-02-18,2.94
2024-02-19,2.94
2024-02-20,2.958
2024-02-21,2.924
2024-02-22,2.898
2024-02-23,2.937
2024-02-24,2.937
2024-02-25,2.937
2024-02-26,2.921
2024-02-27,2.936
2024-02-28,2.926
2024-02-29,2.901
2024-03-01,2.869
2024-03-02,2.869
2024-03-03,2.869
2024-03-04,2.822
2024-03-05,2.78
2024-03-06,2.733
2024-03-07,2.721
2024-03-08,2.778
2024-03-09,2.778
2024-03-10,2.778
2024-03-11,2.757
2024-03-12,2.732
2024-03-13,2.71
2024-03-14,2.73
2024-03-15,2.818
2024-03-16,2.818
2024-03-17,2.818
2024-03-18,2.782
2024-03-19,2.738
2024-03-20,2.709
2024-03-21,2.662
2024-03-22,2.665
2024-03-23,2.665
2024-03-24,2.665
2024-03-25,2.648
2024-03-26,2.671
2024-03-27,2.661
2024-03-28,2.639
2024-03-29,2.639
2024-03-30,2.639
2024-03-31,2.639
2024-04-01,2.633
2024-04-02,2.608
2024-04-03,2.547
2024-04-04,2.584
2024-04-05,2.548
2024-04-06,2.548
2024-04-07,2.548
2024-04-08,2.548
