,CAT US Equity
2020-08-23,4.121
2020-08-24,4.026
2020-08-25,4.042
2020-08-26,4.022
2020-08-27,3.979
2020-08-28,3.972
2020-08-29,3.972
2020-08-30,3.972
2020-08-31,4.009
2020-09-01,3.906
2020-09-02,3.822
2020-09-03,3.887
2020-09-04,3.85
2020-09-05,3.85
2020-09-06,3.85
2020-09-07,3.85
2020-09-08,3.841
2020-09-09,3.736
2020-09-10,3.807
2020-09-11,3.708
2020-09-12,3.708
2020-09-13,3.708
2020-09-14,3.716
2020-09-15,3.839
2020-09-16,3.775
2020-09-17,3.707
2020-09-18,3.743
2020-09-19,3.743
2020-09-20,3.743
2020-09-21,3.925
2020-09-22,3.877
2020-09-23,3.951
2020-09-24,3.93
2020-09-25,3.91
2020-09-26,3.91
2020-09-27,3.91
2020-09-28,3.863
2020-09-29,3.87
2020-09-30,3.825
2020-10-01,3.888
2020-10-02,3.805
2020-10-03,3.805
2020-10-04,3.805
2020-10-05,3.717
2020-10-06,3.765
2020-10-07,3.686
2020-10-08,3.641
2020-10-09,3.589
2020-10-10,3.589
2020-10-11,3.589
2020-10-12,3.508
2020-10-13,3.692
2020-10-14,3.658
2020-10-15,3.626
2020-10-16,3.547
2020-10-17,3.547
2020-10-18,3.547
2020-10-19,3.572
2020-10-20,3.542
2020-10-21,3.575
2020-10-22,3.528
2020-10-23,3.528
2020-10-24,3.528
2020-10-25,3.528
2020-10-26,3.645
2020-10-27,3.67
2020-10-28,3.858
2020-10-29,3.77
2020-10-30,3.713
2020-10-31,3.713
2020-11-01,3.713
2020-11-02,3.572
2020-11-03,3.478
2020-11-04,3.757
2020-11-05,3.576
2020-11-06,3.616
2020-11-07,3.616
2020-11-08,3.616
2020-11-09,3.414
2020-11-10,3.385
2020-11-11,3.441
2020-11-12,3.447
2020-11-13,3.396
2020-11-14,3.396
2020-11-15,3.396
2020-11-16,3.367
2020-11-17,3.392
2020-11-18,3.375
2020-11-19,3.372
2020-11-20,3.385
2020-11-21,3.385
2020-11-22,3.385
2020-11-23,3.336
2020-11-24,3.296
2020-11-25,3.339
2020-11-26,3.339
2020-11-27,3.33
2020-11-28,3.33
2020-11-29,3.33
2020-11-30,3.359
2020-12-01,3.365
2020-12-02,3.353
2020-12-03,3.339
2020-12-04,3.2
2020-12-05,3.2
2020-12-06,3.2
2020-12-07,3.263
2020-12-08,3.26
2020-12-09,3.238
2020-12-10,3.26
2020-12-11,3.252
2020-12-12,3.252
2020-12-13,3.252
2020-12-14,3.257
2020-12-15,3.191
2020-12-16,3.23
2020-12-17,3.236
2020-12-18,3.204
2020-12-19,3.204
2020-12-20,3.204
2020-12-21,3.219
2020-12-22,3.284
2020-12-23,3.25
2020-12-24,3.229
2020-12-25,3.229
2020-12-26,3.229
2020-12-27,3.229
2020-12-28,3.251
2020-12-29,3.282
2020-12-30,3.221
2020-12-31,3.186
2021-01-01,3.186
2021-01-02,3.186
2021-01-03,3.186
2021-01-04,3.183
2021-01-05,3.158
2021-01-06,2.991
2021-01-07,2.985
2021-01-08,2.985
2021-01-09,2.985
2021-01-10,2.985
2021-01-11,2.991
2021-01-12,2.935
2021-01-13,2.96
2021-01-14,2.937
2021-01-15,2.979
2021-01-16,2.979
2021-01-17,2.979
2021-01-18,2.979
2021-01-19,2.972
2021-01-20,3.004
2021-01-21,3.007
2021-01-22,3.011
2021-01-23,3.011
2021-01-24,3.011
2021-01-25,3.084
2021-01-26,3.087
2021-01-27,3.199
2021-01-28,3.135
2021-01-29,3.074
2021-01-30,3.074
2021-01-31,3.074
2021-02-01,3.059
2021-02-02,2.935
2021-02-03,2.951
2021-02-04,2.948
2021-02-05,2.928
2021-02-06,2.928
2021-02-07,2.928
2021-02-08,2.862
2021-02-09,2.864
2021-02-10,2.858
2021-02-11,2.849
2021-02-12,2.854
2021-02-13,2.854
2021-02-14,2.854
2021-02-15,2.854
2021-02-16,2.792
2021-02-17,2.793
2021-02-18,2.826
2021-02-19,2.716
2021-02-20,2.716
2021-02-21,2.716
2021-02-22,2.614
2021-02-23,2.589
2021-02-24,2.562
2021-02-25,2.57
2021-02-26,2.657
2021-02-27,2.657
2021-02-28,2.657
2021-03-01,2.611
2021-03-02,2.658
2021-03-03,2.669
2021-03-04,2.696
2021-03-05,2.606
2021-03-06,2.606
2021-03-07,2.606
2021-03-08,2.589
2021-03-09,2.646
2021-03-10,2.595
2021-03-11,2.611
2021-03-12,2.505
2021-03-13,2.505
2021-03-14,2.505
2021-03-15,2.486
2021-03-16,2.533
2021-03-17,2.456
2021-03-18,2.487
2021-03-19,2.546
2021-03-20,2.546
2021-03-21,2.546
2021-03-22,2.538
2021-03-23,2.629
2021-03-24,2.593
2021-03-25,2.558
2021-03-26,2.5
2021-03-27,2.5
2021-03-28,2.5
2021-03-29,2.492
2021-03-30,2.461
2021-03-31,2.474
2021-04-01,2.465
2021-04-02,2.465
2021-04-03,2.465
2021-04-04,2.465
2021-04-05,2.455
2021-04-06,2.487
2021-04-07,2.49
2021-04-08,2.489
2021-04-09,2.486
2021-04-10,2.486
2021-04-11,2.486
2021-04-12,2.484
2021-04-13,2.501
2021-04-14,2.467
2021-04-15,2.467
2021-04-16,2.458
2021-04-17,2.458
2021-04-18,2.458
2021-04-19,2.469
2021-04-20,2.52
2021-04-21,2.468
2021-04-22,2.506
2021-04-23,2.482
2021-04-24,2.482
2021-04-25,2.482
2021-04-26,2.477
2021-04-27,2.479
2021-04-28,2.459
2021-04-29,2.538
2021-04-30,2.531
2021-05-01,2.531
2021-05-02,2.531
2021-05-03,2.53
2021-05-04,2.474
2021-05-05,2.427
2021-05-06,2.435
2021-05-07,2.396
2021-05-08,2.396
2021-05-09,2.396
2021-05-10,2.413
2021-05-11,2.447
2021-05-12,2.467
2021-05-13,2.439
2021-05-14,2.417
2021-05-15,2.417
2021-05-16,2.417
2021-05-17,2.392
2021-05-18,2.445
2021-05-19,2.472
2021-05-20,2.492
2021-05-21,2.468
2021-05-22,2.468
2021-05-23,2.468
2021-05-24,2.449
2021-05-25,2.469
2021-05-26,2.463
2021-05-27,2.427
2021-05-28,2.429
2021-05-29,2.429
2021-05-30,2.429
2021-05-31,2.429
2021-06-01,2.412
2021-06-02,2.405
2021-06-03,2.401
2021-06-04,2.4
2021-06-05,2.4
2021-06-06,2.4
2021-06-07,2.442
2021-06-08,2.438
2021-06-09,2.495
2021-06-10,2.594
2021-06-11,2.653
2021-06-12,2.653
2021-06-13,2.653
2021-06-14,2.674
2021-06-15,2.668
2021-06-16,2.696
2021-06-17,2.796
2021-06-18,2.803
2021-06-19,2.803
2021-06-20,2.803
2021-06-21,2.746
2021-06-22,2.747
2021-06-23,2.739
2021-06-24,2.67
2021-06-25,2.707
2021-06-26,2.707
2021-06-27,2.707
2021-06-28,2.707
2021-06-29,2.722
2021-06-30,2.691
2021-07-01,2.702
2021-07-02,2.689
2021-07-03,2.689
2021-07-04,2.689
2021-07-05,2.689
2021-07-06,2.742
2021-07-07,2.727
2021-07-08,2.761
2021-07-09,2.693
2021-07-10,2.693
2021-07-11,2.693
2021-07-12,2.679
2021-07-13,2.738
2021-07-14,2.784
2021-07-15,2.787
2021-07-16,2.834
2021-07-17,2.834
2021-07-18,2.834
2021-07-19,2.838
2021-07-20,2.771
2021-07-21,2.735
2021-07-22,2.755
2021-07-23,2.75
2021-07-24,2.75
2021-07-25,2.75
2021-07-26,2.731
2021-07-27,2.746
2021-07-28,2.726
2021-07-29,2.711
2021-07-30,2.745
2021-07-31,2.745
2021-08-01,2.745
2021-08-02,2.766
2021-08-03,2.721
2021-08-04,2.774
2021-08-05,2.739
2021-08-06,2.723
2021-08-07,2.723
2021-08-08,2.723
2021-08-09,2.716
2021-08-10,2.651
2021-08-11,2.56
2021-08-12,2.576
2021-08-13,2.596
2021-08-14,2.596
2021-08-15,2.596
2021-08-16,2.606
2021-08-17,2.658
2021-08-18,2.704
2021-08-19,2.775
2021-08-20,2.769
2021-08-21,2.769
2021-08-22,2.769
2021-08-23,2.713
2021-08-24,2.669
2021-08-25,2.642
2021-08-26,2.686
2021-08-27,2.666
2021-08-28,2.666
2021-08-29,2.666
2021-08-30,2.684
2021-08-31,2.691
2021-09-01,2.729
2021-09-02,2.679
2021-09-03,2.697
2021-09-04,2.697
2021-09-05,2.697
2021-09-06,2.697
2021-09-07,2.725
2021-09-08,2.744
2021-09-09,2.762
2021-09-10,2.768
2021-09-11,2.768
2021-09-12,2.768
2021-09-13,2.752
2021-09-14,2.804
2021-09-15,2.758
2021-09-16,2.787
2021-09-17,2.841
2021-09-18,2.841
2021-09-19,2.841
2021-09-20,2.974
2021-09-21,2.989
2021-09-22,2.965
2021-09-23,2.886
2021-09-24,2.883
2021-09-25,2.883
2021-09-26,2.883
2021-09-27,2.837
2021-09-28,2.829
2021-09-29,2.868
2021-09-30,2.956
2021-10-01,2.92
2021-10-02,2.92
2021-10-03,2.92
2021-10-04,2.938
2021-10-05,2.948
2021-10-06,2.958
2021-10-07,2.899
2021-10-08,2.908
2021-10-09,2.908
2021-10-10,2.908
2021-10-11,2.942
2021-10-12,2.988
2021-10-13,3.003
2021-10-14,2.92
2021-10-15,2.864
2021-10-16,2.864
2021-10-17,2.864
2021-10-18,2.876
2021-10-19,2.834
2021-10-20,2.791
2021-10-21,2.82
2021-10-22,2.825
2021-10-23,2.825
2021-10-24,2.825
2021-10-25,2.803
2021-10-26,2.839
2021-10-27,2.89
2021-10-28,2.75
2021-10-29,2.751
2021-10-30,2.751
2021-10-31,2.751
2021-11-01,2.733
2021-11-02,2.71
2021-11-03,2.757
2021-11-04,2.757
2021-11-05,2.726
2021-11-06,2.726
2021-11-07,2.726
2021-11-08,2.62
2021-11-09,2.675
2021-11-10,2.716
2021-11-11,2.692
2021-11-12,2.682
2021-11-13,2.682
2021-11-14,2.682
2021-11-15,2.702
2021-11-16,2.732
2021-11-17,2.765
2021-11-18,2.787
2021-11-19,2.8
2021-11-20,2.8
2021-11-21,2.8
2021-11-22,2.773
2021-11-23,2.734
2021-11-24,2.711
2021-11-25,2.711
2021-11-26,2.824
2021-11-27,2.824
2021-11-28,2.824
2021-11-29,2.865
2021-11-30,2.903
2021-12-01,2.931
2021-12-02,2.852
2021-12-03,2.838
2021-12-04,2.838
2021-12-05,2.838
2021-12-06,2.789
2021-12-07,2.745
2021-12-08,2.749
2021-12-09,2.79
2021-12-10,2.799
2021-12-11,2.799
2021-12-12,2.799
2021-12-13,2.83
2021-12-14,2.824
2021-12-15,2.811
2021-12-16,2.762
2021-12-17,2.828
2021-12-18,2.828
2021-12-19,2.828
2021-12-20,2.913
2021-12-21,2.872
2021-12-22,2.817
2021-12-23,2.762
2021-12-24,2.762
2021-12-25,2.762
2021-12-26,2.762
2021-12-27,2.759
2021-12-28,2.756
2021-12-29,2.747
2021-12-30,2.763
2021-12-31,2.754
2022-01-01,2.754
2022-01-02,2.754
2022-01-03,2.751
2022-01-04,2.611
2022-01-05,2.591
2022-01-06,2.565
2022-01-07,2.54
2022-01-08,2.54
2022-01-09,2.54
2022-01-10,2.569
2022-01-11,2.589
2022-01-12,2.56
2022-01-13,2.509
2022-01-14,2.487
2022-01-15,2.487
2022-01-16,2.487
2022-01-17,2.487
2022-01-18,2.482
2022-01-19,2.536
2022-01-20,2.595
2022-01-21,2.626
2022-01-22,2.626
2022-01-23,2.626
2022-01-24,2.623
2022-01-25,2.623
2022-01-26,2.624
2022-01-27,2.65
2022-01-28,2.798
2022-01-29,2.798
2022-01-30,2.798
2022-01-31,2.792
2022-02-01,2.743
2022-02-02,2.748
2022-02-03,2.795
2022-02-04,2.826
2022-02-05,2.826
2022-02-06,2.826
2022-02-07,2.806
2022-02-08,2.782
2022-02-09,2.754
2022-02-10,2.761
2022-02-11,2.786
2022-02-12,2.786
2022-02-13,2.786
2022-02-14,2.805
2022-02-15,2.756
2022-02-16,2.753
2022-02-17,2.879
2022-02-18,2.921
2022-02-19,2.921
2022-02-20,2.921
2022-02-21,2.921
2022-02-22,2.932
2022-02-23,3.003
2022-02-24,3.036
2022-02-25,2.997
2022-02-26,2.997
2022-02-27,2.997
2022-02-28,2.989
2022-03-01,3.067
2022-03-02,2.911
2022-03-03,2.877
2022-03-04,2.865
2022-03-05,2.865
2022-03-06,2.865
2022-03-07,2.85
2022-03-08,2.667
2022-03-09,2.67
2022-03-10,2.644
2022-03-11,2.607
2022-03-12,2.607
2022-03-13,2.607
2022-03-14,2.599
2022-03-15,2.587
2022-03-16,2.592
2022-03-17,2.526
2022-03-18,2.535
2022-03-19,2.535
2022-03-20,2.535
2022-03-21,2.503
2022-03-22,2.515
2022-03-23,2.521
2022-03-24,2.52
2022-03-25,2.507
2022-03-26,2.507
2022-03-27,2.507
2022-03-28,2.524
2022-03-29,2.534
2022-03-30,2.51
2022-03-31,2.513
2022-04-01,2.548
2022-04-02,2.548
2022-04-03,2.548
2022-04-04,2.536
2022-04-05,2.592
2022-04-06,2.587
2022-04-07,2.591
2022-04-08,2.587
2022-04-09,2.587
2022-04-10,2.587
2022-04-11,2.599
2022-04-12,2.591
2022-04-13,2.572
2022-04-14,2.465
2022-04-15,2.465
2022-04-16,2.465
2022-04-17,2.465
2022-04-18,2.443
2022-04-19,2.419
2022-04-20,2.389
2022-04-21,2.415
2022-04-22,2.584
2022-04-23,2.584
2022-04-24,2.584
2022-04-25,2.58
2022-04-26,2.658
2022-04-27,2.613
2022-04-28,2.63
2022-04-29,2.647
2022-04-30,2.647
2022-05-01,2.647
2022-05-02,2.628
2022-05-03,2.609
2022-05-04,2.503
2022-05-05,2.581
2022-05-06,2.596
2022-05-07,2.596
2022-05-08,2.596
2022-05-09,2.701
2022-05-10,2.745
2022-05-11,2.721
2022-05-12,2.749
2022-05-13,2.731
2022-05-14,2.731
2022-05-15,2.731
2022-05-16,2.684
2022-05-17,2.609
2022-05-18,2.674
2022-05-19,2.689
2022-05-20,2.811
2022-05-21,2.811
2022-05-22,2.811
2022-05-23,2.723
2022-05-24,2.704
2022-05-25,2.656
2022-05-26,2.61
2022-05-27,2.561
2022-05-28,2.561
2022-05-29,2.561
2022-05-30,2.561
2022-05-31,2.576
2022-06-01,2.555
2022-06-02,2.527
2022-06-03,2.494
2022-06-04,2.494
2022-06-05,2.494
2022-06-06,2.486
2022-06-07,2.448
2022-06-08,2.419
2022-06-09,2.476
2022-06-10,2.574
2022-06-11,2.574
2022-06-12,2.574
2022-06-13,2.677
2022-06-14,2.679
2022-06-15,2.688
2022-06-16,2.849
2022-06-17,2.881
2022-06-18,2.881
2022-06-19,2.881
2022-06-20,2.881
2022-06-21,2.826
2022-06-22,2.955
2022-06-23,3.106
2022-06-24,2.992
2022-06-25,2.992
2022-06-26,2.992
2022-06-27,2.958
2022-06-28,2.961
2022-06-29,3.025
2022-06-30,3.104
2022-07-01,3.113
2022-07-02,3.113
2022-07-03,3.113
2022-07-04,3.113
2022-07-05,3.194
2022-07-06,3.221
2022-07-07,3.078
2022-07-08,3.099
2022-07-09,3.099
2022-07-10,3.099
2022-07-11,3.171
2022-07-12,3.185
2022-07-13,3.196
2022-07-14,3.27
2022-07-15,3.205
2022-07-16,3.205
2022-07-17,3.205
2022-07-18,3.207
2022-07-19,3.079
2022-07-20,3.078
2022-07-21,3.06
2022-07-22,3.101
2022-07-23,3.101
2022-07-24,3.101
2022-07-25,3.047
2022-07-26,3.056
2022-07-27,2.99
2022-07-28,2.949
2022-07-29,2.794
2022-07-30,2.794
2022-07-31,2.794
2022-08-01,2.843
2022-08-02,2.99
2022-08-03,2.998
2022-08-04,2.986
2022-08-05,2.958
2022-08-06,2.958
2022-08-07,2.958
2022-08-08,2.946
2022-08-09,2.946
2022-08-10,2.873
2022-08-11,2.825
2022-08-12,2.784
2022-08-13,2.784
2022-08-14,2.784
2022-08-15,2.797
2022-08-16,2.791
2022-08-17,2.813
2022-08-18,2.793
2022-08-19,2.818
2022-08-20,2.818
2022-08-21,2.818
2022-08-22,2.875
2022-08-23,2.795
2022-08-24,2.839
2022-08-25,2.772
2022-08-26,2.872
2022-08-27,2.872
2022-08-28,2.872
2022-08-29,2.874
2022-08-30,2.949
2022-08-31,2.984
2022-09-01,3.021
2022-09-02,3.048
2022-09-03,3.048
2022-09-04,3.048
2022-09-05,3.048
2022-09-06,3.051
2022-09-07,3.079
2022-09-08,3.04
2022-09-09,2.938
2022-09-10,2.938
2022-09-11,2.938
2022-09-12,2.894
2022-09-13,3.021
2022-09-14,3.015
2022-09-15,3.051
2022-09-16,3.083
2022-09-17,3.083
2022-09-18,3.083
2022-09-19,3.039
2022-09-20,3.109
2022-09-21,3.218
2022-09-22,3.245
2022-09-23,3.369
2022-09-24,3.369
2022-09-25,3.369
2022-09-26,3.403
2022-09-27,3.407
2022-09-28,3.299
2022-09-29,3.323
2022-09-30,3.36
2022-10-01,3.36
2022-10-02,3.36
2022-10-03,3.22
2022-10-04,3.069
2022-10-05,3.064
2022-10-06,3.05
2022-10-07,3.072
2022-10-08,3.072
2022-10-09,3.072
2022-10-10,3.053
2022-10-11,3.034
2022-10-12,3.039
2022-10-13,2.978
2022-10-14,3.061
2022-10-15,3.061
2022-10-16,3.061
2022-10-17,3.017
2022-10-18,2.972
2022-10-19,2.958
2022-10-20,3.021
2022-10-21,2.848
2022-10-22,2.848
2022-10-23,2.848
2022-10-24,2.832
2022-10-25,2.781
2022-10-26,2.751
2022-10-27,2.57
2022-10-28,2.486
2022-10-29,2.486
2022-10-30,2.486
2022-10-31,2.519
2022-11-01,2.495
2022-11-02,2.541
2022-11-03,2.487
2022-11-04,2.393
2022-11-05,2.393
2022-11-06,2.393
2022-11-07,2.385
2022-11-08,2.372
2022-11-09,2.417
2022-11-10,2.345
2022-11-11,2.292
2022-11-12,2.292
2022-11-13,2.292
2022-11-14,2.292
2022-11-15,2.304
2022-11-16,2.325
2022-11-17,2.345
2022-11-18,2.335
2022-11-19,2.335
2022-11-20,2.335
2022-11-21,2.328
2022-11-22,2.278
2022-11-23,2.281
2022-11-24,2.281
2022-11-25,2.293
2022-11-26,2.293
2022-11-27,2.293
2022-11-28,2.327
2022-11-29,2.299
2022-11-30,2.286
2022-12-01,2.293
2022-12-02,2.289
2022-12-03,2.289
2022-12-04,2.289
2022-12-05,2.324
2022-12-06,2.368
2022-12-07,2.36
2022-12-08,2.341
2022-12-09,2.378
2022-12-10,2.378
2022-12-11,2.378
2022-12-12,2.319
2022-12-13,2.295
2022-12-14,2.316
2022-12-15,2.355
2022-12-16,2.336
2022-12-17,2.336
2022-12-18,2.336
2022-12-19,2.34
2022-12-20,2.312
2022-12-21,2.249
2022-12-22,2.289
2022-12-23,2.266
2022-12-24,2.266
2022-12-25,2.266
2022-12-26,2.266
2022-12-27,2.236
2022-12-28,2.271
2022-12-29,2.263
2022-12-30,2.269
2022-12-31,2.269
2023-01-01,2.269
2023-01-02,2.269
2023-01-03,2.276
2023-01-04,2.253
2023-01-05,2.263
2023-01-06,2.185
2023-01-07,2.185
2023-01-08,2.185
2023-01-09,2.204
2023-01-10,2.167
2023-01-11,2.165
2023-01-12,2.129
2023-01-13,2.101
2023-01-14,2.101
2023-01-15,2.101
2023-01-16,2.101
2023-01-17,2.119
2023-01-18,2.148
2023-01-19,2.199
2023-01-20,2.164
2023-01-21,2.164
2023-01-22,2.164
2023-01-23,2.138
2023-01-24,2.1
2023-01-25,2.094
2023-01-26,2.064
2023-01-27,2.045
2023-01-28,2.045
2023-01-29,2.045
2023-01-30,2.069
2023-01-31,2.141
2023-02-01,2.163
2023-02-02,2.204
2023-02-03,2.179
2023-02-04,2.179
2023-02-05,2.179
2023-02-06,2.147
2023-02-07,2.17
2023-02-08,2.177
2023-02-09,2.2
2023-02-10,2.187
2023-02-11,2.187
2023-02-12,2.187
2023-02-13,2.192
2023-02-14,2.226
2023-02-15,2.187
2023-02-16,2.206
2023-02-17,2.195
2023-02-18,2.195
2023-02-19,2.195
2023-02-20,2.195
2023-02-21,2.259
2023-02-22,2.286
2023-02-23,2.286
2023-02-24,2.303
2023-02-25,2.303
2023-02-26,2.303
2023-02-27,2.265
2023-02-28,2.269
2023-03-01,2.186
2023-03-02,2.155
2023-03-03,2.129
2023-03-04,2.129
2023-03-05,2.129
2023-03-06,2.14
2023-03-07,2.208
2023-03-08,2.185
2023-03-09,2.256
2023-03-10,2.394
2023-03-11,2.394
2023-03-12,2.394
2023-03-13,2.419
2023-03-14,2.409
2023-03-15,2.502
2023-03-16,2.485
2023-03-17,2.528
2023-03-18,2.528
2023-03-19,2.528
2023-03-20,2.467
2023-03-21,2.417
2023-03-22,2.471
2023-03-23,2.477
2023-03-24,2.505
2023-03-25,2.505
2023-03-26,2.505
2023-03-27,2.493
2023-03-28,2.469
2023-03-29,2.437
2023-03-30,2.421
2023-03-31,2.375
2023-04-01,2.375
2023-04-02,2.375
2023-04-03,2.365
2023-04-04,2.5
2023-04-05,2.545
2023-04-06,2.599
2023-04-07,2.599
2023-04-08,2.599
2023-04-09,2.599
2023-04-10,2.522
2023-04-11,2.464
2023-04-12,2.465
2023-04-13,2.452
2023-04-14,2.43
2023-04-15,2.43
2023-04-16,2.43
2023-04-17,2.413
2023-04-18,2.414
2023-04-19,2.419
2023-04-20,2.445
2023-04-21,2.454
2023-04-22,2.454
2023-04-23,2.454
2023-04-24,2.42
2023-04-25,2.473
2023-04-26,2.501
2023-04-27,2.521
2023-04-28,2.461
2023-04-29,2.461
2023-04-30,2.461
2023-05-01,2.475
2023-05-02,2.499
2023-05-03,2.493
2023-05-04,2.556
2023-05-05,2.5
2023-05-06,2.5
2023-05-07,2.5
2023-05-08,2.503
2023-05-09,2.518
2023-05-10,2.522
2023-05-11,2.56
2023-05-12,2.566
2023-05-13,2.566
2023-05-14,2.566
2023-05-15,2.545
2023-05-16,2.595
2023-05-17,2.535
2023-05-18,2.504
2023-05-19,2.503
2023-05-20,2.503
2023-05-21,2.503
2023-05-22,2.509
2023-05-23,2.528
2023-05-24,2.564
2023-05-25,2.561
2023-05-26,2.545
2023-05-27,2.545
2023-05-28,2.545
2023-05-29,2.545
2023-05-30,2.568
2023-05-31,2.62
2023-06-01,2.578
2023-06-02,2.378
2023-06-03,2.378
2023-06-04,2.378
2023-06-05,2.423
2023-06-06,2.378
2023-06-07,2.288
2023-06-08,2.299
2023-06-09,2.293
2023-06-10,2.293
2023-06-11,2.293
2023-06-12,2.266
2023-06-13,2.196
2023-06-14,2.213
2023-06-15,2.174
2023-06-16,2.192
2023-06-17,2.192
2023-06-18,2.192
2023-06-19,2.192
2023-06-20,2.229
2023-06-21,2.226
2023-06-22,2.27
2023-06-23,2.299
2023-06-24,2.299
2023-06-25,2.299
2023-06-26,2.274
2023-06-27,2.239
2023-06-28,2.228
2023-06-29,2.204
2023-06-30,2.188
2023-07-01,2.188
2023-07-02,2.188
2023-07-03,2.176
2023-07-04,2.176
