,CTXS US Equity
2020-08-17,1.078
2020-08-18,1.06
2020-08-19,1.059
2020-08-20,1.052
2020-08-21,1.039
2020-08-22,1.039
2020-08-23,1.039
2020-08-24,1.042
2020-08-25,1.041
2020-08-26,1.032
2020-08-27,1.046
2020-08-28,1.033
2020-08-29,1.033
2020-08-30,1.033
2020-08-31,1.025
2020-09-01,1.025
2020-09-02,1.007
2020-09-03,1.059
2020-09-04,1.085
2020-09-05,1.085
2020-09-06,1.085
2020-09-07,1.085
2020-09-08,1.073
2020-09-09,1.052
2020-09-10,1.101
2020-09-11,1.122
2020-09-12,1.122
2020-09-13,1.122
2020-09-14,1.097
2020-09-15,1.092
2020-09-16,1.099
2020-09-17,1.108
2020-09-18,1.108
2020-09-19,1.108
2020-09-20,1.108
2020-09-21,1.106
2020-09-22,1.082
2020-09-23,1.115
2020-09-24,1.109
2020-09-25,1.091
2020-09-26,1.091
2020-09-27,1.091
2020-09-28,1.073
2020-09-29,1.084
2020-09-30,1.078
2020-10-01,1.067
2020-10-02,1.101
2020-10-03,1.101
2020-10-04,1.101
2020-10-05,1.095
2020-10-06,1.113
2020-10-07,1.112
2020-10-08,1.096
2020-10-09,1.065
2020-10-10,1.065
2020-10-11,1.065
2020-10-12,1.022
2020-10-13,1.031
2020-10-14,1.054
2020-10-15,1.069
2020-10-16,1.074
2020-10-17,1.074
2020-10-18,1.074
2020-10-19,1.101
2020-10-20,1.086
2020-10-21,1.089
2020-10-22,1.172
2020-10-23,1.214
2020-10-24,1.214
2020-10-25,1.214
2020-10-26,1.203
2020-10-27,1.247
2020-10-28,1.298
2020-10-29,1.308
2020-10-30,1.315
2020-10-31,1.315
2020-11-01,1.315
2020-11-02,1.302
2020-11-03,1.285
2020-11-04,1.275
2020-11-05,1.248
2020-11-06,1.253
2020-11-07,1.253
2020-11-08,1.253
2020-11-09,1.299
2020-11-10,1.305
2020-11-11,1.297
2020-11-12,1.291
2020-11-13,1.26
2020-11-14,1.26
2020-11-15,1.26
2020-11-16,1.257
2020-11-17,1.245
2020-11-18,1.252
2020-11-19,1.234
2020-11-20,1.237
2020-11-21,1.237
2020-11-22,1.237
2020-11-23,1.24
2020-11-24,1.22
2020-11-25,1.227
2020-11-26,1.227
2020-11-27,1.217
2020-11-28,1.217
2020-11-29,1.217
2020-11-30,1.202
2020-12-01,1.186
2020-12-02,1.17
2020-12-03,1.165
2020-12-04,1.141
2020-12-05,1.141
2020-12-06,1.141
2020-12-07,1.131
2020-12-08,1.135
2020-12-09,1.127
2020-12-10,1.12
2020-12-11,1.137
2020-12-12,1.137
2020-12-13,1.137
2020-12-14,1.157
2020-12-15,1.166
2020-12-16,1.149
2020-12-17,1.136
2020-12-18,1.12
2020-12-19,1.12
2020-12-20,1.12
2020-12-21,1.133
2020-12-22,1.12
2020-12-23,1.128
2020-12-24,1.121
2020-12-25,1.121
2020-12-26,1.121
2020-12-27,1.121
2020-12-28,1.117
2020-12-29,1.142
2020-12-30,1.158
2020-12-31,1.142
2021-01-01,1.142
2021-01-02,1.142
2021-01-03,1.142
2021-01-04,1.158
2021-01-05,1.164
2021-01-06,1.181
2021-01-07,1.157
2021-01-08,1.136
2021-01-09,1.136
2021-01-10,1.136
2021-01-11,1.146
2021-01-12,1.116
2021-01-13,1.13
2021-01-14,1.126
2021-01-15,1.126
2021-01-16,1.126
2021-01-17,1.126
2021-01-18,1.126
2021-01-19,0.955
2021-01-20,1.006
2021-01-21,1.047
2021-01-22,1.24
2021-01-23,1.24
2021-01-24,1.24
2021-01-25,1.194
2021-01-26,1.13
2021-01-27,1.088
2021-01-28,1.153
2021-01-29,1.179
2021-01-30,1.179
2021-01-31,1.179
2021-02-01,1.186
2021-02-02,1.181
2021-02-03,1.187
2021-02-04,1.186
2021-02-05,1.193
2021-02-06,1.193
2021-02-07,1.193
2021-02-08,1.173
2021-02-09,1.155
2021-02-10,1.148
2021-02-11,1.141
2021-02-12,1.142
2021-02-13,1.142
2021-02-14,1.142
2021-02-15,1.142
2021-02-16,1.15
2021-02-17,1.172
2021-02-18,1.19
2021-02-19,1.182
2021-02-20,1.182
2021-02-21,1.182
2021-02-22,1.164
2021-02-23,1.149
2021-02-24,1.147
2021-02-25,1.132
2021-02-26,1.177
2021-02-27,1.177
2021-02-28,1.177
2021-03-01,1.134
2021-03-02,1.15
2021-03-03,1.189
2021-03-04,1.199
2021-03-05,1.16
2021-03-06,1.16
2021-03-07,1.16
2021-03-08,1.197
2021-03-09,1.187
2021-03-10,1.193
2021-03-11,1.159
2021-03-12,1.174
2021-03-13,1.174
2021-03-14,1.174
2021-03-15,1.161
2021-03-16,1.151
2021-03-17,1.175
2021-03-18,1.192
2021-03-19,1.174
2021-03-20,1.174
2021-03-21,1.174
2021-03-22,1.138
2021-03-23,1.133
2021-03-24,1.161
2021-03-25,1.16
2021-03-26,1.147
2021-03-27,1.147
2021-03-28,1.147
2021-03-29,1.129
2021-03-30,1.133
2021-03-31,1.117
2021-04-01,1.117
2021-04-02,1.117
2021-04-03,1.117
2021-04-04,1.117
2021-04-05,1.1
2021-04-06,1.104
2021-04-07,1.099
2021-04-08,1.098
2021-04-09,1.101
2021-04-10,1.101
2021-04-11,1.101
2021-04-12,1.103
2021-04-13,1.111
2021-04-14,1.121
2021-04-15,1.112
2021-04-16,1.099
2021-04-17,1.099
2021-04-18,1.099
2021-04-19,1.112
2021-04-20,1.118
2021-04-21,1.091
2021-04-22,1.101
2021-04-23,1.099
2021-04-24,1.099
2021-04-25,1.099
2021-04-26,1.098
2021-04-27,1.1
2021-04-28,1.115
2021-04-29,1.074
2021-04-30,1.108
2021-05-01,1.108
2021-05-02,1.108
2021-05-03,1.112
2021-05-04,1.151
2021-05-05,1.152
2021-05-06,1.128
2021-05-07,1.134
2021-05-08,1.134
2021-05-09,1.134
2021-05-10,1.15
2021-05-11,1.151
2021-05-12,1.175
2021-05-13,1.176
2021-05-14,1.166
2021-05-15,1.166
2021-05-16,1.166
2021-05-17,1.174
2021-05-18,1.185
2021-05-19,1.189
2021-05-20,1.185
2021-05-21,1.185
2021-05-22,1.185
2021-05-23,1.185
2021-05-24,1.185
2021-05-25,1.191
2021-05-26,1.195
2021-05-27,1.207
2021-05-28,1.194
2021-05-29,1.194
2021-05-30,1.194
2021-05-31,1.194
2021-06-01,1.205
2021-06-02,1.195
2021-06-03,1.178
2021-06-04,1.152
2021-06-05,1.152
2021-06-06,1.152
2021-06-07,1.172
2021-06-08,1.159
2021-06-09,1.162
2021-06-10,1.153
2021-06-11,1.136
2021-06-12,1.136
2021-06-13,1.136
2021-06-14,1.134
2021-06-15,1.141
2021-06-16,1.163
2021-06-17,1.158
2021-06-18,1.181
2021-06-19,1.181
2021-06-20,1.181
2021-06-21,1.179
2021-06-22,1.192
2021-06-23,1.207
2021-06-24,1.195
2021-06-25,1.18
2021-06-26,1.18
2021-06-27,1.18
2021-06-28,1.166
2021-06-29,1.161
2021-06-30,1.167
2021-07-01,1.165
2021-07-02,1.15
2021-07-03,1.15
2021-07-04,1.15
2021-07-05,1.15
2021-07-06,1.179
2021-07-07,1.167
2021-07-08,1.171
2021-07-09,1.178
2021-07-10,1.178
2021-07-11,1.178
2021-07-12,1.2
2021-07-13,1.205
2021-07-14,1.182
2021-07-15,1.19
2021-07-16,1.177
2021-07-17,1.177
2021-07-18,1.177
2021-07-19,1.201
2021-07-20,1.193
2021-07-21,1.2
2021-07-22,1.195
2021-07-23,1.19
2021-07-24,1.19
2021-07-25,1.19
2021-07-26,1.192
2021-07-27,1.193
2021-07-28,1.194
2021-07-29,1.385
2021-07-30,1.364
2021-07-31,1.364
2021-08-01,1.364
2021-08-02,1.327
2021-08-03,1.334
2021-08-04,1.362
2021-08-05,1.357
2021-08-06,1.355
2021-08-07,1.355
2021-08-08,1.355
2021-08-09,1.354
2021-08-10,1.362
2021-08-11,1.344
2021-08-12,1.346
2021-08-13,1.346
2021-08-14,1.346
2021-08-15,1.346
2021-08-16,1.345
2021-08-17,1.34
2021-08-18,1.341
2021-08-19,1.341
2021-08-20,1.331
2021-08-21,1.331
2021-08-22,1.331
2021-08-23,1.342
2021-08-24,1.339
2021-08-25,1.352
2021-08-26,1.364
2021-08-27,1.35
2021-08-28,1.35
2021-08-29,1.35
2021-08-30,1.339
2021-08-31,1.336
2021-09-01,1.339
2021-09-02,1.323
2021-09-03,1.337
2021-09-04,1.337
2021-09-05,1.337
2021-09-06,1.337
2021-09-07,1.328
2021-09-08,1.289
2021-09-09,1.264
2021-09-10,1.273
2021-09-11,1.273
2021-09-12,1.273
2021-09-13,1.258
2021-09-14,1.25
2021-09-15,1.322
2021-09-16,1.34
2021-09-17,1.333
2021-09-18,1.333
2021-09-19,1.333
2021-09-20,1.348
2021-09-21,1.368
2021-09-22,1.364
2021-09-23,1.338
2021-09-24,1.349
2021-09-25,1.349
2021-09-26,1.349
2021-09-27,1.365
2021-09-28,1.39
2021-09-29,1.375
2021-09-30,1.385
2021-10-01,1.371
2021-10-02,1.371
2021-10-03,1.371
2021-10-04,1.4
2021-10-05,1.397
2021-10-06,1.403
2021-10-07,1.427
2021-10-08,1.512
2021-10-09,1.512
2021-10-10,1.512
2021-10-11,1.57
2021-10-12,1.635
2021-10-13,1.579
2021-10-14,1.554
2021-10-15,1.524
2021-10-16,1.524
2021-10-17,1.524
2021-10-18,1.479
2021-10-19,1.482
2021-10-20,1.498
2021-10-21,1.484
2021-10-22,1.489
2021-10-23,1.489
2021-10-24,1.489
2021-10-25,1.508
2021-10-26,1.539
2021-10-27,1.566
2021-10-28,1.563
2021-10-29,1.57
2021-10-30,1.57
2021-10-31,1.57
2021-11-01,1.569
2021-11-02,1.556
2021-11-03,1.578
2021-11-04,1.564
2021-11-05,1.667
2021-11-06,1.667
2021-11-07,1.667
2021-11-08,1.625
2021-11-09,1.646
2021-11-10,1.67
2021-11-11,1.702
2021-11-12,1.658
2021-11-13,1.658
2021-11-14,1.658
2021-11-15,1.706
2021-11-16,1.682
2021-11-17,1.711
2021-11-18,1.755
2021-11-19,1.747
2021-11-20,1.747
2021-11-21,1.747
2021-11-22,1.741
2021-11-23,1.77
2021-11-24,1.755
2021-11-25,1.755
2021-11-26,1.794
2021-11-27,1.794
2021-11-28,1.794
2021-11-29,1.805
2021-11-30,1.849
2021-12-01,1.889
2021-12-02,1.856
2021-12-03,1.876
2021-12-04,1.876
2021-12-05,1.876
2021-12-06,1.846
2021-12-07,1.83
2021-12-08,1.789
2021-12-09,1.813
2021-12-10,1.816
2021-12-11,1.816
2021-12-12,1.816
2021-12-13,1.761
2021-12-14,1.78
2021-12-15,1.768
2021-12-16,1.747
2021-12-17,1.772
2021-12-18,1.772
2021-12-19,1.772
2021-12-20,1.769
2021-12-21,1.557
2021-12-22,1.569
2021-12-23,1.512
2021-12-24,1.512
2021-12-25,1.512
2021-12-26,1.512
2021-12-27,1.555
2021-12-28,1.54
2021-12-29,1.526
2021-12-30,1.546
2021-12-31,1.565
2022-01-01,1.565
2022-01-02,1.565
2022-01-03,1.506
2022-01-04,1.489
2022-01-05,1.522
2022-01-06,1.569
2022-01-07,1.546
2022-01-08,1.546
2022-01-09,1.546
2022-01-10,1.522
2022-01-11,1.508
2022-01-12,1.529
2022-01-13,1.561
2022-01-14,1.545
2022-01-15,1.545
2022-01-16,1.545
2022-01-17,1.545
2022-01-18,1.465
2022-01-19,1.414
2022-01-20,1.445
2022-01-21,1.464
2022-01-22,1.464
2022-01-23,1.464
2022-01-24,1.392
2022-01-25,1.46
2022-01-26,1.444
2022-01-27,1.47
2022-01-28,1.402
2022-01-29,1.402
2022-01-30,1.402
2022-01-31,1.27
2022-02-01,1.084
2022-02-02,1.087
2022-02-03,1.086
2022-02-04,1.084
2022-02-05,1.084
2022-02-06,1.084
2022-02-07,1.091
2022-02-08,1.087
2022-02-09,1.084
2022-02-10,1.087
2022-02-11,1.088
2022-02-12,1.088
2022-02-13,1.088
2022-02-14,1.089
2022-02-15,1.087
2022-02-16,1.089
2022-02-17,1.092
2022-02-18,1.09
2022-02-19,1.09
2022-02-20,1.09
2022-02-21,1.09
2022-02-22,1.09
2022-02-23,1.091
2022-02-24,1.086
2022-02-25,1.082
2022-02-26,1.082
2022-02-27,1.082
2022-02-28,1.083
2022-03-01,1.081
2022-03-02,1.086
2022-03-03,1.088
2022-03-04,1.094
2022-03-05,1.094
2022-03-06,1.094
2022-03-07,1.097
2022-03-08,1.094
2022-03-09,1.089
2022-03-10,1.094
2022-03-11,1.099
2022-03-12,1.099
2022-03-13,1.099
2022-03-14,1.104
2022-03-15,1.105
2022-03-16,1.097
2022-03-17,1.098
2022-03-18,1.102
2022-03-19,1.102
2022-03-20,1.102
2022-03-21,1.104
2022-03-22,1.1
2022-03-23,1.098
2022-03-24,1.101
2022-03-25,1.098
2022-03-26,1.098
2022-03-27,1.098
2022-03-28,1.099
2022-03-29,1.094
2022-03-30,1.094
2022-03-31,1.1
2022-04-01,1.094
2022-04-02,1.094
2022-04-03,1.094
2022-04-04,1.094
2022-04-05,1.095
2022-04-06,1.096
2022-04-07,1.096
2022-04-08,1.096
2022-04-09,1.096
2022-04-10,1.096
2022-04-11,1.097
2022-04-12,1.1
2022-04-13,1.088
2022-04-14,1.086
2022-04-15,1.086
2022-04-16,1.086
2022-04-17,1.086
2022-04-18,1.088
2022-04-19,1.089
2022-04-20,1.09
2022-04-21,1.093
2022-04-22,1.094
2022-04-23,1.094
2022-04-24,1.094
2022-04-25,1.096
2022-04-26,1.102
2022-04-27,1.102
2022-04-28,1.102
2022-04-29,1.109
2022-04-30,1.109
2022-05-01,1.109
2022-05-02,1.11
2022-05-03,1.097
2022-05-04,1.091
2022-05-05,1.095
2022-05-06,1.099
2022-05-07,1.099
2022-05-08,1.099
2022-05-09,1.11
2022-05-10,1.107
2022-05-11,1.109
2022-05-12,1.112
2022-05-13,1.12
2022-05-14,1.12
2022-05-15,1.12
2022-05-16,1.118
2022-05-17,1.101
2022-05-18,1.114
2022-05-19,1.116
2022-05-20,1.118
2022-05-21,1.118
2022-05-22,1.118
2022-05-23,1.112
2022-05-24,1.115
2022-05-25,1.114
2022-05-26,1.105
2022-05-27,1.1
2022-05-28,1.1
2022-05-29,1.1
2022-05-30,1.1
2022-05-31,1.102
2022-06-01,1.101
2022-06-02,1.095
2022-06-03,1.095
2022-06-04,1.095
2022-06-05,1.095
2022-06-06,1.117
2022-06-07,1.124
2022-06-08,1.124
2022-06-09,1.121
2022-06-10,1.133
2022-06-11,1.133
2022-06-12,1.133
2022-06-13,1.164
2022-06-14,1.201
2022-06-15,1.197
2022-06-16,1.237
2022-06-17,1.169
2022-06-18,1.169
2022-06-19,1.169
2022-06-20,1.169
2022-06-21,1.137
2022-06-22,1.14
2022-06-23,1.128
2022-06-24,1.149
2022-06-25,1.149
2022-06-26,1.149
2022-06-27,1.147
2022-06-28,1.154
2022-06-29,1.146
2022-06-30,1.142
2022-07-01,1.133
2022-07-02,1.133
2022-07-03,1.133
2022-07-04,1.133
2022-07-05,1.12
2022-07-06,1.135
2022-07-07,1.116
2022-07-08,1.119
2022-07-09,1.119
2022-07-10,1.119
2022-07-11,1.102
2022-07-12,1.087
2022-07-13,1.085
2022-07-14,1.085
2022-07-15,1.083
2022-07-16,1.083
2022-07-17,1.083
2022-07-18,1.086
2022-07-19,1.082
2022-07-20,1.089
2022-07-21,1.091
2022-07-22,1.094
2022-07-23,1.094
2022-07-24,1.094
2022-07-25,1.096
2022-07-26,1.099
2022-07-27,1.092
2022-07-28,1.09
2022-07-29,1.095
2022-07-30,1.095
2022-07-31,1.095
2022-08-01,1.096
2022-08-02,1.089
2022-08-03,1.09
2022-08-04,1.088
2022-08-05,1.083
2022-08-06,1.083
2022-08-07,1.083
2022-08-08,1.085
2022-08-09,1.086
2022-08-10,1.081
2022-08-11,1.083
2022-08-12,1.079
2022-08-13,1.079
2022-08-14,1.079
2022-08-15,1.076
2022-08-16,1.075
2022-08-17,1.076
2022-08-18,1.076
2022-08-19,1.08
2022-08-20,1.08
2022-08-21,1.08
2022-08-22,1.078
2022-08-23,1.078
2022-08-24,1.081
2022-08-25,1.081
2022-08-26,1.083
2022-08-27,1.083
2022-08-28,1.083
2022-08-29,1.086
2022-08-30,1.082
2022-08-31,1.08
2022-09-01,1.078
2022-09-02,1.079
2022-09-03,1.079
2022-09-04,1.079
2022-09-05,1.079
2022-09-06,1.08
2022-09-07,1.073
2022-09-08,1.07
2022-09-09,1.071
2022-09-10,1.071
2022-09-11,1.071
2022-09-12,1.071
2022-09-13,1.072
2022-09-14,1.071
2022-09-15,1.071
2022-09-16,1.072
2022-09-17,1.072
2022-09-18,1.072
2022-09-19,1.07
2022-09-20,1.07
2022-09-21,1.07
2022-09-22,1.069
2022-09-23,1.07
2022-09-24,1.07
2022-09-25,1.07
2022-09-26,1.069
2022-09-27,1.069
2022-09-28,1.069
2022-09-29,1.068
2022-09-30,1.068
2022-10-01,1.068
2022-10-02,1.068
2022-10-03,1.068
2022-10-04,1.068
2022-10-05,1.068
2022-10-06,1.068
2022-10-07,1.068
2022-10-08,1.068
2022-10-09,1.068
2022-10-10,1.068
2022-10-11,1.068
2022-10-12,1.068
2022-10-13,1.068
2022-10-14,1.068
2022-10-15,1.068
2022-10-16,1.068
2022-10-17,1.068
2022-10-18,1.068
2022-10-19,1.068
2022-10-20,1.068
2022-10-21,1.068
2022-10-22,1.068
2022-10-23,1.068
2022-10-24,1.068
2022-10-25,1.068
2022-10-26,1.068
2022-10-27,1.068
2022-10-28,1.068
2022-10-29,1.068
2022-10-30,1.068
2022-10-31,1.068
2022-11-01,1.068
2022-11-02,1.068
2022-11-03,1.068
2022-11-04,1.068
2022-11-05,1.068
2022-11-06,1.068
2022-11-07,1.068
2022-11-08,1.068
2022-11-09,1.068
2022-11-10,1.068
2022-11-11,1.068
2022-11-12,1.068
2022-11-13,1.068
2022-11-14,1.068
2022-11-15,1.068
2022-11-16,1.068
2022-11-17,1.068
2022-11-18,1.068
2022-11-19,1.068
2022-11-20,1.068
2022-11-21,1.068
2022-11-22,1.068
2022-11-23,1.068
2022-11-24,1.068
2022-11-25,1.068
2022-11-26,1.068
2022-11-27,1.068
2022-11-28,1.068
2022-11-29,1.068
2022-11-30,1.068
2022-12-01,1.068
2022-12-02,1.068
2022-12-03,1.068
2022-12-04,1.068
2022-12-05,1.068
2022-12-06,1.068
2022-12-07,1.068
2022-12-08,1.068
2022-12-09,1.068
2022-12-10,1.068
2022-12-11,1.068
2022-12-12,1.068
2022-12-13,1.068
2022-12-14,1.068
2022-12-15,1.068
2022-12-16,1.068
2022-12-17,1.068
2022-12-18,1.068
2022-12-19,1.068
2022-12-20,1.068
2022-12-21,1.068
2022-12-22,1.068
2022-12-23,1.068
2022-12-24,1.068
2022-12-25,1.068
2022-12-26,1.068
2022-12-27,1.068
2022-12-28,1.068
2022-12-29,1.068
2022-12-30,1.068
2022-12-31,1.068
2023-01-01,1.068
2023-01-02,1.068
2023-01-03,1.068
2023-01-04,1.068
2023-01-05,1.068
2023-01-06,1.068
2023-01-07,1.068
2023-01-08,1.068
2023-01-09,1.068
2023-01-10,1.068
2023-01-11,1.068
2023-01-12,1.068
2023-01-13,1.068
2023-01-14,1.068
2023-01-15,1.068
2023-01-16,1.068
2023-01-17,1.068
2023-01-18,1.068
2023-01-19,1.068
2023-01-20,1.068
2023-01-21,1.068
2023-01-22,1.068
2023-01-23,1.068
2023-01-24,1.068
2023-01-25,1.068
2023-01-26,1.068
2023-01-27,1.068
2023-01-28,1.068
2023-01-29,1.068
2023-01-30,1.068
2023-01-31,1.068
2023-02-01,1.068
2023-02-02,1.068
2023-02-03,1.068
2023-02-04,1.068
2023-02-05,1.068
2023-02-06,1.068
2023-02-07,1.068
2023-02-08,1.068
2023-02-09,1.068
2023-02-10,1.068
2023-02-11,1.068
2023-02-12,1.068
2023-02-13,1.068
2023-02-14,1.068
2023-02-15,1.068
2023-02-16,1.068
2023-02-17,1.068
2023-02-18,1.068
2023-02-19,1.068
2023-02-20,1.068
2023-02-21,1.068
2023-02-22,1.068
2023-02-23,1.068
2023-02-24,1.068
2023-02-25,1.068
2023-02-26,1.068
2023-02-27,1.068
2023-02-28,1.068
2023-03-01,1.068
2023-03-02,1.068
2023-03-03,1.068
2023-03-04,1.068
2023-03-05,1.068
2023-03-06,1.068
2023-03-07,1.068
2023-03-08,1.068
2023-03-09,1.068
2023-03-10,1.068
2023-03-11,1.068
2023-03-12,1.068
2023-03-13,1.068
2023-03-14,1.068
2023-03-15,1.068
2023-03-16,1.068
2023-03-17,1.068
2023-03-18,1.068
2023-03-19,1.068
2023-03-20,1.068
2023-03-21,1.068
2023-03-22,1.068
2023-03-23,1.068
2023-03-24,1.068
2023-03-25,1.068
2023-03-26,1.068
2023-03-27,1.068
2023-03-28,1.068
2023-03-29,1.068
2023-03-30,1.068
2023-03-31,1.068
2023-04-01,1.068
2023-04-02,1.068
2023-04-03,1.068
2023-04-04,1.068
2023-04-05,1.068
2023-04-06,1.068
2023-04-07,1.068
2023-04-08,1.068
2023-04-09,1.068
2023-04-10,1.068
2023-04-11,1.068
2023-04-12,1.068
2023-04-13,1.068
2023-04-14,1.068
2023-04-15,1.068
2023-04-16,1.068
2023-04-17,1.068
2023-04-18,1.068
2023-04-19,1.068
2023-04-20,1.068
2023-04-21,1.068
2023-04-22,1.068
2023-04-23,1.068
2023-04-24,1.068
2023-04-25,1.068
2023-04-26,1.068
2023-04-27,1.068
2023-04-28,1.068
2023-04-29,1.068
2023-04-30,1.068
2023-05-01,1.068
2023-05-02,1.068
2023-05-03,1.068
2023-05-04,1.068
2023-05-05,1.068
2023-05-06,1.068
2023-05-07,1.068
2023-05-08,1.068
2023-05-09,1.068
2023-05-10,1.068
2023-05-11,1.068
2023-05-12,1.068
2023-05-13,1.068
2023-05-14,1.068
2023-05-15,1.068
2023-05-16,1.068
2023-05-17,1.068
2023-05-18,1.068
2023-05-19,1.068
2023-05-20,1.068
2023-05-21,1.068
2023-05-22,1.068
2023-05-23,1.068
2023-05-24,1.068
2023-05-25,1.068
2023-05-26,1.068
2023-05-27,1.068
2023-05-28,1.068
2023-05-29,1.068
2023-05-30,1.068
2023-05-31,1.068
2023-06-01,1.068
2023-06-02,1.068
2023-06-03,1.068
2023-06-04,1.068
2023-06-05,1.068
2023-06-06,1.068
2023-06-07,1.068
2023-06-08,1.068
2023-06-09,1.068
2023-06-10,1.068
2023-06-11,1.068
2023-06-12,1.068
2023-06-13,1.068
2023-06-14,1.068
2023-06-15,1.068
2023-06-16,1.068
2023-06-17,1.068
2023-06-18,1.068
2023-06-19,1.068
2023-06-20,1.068
2023-06-21,1.068
2023-06-22,1.068
2023-06-23,1.068
2023-06-24,1.068
2023-06-25,1.068
2023-06-26,1.068
2023-06-27,1.068
2023-06-28,1.068
2023-06-29,1.068
