,MMM US Equity
2021-09-28,5.27
2021-09-29,5.246
2021-09-30,5.41
2021-10-01,5.371
2021-10-02,5.371
2021-10-03,5.371
2021-10-04,5.433
2021-10-05,5.377
2021-10-06,5.361
2021-10-07,5.379
2021-10-08,5.405
2021-10-09,5.405
2021-10-10,5.405
2021-10-11,5.425
2021-10-12,5.449
2021-10-13,5.398
2021-10-14,5.304
2021-10-15,5.257
2021-10-16,5.257
2021-10-17,5.257
2021-10-18,5.263
2021-10-19,5.246
2021-10-20,5.243
2021-10-21,5.251
2021-10-22,5.29
2021-10-23,5.29
2021-10-24,5.29
2021-10-25,5.243
2021-10-26,5.181
2021-10-27,5.295
2021-10-28,5.223
2021-10-29,5.258
2021-10-30,5.258
2021-10-31,5.258
2021-11-01,5.231
2021-11-02,5.163
2021-11-03,5.155
2021-11-04,5.202
2021-11-05,5.168
2021-11-06,5.168
2021-11-07,5.168
2021-11-08,5.175
2021-11-09,5.181
2021-11-10,5.15
2021-11-11,5.213
2021-11-12,5.115
2021-11-13,5.115
2021-11-14,5.115
2021-11-15,5.125
2021-11-16,5.123
2021-11-17,5.144
2021-11-18,5.233
2021-11-19,5.22
2021-11-20,5.22
2021-11-21,5.22
2021-11-22,5.207
2021-11-23,5.213
2021-11-24,5.267
2021-11-25,5.267
2021-11-26,5.33
2021-11-27,5.33
2021-11-28,5.33
2021-11-29,5.308
2021-11-30,5.502
2021-12-01,5.479
2021-12-02,5.495
2021-12-03,5.42
2021-12-04,5.42
2021-12-05,5.42
2021-12-06,5.279
2021-12-07,5.299
2021-12-08,5.314
2021-12-09,5.317
2021-12-10,5.282
2021-12-11,5.282
2021-12-12,5.282
2021-12-13,5.359
2021-12-14,5.354
2021-12-15,5.322
2021-12-16,5.246
2021-12-17,5.353
2021-12-18,5.353
2021-12-19,5.353
2021-12-20,5.419
2021-12-21,5.41
2021-12-22,5.419
2021-12-23,5.347
2021-12-24,5.347
2021-12-25,5.347
2021-12-26,5.347
2021-12-27,5.294
2021-12-28,5.266
2021-12-29,5.244
2021-12-30,5.266
2021-12-31,5.267
2022-01-01,5.267
2022-01-02,5.267
2022-01-03,5.263
2022-01-04,5.192
2022-01-05,5.214
2022-01-06,5.257
2022-01-07,5.2
2022-01-08,5.2
2022-01-09,5.2
2022-01-10,5.258
2022-01-11,5.212
2022-01-12,5.199
2022-01-13,5.153
2022-01-14,5.219
2022-01-15,5.219
2022-01-16,5.219
2022-01-17,5.219
2022-01-18,5.235
2022-01-19,5.229
2022-01-20,5.377
2022-01-21,5.406
2022-01-22,5.406
2022-01-23,5.406
2022-01-24,5.401
2022-01-25,5.374
2022-01-26,5.411
2022-01-27,5.398
2022-01-28,5.632
2022-01-29,5.632
2022-01-30,5.632
2022-01-31,5.533
2022-02-01,5.486
2022-02-02,5.512
2022-02-03,5.588
2022-02-04,5.715
2022-02-05,5.715
2022-02-06,5.715
2022-02-07,5.699
2022-02-08,5.656
2022-02-09,5.613
2022-02-10,5.75
2022-02-11,5.758
2022-02-12,5.758
2022-02-13,5.758
2022-02-14,5.768
2022-02-15,5.736
2022-02-16,5.752
2022-02-17,5.965
2022-02-18,5.988
2022-02-19,5.988
2022-02-20,5.988
2022-02-21,5.988
2022-02-22,6.023
2022-02-23,6.122
2022-02-24,6.151
2022-02-25,5.873
2022-02-26,5.873
2022-02-27,5.873
2022-02-28,5.946
2022-03-01,6.107
2022-03-02,6.004
2022-03-03,5.961
2022-03-04,6.024
2022-03-05,6.024
2022-03-06,6.024
2022-03-07,6.169
2022-03-08,6.079
2022-03-09,6.036
2022-03-10,6.148
2022-03-11,6.278
2022-03-12,6.278
2022-03-13,6.278
2022-03-14,6.167
2022-03-15,6.132
2022-03-16,6.081
2022-03-17,5.991
2022-03-18,5.954
2022-03-19,5.954
2022-03-20,5.954
2022-03-21,5.944
2022-03-22,5.89
2022-03-23,5.98
2022-03-24,5.928
2022-03-25,5.87
2022-03-26,5.87
2022-03-27,5.87
2022-03-28,5.909
2022-03-29,5.807
2022-03-30,5.832
2022-03-31,5.932
2022-04-01,5.9
2022-04-02,5.9
2022-04-03,5.9
2022-04-04,5.913
2022-04-05,5.938
2022-04-06,5.883
2022-04-07,5.897
2022-04-08,5.902
2022-04-09,5.902
2022-04-10,5.902
2022-04-11,5.894
2022-04-12,5.955
2022-04-13,5.929
2022-04-14,5.98
2022-04-15,5.98
2022-04-16,5.98
2022-04-17,5.98
2022-04-18,6.029
2022-04-19,5.871
2022-04-20,5.852
2022-04-21,5.807
2022-04-22,5.908
2022-04-23,5.908
2022-04-24,5.908
2022-04-25,5.931
2022-04-26,6.109
2022-04-27,6.107
2022-04-28,6.001
2022-04-29,6.123
2022-04-30,6.123
2022-05-01,6.123
2022-05-02,6.052
2022-05-03,5.963
2022-05-04,5.725
2022-05-05,5.908
2022-05-06,5.905
2022-05-07,5.905
2022-05-08,5.905
2022-05-09,5.795
2022-05-10,5.922
2022-05-11,6.031
2022-05-12,5.903
2022-05-13,5.897
2022-05-14,5.897
2022-05-15,5.897
2022-05-16,5.85
2022-05-17,5.779
2022-05-18,5.911
2022-05-19,5.93
2022-05-20,6.06
2022-05-21,6.06
2022-05-22,6.06
2022-05-23,6.036
2022-05-24,5.98
2022-05-25,5.978
2022-05-26,5.927
2022-05-27,5.829
2022-05-28,5.829
2022-05-29,5.829
2022-05-30,5.829
2022-05-31,5.867
2022-06-01,5.981
2022-06-02,5.91
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,6.0
2022-06-06,5.99
2022-06-07,5.963
2022-06-08,6.022
2022-06-09,6.074
2022-06-10,6.37
2022-06-11,6.37
2022-06-12,6.37
2022-06-13,6.43
2022-06-14,6.483
2022-06-15,6.527
2022-06-16,6.696
2022-06-17,6.753
2022-06-18,6.753
2022-06-19,6.753
2022-06-20,6.753
2022-06-21,6.744
2022-06-22,6.724
2022-06-23,6.737
2022-06-24,6.527
2022-06-25,6.527
2022-06-26,6.527
2022-06-27,6.603
2022-06-28,6.728
2022-06-29,6.757
2022-06-30,6.775
2022-07-01,6.824
2022-07-02,6.824
2022-07-03,6.824
2022-07-04,6.824
2022-07-05,6.786
2022-07-06,6.714
2022-07-07,6.704
2022-07-08,6.773
2022-07-09,6.773
2022-07-10,6.773
2022-07-11,6.758
2022-07-12,6.696
2022-07-13,6.791
2022-07-14,6.795
2022-07-15,6.7
2022-07-16,6.7
2022-07-17,6.7
2022-07-18,6.763
2022-07-19,6.598
2022-07-20,6.539
2022-07-21,6.493
2022-07-22,6.416
2022-07-23,6.416
2022-07-24,6.416
2022-07-25,6.416
2022-07-26,6.099
2022-07-27,6.179
2022-07-28,6.108
2022-07-29,5.985
2022-07-30,5.985
2022-07-31,5.985
2022-08-01,5.98
2022-08-02,6.048
2022-08-03,5.975
2022-08-04,5.788
2022-08-05,5.816
2022-08-06,5.816
2022-08-07,5.816
2022-08-08,5.785
2022-08-09,5.81
2022-08-10,5.75
2022-08-11,5.739
2022-08-12,5.642
2022-08-13,5.642
2022-08-14,5.642
2022-08-15,5.672
2022-08-16,5.72
2022-08-17,5.829
2022-08-18,5.859
2022-08-19,5.859
2022-08-20,5.859
2022-08-21,5.859
2022-08-22,6.008
2022-08-23,6.001
2022-08-24,6.032
2022-08-25,5.968
2022-08-26,6.598
2022-08-27,6.598
2022-08-28,6.598
2022-08-29,6.739
2022-08-30,6.825
2022-08-31,6.853
2022-09-01,6.786
2022-09-02,7.008
2022-09-03,7.008
2022-09-04,7.008
2022-09-05,7.008
2022-09-06,7.311
2022-09-07,7.072
2022-09-08,7.148
2022-09-09,6.913
2022-09-10,6.913
2022-09-11,6.913
2022-09-12,6.849
2022-09-13,7.064
2022-09-14,7.24
2022-09-15,7.309
2022-09-16,7.297
2022-09-17,7.297
2022-09-18,7.297
2022-09-19,7.296
2022-09-20,7.303
2022-09-21,7.412
2022-09-22,7.452
2022-09-23,7.528
2022-09-24,7.528
2022-09-25,7.528
2022-09-26,7.527
2022-09-27,7.567
2022-09-28,7.443
2022-09-29,7.574
2022-09-30,7.722
2022-10-01,7.722
2022-10-02,7.722
2022-10-03,7.537
2022-10-04,7.38
2022-10-05,7.409
2022-10-06,7.679
2022-10-07,7.936
2022-10-08,7.936
2022-10-09,7.936
2022-10-10,7.867
2022-10-11,7.84
2022-10-12,7.832
2022-10-13,7.468
2022-10-14,7.509
2022-10-15,7.509
2022-10-16,7.509
2022-10-17,7.483
2022-10-18,7.348
2022-10-19,7.461
2022-10-20,7.532
2022-10-21,7.294
2022-10-22,7.294
2022-10-23,7.294
2022-10-24,7.197
2022-10-25,7.172
2022-10-26,6.902
2022-10-27,6.893
2022-10-28,6.687
2022-10-29,6.687
2022-10-30,6.687
2022-10-31,6.73
2022-11-01,6.756
2022-11-02,6.89
2022-11-03,6.891
2022-11-04,6.781
2022-11-05,6.781
2022-11-06,6.781
2022-11-07,6.79
2022-11-08,6.753
2022-11-09,6.836
2022-11-10,6.555
2022-11-11,6.366
2022-11-12,6.366
2022-11-13,6.366
2022-11-14,6.454
2022-11-15,6.445
2022-11-16,6.569
2022-11-17,6.574
2022-11-18,6.595
2022-11-19,6.595
2022-11-20,6.595
2022-11-21,6.55
2022-11-22,6.5
2022-11-23,6.531
2022-11-24,6.531
2022-11-25,6.478
2022-11-26,6.478
2022-11-27,6.478
2022-11-28,6.707
2022-11-29,6.628
2022-11-30,6.636
2022-12-01,6.635
2022-12-02,6.569
2022-12-03,6.569
2022-12-04,6.569
2022-12-05,6.693
2022-12-06,6.696
2022-12-07,6.602
2022-12-08,6.62
2022-12-09,6.633
2022-12-10,6.633
2022-12-11,6.633
2022-12-12,6.576
2022-12-13,6.553
2022-12-14,6.615
2022-12-15,6.816
2022-12-16,6.855
2022-12-17,6.855
2022-12-18,6.855
2022-12-19,6.83
2022-12-20,6.905
2022-12-21,6.756
2022-12-22,6.86
2022-12-23,6.943
2022-12-24,6.943
2022-12-25,6.943
2022-12-26,6.943
2022-12-27,6.938
2022-12-28,7.052
2022-12-29,6.918
2022-12-30,6.956
2022-12-31,6.956
2023-01-01,6.956
2023-01-02,6.956
2023-01-03,6.757
2023-01-04,6.613
2023-01-05,6.722
2023-01-06,6.522
2023-01-07,6.522
2023-01-08,6.522
2023-01-09,6.519
2023-01-10,6.451
2023-01-11,6.401
2023-01-12,6.388
2023-01-13,6.38
2023-01-14,6.38
2023-01-15,6.38
2023-01-16,6.38
2023-01-17,6.529
2023-01-18,6.733
2023-01-19,6.979
2023-01-20,6.842
2023-01-21,6.842
2023-01-22,6.842
2023-01-23,6.732
2023-01-24,7.17
2023-01-25,7.223
2023-01-26,7.184
2023-01-27,7.078
2023-01-28,7.078
2023-01-29,7.078
2023-01-30,7.246
2023-01-31,7.088
2023-02-01,7.04
2023-02-02,6.781
2023-02-03,6.943
2023-02-04,6.943
2023-02-05,6.943
2023-02-06,7.002
2023-02-07,6.978
2023-02-08,7.078
2023-02-09,7.223
2023-02-10,7.163
2023-02-11,7.163
2023-02-12,7.163
2023-02-13,7.051
2023-02-14,7.117
2023-02-15,7.081
2023-02-16,7.163
2023-02-17,7.1
2023-02-18,7.1
2023-02-19,7.1
2023-02-20,7.1
2023-02-21,7.343
2023-02-22,7.364
2023-02-23,7.366
2023-02-24,7.442
2023-02-25,7.442
2023-02-26,7.442
2023-02-27,7.41
2023-02-28,7.383
2023-03-01,7.218
2023-03-02,7.238
2023-03-03,7.15
2023-03-04,7.15
2023-03-05,7.15
2023-03-06,7.236
2023-03-07,7.428
2023-03-08,7.423
2023-03-09,7.539
2023-03-10,7.636
2023-03-11,7.636
2023-03-12,7.636
2023-03-13,7.677
2023-03-14,7.731
2023-03-15,7.731
2023-03-16,7.625
2023-03-17,7.713
2023-03-18,7.713
2023-03-19,7.713
2023-03-20,7.618
2023-03-21,7.619
2023-03-22,7.826
2023-03-23,7.867
2023-03-24,7.856
2023-03-25,7.856
2023-03-26,7.856
2023-03-27,7.829
2023-03-28,7.81
2023-03-29,7.7
2023-03-30,7.745
2023-03-31,7.573
2023-04-01,7.573
2023-04-02,7.573
2023-04-03,7.612
2023-04-04,7.785
2023-04-05,7.782
2023-04-06,7.806
2023-04-07,7.806
2023-04-08,7.806
2023-04-09,7.806
2023-04-10,7.715
2023-04-11,7.582
2023-04-12,7.596
2023-04-13,7.469
2023-04-14,7.496
2023-04-15,7.496
2023-04-16,7.496
2023-04-17,7.425
2023-04-18,7.46
2023-04-19,7.474
2023-04-20,7.57
2023-04-21,7.588
2023-04-22,7.588
2023-04-23,7.588
2023-04-24,7.546
2023-04-25,7.502
2023-04-26,7.614
2023-04-27,7.44
2023-04-28,7.373
2023-04-29,7.373
2023-04-30,7.373
2023-05-01,7.399
2023-05-02,7.605
2023-05-03,7.616
2023-05-04,7.69
2023-05-05,7.578
2023-05-06,7.578
2023-05-07,7.578
2023-05-08,7.652
2023-05-09,7.769
2023-05-10,7.762
2023-05-11,7.771
2023-05-12,7.808
2023-05-13,7.808
2023-05-14,7.808
2023-05-15,7.791
2023-05-16,7.988
2023-05-17,7.815
2023-05-18,7.74
2023-05-19,7.787
2023-05-20,7.787
2023-05-21,7.787
2023-05-22,7.582
2023-05-23,7.658
2023-05-24,7.951
2023-05-25,7.946
2023-05-26,7.955
2023-05-27,7.955
2023-05-28,7.955
2023-05-29,7.955
2023-05-30,8.028
2023-05-31,8.265
2023-06-01,8.177
2023-06-02,7.519
2023-06-03,7.519
2023-06-04,7.519
2023-06-05,7.868
2023-06-06,7.843
2023-06-07,7.633
2023-06-08,7.651
2023-06-09,7.717
2023-06-10,7.717
2023-06-11,7.717
2023-06-12,7.613
2023-06-13,7.504
2023-06-14,7.562
2023-06-15,7.426
2023-06-16,7.374
2023-06-17,7.374
2023-06-18,7.374
2023-06-19,7.374
2023-06-20,7.536
2023-06-21,7.598
2023-06-22,7.676
