,LRCX US Equity
2020-10-30,2.051
2020-10-31,2.051
2020-11-01,2.051
2020-11-02,1.999
2020-11-03,1.893
2020-11-04,1.845
2020-11-05,1.755
2020-11-06,1.713
2020-11-07,1.713
2020-11-08,1.713
2020-11-09,1.685
2020-11-10,1.72
2020-11-11,1.655
2020-11-12,1.676
2020-11-13,1.646
2020-11-14,1.646
2020-11-15,1.646
2020-11-16,1.597
2020-11-17,1.624
2020-11-18,1.63
2020-11-19,1.603
2020-11-20,1.618
2020-11-21,1.618
2020-11-22,1.618
2020-11-23,1.563
2020-11-24,1.571
2020-11-25,1.57
2020-11-26,1.57
2020-11-27,1.537
2020-11-28,1.537
2020-11-29,1.537
2020-11-30,1.55
2020-12-01,1.5
2020-12-02,1.464
2020-12-03,1.449
2020-12-04,1.403
2020-12-05,1.403
2020-12-06,1.403
2020-12-07,1.379
2020-12-08,1.368
2020-12-09,1.417
2020-12-10,1.428
2020-12-11,1.423
2020-12-12,1.423
2020-12-13,1.423
2020-12-14,1.423
2020-12-15,1.413
2020-12-16,1.418
2020-12-17,1.439
2020-12-18,1.455
2020-12-19,1.455
2020-12-20,1.455
2020-12-21,1.448
2020-12-22,1.467
2020-12-23,1.485
2020-12-24,1.457
2020-12-25,1.457
2020-12-26,1.457
2020-12-27,1.457
2020-12-28,1.47
2020-12-29,1.479
2020-12-30,1.444
2020-12-31,1.482
2021-01-01,1.482
2021-01-02,1.482
2021-01-03,1.482
2021-01-04,1.464
2021-01-05,1.415
2021-01-06,1.409
2021-01-07,1.36
2021-01-08,1.395
2021-01-09,1.395
2021-01-10,1.395
2021-01-11,1.355
2021-01-12,1.304
2021-01-13,1.329
2021-01-14,1.254
2021-01-15,1.278
2021-01-16,1.278
2021-01-17,1.278
2021-01-18,1.278
2021-01-19,1.206
2021-01-20,1.243
2021-01-21,1.24
2021-01-22,1.241
2021-01-23,1.241
2021-01-24,1.241
2021-01-25,1.232
2021-01-26,1.266
2021-01-27,1.359
2021-01-28,1.379
2021-01-29,1.446
2021-01-30,1.446
2021-01-31,1.446
2021-02-01,1.395
2021-02-02,1.356
2021-02-03,1.387
2021-02-04,1.347
2021-02-05,1.373
2021-02-06,1.373
2021-02-07,1.373
2021-02-08,1.313
2021-02-09,1.325
2021-02-10,1.314
2021-02-11,1.223
2021-02-12,1.194
2021-02-13,1.194
2021-02-14,1.194
2021-02-15,1.194
2021-02-16,1.182
2021-02-17,1.194
2021-02-18,1.211
2021-02-19,1.169
2021-02-20,1.169
2021-02-21,1.169
2021-02-22,1.232
2021-02-23,1.244
2021-02-24,1.172
2021-02-25,1.278
2021-02-26,1.234
2021-02-27,1.234
2021-02-28,1.234
2021-03-01,1.169
2021-03-02,1.22
2021-03-03,1.269
2021-03-04,1.323
2021-03-05,1.278
2021-03-06,1.278
2021-03-07,1.278
2021-03-08,1.392
2021-03-09,1.287
2021-03-10,1.349
2021-03-11,1.307
2021-03-12,1.333
2021-03-13,1.333
2021-03-14,1.333
2021-03-15,1.304
2021-03-16,1.276
2021-03-17,1.262
2021-03-18,1.295
2021-03-19,1.287
2021-03-20,1.287
2021-03-21,1.287
2021-03-22,1.246
2021-03-23,1.282
2021-03-24,1.264
2021-03-25,1.274
2021-03-26,1.195
2021-03-27,1.195
2021-03-28,1.195
2021-03-29,1.224
2021-03-30,1.219
2021-03-31,1.173
2021-04-01,1.092
2021-04-02,1.092
2021-04-03,1.092
2021-04-04,1.092
2021-04-05,1.056
2021-04-06,1.07
2021-04-07,1.06
2021-04-08,1.045
2021-04-09,1.054
2021-04-10,1.054
2021-04-11,1.054
2021-04-12,1.073
2021-04-13,1.082
2021-04-14,1.09
2021-04-15,1.075
2021-04-16,1.084
2021-04-17,1.084
2021-04-18,1.084
2021-04-19,1.123
2021-04-20,1.139
2021-04-21,1.089
2021-04-22,1.136
2021-04-23,1.112
2021-04-24,1.112
2021-04-25,1.112
2021-04-26,1.085
2021-04-27,1.082
2021-04-28,1.094
2021-04-29,1.089
2021-04-30,1.125
2021-05-01,1.125
2021-05-02,1.125
2021-05-03,1.131
2021-05-04,1.151
2021-05-05,1.142
2021-05-06,1.131
2021-05-07,1.107
2021-05-08,1.107
2021-05-09,1.107
2021-05-10,1.19
2021-05-11,1.178
2021-05-12,1.252
2021-05-13,1.194
2021-05-14,1.158
2021-05-15,1.158
2021-05-16,1.158
2021-05-17,1.179
2021-05-18,1.194
2021-05-19,1.159
2021-05-20,1.114
2021-05-21,1.137
2021-05-22,1.137
2021-05-23,1.137
2021-05-24,1.1
2021-05-25,1.09
2021-05-26,1.094
2021-05-27,1.081
2021-05-28,1.074
2021-05-29,1.074
2021-05-30,1.074
2021-05-31,1.074
2021-06-01,1.076
2021-06-02,1.076
2021-06-03,1.098
2021-06-04,1.065
2021-06-05,1.065
2021-06-06,1.065
2021-06-07,1.075
2021-06-08,1.095
2021-06-09,1.101
2021-06-10,1.089
2021-06-11,1.087
2021-06-12,1.087
2021-06-13,1.087
2021-06-14,1.074
2021-06-15,1.083
2021-06-16,1.091
2021-06-17,1.089
2021-06-18,1.137
2021-06-19,1.137
2021-06-20,1.137
2021-06-21,1.126
2021-06-22,1.12
2021-06-23,1.116
2021-06-24,1.097
2021-06-25,1.105
2021-06-26,1.105
2021-06-27,1.105
2021-06-28,1.077
2021-06-29,1.069
2021-06-30,1.071
2021-07-01,1.1
2021-07-02,1.103
2021-07-03,1.103
2021-07-04,1.103
2021-07-05,1.103
2021-07-06,1.12
2021-07-07,1.135
2021-07-08,1.15
2021-07-09,1.137
2021-07-10,1.137
2021-07-11,1.137
2021-07-12,1.114
2021-07-13,1.115
2021-07-14,1.127
2021-07-15,1.141
2021-07-16,1.184
2021-07-17,1.184
2021-07-18,1.184
2021-07-19,1.178
2021-07-20,1.148
2021-07-21,1.093
2021-07-22,1.095
2021-07-23,1.088
2021-07-24,1.088
2021-07-25,1.088
2021-07-26,1.088
2021-07-27,1.119
2021-07-28,1.014
2021-07-29,1.03
2021-07-30,1.001
2021-07-31,1.001
2021-08-01,1.001
2021-08-02,0.976
2021-08-03,0.971
2021-08-04,0.964
2021-08-05,0.971
2021-08-06,0.967
2021-08-07,0.967
2021-08-08,0.967
2021-08-09,0.978
2021-08-10,1.015
2021-08-11,1.03
2021-08-12,1.074
2021-08-13,1.08
2021-08-14,1.08
2021-08-15,1.08
2021-08-16,1.064
2021-08-17,1.082
2021-08-18,1.1
2021-08-19,1.086
2021-08-20,1.107
2021-08-21,1.107
2021-08-22,1.107
2021-08-23,1.073
2021-08-24,1.078
2021-08-25,1.073
2021-08-26,1.079
2021-08-27,1.044
2021-08-28,1.044
2021-08-29,1.044
2021-08-30,1.047
2021-08-31,1.053
2021-09-01,1.062
2021-09-02,1.057
2021-09-03,1.043
2021-09-04,1.043
2021-09-05,1.043
2021-09-06,1.043
2021-09-07,1.073
2021-09-08,1.091
2021-09-09,1.073
2021-09-10,1.065
2021-09-11,1.065
2021-09-12,1.065
2021-09-13,1.046
2021-09-14,1.055
2021-09-15,1.041
2021-09-16,1.034
2021-09-17,1.046
2021-09-18,1.046
2021-09-19,1.046
2021-09-20,1.079
2021-09-21,1.086
2021-09-22,1.059
2021-09-23,1.039
2021-09-24,1.04
2021-09-25,1.04
2021-09-26,1.04
2021-09-27,1.03
2021-09-28,1.084
2021-09-29,1.119
2021-09-30,1.116
2021-10-01,1.115
2021-10-02,1.115
2021-10-03,1.115
2021-10-04,1.155
2021-10-05,1.143
2021-10-06,1.151
2021-10-07,1.143
2021-10-08,1.154
2021-10-09,1.154
2021-10-10,1.154
2021-10-11,1.15
2021-10-12,1.162
2021-10-13,1.167
2021-10-14,1.118
2021-10-15,1.125
2021-10-16,1.125
2021-10-17,1.125
2021-10-18,1.117
2021-10-19,1.113
2021-10-20,1.123
2021-10-21,1.168
2021-10-22,1.157
2021-10-23,1.157
2021-10-24,1.157
2021-10-25,1.168
2021-10-26,1.174
2021-10-27,1.164
2021-10-28,1.139
2021-10-29,1.143
2021-10-30,1.143
2021-10-31,1.143
2021-11-01,1.125
2021-11-02,1.122
2021-11-03,1.108
2021-11-04,1.076
2021-11-05,1.055
2021-11-06,1.055
2021-11-07,1.055
2021-11-08,1.058
2021-11-09,1.036
2021-11-10,1.064
2021-11-11,1.05
2021-11-12,1.032
2021-11-13,1.032
2021-11-14,1.032
2021-11-15,1.022
2021-11-16,1.016
2021-11-17,1.022
2021-11-18,1.014
2021-11-19,1.0
2021-11-20,1.0
2021-11-21,1.0
2021-11-22,0.996
2021-11-23,0.974
2021-11-24,0.975
2021-11-25,0.975
2021-11-26,1.004
2021-11-27,1.004
2021-11-28,1.004
2021-11-29,0.947
2021-11-30,0.948
2021-12-01,0.929
2021-12-02,0.974
2021-12-03,0.974
2021-12-04,0.974
2021-12-05,0.974
2021-12-06,0.965
2021-12-07,0.913
2021-12-08,0.903
2021-12-09,0.921
2021-12-10,0.913
2021-12-11,0.913
2021-12-12,0.913
2021-12-13,0.941
2021-12-14,0.974
2021-12-15,0.949
2021-12-16,0.986
2021-12-17,0.989
2021-12-18,0.989
2021-12-19,0.989
2021-12-20,1.001
2021-12-21,0.969
2021-12-22,0.957
2021-12-23,0.947
2021-12-24,0.947
2021-12-25,0.947
2021-12-26,0.947
2021-12-27,0.915
2021-12-28,0.924
2021-12-29,0.91
2021-12-30,0.921
2021-12-31,0.92
2022-01-01,0.92
2022-01-02,0.92
2022-01-03,0.912
2022-01-04,0.929
2022-01-05,0.956
2022-01-06,0.943
2022-01-07,0.989
2022-01-08,0.989
2022-01-09,0.989
2022-01-10,0.996
2022-01-11,0.983
2022-01-12,0.964
2022-01-13,0.963
2022-01-14,0.907
2022-01-15,0.907
2022-01-16,0.907
2022-01-17,0.907
2022-01-18,0.974
2022-01-19,1.029
2022-01-20,1.068
2022-01-21,1.092
2022-01-22,1.092
2022-01-23,1.092
2022-01-24,1.064
2022-01-25,1.125
2022-01-26,1.109
2022-01-27,1.191
2022-01-28,1.179
2022-01-29,1.179
2022-01-30,1.179
2022-01-31,1.138
2022-02-01,1.139
2022-02-02,1.097
2022-02-03,1.14
2022-02-04,1.159
2022-02-05,1.159
2022-02-06,1.159
2022-02-07,1.175
2022-02-08,1.165
2022-02-09,1.105
2022-02-10,1.129
2022-02-11,1.192
2022-02-12,1.192
2022-02-13,1.192
2022-02-14,1.196
2022-02-15,1.124
2022-02-16,1.129
2022-02-17,1.15
2022-02-18,1.171
2022-02-19,1.171
2022-02-20,1.171
2022-02-21,1.171
2022-02-22,1.193
2022-02-23,1.231
2022-02-24,1.186
2022-02-25,1.165
2022-02-26,1.165
2022-02-27,1.165
2022-02-28,1.189
2022-03-01,1.235
2022-03-02,1.205
2022-03-03,1.228
2022-03-04,1.27
2022-03-05,1.27
2022-03-06,1.27
2022-03-07,1.365
2022-03-08,1.361
2022-03-09,1.291
2022-03-10,1.343
2022-03-11,1.381
2022-03-12,1.381
2022-03-13,1.381
2022-03-14,1.423
2022-03-15,1.373
2022-03-16,1.293
2022-03-17,1.264
2022-03-18,1.222
2022-03-19,1.222
2022-03-20,1.222
2022-03-21,1.24
2022-03-22,1.217
2022-03-23,1.253
2022-03-24,1.196
2022-03-25,1.199
2022-03-26,1.199
2022-03-27,1.199
2022-03-28,1.194
2022-03-29,1.17
2022-03-30,1.213
2022-03-31,1.238
2022-04-01,1.266
2022-04-02,1.266
2022-04-03,1.266
2022-04-04,1.243
2022-04-05,1.321
2022-04-06,1.336
2022-04-07,1.322
2022-04-08,1.354
2022-04-09,1.354
2022-04-10,1.354
2022-04-11,1.399
2022-04-12,1.425
2022-04-13,1.408
2022-04-14,1.459
2022-04-15,1.459
2022-04-16,1.459
2022-04-17,1.459
2022-04-18,1.414
2022-04-19,1.389
2022-04-20,1.382
2022-04-21,1.417
2022-04-22,1.437
2022-04-23,1.437
2022-04-24,1.437
2022-04-25,1.397
2022-04-26,1.455
2022-04-27,1.457
2022-04-28,1.374
2022-04-29,1.429
2022-04-30,1.429
2022-05-01,1.429
2022-05-02,1.388
2022-05-03,1.368
2022-05-04,1.306
2022-05-05,1.373
2022-05-06,1.382
2022-05-07,1.382
2022-05-08,1.382
2022-05-09,1.478
2022-05-10,1.44
2022-05-11,1.478
2022-05-12,1.436
2022-05-13,1.344
2022-05-14,1.344
2022-05-15,1.344
2022-05-16,1.37
2022-05-17,1.29
2022-05-18,1.384
2022-05-19,1.4
2022-05-20,1.394
2022-05-21,1.394
2022-05-22,1.394
2022-05-23,1.368
2022-05-24,1.403
2022-05-25,1.356
2022-05-26,1.298
2022-05-27,1.245
2022-05-28,1.245
2022-05-29,1.245
2022-05-30,1.245
2022-05-31,1.271
2022-06-01,1.307
2022-06-02,1.263
2022-06-03,1.286
2022-06-04,1.286
2022-06-05,1.286
2022-06-06,1.28
2022-06-07,1.263
2022-06-08,1.291
2022-06-09,1.339
2022-06-10,1.393
2022-06-11,1.393
2022-06-12,1.393
2022-06-13,1.478
2022-06-14,1.465
2022-06-15,1.452
2022-06-16,1.575
2022-06-17,1.57
2022-06-18,1.57
2022-06-19,1.57
2022-06-20,1.57
2022-06-21,1.521
2022-06-22,1.548
2022-06-23,1.553
2022-06-24,1.463
2022-06-25,1.463
2022-06-26,1.463
2022-06-27,1.465
2022-06-28,1.503
2022-06-29,1.543
2022-06-30,1.546
2022-07-01,1.668
2022-07-02,1.668
2022-07-03,1.668
2022-07-04,1.668
2022-07-05,1.694
2022-07-06,1.682
2022-07-07,1.588
2022-07-08,1.587
2022-07-09,1.587
2022-07-10,1.587
2022-07-11,1.637
2022-07-12,1.623
2022-07-13,1.599
2022-07-14,1.571
2022-07-15,1.542
2022-07-16,1.542
2022-07-17,1.542
2022-07-18,1.557
2022-07-19,1.474
2022-07-20,1.416
2022-07-21,1.384
2022-07-22,1.42
2022-07-23,1.42
2022-07-24,1.42
2022-07-25,1.44
2022-07-26,1.473
2022-07-27,1.416
2022-07-28,1.408
2022-07-29,1.365
2022-07-30,1.365
2022-07-31,1.365
2022-08-01,1.358
2022-08-02,1.359
2022-08-03,1.302
2022-08-04,1.285
2022-08-05,1.314
2022-08-06,1.314
2022-08-07,1.314
2022-08-08,1.341
2022-08-09,1.456
2022-08-10,1.381
2022-08-11,1.374
2022-08-12,1.318
2022-08-13,1.318
2022-08-14,1.318
2022-08-15,1.321
2022-08-16,1.339
2022-08-17,1.373
2022-08-18,1.358
2022-08-19,1.433
2022-08-20,1.433
2022-08-21,1.433
2022-08-22,1.493
2022-08-23,1.473
2022-08-24,1.476
2022-08-25,1.429
2022-08-26,1.508
2022-08-27,1.508
2022-08-28,1.508
2022-08-29,1.537
2022-08-30,1.544
2022-08-31,1.561
2022-09-01,1.582
2022-09-02,1.588
2022-09-03,1.588
2022-09-04,1.588
2022-09-05,1.588
2022-09-06,1.601
2022-09-07,1.581
2022-09-08,1.555
2022-09-09,1.515
2022-09-10,1.515
2022-09-11,1.515
2022-09-12,1.527
2022-09-13,1.618
2022-09-14,1.613
2022-09-15,1.646
2022-09-16,1.663
2022-09-17,1.663
2022-09-18,1.663
2022-09-19,1.663
2022-09-20,1.713
2022-09-21,1.733
2022-09-22,1.786
2022-09-23,1.816
2022-09-24,1.816
2022-09-25,1.816
2022-09-26,1.86
2022-09-27,1.834
2022-09-28,1.81
2022-09-29,1.865
2022-09-30,1.888
2022-10-01,1.888
2022-10-02,1.888
2022-10-03,1.773
2022-10-04,1.725
2022-10-05,1.728
2022-10-06,1.738
2022-10-07,1.843
2022-10-08,1.843
2022-10-09,1.843
2022-10-10,1.97
2022-10-11,2.113
2022-10-12,2.128
2022-10-13,2.024
2022-10-14,2.189
2022-10-15,2.189
2022-10-16,2.189
2022-10-17,2.186
2022-10-18,2.162
2022-10-19,2.122
2022-10-20,2.006
2022-10-21,1.934
2022-10-22,1.934
2022-10-23,1.934
2022-10-24,1.899
2022-10-25,1.87
2022-10-26,1.842
2022-10-27,1.825
2022-10-28,1.751
2022-10-29,1.751
2022-10-30,1.751
2022-10-31,1.754
2022-11-01,1.721
2022-11-02,1.818
2022-11-03,1.827
2022-11-04,1.714
2022-11-05,1.714
2022-11-06,1.714
2022-11-07,1.653
2022-11-08,1.616
2022-11-09,1.661
2022-11-10,1.481
2022-11-11,1.435
2022-11-12,1.435
2022-11-13,1.435
2022-11-14,1.496
2022-11-15,1.465
2022-11-16,1.579
2022-11-17,1.559
2022-11-18,1.574
2022-11-19,1.574
2022-11-20,1.574
2022-11-21,1.597
2022-11-22,1.578
2022-11-23,1.558
2022-11-24,1.558
2022-11-25,1.586
2022-11-26,1.586
2022-11-27,1.586
2022-11-28,1.622
2022-11-29,1.626
2022-11-30,1.522
2022-12-01,1.552
2022-12-02,1.571
2022-12-03,1.571
2022-12-04,1.571
2022-12-05,1.588
2022-12-06,1.623
2022-12-07,1.618
2022-12-08,1.58
2022-12-09,1.597
2022-12-10,1.597
2022-12-11,1.597
2022-12-12,1.548
2022-12-13,1.505
2022-12-14,1.53
2022-12-15,1.606
2022-12-16,1.613
2022-12-17,1.613
2022-12-18,1.613
2022-12-19,1.633
2022-12-20,1.638
2022-12-21,1.599
2022-12-22,1.751
2022-12-23,1.738
2022-12-24,1.738
2022-12-25,1.738
2022-12-26,1.738
2022-12-27,1.767
2022-12-28,1.778
2022-12-29,1.703
2022-12-30,1.704
2022-12-31,1.704
2023-01-01,1.704
2023-01-02,1.704
2023-01-03,1.729
2023-01-04,1.695
2023-01-05,1.717
2023-01-06,1.609
2023-01-07,1.609
2023-01-08,1.609
2023-01-09,1.583
2023-01-10,1.562
2023-01-11,1.543
2023-01-12,1.524
2023-01-13,1.512
2023-01-14,1.512
2023-01-15,1.512
2023-01-16,1.512
2023-01-17,1.521
2023-01-18,1.525
2023-01-19,1.568
2023-01-20,1.506
2023-01-21,1.506
2023-01-22,1.506
2023-01-23,1.448
2023-01-24,1.458
2023-01-25,1.456
2023-01-26,1.367
2023-01-27,1.409
2023-01-28,1.409
2023-01-29,1.409
2023-01-30,1.417
2023-01-31,1.371
2023-02-01,1.293
2023-02-02,1.267
2023-02-03,1.295
2023-02-04,1.295
2023-02-05,1.295
2023-02-06,1.316
2023-02-07,1.286
2023-02-08,1.31
2023-02-09,1.316
2023-02-10,1.343
2023-02-11,1.343
2023-02-12,1.343
2023-02-13,1.329
2023-02-14,1.314
2023-02-15,1.304
2023-02-16,1.353
2023-02-17,1.369
2023-02-18,1.369
2023-02-19,1.369
2023-02-20,1.369
2023-02-21,1.418
2023-02-22,1.422
2023-02-23,1.398
2023-02-24,1.417
2023-02-25,1.417
2023-02-26,1.417
2023-02-27,1.405
2023-02-28,1.396
2023-03-01,1.382
2023-03-02,1.385
2023-03-03,1.38
2023-03-04,1.38
2023-03-05,1.38
2023-03-06,1.398
2023-03-07,1.414
2023-03-08,1.375
2023-03-09,1.384
2023-03-10,1.417
2023-03-11,1.417
2023-03-12,1.417
2023-03-13,1.422
2023-03-14,1.368
2023-03-15,1.388
2023-03-16,1.312
2023-03-17,1.33
2023-03-18,1.33
2023-03-19,1.33
2023-03-20,1.317
2023-03-21,1.332
2023-03-22,1.335
2023-03-23,1.291
2023-03-24,1.346
2023-03-25,1.346
2023-03-26,1.346
2023-03-27,1.363
2023-03-28,1.393
2023-03-29,1.311
2023-03-30,1.272
2023-03-31,1.275
2023-04-01,1.275
2023-04-02,1.275
2023-04-03,1.296
2023-04-04,1.34
2023-04-05,1.37
2023-04-06,1.369
2023-04-07,1.369
2023-04-08,1.369
2023-04-09,1.369
2023-04-10,1.332
2023-04-11,1.332
2023-04-12,1.36
2023-04-13,1.356
2023-04-14,1.35
2023-04-15,1.35
2023-04-16,1.35
2023-04-17,1.372
2023-04-18,1.365
2023-04-19,1.396
2023-04-20,1.307
2023-04-21,1.336
2023-04-22,1.336
2023-04-23,1.336
2023-04-24,1.344
2023-04-25,1.383
2023-04-26,1.389
2023-04-27,1.331
2023-04-28,1.318
2023-04-29,1.318
2023-04-30,1.318
2023-05-01,1.319
2023-05-02,1.324
2023-05-03,1.357
2023-05-04,1.363
2023-05-05,1.318
2023-05-06,1.318
2023-05-07,1.318
2023-05-08,1.325
2023-05-09,1.353
2023-05-10,1.324
2023-05-11,1.323
2023-05-12,1.324
2023-05-13,1.324
2023-05-14,1.324
2023-05-15,1.264
2023-05-16,1.249
2023-05-17,1.216
2023-05-18,1.166
2023-05-19,1.185
2023-05-20,1.185
2023-05-21,1.185
2023-05-22,1.193
2023-05-23,1.217
2023-05-24,1.233
2023-05-25,1.159
2023-05-26,1.111
2023-05-27,1.111
2023-05-28,1.111
2023-05-29,1.111
2023-05-30,1.108
2023-05-31,1.132
2023-06-01,1.126
2023-06-02,1.137
2023-06-03,1.137
2023-06-04,1.137
2023-06-05,1.153
2023-06-06,1.14
2023-06-07,1.143
2023-06-08,1.136
2023-06-09,1.151
2023-06-10,1.151
2023-06-11,1.151
2023-06-12,1.112
2023-06-13,1.113
2023-06-14,1.105
2023-06-15,1.121
2023-06-16,1.136
2023-06-17,1.136
2023-06-18,1.136
2023-06-19,1.136
2023-06-20,1.133
2023-06-21,1.149
2023-06-22,1.123
