,VEI NO Equity,VEI NO Equity,VEI NO Equity,VEI NO Equity,VEI NO Equity
2017-03-25,70.508,70.809,67.808,67.808,112701.0
2017-03-26,70.508,70.809,67.808,67.808,112701.0
2017-03-27,69.008,69.008,67.808,68.408,35706.0
2017-03-28,69.008,69.008,68.408,68.408,77587.0
2017-03-29,68.408,69.308,67.508,67.808,192384.0
2017-03-30,68.108,69.608,67.508,68.408,56131.0
2017-03-31,68.708,69.008,67.808,67.808,52978.0
2017-04-01,68.708,69.008,67.808,67.808,52978.0
2017-04-02,68.708,69.008,67.808,67.808,52978.0
2017-04-03,69.008,69.008,68.108,68.708,38161.0
2017-04-04,68.408,69.008,68.408,68.708,34593.0
2017-04-05,68.708,69.008,68.408,68.708,30517.0
2017-04-06,69.008,69.608,68.408,69.608,66763.0
2017-04-07,69.308,69.608,68.708,69.608,31709.0
2017-04-08,69.308,69.608,68.708,69.608,31709.0
2017-04-09,69.308,69.608,68.708,69.608,31709.0
2017-04-10,69.608,69.608,69.008,69.008,17442.0
2017-04-11,68.708,69.608,68.408,69.608,21988.0
2017-04-12,69.608,69.608,69.008,69.608,11841.0
2017-04-13,69.608,69.608,69.008,69.608,11841.0
2017-04-14,69.608,69.608,69.008,69.608,11841.0
2017-04-15,69.608,69.608,69.008,69.608,11841.0
2017-04-16,69.608,69.608,69.008,69.608,11841.0
2017-04-17,69.608,69.608,69.008,69.608,11841.0
2017-04-18,69.608,69.608,67.808,68.408,40372.0
2017-04-19,68.408,69.308,68.108,69.008,30833.0
2017-04-20,69.308,69.308,68.408,68.708,26234.0
2017-04-21,68.708,69.608,68.708,69.308,27691.0
2017-04-22,68.708,69.608,68.708,69.308,27691.0
2017-04-23,68.708,69.608,68.708,69.308,27691.0
2017-04-24,69.608,69.608,68.408,68.708,73799.0
2017-04-25,68.708,69.308,68.708,69.008,79543.0
2017-04-26,69.608,69.608,68.408,69.008,35536.0
2017-04-27,69.008,69.308,68.708,68.708,30647.0
2017-04-28,69.308,69.308,68.708,68.708,42588.0
2017-04-29,69.308,69.308,68.708,68.708,42588.0
2017-04-30,69.308,69.308,68.708,68.708,42588.0
2017-05-01,69.308,69.308,68.708,68.708,42588.0
2017-05-02,68.708,71.109,68.708,69.908,86090.0
2017-05-03,69.608,70.809,69.608,70.508,39987.0
2017-05-04,70.508,71.409,69.608,69.608,69685.0
2017-05-05,69.608,69.908,68.408,68.708,51422.0
2017-05-06,69.608,69.908,68.408,68.708,51422.0
2017-05-07,69.608,69.908,68.408,68.708,51422.0
2017-05-08,69.308,69.908,69.008,69.308,31649.0
2017-05-09,69.608,69.608,68.408,68.708,38847.0
2017-05-10,69.008,69.008,67.208,67.208,81367.0
2017-05-11,68.771,68.771,66.583,68.146,141216.0
2017-05-12,68.146,69.709,67.208,68.771,91389.0
2017-05-13,68.146,69.709,67.208,68.771,91389.0
2017-05-14,68.146,69.709,67.208,68.771,91389.0
2017-05-15,68.771,71.584,68.771,71.584,84620.0
2017-05-16,71.584,72.21,71.272,71.897,81598.0
2017-05-17,71.584,72.21,71.272,71.897,81598.0
2017-05-18,71.897,71.897,69.709,70.647,116811.0
2017-05-19,71.897,71.897,70.647,71.272,59974.0
2017-05-20,71.897,71.897,70.647,71.272,59974.0
2017-05-21,71.897,71.897,70.647,71.272,59974.0
2017-05-22,70.647,71.897,70.647,71.272,60647.0
2017-05-23,71.272,71.584,70.334,71.272,76810.0
2017-05-24,71.584,71.584,70.647,71.584,22635.0
2017-05-25,71.584,71.584,70.647,71.584,22635.0
2017-05-26,71.584,71.897,70.959,71.897,41131.0
2017-05-27,71.584,71.897,70.959,71.897,41131.0
2017-05-28,71.584,71.897,70.959,71.897,41131.0
2017-05-29,71.897,71.897,70.959,70.959,27447.0
2017-05-30,70.959,71.272,70.647,70.959,26036.0
2017-05-31,70.959,71.272,70.021,70.959,102936.0
2017-06-01,70.647,71.272,70.334,70.959,84593.0
2017-06-02,70.647,71.584,70.647,71.272,102981.0
2017-06-03,70.647,71.584,70.647,71.272,102981.0
2017-06-04,70.647,71.584,70.647,71.272,102981.0
2017-06-05,70.647,71.584,70.647,71.272,102981.0
2017-06-06,71.584,71.584,70.959,71.272,130814.0
2017-06-07,71.272,71.272,69.396,69.396,117708.0
2017-06-08,69.396,71.584,69.396,71.272,85725.0
2017-06-09,71.584,71.584,70.334,70.959,34266.0
2017-06-10,71.584,71.584,70.334,70.959,34266.0
2017-06-11,71.584,71.584,70.334,70.959,34266.0
2017-06-12,70.959,70.959,70.334,70.647,32924.0
2017-06-13,70.647,70.647,69.709,70.334,51346.0
2017-06-14,70.334,70.647,69.709,70.334,81732.0
2017-06-15,70.021,70.021,69.396,69.709,69482.0
2017-06-16,70.021,70.959,69.709,70.334,638647.0
2017-06-17,70.021,70.959,69.709,70.334,638647.0
2017-06-18,70.021,70.959,69.709,70.334,638647.0
2017-06-19,70.647,70.959,70.021,70.334,63604.0
2017-06-20,70.334,70.647,70.334,70.647,17618.0
2017-06-21,70.647,70.647,69.709,70.021,58329.0
2017-06-22,70.021,70.021,69.396,70.021,58945.0
2017-06-23,70.021,70.021,69.396,70.021,15179.0
2017-06-24,70.021,70.021,69.396,70.021,15179.0
2017-06-25,70.021,70.021,69.396,70.021,15179.0
2017-06-26,70.021,70.021,67.521,68.771,72895.0
2017-06-27,68.771,69.084,67.833,68.459,39979.0
2017-06-28,68.146,68.771,67.833,68.771,54246.0
2017-06-29,68.459,68.771,66.896,66.896,75114.0
2017-06-30,67.208,68.146,67.208,68.146,65117.0
2017-07-01,67.208,68.146,67.208,68.146,65117.0
2017-07-02,67.208,68.146,67.208,68.146,65117.0
2017-07-03,68.146,68.146,66.583,66.896,52299.0
2017-07-04,66.896,67.521,66.583,67.521,42301.0
2017-07-05,67.521,67.521,66.583,66.896,40194.0
2017-07-06,66.896,67.521,66.896,67.208,45601.0
2017-07-07,67.208,67.208,66.583,66.896,49161.0
2017-07-08,67.208,67.208,66.583,66.896,49161.0
2017-07-09,67.208,67.208,66.583,66.896,49161.0
2017-07-10,67.208,68.146,66.583,68.146,30568.0
2017-07-11,68.146,68.459,66.896,67.208,27791.0
2017-07-12,66.896,68.459,66.896,68.146,34078.0
2017-07-13,68.459,68.459,67.833,68.146,17612.0
2017-07-14,67.833,68.459,67.521,67.833,21097.0
2017-07-15,67.833,68.459,67.521,67.833,21097.0
2017-07-16,67.833,68.459,67.521,67.833,21097.0
2017-07-17,67.833,68.146,67.833,67.833,29376.0
2017-07-18,67.833,68.771,67.208,67.521,46490.0
2017-07-19,68.146,68.146,67.208,67.208,26270.0
2017-07-20,67.208,67.521,66.583,66.583,26808.0
2017-07-21,67.208,67.208,64.082,64.707,46225.0
2017-07-22,67.208,67.208,64.082,64.707,46225.0
2017-07-23,67.208,67.208,64.082,64.707,46225.0
2017-07-24,65.333,65.333,64.082,64.082,34571.0
2017-07-25,64.082,64.707,63.77,63.77,43967.0
2017-07-26,63.77,65.333,63.77,64.707,34047.0
2017-07-27,64.707,65.333,64.707,65.02,17755.0
2017-07-28,65.02,65.958,65.02,65.958,44579.0
2017-07-29,65.02,65.958,65.02,65.958,44579.0
2017-07-30,65.02,65.958,65.02,65.958,44579.0
2017-07-31,65.958,66.27,64.707,65.02,81250.0
2017-08-01,65.02,66.583,65.02,66.27,53349.0
2017-08-02,65.645,66.27,65.645,65.958,21477.0
2017-08-03,65.645,65.958,65.333,65.645,35649.0
2017-08-04,65.645,65.958,65.02,65.02,44313.0
2017-08-05,65.645,65.958,65.02,65.02,44313.0
2017-08-06,65.645,65.958,65.02,65.02,44313.0
2017-08-07,65.333,65.333,64.707,65.02,30295.0
2017-08-08,65.02,65.333,64.707,64.707,36861.0
2017-08-09,64.707,65.02,64.395,64.707,53269.0
2017-08-10,64.395,65.333,64.395,64.707,62703.0
2017-08-11,64.707,64.707,64.395,64.395,59832.0
2017-08-12,64.707,64.707,64.395,64.395,59832.0
2017-08-13,64.707,64.707,64.395,64.395,59832.0
2017-08-14,64.395,64.707,64.082,64.082,37240.0
2017-08-15,64.082,64.707,63.457,63.77,32761.0
2017-08-16,64.395,64.395,63.77,64.082,17969.0
2017-08-17,62.832,63.77,61.113,61.269,166400.0
2017-08-18,61.581,62.207,60.956,62.207,84911.0
2017-08-19,61.581,62.207,60.956,62.207,84911.0
2017-08-20,61.581,62.207,60.956,62.207,84911.0
2017-08-21,62.207,62.207,60.175,60.8,66070.0
2017-08-22,60.8,61.425,60.331,60.644,107606.0
2017-08-23,60.644,61.425,60.644,61.269,61922.0
2017-08-24,61.581,61.581,59.862,60.175,107866.0
2017-08-25,60.018,60.331,60.018,60.018,107607.0
2017-08-26,60.018,60.331,60.018,60.018,107607.0
2017-08-27,60.018,60.331,60.018,60.018,107607.0
2017-08-28,60.018,60.175,59.706,59.862,67913.0
2017-08-29,60.018,60.018,58.612,58.768,75944.0
2017-08-30,58.612,60.644,58.612,60.331,116563.0
2017-08-31,60.331,62.832,60.331,62.832,243991.0
2017-09-01,62.832,64.395,62.363,64.082,101415.0
2017-09-02,62.832,64.395,62.363,64.082,101415.0
2017-09-03,62.832,64.395,62.363,64.082,101415.0
2017-09-04,64.082,65.645,63.144,65.645,132308.0
2017-09-05,66.27,66.583,64.707,65.645,101576.0
2017-09-06,65.645,65.645,63.77,64.082,38886.0
2017-09-07,64.082,65.02,63.77,65.02,45161.0
2017-09-08,65.333,65.333,63.457,63.457,48182.0
2017-09-09,65.333,65.333,63.457,63.457,48182.0
2017-09-10,65.333,65.333,63.457,63.457,48182.0
2017-09-11,63.457,64.707,63.144,64.707,86525.0
2017-09-12,64.707,65.02,63.457,64.082,51415.0
2017-09-13,63.77,63.77,62.832,63.144,34677.0
2017-09-14,63.144,64.395,63.144,63.77,168413.0
2017-09-15,64.395,64.395,61.581,62.519,183742.0
2017-09-16,64.395,64.395,61.581,62.519,183742.0
2017-09-17,64.395,64.395,61.581,62.519,183742.0
2017-09-18,62.519,63.144,62.207,62.832,60161.0
2017-09-19,62.832,62.832,62.207,62.363,38493.0
2017-09-20,63.77,64.395,63.457,63.77,77354.0
2017-09-21,63.77,63.77,62.519,62.832,34631.0
2017-09-22,62.832,63.144,62.519,63.144,27008.0
2017-09-23,62.832,63.144,62.519,63.144,27008.0
2017-09-24,62.832,63.144,62.519,63.144,27008.0
2017-09-25,63.144,63.144,62.207,62.363,63107.0
2017-09-26,62.519,63.144,61.738,61.738,139978.0
2017-09-27,61.894,62.519,61.894,62.519,111808.0
2017-09-28,62.519,62.832,62.207,62.519,86268.0
2017-09-29,62.832,63.457,61.894,62.363,149094.0
2017-09-30,62.832,63.457,61.894,62.363,149094.0
2017-10-01,62.832,63.457,61.894,62.363,149094.0
2017-10-02,62.207,62.832,62.05,62.207,64073.0
2017-10-03,62.519,63.457,62.207,63.144,479255.0
2017-10-04,63.457,63.77,62.832,63.144,61521.0
2017-10-05,63.77,63.77,62.519,62.519,69810.0
2017-10-06,62.519,63.457,62.519,63.144,46640.0
2017-10-07,62.519,63.457,62.519,63.144,46640.0
2017-10-08,62.519,63.457,62.519,63.144,46640.0
2017-10-09,63.144,63.144,62.363,62.519,32594.0
2017-10-10,62.519,62.519,62.207,62.363,59064.0
2017-10-11,62.207,62.519,61.581,61.738,92600.0
2017-10-12,61.738,62.207,61.269,61.738,42495.0
2017-10-13,61.738,61.894,61.269,61.425,49101.0
2017-10-14,61.738,61.894,61.269,61.425,49101.0
2017-10-15,61.738,61.894,61.269,61.425,49101.0
2017-10-16,61.425,61.738,60.018,60.018,115019.0
2017-10-17,60.018,60.8,60.018,60.487,50782.0
2017-10-18,60.487,60.956,59.706,59.706,40032.0
2017-10-19,59.55,60.018,59.55,59.55,49111.0
2017-10-20,59.55,60.018,59.393,59.862,113434.0
2017-10-21,59.55,60.018,59.393,59.862,113434.0
2017-10-22,59.55,60.018,59.393,59.862,113434.0
2017-10-23,59.706,60.018,59.081,59.081,75826.0
2017-10-24,59.081,59.393,57.674,58.143,204868.0
2017-10-25,57.83,57.987,56.892,57.518,123985.0
2017-10-26,57.205,57.518,56.892,57.518,47467.0
2017-10-27,57.518,58.143,57.361,57.83,71944.0
2017-10-28,57.518,58.143,57.361,57.83,71944.0
2017-10-29,57.518,58.143,57.361,57.83,71944.0
2017-10-30,57.83,57.987,57.361,57.674,68197.0
2017-10-31,57.361,58.143,57.049,57.205,67633.0
2017-11-01,57.518,57.674,57.049,57.518,102815.0
2017-11-02,57.518,57.518,56.267,56.267,92756.0
2017-11-03,56.267,57.518,56.111,56.892,150344.0
2017-11-04,56.267,57.518,56.111,56.892,150344.0
2017-11-05,56.267,57.518,56.111,56.892,150344.0
2017-11-06,56.892,57.205,56.58,57.049,39796.0
2017-11-07,57.83,57.83,56.58,56.736,100968.0
2017-11-08,56.892,57.205,56.58,56.892,132968.0
2017-11-09,56.736,56.736,55.017,55.173,265435.0
2017-11-10,55.173,55.955,55.173,55.955,90803.0
2017-11-11,55.173,55.955,55.173,55.955,90803.0
2017-11-12,55.173,55.955,55.173,55.955,90803.0
2017-11-13,55.642,55.642,54.392,54.548,72606.0
2017-11-14,54.704,54.704,53.141,53.298,127387.0
2017-11-15,53.141,53.298,52.204,52.204,469364.0
2017-11-16,52.36,53.454,52.36,53.141,66999.0
2017-11-17,53.767,53.767,52.516,52.672,52361.0
2017-11-18,53.767,53.767,52.516,52.672,52361.0
2017-11-19,53.767,53.767,52.516,52.672,52361.0
2017-11-20,52.829,52.829,51.891,52.516,69474.0
2017-11-21,52.516,54.392,52.204,53.767,118053.0
2017-11-22,54.392,55.486,54.079,54.235,125647.0
2017-11-23,54.392,54.704,53.923,54.235,103816.0
2017-11-24,54.235,54.392,53.454,54.079,93286.0
2017-11-25,54.235,54.392,53.454,54.079,93286.0
2017-11-26,54.235,54.392,53.454,54.079,93286.0
2017-11-27,54.079,54.548,53.767,53.923,48999.0
2017-11-28,53.767,54.079,53.298,53.61,40049.0
2017-11-29,53.61,54.235,53.298,53.767,57152.0
2017-11-30,54.079,54.079,52.672,52.672,102177.0
2017-12-01,52.672,53.767,52.672,53.141,49784.0
2017-12-02,52.672,53.767,52.672,53.141,49784.0
2017-12-03,52.672,53.767,52.672,53.141,49784.0
2017-12-04,53.454,53.923,53.298,53.454,55276.0
2017-12-05,53.767,55.017,53.767,53.923,163157.0
2017-12-06,54.235,54.548,53.767,54.079,77185.0
2017-12-07,54.235,54.392,53.298,53.454,80695.0
2017-12-08,53.454,54.079,53.454,53.767,73071.0
2017-12-09,53.454,54.079,53.454,53.767,73071.0
2017-12-10,53.454,54.079,53.454,53.767,73071.0
2017-12-11,54.079,54.235,53.141,53.141,105116.0
2017-12-12,53.61,54.079,53.454,53.767,59620.0
2017-12-13,53.923,55.642,53.767,55.329,97883.0
2017-12-14,55.642,55.642,54.704,55.486,155154.0
2017-12-15,55.642,55.642,54.704,54.704,132278.0
2017-12-16,55.642,55.642,54.704,54.704,132278.0
2017-12-17,55.642,55.642,54.704,54.704,132278.0
2017-12-18,55.642,55.955,55.329,55.329,150081.0
2017-12-19,55.642,56.111,55.486,55.486,143236.0
2017-12-20,55.642,55.955,55.173,55.173,154281.0
2017-12-21,55.017,55.329,54.548,55.017,86677.0
2017-12-22,55.017,55.017,53.767,54.704,126764.0
2017-12-23,55.017,55.017,53.767,54.704,126764.0
2017-12-24,55.017,55.017,53.767,54.704,126764.0
2017-12-25,55.017,55.017,53.767,54.704,126764.0
2017-12-26,55.017,55.017,53.767,54.704,126764.0
2017-12-27,55.017,57.83,55.017,57.518,139565.0
2017-12-28,57.518,57.987,56.892,57.361,138464.0
2017-12-29,57.518,58.299,57.049,57.987,83144.0
2017-12-30,57.518,58.299,57.049,57.987,83144.0
2017-12-31,57.518,58.299,57.049,57.987,83144.0
2018-01-01,57.518,58.299,57.049,57.987,83144.0
2018-01-02,58.393,58.455,56.392,56.83,248052.0
2018-01-03,56.83,57.268,55.892,56.08,157850.0
2018-01-04,56.267,56.83,56.267,56.705,152817.0
2018-01-05,56.892,57.768,56.892,57.518,266179.0
2018-01-06,56.892,57.768,56.892,57.518,266179.0
2018-01-07,56.892,57.768,56.892,57.518,266179.0
2018-01-08,57.768,57.768,55.892,56.33,263775.0
2018-01-09,56.517,57.705,56.517,57.393,197854.0
2018-01-10,57.393,57.455,56.392,56.58,112684.0
2018-01-11,56.642,56.642,55.204,55.705,193478.0
2018-01-12,55.83,56.455,55.204,56.392,136411.0
2018-01-13,55.83,56.455,55.204,56.392,136411.0
2018-01-14,55.83,56.455,55.204,56.392,136411.0
2018-01-15,56.392,56.392,54.454,55.392,313958.0
2018-01-16,55.204,55.58,55.017,55.455,105119.0
2018-01-17,55.392,55.392,54.017,54.392,120344.0
2018-01-18,54.392,54.517,53.892,54.454,92838.0
2018-01-19,54.454,54.454,53.329,53.829,175261.0
2018-01-20,54.454,54.454,53.329,53.829,175261.0
2018-01-21,54.454,54.454,53.329,53.829,175261.0
2018-01-22,53.767,54.017,53.454,53.454,109051.0
2018-01-23,53.454,54.204,53.454,54.204,113496.0
2018-01-24,54.204,54.204,53.516,53.516,157150.0
2018-01-25,53.516,54.017,53.141,53.204,87399.0
2018-01-26,53.204,53.329,52.641,52.641,284769.0
2018-01-27,53.204,53.329,52.641,52.641,284769.0
2018-01-28,53.204,53.329,52.641,52.641,284769.0
2018-01-29,52.954,53.329,52.266,52.391,137454.0
2018-01-30,52.391,52.766,51.266,51.516,326138.0
2018-01-31,50.953,52.266,50.953,51.578,192159.0
2018-02-01,51.891,53.704,51.891,53.329,179024.0
2018-02-02,53.641,53.641,52.516,52.766,118711.0
2018-02-03,53.641,53.641,52.516,52.766,118711.0
2018-02-04,53.641,53.641,52.516,52.766,118711.0
2018-02-05,52.516,52.516,51.266,51.703,130310.0
2018-02-06,50.078,50.578,49.265,50.328,414582.0
2018-02-07,50.328,50.828,50.328,50.39,147967.0
2018-02-08,51.891,54.704,51.891,54.704,518182.0
2018-02-09,53.141,55.83,52.954,55.83,324826.0
2018-02-10,53.141,55.83,52.954,55.83,324826.0
2018-02-11,53.141,55.83,52.954,55.83,324826.0
2018-02-12,56.267,57.768,55.642,57.205,396303.0
2018-02-13,57.518,57.518,55.392,55.892,174475.0
2018-02-14,55.892,56.392,55.329,56.205,214440.0
2018-02-15,56.642,56.83,55.705,56.205,164328.0
2018-02-16,56.33,57.455,56.017,57.143,229835.0
2018-02-17,56.33,57.455,56.017,57.143,229835.0
2018-02-18,56.33,57.455,56.017,57.143,229835.0
2018-02-19,56.892,57.018,55.392,55.642,122386.0
2018-02-20,55.955,56.267,55.142,56.267,116051.0
2018-02-21,56.267,56.267,55.142,55.329,88944.0
2018-02-22,55.267,55.517,54.517,54.704,74590.0
2018-02-23,55.142,55.267,54.579,55.204,100738.0
2018-02-24,55.142,55.267,54.579,55.204,100738.0
2018-02-25,55.142,55.267,54.579,55.204,100738.0
2018-02-26,55.329,55.58,54.454,54.704,75441.0
2018-02-27,54.704,55.455,54.517,55.204,86955.0
2018-02-28,55.204,55.767,54.892,55.267,126022.0
2018-03-01,55.329,55.455,54.767,54.954,205198.0
2018-03-02,54.704,54.767,53.454,53.516,138926.0
2018-03-03,54.704,54.767,53.454,53.516,138926.0
2018-03-04,54.704,54.767,53.454,53.516,138926.0
2018-03-05,53.516,53.954,53.141,53.641,85628.0
2018-03-06,54.017,54.454,53.829,54.392,125164.0
2018-03-07,54.267,54.579,53.954,54.142,80465.0
2018-03-08,54.517,55.142,54.142,55.017,72344.0
2018-03-09,55.204,55.892,54.954,55.142,98867.0
2018-03-10,55.204,55.892,54.954,55.142,98867.0
2018-03-11,55.204,55.892,54.954,55.142,98867.0
2018-03-12,55.642,55.955,55.017,55.079,91008.0
2018-03-13,55.079,55.329,54.204,54.579,81941.0
2018-03-14,54.954,55.204,54.267,54.829,102100.0
2018-03-15,54.829,54.954,54.329,54.579,85781.0
2018-03-16,54.954,54.954,54.204,54.392,82899.0
2018-03-17,54.954,54.954,54.204,54.392,82899.0
2018-03-18,54.954,54.954,54.204,54.392,82899.0
2018-03-19,54.454,54.517,53.704,54.079,42113.0
2018-03-20,54.392,54.517,53.767,54.079,85423.0
2018-03-21,54.392,54.392,54.017,54.204,52064.0
2018-03-22,54.204,54.517,53.954,54.079,204661.0
2018-03-23,54.079,54.704,52.704,54.704,169519.0
2018-03-24,54.079,54.704,52.704,54.704,169519.0
2018-03-25,54.079,54.704,52.704,54.704,169519.0
2018-03-26,54.392,54.704,53.767,53.767,80700.0
2018-03-27,54.267,55.455,53.829,54.954,94483.0
2018-03-28,55.017,55.142,54.642,54.829,57759.0
2018-03-29,55.017,55.142,54.642,54.829,57759.0
2018-03-30,55.017,55.142,54.642,54.829,57759.0
2018-03-31,55.017,55.142,54.642,54.829,57759.0
2018-04-01,55.017,55.142,54.642,54.829,57759.0
2018-04-02,55.017,55.142,54.642,54.829,57759.0
2018-04-03,55.642,55.642,54.454,55.017,145589.0
2018-04-04,55.142,56.205,55.017,55.955,189175.0
2018-04-05,56.142,56.142,55.58,56.142,103228.0
2018-04-06,56.267,56.267,55.267,56.017,85719.0
2018-04-07,56.267,56.267,55.267,56.017,85719.0
2018-04-08,56.267,56.267,55.267,56.017,85719.0
2018-04-09,55.892,56.017,55.204,55.58,146957.0
2018-04-10,55.455,56.892,55.455,56.58,160486.0
2018-04-11,56.767,57.83,56.705,57.393,226710.0
2018-04-12,57.268,57.268,56.83,57.018,167679.0
2018-04-13,56.955,58.143,56.58,57.83,214961.0
2018-04-14,56.955,58.143,56.58,57.83,214961.0
2018-04-15,56.955,58.143,56.58,57.83,214961.0
2018-04-16,57.768,57.768,57.08,57.518,136073.0
2018-04-17,57.893,57.893,57.268,57.643,88002.0
2018-04-18,57.705,59.893,57.705,59.456,200663.0
2018-04-19,59.706,60.519,59.456,60.268,144647.0
2018-04-20,60.519,61.331,59.456,59.706,266375.0
2018-04-21,60.519,61.331,59.456,59.706,266375.0
2018-04-22,60.519,61.331,59.456,59.706,266375.0
2018-04-23,59.706,60.706,59.518,60.018,144663.0
2018-04-24,60.018,60.706,60.018,60.143,96402.0
2018-04-25,60.081,60.143,58.831,60.143,223979.0
2018-04-26,60.331,61.269,59.768,61.144,188099.0
2018-04-27,61.206,61.206,59.768,59.831,126214.0
2018-04-28,61.206,61.206,59.768,59.831,126214.0
2018-04-29,61.206,61.206,59.768,59.831,126214.0
2018-04-30,59.831,61.206,59.831,60.956,127603.0
2018-05-01,59.831,61.206,59.831,60.956,127603.0
2018-05-02,61.456,61.456,60.644,61.144,203567.0
2018-05-03,60.946,60.946,57.849,59.958,399883.0
2018-05-04,60.419,60.419,59.035,59.431,229050.0
2018-05-05,60.419,60.419,59.035,59.431,229050.0
2018-05-06,60.419,60.419,59.035,59.431,229050.0
2018-05-07,59.431,60.814,59.431,60.814,163112.0
2018-05-08,60.748,60.748,59.76,60.09,149016.0
2018-05-09,60.09,60.221,59.76,59.958,116735.0
2018-05-10,60.09,60.221,59.76,59.958,116735.0
2018-05-11,59.958,60.617,59.958,60.287,126022.0
2018-05-12,59.958,60.617,59.958,60.287,126022.0
2018-05-13,59.958,60.617,59.958,60.287,126022.0
2018-05-14,60.287,60.683,60.09,60.617,150087.0
2018-05-15,60.814,61.078,60.617,60.748,103319.0
2018-05-16,60.617,60.946,59.431,59.562,155823.0
2018-05-17,60.617,60.946,59.431,59.562,155823.0
2018-05-18,59.431,60.946,59.431,60.617,126596.0
2018-05-19,59.431,60.946,59.431,60.617,126596.0
2018-05-20,59.431,60.946,59.431,60.617,126596.0
2018-05-21,59.431,60.946,59.431,60.617,126596.0
2018-05-22,60.551,60.946,60.155,60.814,151524.0
2018-05-23,60.617,60.946,60.617,60.683,95055.0
2018-05-24,60.683,61.869,60.617,61.473,215641.0
2018-05-25,61.671,61.869,61.539,61.671,81941.0
2018-05-26,61.671,61.869,61.539,61.671,81941.0
2018-05-27,61.671,61.869,61.539,61.671,81941.0
2018-05-28,61.21,62.198,61.012,61.934,70348.0
2018-05-29,62.132,62.33,61.934,62.132,161525.0
2018-05-30,62.132,62.33,61.934,62.0,89996.0
2018-05-31,62.0,63.055,61.934,62.593,253362.0
2018-06-01,61.934,62.791,61.934,62.593,101446.0
2018-06-02,61.934,62.791,61.934,62.593,101446.0
2018-06-03,61.934,62.791,61.934,62.593,101446.0
2018-06-04,62.725,63.516,62.725,62.857,58548.0
2018-06-05,63.186,63.582,62.264,62.264,67226.0
2018-06-06,62.462,62.725,61.803,61.803,67123.0
2018-06-07,61.934,62.659,61.671,61.671,61217.0
2018-06-08,61.671,62.0,61.605,61.803,71870.0
2018-06-09,61.671,62.0,61.605,61.803,71870.0
2018-06-10,61.671,62.0,61.605,61.803,71870.0
2018-06-11,62.923,64.306,62.527,63.713,492462.0
2018-06-12,63.845,64.175,63.384,63.516,72782.0
2018-06-13,63.516,63.713,62.659,62.857,71739.0
2018-06-14,63.845,63.911,63.186,63.318,74309.0
2018-06-15,59.299,59.694,56.993,57.981,707567.0
2018-06-16,59.299,59.694,56.993,57.981,707567.0
2018-06-17,59.299,59.694,56.993,57.981,707567.0
2018-06-18,57.981,58.113,55.082,56.993,298663.0
2018-06-19,57.52,57.52,55.807,56.005,137189.0
2018-06-20,56.005,56.795,55.807,56.005,142541.0
2018-06-21,56.005,56.005,54.555,54.555,243181.0
2018-06-22,54.555,54.555,53.764,53.764,504986.0
2018-06-23,54.555,54.555,53.764,53.764,504986.0
2018-06-24,54.555,54.555,53.764,53.764,504986.0
2018-06-25,53.698,53.698,52.908,52.974,119461.0
2018-06-26,53.105,54.16,52.842,54.028,139517.0
2018-06-27,54.028,54.094,53.04,54.028,201934.0
2018-06-28,54.357,54.357,53.567,54.028,200316.0
2018-06-29,54.16,54.226,53.698,53.962,262829.0
2018-06-30,54.16,54.226,53.698,53.962,262829.0
2018-07-01,54.16,54.226,53.698,53.962,262829.0
2018-07-02,54.028,54.028,53.04,53.105,91439.0
2018-07-03,53.105,53.962,52.71,53.698,116010.0
2018-07-04,53.698,54.094,53.698,53.83,66917.0
2018-07-05,53.698,54.489,53.698,53.896,71645.0
2018-07-06,53.896,54.291,53.435,53.764,72869.0
2018-07-07,53.896,54.291,53.435,53.764,72869.0
2018-07-08,53.896,54.291,53.435,53.764,72869.0
2018-07-09,54.028,54.291,53.567,53.633,46003.0
2018-07-10,53.764,53.896,53.501,53.698,107152.0
2018-07-11,53.633,53.764,52.908,53.04,105251.0
2018-07-12,52.71,52.842,50.865,50.997,295564.0
2018-07-13,50.997,51.063,49.613,49.943,192298.0
2018-07-14,50.997,51.063,49.613,49.943,192298.0
2018-07-15,50.997,51.063,49.613,49.943,192298.0
2018-07-16,49.943,51.063,49.745,50.075,91566.0
2018-07-17,50.075,51.656,50.075,51.524,105648.0
2018-07-18,52.051,52.051,50.272,50.338,96925.0
2018-07-19,50.338,51.392,50.206,51.063,81428.0
2018-07-20,51.063,51.524,50.799,51.327,45388.0
2018-07-21,51.063,51.524,50.799,51.327,45388.0
2018-07-22,51.063,51.524,50.799,51.327,45388.0
2018-07-23,51.854,52.051,51.261,51.788,71196.0
2018-07-24,51.458,51.788,51.129,51.392,80862.0
2018-07-25,51.392,51.985,51.392,51.722,89017.0
2018-07-26,51.722,53.237,51.722,53.171,94808.0
2018-07-27,53.171,53.303,52.447,53.171,39701.0
2018-07-28,53.171,53.303,52.447,53.171,39701.0
2018-07-29,53.171,53.303,52.447,53.171,39701.0
2018-07-30,53.171,53.303,52.183,53.04,66144.0
2018-07-31,52.974,52.974,52.315,52.71,73881.0
2018-08-01,53.04,53.04,52.447,52.842,67659.0
2018-08-02,52.71,52.71,51.656,51.92,47378.0
2018-08-03,51.92,52.315,51.392,51.656,105986.0
2018-08-04,51.92,52.315,51.392,51.656,105986.0
