,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity
2017-11-13,183.998,186.495,182.516,185.949,137058.0
2017-11-14,184.701,184.701,181.501,182.438,163500.0
2017-11-15,193.908,206.55,192.738,200.697,1077309.0
2017-11-16,200.697,202.882,198.512,201.868,435464.0
2017-11-17,202.102,202.804,194.221,195.001,334126.0
2017-11-18,202.102,202.804,194.221,195.001,334126.0
2017-11-19,202.102,202.804,194.221,195.001,334126.0
2017-11-20,194.299,201.946,192.27,199.449,297241.0
2017-11-21,199.449,205.457,198.278,205.223,273813.0
2017-11-22,205.223,208.344,202.102,202.882,260963.0
2017-11-23,201.556,203.116,199.917,200.931,130206.0
2017-11-24,200.697,202.258,190.631,191.646,370719.0
2017-11-25,200.697,202.258,190.631,191.646,370719.0
2017-11-26,200.697,202.258,190.631,191.646,370719.0
2017-11-27,191.646,194.767,189.148,190.787,293548.0
2017-11-28,191.177,191.567,189.227,190.163,230344.0
2017-11-29,190.397,191.177,185.481,186.027,248589.0
2017-11-30,187.276,190.163,184.701,190.163,357709.0
2017-12-01,190.319,191.411,185.871,189.929,232208.0
2017-12-02,190.319,191.411,185.871,189.929,232208.0
2017-12-03,190.319,191.411,185.871,189.929,232208.0
2017-12-04,191.177,194.455,188.914,191.333,185330.0
2017-12-05,190.631,193.44,190.397,193.44,217461.0
2017-12-06,193.128,196.796,190.397,196.483,240159.0
2017-12-07,196.64,196.874,192.66,194.689,146459.0
2017-12-08,194.923,195.859,190.319,191.802,337980.0
2017-12-09,194.923,195.859,190.319,191.802,337980.0
2017-12-10,194.923,195.859,190.319,191.802,337980.0
2017-12-11,193.284,193.752,187.666,192.582,231664.0
2017-12-12,191.177,196.249,189.695,196.249,276147.0
2017-12-13,196.249,201.321,195.391,200.853,324721.0
2017-12-14,197.888,198.122,192.816,193.44,425668.0
2017-12-15,193.362,193.44,185.871,189.929,414224.0
2017-12-16,193.362,193.44,185.871,189.929,414224.0
2017-12-17,193.362,193.44,185.871,189.929,414224.0
2017-12-18,190.007,193.128,188.368,190.397,301648.0
2017-12-19,187.12,188.992,182.906,186.105,486664.0
2017-12-20,185.247,185.325,180.097,181.657,387100.0
2017-12-21,181.189,184.701,179.785,183.842,318572.0
2017-12-22,184.154,188.368,183.998,185.637,129995.0
2017-12-23,184.154,188.368,183.998,185.637,129995.0
2017-12-24,184.154,188.368,183.998,185.637,129995.0
2017-12-25,184.154,188.368,183.998,185.637,129995.0
2017-12-26,184.154,188.368,183.998,185.637,129995.0
2017-12-27,186.417,189.461,184.857,189.383,353115.0
2017-12-28,190.007,193.128,188.056,192.114,131975.0
2017-12-29,191.646,193.128,190.319,192.582,101078.0
2017-12-30,191.646,193.128,190.319,192.582,101078.0
2017-12-31,191.646,193.128,190.319,192.582,101078.0
2018-01-01,191.646,193.128,190.319,192.582,101078.0
2018-01-02,193.518,193.518,186.495,187.9,149965.0
2018-01-03,188.836,189.305,182.75,183.218,167849.0
2018-01-04,183.218,189.148,183.218,186.964,171500.0
2018-01-05,187.276,192.582,186.027,191.177,215139.0
2018-01-06,187.276,192.582,186.027,191.177,215139.0
2018-01-07,187.276,192.582,186.027,191.177,215139.0
2018-01-08,191.177,191.177,183.686,184.467,187155.0
2018-01-09,185.091,186.027,184.154,185.871,123320.0
2018-01-10,185.715,185.715,181.501,183.686,213305.0
2018-01-11,184.623,184.623,181.345,182.906,223415.0
2018-01-12,183.374,183.374,176.663,177.288,274997.0
2018-01-13,183.374,183.374,176.663,177.288,274997.0
2018-01-14,183.374,183.374,176.663,177.288,274997.0
2018-01-15,176.82,179.004,175.727,176.195,125784.0
2018-01-16,176.195,177.912,174.166,174.791,234311.0
2018-01-17,174.01,175.571,168.86,170.265,240559.0
2018-01-18,169.797,170.109,166.831,167.924,199488.0
2018-01-19,168.548,171.045,168.236,168.86,284301.0
2018-01-20,168.548,171.045,168.236,168.86,284301.0
2018-01-21,168.548,171.045,168.236,168.86,284301.0
2018-01-22,168.548,173.386,167.924,170.265,241921.0
2018-01-23,171.669,171.669,168.704,169.641,186708.0
2018-01-24,169.016,169.641,163.554,164.491,296966.0
2018-01-25,164.647,164.959,161.837,163.398,201646.0
2018-01-26,163.086,165.739,160.901,164.491,192027.0
2018-01-27,163.086,165.739,160.901,164.491,192027.0
2018-01-28,163.086,165.739,160.901,164.491,192027.0
2018-01-29,164.803,165.583,159.965,159.965,220039.0
2018-01-30,160.433,163.398,159.34,162.306,220855.0
2018-01-31,162.306,166.519,160.901,163.554,282229.0
2018-02-01,163.242,166.831,161.525,166.831,222270.0
2018-02-02,168.08,173.854,168.08,172.606,442518.0
2018-02-03,168.08,173.854,168.08,172.606,442518.0
2018-02-04,168.08,173.854,168.08,172.606,442518.0
2018-02-05,172.606,174.635,168.86,172.294,349284.0
2018-02-06,166.988,171.201,165.427,169.953,345833.0
2018-02-07,170.889,175.103,167.924,174.479,365793.0
2018-02-08,174.323,181.814,172.918,181.345,409680.0
2018-02-09,177.912,183.374,176.663,180.721,295543.0
2018-02-10,177.912,183.374,176.663,180.721,295543.0
2018-02-11,177.912,183.374,176.663,180.721,295543.0
2018-02-12,181.033,181.97,178.848,181.189,230007.0
2018-02-13,180.253,188.68,180.253,187.432,389151.0
2018-02-14,188.68,190.397,186.651,188.836,306835.0
2018-02-15,192.426,197.108,186.183,196.015,511355.0
2018-02-16,196.171,201.321,193.362,201.165,527748.0
2018-02-17,196.171,201.321,193.362,201.165,527748.0
2018-02-18,196.171,201.321,193.362,201.165,527748.0
2018-02-19,200.229,204.287,196.796,200.229,307918.0
2018-02-20,200.229,206.003,200.229,203.974,473448.0
2018-02-21,202.882,213.963,202.57,211.466,466583.0
2018-02-22,210.529,217.24,210.061,216.928,281426.0
2018-02-23,216.616,225.043,215.367,224.575,321500.0
2018-02-24,216.616,225.043,215.367,224.575,321500.0
2018-02-25,216.616,225.043,215.367,224.575,321500.0
2018-02-26,224.107,226.916,220.829,220.985,352237.0
2018-02-27,217.708,219.425,213.182,215.835,362082.0
2018-02-28,214.587,221.922,213.806,220.049,256244.0
2018-03-01,219.269,220.517,216.46,219.425,229070.0
2018-03-02,216.928,219.581,215.523,216.928,211072.0
2018-03-03,216.928,219.581,215.523,216.928,211072.0
2018-03-04,216.928,219.581,215.523,216.928,211072.0
2018-03-05,215.991,219.425,214.275,218.488,271819.0
2018-03-06,219.113,222.702,219.113,222.702,266209.0
2018-03-07,222.234,232.534,222.078,228.32,465490.0
2018-03-08,230.193,236.123,226.916,233.783,418388.0
2018-03-09,233.47,240.025,231.91,235.499,584052.0
2018-03-10,233.47,240.025,231.91,235.499,584052.0
2018-03-11,233.47,240.025,231.91,235.499,584052.0
2018-03-12,236.436,248.296,236.28,244.083,931423.0
2018-03-13,242.522,243.458,234.719,235.655,504704.0
2018-03-14,235.655,241.898,233.939,234.407,447801.0
2018-03-15,235.655,235.655,229.881,230.193,436067.0
2018-03-16,225.979,234.251,224.731,228.945,2881303.0
2018-03-17,225.979,234.251,224.731,228.945,2881303.0
2018-03-18,225.979,234.251,224.731,228.945,2881303.0
2018-03-19,228.945,233.314,226.448,231.286,422156.0
2018-03-20,230.193,237.996,230.193,237.528,281008.0
2018-03-21,237.996,240.181,236.748,237.216,215277.0
2018-03-22,236.436,241.118,234.563,235.967,278332.0
2018-03-23,232.378,239.557,225.667,237.996,568640.0
2018-03-24,232.378,239.557,225.667,237.996,568640.0
2018-03-25,232.378,239.557,225.667,237.996,568640.0
2018-03-26,239.401,247.828,236.904,246.58,331337.0
2018-03-27,247.204,251.73,247.204,250.949,382858.0
2018-03-28,248.14,252.198,248.14,250.637,149124.0
2018-03-29,248.14,252.198,248.14,250.637,149124.0
2018-03-30,248.14,252.198,248.14,250.637,149124.0
2018-03-31,248.14,252.198,248.14,250.637,149124.0
2018-04-01,248.14,252.198,248.14,250.637,149124.0
2018-04-02,248.14,252.198,248.14,250.637,149124.0
2018-04-03,248.296,257.504,248.296,257.504,603751.0
2018-04-04,257.66,260.313,250.481,252.822,458251.0
2018-04-05,255.319,256.724,250.949,255.163,276548.0
2018-04-06,254.695,257.972,252.51,257.972,385224.0
2018-04-07,254.695,257.972,252.51,257.972,385224.0
2018-04-08,254.695,257.972,252.51,257.972,385224.0
2018-04-09,258.597,262.03,256.724,259.689,278961.0
2018-04-10,260.625,267.024,260.313,266.244,562798.0
2018-04-11,266.244,269.209,262.03,267.492,766560.0
2018-04-12,267.648,270.77,263.278,269.989,347937.0
2018-04-13,270.77,277.948,269.989,274.827,395554.0
2018-04-14,270.77,277.948,269.989,274.827,395554.0
2018-04-15,270.77,277.948,269.989,274.827,395554.0
2018-04-16,275.451,277.948,272.018,277.324,300549.0
2018-04-17,277.792,282.474,276.544,281.382,412938.0
2018-04-18,281.694,296.208,281.694,292.618,636108.0
2018-04-19,287.624,291.526,283.879,284.815,599174.0
2018-04-20,284.347,289.185,281.85,285.283,387296.0
2018-04-21,284.347,289.185,281.85,285.283,387296.0
2018-04-22,284.347,289.185,281.85,285.283,387296.0
2018-04-23,284.815,291.838,284.815,291.214,252997.0
2018-04-24,292.618,294.179,289.497,293.711,242189.0
2018-04-25,293.399,303.543,290.433,299.173,403181.0
2018-04-26,299.641,307.288,294.491,306.508,326225.0
2018-04-27,306.664,315.404,306.664,314.623,638365.0
2018-04-28,306.664,315.404,306.664,314.623,638365.0
2018-04-29,306.664,315.404,306.664,314.623,638365.0
2018-04-30,307.444,307.913,285.596,292.618,1092454.0
2018-05-01,307.444,307.913,285.596,292.618,1092454.0
2018-05-02,290.121,297.612,286.376,297.612,530640.0
2018-05-03,298.393,308.225,296.832,301.67,429493.0
2018-05-04,303.231,310.41,302.762,305.259,296734.0
2018-05-05,303.231,310.41,302.762,305.259,296734.0
2018-05-06,303.231,310.41,302.762,305.259,296734.0
2018-05-07,304.791,314.155,304.635,313.999,184579.0
2018-05-08,313.999,314.623,306.04,311.97,303495.0
2018-05-09,311.97,313.999,301.514,305.259,401405.0
2018-05-10,311.97,313.999,301.514,305.259,401405.0
2018-05-11,306.352,307.6,296.208,303.699,359563.0
2018-05-12,306.352,307.6,296.208,303.699,359563.0
2018-05-13,306.352,307.6,296.208,303.699,359563.0
2018-05-14,304.791,308.225,301.358,303.699,343471.0
2018-05-15,292.15,298.237,285.439,296.52,819467.0
2018-05-16,284.971,289.809,277.168,283.879,1932664.0
2018-05-17,284.971,289.809,277.168,283.879,1932664.0
2018-05-18,284.815,291.058,282.006,290.59,419120.0
2018-05-19,284.815,291.058,282.006,290.59,419120.0
2018-05-20,284.815,291.058,282.006,290.59,419120.0
2018-05-21,284.815,291.058,282.006,290.59,419120.0
2018-05-22,291.994,292.462,274.515,274.515,437034.0
2018-05-23,273.11,281.694,273.11,279.041,453575.0
2018-05-24,279.665,284.815,279.665,283.255,323674.0
2018-05-25,284.035,287.78,275.295,276.232,375736.0
2018-05-26,284.035,287.78,275.295,276.232,375736.0
2018-05-27,284.035,287.78,275.295,276.232,375736.0
2018-05-28,275.607,282.474,275.451,279.977,164293.0
2018-05-29,278.573,279.665,273.267,277.324,289674.0
2018-05-30,276.076,284.971,274.671,277.48,325523.0
2018-05-31,279.665,283.567,277.792,278.573,409731.0
2018-06-01,279.041,282.786,271.55,273.267,611406.0
2018-06-02,279.041,282.786,271.55,273.267,611406.0
2018-06-03,279.041,282.786,271.55,273.267,611406.0
2018-06-04,273.11,279.041,272.018,278.261,226662.0
2018-06-05,279.041,279.041,268.897,269.989,380241.0
2018-06-06,271.64,276.594,271.31,274.283,319123.0
2018-06-07,275.769,280.062,272.961,277.915,245709.0
2018-06-08,276.594,286.337,272.631,285.511,331097.0
2018-06-09,276.594,286.337,272.631,285.511,331097.0
2018-06-10,276.594,286.337,272.631,285.511,331097.0
2018-06-11,287.493,287.493,281.713,284.19,275380.0
2018-06-12,284.851,292.282,284.355,287.988,335442.0
2018-06-13,287.988,295.419,287.328,295.419,299711.0
2018-06-14,296.41,299.713,287.328,291.126,298945.0
2018-06-15,293.107,296.08,290.796,296.08,375076.0
2018-06-16,293.107,296.08,290.796,296.08,375076.0
2018-06-17,293.107,296.08,290.796,296.08,375076.0
2018-06-18,296.245,296.245,289.64,290.135,257818.0
2018-06-19,290.63,293.933,288.484,291.786,208246.0
2018-06-20,293.107,293.933,284.355,285.346,196131.0
2018-06-21,285.346,291.291,285.016,286.832,260773.0
2018-06-22,286.007,289.475,283.2,287.823,246528.0
2018-06-23,286.007,289.475,283.2,287.823,246528.0
2018-06-24,286.007,289.475,283.2,287.823,246528.0
2018-06-25,288.319,292.612,281.879,282.209,219100.0
2018-06-26,281.713,288.319,276.099,285.181,273681.0
2018-06-27,285.181,287.823,282.374,284.851,196651.0
2018-06-28,284.355,288.979,282.044,284.851,239167.0
2018-06-29,285.511,286.832,281.548,282.209,219089.0
2018-06-30,285.511,286.832,281.548,282.209,219089.0
2018-07-01,285.511,286.832,281.548,282.209,219089.0
2018-07-02,281.053,285.677,280.723,284.025,157890.0
2018-07-03,284.19,285.677,279.236,283.2,198832.0
2018-07-04,283.695,290.465,280.227,286.667,200087.0
2018-07-05,286.337,296.905,283.034,293.933,271279.0
2018-07-06,294.759,298.887,293.438,297.401,280896.0
2018-07-07,294.759,298.887,293.438,297.401,280896.0
2018-07-08,294.759,298.887,293.438,297.401,280896.0
2018-07-09,298.887,302.685,297.401,299.052,203000.0
2018-07-10,302.685,302.685,294.759,298.887,198300.0
2018-07-11,297.236,299.382,293.273,296.41,119676.0
2018-07-12,296.08,300.538,295.584,299.052,160871.0
2018-07-13,299.217,301.694,296.575,299.548,204124.0
2018-07-14,299.217,301.694,296.575,299.548,204124.0
2018-07-15,299.217,301.694,296.575,299.548,204124.0
2018-07-16,299.052,301.694,296.08,300.373,124872.0
2018-07-17,300.869,305.327,299.548,304.997,128469.0
2018-07-18,303.841,307.804,302.85,306.813,217687.0
2018-07-19,305.657,309.125,304.336,307.639,70364.0
2018-07-20,308.134,310.942,305.657,307.474,108797.0
2018-07-21,308.134,310.942,305.657,307.474,108797.0
2018-07-22,308.134,310.942,305.657,307.474,108797.0
2018-07-23,308.795,310.116,305.823,308.63,84761.0
2018-07-24,308.63,310.281,308.299,308.795,110316.0
2018-07-25,310.281,320.354,310.116,318.207,176596.0
2018-07-26,319.363,320.684,316.886,318.868,158700.0
2018-07-27,320.354,324.978,319.198,321.84,186152.0
2018-07-28,320.354,324.978,319.198,321.84,186152.0
2018-07-29,320.354,324.978,319.198,321.84,186152.0
2018-07-30,321.675,327.785,320.354,324.317,158009.0
2018-07-31,321.84,344.463,321.84,343.638,536419.0
2018-08-01,345.784,347.436,342.482,345.289,287398.0
2018-08-02,344.793,360.646,344.298,359.16,365494.0
2018-08-03,360.481,363.288,344.298,344.463,351458.0
2018-08-04,360.481,363.288,344.298,344.463,351458.0
2018-08-05,360.481,363.288,344.298,344.463,351458.0
2018-08-06,344.298,355.032,344.298,353.876,222426.0
2018-08-07,354.206,355.032,342.316,351.068,283556.0
2018-08-08,351.068,362.958,348.426,361.472,352129.0
2018-08-09,359.49,368.572,354.371,355.527,444214.0
2018-08-10,354.371,356.353,343.968,344.628,340540.0
2018-08-11,354.371,356.353,343.968,344.628,340540.0
2018-08-12,354.371,356.353,343.968,344.628,340540.0
2018-08-13,343.968,346.445,337.693,341.326,210276.0
2018-08-14,340.995,350.078,338.684,347.766,321300.0
2018-08-15,347.601,347.601,339.509,339.839,178073.0
2018-08-16,341.326,349.087,337.858,344.959,261569.0
2018-08-17,346.775,350.903,345.124,350.078,231079.0
2018-08-18,346.775,350.903,345.124,350.078,231079.0
2018-08-19,346.775,350.903,345.124,350.078,231079.0
2018-08-20,350.903,357.839,347.601,353.38,211308.0
2018-08-21,351.399,351.399,345.454,348.096,210745.0
2018-08-22,344.133,353.71,339.839,351.399,295015.0
2018-08-23,342.482,349.087,333.895,338.518,655673.0
2018-08-24,338.518,340.665,326.299,329.436,456518.0
2018-08-25,338.518,340.665,326.299,329.436,456518.0
2018-08-26,338.518,340.665,326.299,329.436,456518.0
2018-08-27,328.776,338.518,328.776,330.592,194652.0
2018-08-28,331.913,333.399,325.803,330.262,230153.0
2018-08-29,330.922,334.72,325.968,332.739,199488.0
2018-08-30,332.739,337.363,328.941,333.565,234324.0
2018-08-31,333.399,339.344,330.097,333.73,308631.0
2018-09-01,333.399,339.344,330.097,333.73,308631.0
2018-09-02,333.399,339.344,330.097,333.73,308631.0
2018-09-03,334.39,337.528,332.904,336.372,131690.0
2018-09-04,337.197,338.353,332.409,336.372,209162.0
2018-09-05,338.023,340.005,332.243,338.353,204399.0
2018-09-06,338.518,340.83,334.72,335.216,192609.0
2018-09-07,337.032,337.363,328.445,329.271,217352.0
2018-09-08,337.032,337.363,328.445,329.271,217352.0
2018-09-09,337.032,337.363,328.445,329.271,217352.0
2018-09-10,329.271,337.858,329.271,335.381,208931.0
2018-09-11,336.207,341.821,334.06,334.886,153122.0
2018-09-12,335.711,340.335,335.216,338.684,109033.0
2018-09-13,340.5,341.656,336.702,337.693,129680.0
2018-09-14,340.17,343.472,336.372,339.839,242486.0
2018-09-15,340.17,343.472,336.372,339.839,242486.0
2018-09-16,340.17,343.472,336.372,339.839,242486.0
2018-09-17,340.335,341.821,339.344,340.665,111457.0
2018-09-18,341.656,347.436,335.216,344.628,148918.0
2018-09-19,344.793,345.454,337.858,338.188,114385.0
2018-09-20,337.693,343.472,332.739,342.482,201717.0
2018-09-21,343.142,344.959,333.565,333.565,266020.0
2018-09-22,343.142,344.959,333.565,333.565,266020.0
2018-09-23,343.142,344.959,333.565,333.565,266020.0
2018-09-24,332.739,343.472,332.078,342.482,231145.0
2018-09-25,342.482,345.949,340.335,342.647,144900.0
2018-09-26,342.977,343.968,334.555,338.023,207403.0
2018-09-27,338.023,341.656,335.876,337.363,134926.0
2018-09-28,338.353,342.482,334.886,335.381,167859.0
2018-09-29,338.353,342.482,334.886,335.381,167859.0
2018-09-30,338.353,342.482,334.886,335.381,167859.0
2018-10-01,335.381,357.178,335.216,352.224,399710.0
2018-10-02,352.72,365.105,352.555,361.802,307122.0
2018-10-03,361.637,369.893,357.839,368.242,249501.0
2018-10-04,368.242,368.242,360.811,361.637,226768.0
2018-10-05,359.985,366.095,356.022,358.334,164108.0
2018-10-06,359.985,366.095,356.022,358.334,164108.0
2018-10-07,359.985,366.095,356.022,358.334,164108.0
2018-10-08,350.903,359.82,350.903,358.499,192037.0
2018-10-09,358.995,358.995,347.436,349.912,286659.0
2018-10-10,350.078,357.343,343.638,345.949,484229.0
2018-10-11,335.216,346.114,333.565,344.463,314953.0
2018-10-12,344.793,356.683,342.977,354.536,240852.0
2018-10-13,344.793,356.683,342.977,354.536,240852.0
2018-10-14,344.793,356.683,342.977,354.536,240852.0
2018-10-15,355.032,360.481,353.545,357.839,179215.0
2018-10-16,359.325,364.279,358.334,363.123,207572.0
2018-10-17,364.939,370.389,359.325,359.49,170116.0
2018-10-18,359.655,365.105,355.857,356.353,177223.0
2018-10-19,355.857,365.765,355.857,364.279,180126.0
2018-10-20,355.857,365.765,355.857,364.279,180126.0
2018-10-21,355.857,365.765,355.857,364.279,180126.0
2018-10-22,364.609,368.077,353.545,353.545,150309.0
2018-10-23,351.894,361.637,350.903,353.38,321739.0
2018-10-24,355.032,358.664,350.903,350.903,273360.0
2018-10-25,346.61,358.169,345.784,355.032,229895.0
2018-10-26,353.38,356.022,347.27,352.72,142666.0
2018-10-27,353.38,356.022,347.27,352.72,142666.0
2018-10-28,353.38,356.022,347.27,352.72,142666.0
2018-10-29,352.885,364.939,352.885,356.683,372915.0
2018-10-30,356.353,361.967,351.564,354.206,183966.0
2018-10-31,355.527,371.049,355.527,367.416,356768.0
2018-11-01,368.242,369.233,363.949,366.921,163249.0
2018-11-02,370.554,371.049,364.939,370.719,147543.0
2018-11-03,370.554,371.049,364.939,370.719,147543.0
2018-11-04,370.554,371.049,364.939,370.719,147543.0
2018-11-05,372.535,376.994,370.058,374.022,137981.0
2018-11-06,373.196,375.673,363.288,375.343,204983.0
2018-11-07,376.499,379.636,369.893,371.214,163607.0
2018-11-08,375.178,381.287,372.701,376.003,168976.0
2018-11-09,392.186,418.607,384.92,416.956,628198.0
2018-11-10,392.186,418.607,384.92,416.956,628198.0
2018-11-11,392.186,418.607,384.92,416.956,628198.0
2018-11-12,405.231,415.717,398.791,403.085,492149.0
2018-11-13,401.929,421.084,399.617,420.671,458321.0
2018-11-14,417.781,431.405,416.13,421.084,374729.0
2018-11-15,421.497,421.497,406.552,406.552,284333.0
2018-11-16,409.525,422.322,395.323,402.094,455176.0
2018-11-17,409.525,422.322,395.323,402.094,455176.0
2018-11-18,409.525,422.322,395.323,402.094,455176.0
2018-11-19,402.92,414.066,400.938,406.222,362039.0
2018-11-20,404.736,410.846,389.049,390.535,330817.0
2018-11-21,395.158,405.562,391.525,399.782,305991.0
2018-11-22,395.489,396.149,382.939,386.076,399470.0
2018-11-23,384.425,386.572,380.297,384.095,215752.0
2018-11-24,384.425,386.572,380.297,384.095,215752.0
2018-11-25,384.425,386.572,380.297,384.095,215752.0
2018-11-26,385.746,389.214,379.471,384.755,228507.0
2018-11-27,383.434,393.012,382.278,384.26,232706.0
2018-11-28,388.058,391.03,381.948,386.406,272650.0
2018-11-29,390.535,407.378,389.874,402.92,349693.0
2018-11-30,402.92,405.396,394.828,400.112,235677.0
2018-12-01,402.92,405.396,394.828,400.112,235677.0
2018-12-02,402.92,405.396,394.828,400.112,235677.0
2018-12-03,406.387,406.387,393.012,395.819,162120.0
2018-12-04,395.489,404.901,395.323,402.589,246685.0
2018-12-05,397.966,399.287,386.737,392.847,236595.0
2018-12-06,391.691,394.828,381.287,386.076,300084.0
2018-12-07,385.911,399.947,383.434,388.058,283296.0
2018-12-08,385.911,399.947,383.434,388.058,283296.0
2018-12-09,385.911,399.947,383.434,388.058,283296.0
2018-12-10,388.058,392.186,375.012,386.902,383132.0
2018-12-11,387.232,389.214,378.976,382.278,198374.0
2018-12-12,383.104,394.828,383.104,383.929,319499.0
2018-12-13,387.893,389.874,381.783,383.929,237549.0
2018-12-14,382.608,383.599,368.903,368.903,346404.0
2018-12-15,382.608,383.599,368.903,368.903,346404.0
2018-12-16,382.608,383.599,368.903,368.903,346404.0
2018-12-17,370.884,386.737,365.27,378.48,278916.0
2018-12-18,379.306,382.608,370.224,377.985,274550.0
2018-12-19,380.131,397.635,377.489,396.975,270182.0
2018-12-20,394.168,394.168,370.224,374.352,315240.0
2018-12-21,371.214,374.847,368.242,368.903,592149.0
2018-12-22,371.214,374.847,368.242,368.903,592149.0
2018-12-23,371.214,374.847,368.242,368.903,592149.0
2018-12-24,371.214,374.847,368.242,368.903,592149.0
2018-12-25,371.214,374.847,368.242,368.903,592149.0
2018-12-26,371.214,374.847,368.242,368.903,592149.0
2018-12-27,368.077,372.04,355.032,355.032,296768.0
2018-12-28,355.032,363.453,353.215,353.38,236289.0
2018-12-29,355.032,363.453,353.215,353.38,236289.0
2018-12-30,355.032,363.453,353.215,353.38,236289.0
2018-12-31,355.032,363.453,353.215,353.38,236289.0
2019-01-01,355.032,363.453,353.215,353.38,236289.0
2019-01-02,353.38,359.49,349.582,355.032,297836.0
2019-01-03,354.866,357.013,343.968,349.417,372581.0
2019-01-04,352.224,362.132,349.252,357.839,277651.0
2019-01-05,352.224,362.132,349.252,357.839,277651.0
2019-01-06,352.224,362.132,349.252,357.839,277651.0
2019-01-07,360.646,360.646,347.27,349.087,158334.0
2019-01-08,347.27,350.573,343.803,347.105,187593.0
2019-01-09,350.078,359.16,347.766,353.215,200405.0
2019-01-10,353.876,361.307,352.555,359.655,152647.0
2019-01-11,359.655,360.646,350.573,353.38,176445.0
2019-01-12,359.655,360.646,350.573,353.38,176445.0
2019-01-13,359.655,360.646,350.573,353.38,176445.0
2019-01-14,351.894,356.848,348.096,353.38,181538.0
2019-01-15,357.013,358.334,352.885,354.701,152771.0
2019-01-16,355.857,358.334,351.399,355.527,140967.0
2019-01-17,355.527,355.527,350.243,353.38,148106.0
2019-01-18,355.362,366.26,353.38,365.765,203232.0
2019-01-19,355.362,366.26,353.38,365.765,203232.0
2019-01-20,355.362,366.26,353.38,365.765,203232.0
2019-01-21,367.581,373.031,364.939,369.893,130650.0
2019-01-22,370.058,374.847,366.921,367.912,90521.0
2019-01-23,367.251,369.233,363.123,364.444,138398.0
2019-01-24,364.444,368.242,361.967,364.939,113627.0
2019-01-25,374.352,374.847,360.151,363.288,180501.0
2019-01-26,374.352,374.847,360.151,363.288,180501.0
2019-01-27,374.352,374.847,360.151,363.288,180501.0
2019-01-28,359.985,364.774,356.518,357.343,156099.0
2019-01-29,358.334,365.6,358.169,364.774,116061.0
2019-01-30,365.765,371.545,363.453,367.086,129833.0
2019-01-31,369.398,373.196,363.618,364.114,191093.0
2019-02-01,368.572,368.903,355.032,355.032,132105.0
2019-02-02,368.572,368.903,355.032,355.032,132105.0
2019-02-03,368.572,368.903,355.032,355.032,132105.0
2019-02-04,356.683,363.123,355.197,356.022,158743.0
2019-02-05,356.683,364.444,354.536,362.628,313345.0
2019-02-06,363.288,373.856,362.628,364.279,185966.0
2019-02-07,366.426,371.545,364.279,369.563,144979.0
2019-02-08,369.068,370.554,355.032,355.032,204368.0
2019-02-09,369.068,370.554,355.032,355.032,204368.0
2019-02-10,369.068,370.554,355.032,355.032,204368.0
2019-02-11,358.169,363.618,355.692,363.453,130102.0
2019-02-12,364.939,364.939,351.564,354.206,219119.0
2019-02-13,356.022,359.985,355.197,359.82,183017.0
2019-02-14,377.654,378.15,354.701,355.857,438743.0
2019-02-15,360.646,368.737,359.82,365.93,270029.0
2019-02-16,360.646,368.737,359.82,365.93,270029.0
2019-02-17,360.646,368.737,359.82,365.93,270029.0
2019-02-18,368.242,368.572,360.646,361.637,216071.0
2019-02-19,364.939,364.939,359.985,361.637,148004.0
2019-02-20,359.16,359.16,343.968,345.949,368503.0
2019-02-21,347.601,351.564,346.28,349.417,246443.0
2019-02-22,350.573,357.178,346.775,354.701,221154.0
2019-02-23,350.573,357.178,346.775,354.701,221154.0
2019-02-24,350.573,357.178,346.775,354.701,221154.0
2019-02-25,354.701,360.316,354.206,356.518,140524.0
2019-02-26,356.683,359.82,349.582,356.848,155993.0
2019-02-27,357.013,357.013,347.436,348.591,176681.0
2019-02-28,347.601,350.573,338.684,338.684,253938.0
2019-03-01,341.821,347.436,339.509,342.977,231365.0
2019-03-02,341.821,347.436,339.509,342.977,231365.0
2019-03-03,341.821,347.436,339.509,342.977,231365.0
2019-03-04,342.977,354.206,341.161,350.903,251475.0
2019-03-05,350.903,358.995,347.601,358.83,255599.0
2019-03-06,361.637,366.921,358.169,361.967,195127.0
2019-03-07,360.811,364.609,354.536,354.536,187004.0
2019-03-08,357.509,366.426,354.041,365.435,200707.0
2019-03-09,357.509,366.426,354.041,365.435,200707.0
2019-03-10,357.509,366.426,354.041,365.435,200707.0
2019-03-11,365.93,365.93,356.848,359.325,201391.0
2019-03-12,359.985,360.811,355.362,357.013,118380.0
2019-03-13,357.509,360.976,354.536,360.646,159790.0
2019-03-14,359.985,366.756,356.683,365.6,186893.0
2019-03-15,354.866,354.866,342.482,343.472,1589669.0
2019-03-16,354.866,354.866,342.482,343.472,1589669.0
2019-03-17,354.866,354.866,342.482,343.472,1589669.0
2019-03-18,346.94,347.27,337.528,342.316,350685.0
2019-03-19,340.5,343.968,338.353,341.161,269215.0
2019-03-20,340.995,342.482,335.711,338.353,232070.0
2019-03-21,338.023,340.17,335.051,339.014,146813.0
2019-03-22,340.995,341.986,335.876,338.188,193455.0
2019-03-23,340.995,341.986,335.876,338.188,193455.0
2019-03-24,340.995,341.986,335.876,338.188,193455.0
