,UNVR IJ Equity
2010-08-14,108.6677
2010-08-15,108.6677
2010-08-16,108.6677
2010-08-17,108.6677
2010-08-18,108.6677
2010-08-19,108.6677
2010-08-20,108.6677
2010-08-21,108.6677
2010-08-22,108.6677
2010-08-23,108.6677
2010-08-24,108.6677
2010-08-25,108.6677
2010-08-26,108.6677
2010-08-27,108.6677
2010-08-28,108.6677
2010-08-29,108.6677
2010-08-30,108.6677
2010-08-31,108.6677
2010-09-01,108.6677
2010-09-02,108.6677
2010-09-03,108.6677
2010-09-04,108.6677
2010-09-05,108.6677
2010-09-06,108.6677
2010-09-07,108.6677
2010-09-08,108.6677
2010-09-09,108.6677
2010-09-10,108.6677
2010-09-11,108.6677
2010-09-12,108.6677
2010-09-13,108.6677
2010-09-14,108.6677
2010-09-15,108.6677
2010-09-16,108.6677
2010-09-17,108.6677
2010-09-18,108.6677
2010-09-19,108.6677
2010-09-20,108.6677
2010-09-21,108.6677
2010-09-22,108.6677
2010-09-23,108.6677
2010-09-24,108.6677
2010-09-25,108.6677
2010-09-26,108.6677
2010-09-27,108.6677
2010-09-28,108.6677
2010-09-29,108.6677
2010-09-30,86.4601
2010-10-01,86.4601
2010-10-02,86.4601
2010-10-03,86.4601
2010-10-04,86.4601
2010-10-05,86.4601
2010-10-06,86.4601
2010-10-07,86.4601
2010-10-08,86.4601
2010-10-09,86.4601
2010-10-10,86.4601
2010-10-11,86.4601
2010-10-12,86.4601
2010-10-13,86.4601
2010-10-14,86.4601
2010-10-15,86.4601
2010-10-16,86.4601
2010-10-17,86.4601
2010-10-18,86.4601
2010-10-19,86.4601
2010-10-20,86.4601
2010-10-21,86.4601
2010-10-22,86.4601
2010-10-23,86.4601
2010-10-24,86.4601
2010-10-25,86.4601
2010-10-26,86.4601
2010-10-27,86.4601
2010-10-28,86.4601
2010-10-29,86.4601
2010-10-30,86.4601
2010-10-31,86.4601
2010-11-01,86.4601
2010-11-02,86.4601
2010-11-03,86.4601
2010-11-04,86.4601
2010-11-05,86.4601
2010-11-06,86.4601
2010-11-07,86.4601
2010-11-08,86.4601
2010-11-09,86.4601
2010-11-10,86.4601
2010-11-11,86.4601
2010-11-12,86.4601
2010-11-13,86.4601
2010-11-14,86.4601
2010-11-15,86.4601
2010-11-16,86.4601
2010-11-17,86.4601
2010-11-18,86.4601
2010-11-19,86.4601
2010-11-20,86.4601
2010-11-21,86.4601
2010-11-22,86.4601
2010-11-23,86.4601
2010-11-24,86.4601
2010-11-25,86.4601
2010-11-26,86.4601
2010-11-27,86.4601
2010-11-28,86.4601
2010-11-29,86.4601
2010-11-30,86.4601
2010-12-01,86.4601
2010-12-02,86.4601
2010-12-03,86.4601
2010-12-04,86.4601
2010-12-05,86.4601
2010-12-06,86.4601
2010-12-07,86.4601
2010-12-08,86.4601
2010-12-09,86.4601
2010-12-10,86.4601
2010-12-11,86.4601
2010-12-12,86.4601
2010-12-13,86.4601
2010-12-14,86.4601
2010-12-15,86.4601
2010-12-16,86.4601
2010-12-17,86.4601
2010-12-18,86.4601
2010-12-19,86.4601
2010-12-20,86.4601
2010-12-21,86.4601
2010-12-22,86.4601
2010-12-23,86.4601
2010-12-24,86.4601
2010-12-25,86.4601
2010-12-26,86.4601
2010-12-27,86.4601
2010-12-28,86.4601
2010-12-29,86.4601
2010-12-30,86.4601
2010-12-31,87.4256
2011-01-01,87.4256
2011-01-02,87.4256
2011-01-03,87.4256
2011-01-04,87.4256
2011-01-05,87.4256
2011-01-06,87.4256
2011-01-07,87.4256
2011-01-08,87.4256
2011-01-09,87.4256
2011-01-10,87.4256
2011-01-11,87.4256
2011-01-12,87.4256
2011-01-13,87.4256
2011-01-14,87.4256
2011-01-15,87.4256
2011-01-16,87.4256
2011-01-17,87.4256
2011-01-18,87.4256
2011-01-19,87.4256
2011-01-20,87.4256
2011-01-21,87.4256
2011-01-22,87.4256
2011-01-23,87.4256
2011-01-24,87.4256
2011-01-25,87.4256
2011-01-26,87.4256
2011-01-27,87.4256
2011-01-28,87.4256
2011-01-29,87.4256
2011-01-30,87.4256
2011-01-31,87.4256
2011-02-01,87.4256
2011-02-02,87.4256
2011-02-03,87.4256
2011-02-04,87.4256
2011-02-05,87.4256
2011-02-06,87.4256
2011-02-07,87.4256
2011-02-08,87.4256
2011-02-09,87.4256
2011-02-10,87.4256
2011-02-11,87.4256
2011-02-12,87.4256
2011-02-13,87.4256
2011-02-14,87.4256
2011-02-15,87.4256
2011-02-16,87.4256
2011-02-17,87.4256
2011-02-18,87.4256
2011-02-19,87.4256
2011-02-20,87.4256
2011-02-21,87.4256
2011-02-22,87.4256
2011-02-23,87.4256
2011-02-24,87.4256
2011-02-25,87.4256
2011-02-26,87.4256
2011-02-27,87.4256
2011-02-28,87.4256
2011-03-01,87.4256
2011-03-02,87.4256
2011-03-03,87.4256
2011-03-04,87.4256
2011-03-05,87.4256
2011-03-06,87.4256
2011-03-07,87.4256
2011-03-08,87.4256
2011-03-09,87.4256
2011-03-10,87.4256
2011-03-11,87.4256
2011-03-12,87.4256
2011-03-13,87.4256
2011-03-14,87.4256
2011-03-15,87.4256
2011-03-16,87.4256
2011-03-17,87.4256
2011-03-18,87.4256
2011-03-19,87.4256
2011-03-20,87.4256
2011-03-21,87.4256
2011-03-22,87.4256
2011-03-23,87.4256
2011-03-24,87.4256
2011-03-25,87.4256
2011-03-26,87.4256
2011-03-27,87.4256
2011-03-28,87.4256
2011-03-29,87.4256
2011-03-30,87.4256
2011-03-31,70.3282
2011-04-01,70.3282
2011-04-02,70.3282
2011-04-03,70.3282
2011-04-04,70.3282
2011-04-05,70.3282
2011-04-06,70.3282
2011-04-07,70.3282
2011-04-08,70.3282
2011-04-09,70.3282
2011-04-10,70.3282
2011-04-11,70.3282
2011-04-12,70.3282
2011-04-13,70.3282
2011-04-14,70.3282
2011-04-15,70.3282
2011-04-16,70.3282
2011-04-17,70.3282
2011-04-18,70.3282
2011-04-19,70.3282
2011-04-20,70.3282
2011-04-21,70.3282
2011-04-22,70.3282
2011-04-23,70.3282
2011-04-24,70.3282
2011-04-25,70.3282
2011-04-26,70.3282
2011-04-27,70.3282
2011-04-28,70.3282
2011-04-29,70.3282
2011-04-30,70.3282
2011-05-01,70.3282
2011-05-02,70.3282
2011-05-03,70.3282
2011-05-04,70.3282
2011-05-05,70.3282
2011-05-06,70.3282
2011-05-07,70.3282
2011-05-08,70.3282
2011-05-09,70.3282
2011-05-10,70.3282
2011-05-11,70.3282
2011-05-12,70.3282
2011-05-13,70.3282
2011-05-14,70.3282
2011-05-15,70.3282
2011-05-16,70.3282
2011-05-17,70.3282
2011-05-18,70.3282
2011-05-19,70.3282
2011-05-20,70.3282
2011-05-21,70.3282
2011-05-22,70.3282
2011-05-23,70.3282
2011-05-24,70.3282
2011-05-25,70.3282
2011-05-26,70.3282
2011-05-27,70.3282
2011-05-28,70.3282
2011-05-29,70.3282
2011-05-30,70.3282
2011-05-31,70.3282
2011-06-01,70.3282
2011-06-02,70.3282
2011-06-03,70.3282
2011-06-04,70.3282
2011-06-05,70.3282
2011-06-06,70.3282
2011-06-07,70.3282
2011-06-08,70.3282
2011-06-09,70.3282
2011-06-10,70.3282
2011-06-11,70.3282
2011-06-12,70.3282
2011-06-13,70.3282
2011-06-14,70.3282
2011-06-15,70.3282
2011-06-16,70.3282
2011-06-17,70.3282
2011-06-18,70.3282
2011-06-19,70.3282
2011-06-20,70.3282
2011-06-21,70.3282
2011-06-22,70.3282
2011-06-23,70.3282
2011-06-24,70.3282
2011-06-25,70.3282
2011-06-26,70.3282
2011-06-27,70.3282
2011-06-28,70.3282
2011-06-29,70.3282
2011-06-30,110.3217
2011-07-01,110.3217
2011-07-02,110.3217
2011-07-03,110.3217
2011-07-04,110.3217
2011-07-05,110.3217
2011-07-06,110.3217
2011-07-07,110.3217
2011-07-08,110.3217
2011-07-09,110.3217
2011-07-10,110.3217
2011-07-11,110.3217
2011-07-12,110.3217
2011-07-13,110.3217
2011-07-14,110.3217
2011-07-15,110.3217
2011-07-16,110.3217
2011-07-17,110.3217
2011-07-18,110.3217
2011-07-19,110.3217
2011-07-20,110.3217
2011-07-21,110.3217
2011-07-22,110.3217
2011-07-23,110.3217
2011-07-24,110.3217
2011-07-25,110.3217
2011-07-26,110.3217
2011-07-27,110.3217
2011-07-28,110.3217
2011-07-29,110.3217
2011-07-30,110.3217
2011-07-31,110.3217
2011-08-01,110.3217
2011-08-02,110.3217
2011-08-03,110.3217
2011-08-04,110.3217
2011-08-05,110.3217
2011-08-06,110.3217
2011-08-07,110.3217
2011-08-08,110.3217
2011-08-09,110.3217
2011-08-10,110.3217
2011-08-11,110.3217
2011-08-12,110.3217
2011-08-13,110.3217
2011-08-14,110.3217
2011-08-15,110.3217
2011-08-16,110.3217
2011-08-17,110.3217
2011-08-18,110.3217
2011-08-19,110.3217
2011-08-20,110.3217
2011-08-21,110.3217
2011-08-22,110.3217
2011-08-23,110.3217
2011-08-24,110.3217
2011-08-25,110.3217
2011-08-26,110.3217
2011-08-27,110.3217
2011-08-28,110.3217
2011-08-29,110.3217
2011-08-30,110.3217
2011-08-31,110.3217
2011-09-01,110.3217
2011-09-02,110.3217
2011-09-03,110.3217
2011-09-04,110.3217
2011-09-05,110.3217
2011-09-06,110.3217
2011-09-07,110.3217
2011-09-08,110.3217
2011-09-09,110.3217
2011-09-10,110.3217
2011-09-11,110.3217
2011-09-12,110.3217
2011-09-13,110.3217
2011-09-14,110.3217
2011-09-15,110.3217
2011-09-16,110.3217
2011-09-17,110.3217
2011-09-18,110.3217
2011-09-19,110.3217
2011-09-20,110.3217
2011-09-21,110.3217
2011-09-22,110.3217
2011-09-23,110.3217
2011-09-24,110.3217
2011-09-25,110.3217
2011-09-26,110.3217
2011-09-27,110.3217
2011-09-28,110.3217
2011-09-29,110.3217
2011-09-30,91.7261
2011-10-01,91.7261
2011-10-02,91.7261
2011-10-03,91.7261
2011-10-04,91.7261
2011-10-05,91.7261
2011-10-06,91.7261
2011-10-07,91.7261
2011-10-08,91.7261
2011-10-09,91.7261
2011-10-10,91.7261
2011-10-11,91.7261
2011-10-12,91.7261
2011-10-13,91.7261
2011-10-14,91.7261
2011-10-15,91.7261
2011-10-16,91.7261
2011-10-17,91.7261
2011-10-18,91.7261
2011-10-19,91.7261
2011-10-20,91.7261
2011-10-21,91.7261
2011-10-22,91.7261
2011-10-23,91.7261
2011-10-24,91.7261
2011-10-25,91.7261
2011-10-26,91.7261
2011-10-27,91.7261
2011-10-28,91.7261
2011-10-29,91.7261
2011-10-30,91.7261
2011-10-31,91.7261
2011-11-01,91.7261
2011-11-02,91.7261
2011-11-03,91.7261
2011-11-04,91.7261
2011-11-05,91.7261
2011-11-06,91.7261
2011-11-07,91.7261
2011-11-08,91.7261
2011-11-09,91.7261
2011-11-10,91.7261
2011-11-11,91.7261
2011-11-12,91.7261
2011-11-13,91.7261
2011-11-14,91.7261
2011-11-15,91.7261
2011-11-16,91.7261
2011-11-17,91.7261
2011-11-18,91.7261
2011-11-19,91.7261
2011-11-20,91.7261
2011-11-21,91.7261
2011-11-22,91.7261
2011-11-23,91.7261
2011-11-24,91.7261
2011-11-25,91.7261
2011-11-26,91.7261
2011-11-27,91.7261
2011-11-28,91.7261
2011-11-29,91.7261
2011-11-30,91.7261
2011-12-01,91.7261
2011-12-02,91.7261
2011-12-03,91.7261
2011-12-04,91.7261
2011-12-05,91.7261
2011-12-06,91.7261
2011-12-07,91.7261
2011-12-08,91.7261
2011-12-09,91.7261
2011-12-10,91.7261
2011-12-11,91.7261
2011-12-12,91.7261
2011-12-13,91.7261
2011-12-14,91.7261
2011-12-15,91.7261
2011-12-16,91.7261
2011-12-17,91.7261
2011-12-18,91.7261
2011-12-19,91.7261
2011-12-20,91.7261
2011-12-21,91.7261
2011-12-22,91.7261
2011-12-23,91.7261
2011-12-24,91.7261
2011-12-25,91.7261
2011-12-26,91.7261
2011-12-27,91.7261
2011-12-28,91.7261
2011-12-29,91.7261
2011-12-30,91.7261
2011-12-31,107.8315
2012-01-01,107.8315
2012-01-02,107.8315
2012-01-03,107.8315
2012-01-04,107.8315
2012-01-05,107.8315
2012-01-06,107.8315
2012-01-07,107.8315
2012-01-08,107.8315
2012-01-09,107.8315
2012-01-10,107.8315
2012-01-11,107.8315
2012-01-12,107.8315
2012-01-13,107.8315
2012-01-14,107.8315
2012-01-15,107.8315
2012-01-16,107.8315
2012-01-17,107.8315
2012-01-18,107.8315
2012-01-19,107.8315
2012-01-20,107.8315
2012-01-21,107.8315
2012-01-22,107.8315
2012-01-23,107.8315
2012-01-24,107.8315
2012-01-25,107.8315
2012-01-26,107.8315
2012-01-27,107.8315
2012-01-28,107.8315
2012-01-29,107.8315
2012-01-30,107.8315
2012-01-31,107.8315
2012-02-01,107.8315
2012-02-02,107.8315
2012-02-03,107.8315
2012-02-04,107.8315
2012-02-05,107.8315
2012-02-06,107.8315
2012-02-07,107.8315
2012-02-08,107.8315
2012-02-09,107.8315
2012-02-10,107.8315
2012-02-11,107.8315
2012-02-12,107.8315
2012-02-13,107.8315
2012-02-14,107.8315
2012-02-15,107.8315
2012-02-16,107.8315
2012-02-17,107.8315
2012-02-18,107.8315
2012-02-19,107.8315
2012-02-20,107.8315
2012-02-21,107.8315
2012-02-22,107.8315
2012-02-23,107.8315
2012-02-24,107.8315
2012-02-25,107.8315
2012-02-26,107.8315
2012-02-27,107.8315
2012-02-28,107.8315
2012-02-29,107.8315
2012-03-01,107.8315
2012-03-02,107.8315
2012-03-03,107.8315
2012-03-04,107.8315
2012-03-05,107.8315
2012-03-06,107.8315
2012-03-07,107.8315
2012-03-08,107.8315
2012-03-09,107.8315
2012-03-10,107.8315
2012-03-11,107.8315
2012-03-12,107.8315
2012-03-13,107.8315
2012-03-14,107.8315
2012-03-15,107.8315
2012-03-16,107.8315
2012-03-17,107.8315
2012-03-18,107.8315
2012-03-19,107.8315
2012-03-20,107.8315
2012-03-21,107.8315
2012-03-22,107.8315
2012-03-23,107.8315
2012-03-24,107.8315
2012-03-25,107.8315
2012-03-26,107.8315
2012-03-27,107.8315
2012-03-28,107.8315
2012-03-29,107.8315
2012-03-30,107.8315
2012-03-31,87.687
2012-04-01,87.687
2012-04-02,87.687
2012-04-03,87.687
2012-04-04,87.687
2012-04-05,87.687
2012-04-06,87.687
2012-04-07,87.687
2012-04-08,87.687
2012-04-09,87.687
2012-04-10,87.687
2012-04-11,87.687
2012-04-12,87.687
2012-04-13,87.687
2012-04-14,87.687
2012-04-15,87.687
2012-04-16,87.687
2012-04-17,87.687
2012-04-18,87.687
2012-04-19,87.687
2012-04-20,87.687
2012-04-21,87.687
2012-04-22,87.687
2012-04-23,87.687
2012-04-24,87.687
2012-04-25,87.687
2012-04-26,87.687
2012-04-27,87.687
2012-04-28,87.687
2012-04-29,87.687
2012-04-30,87.687
2012-05-01,87.687
2012-05-02,87.687
2012-05-03,87.687
2012-05-04,87.687
2012-05-05,87.687
2012-05-06,87.687
2012-05-07,87.687
2012-05-08,87.687
2012-05-09,87.687
2012-05-10,87.687
2012-05-11,87.687
2012-05-12,87.687
2012-05-13,87.687
2012-05-14,87.687
2012-05-15,87.687
2012-05-16,87.687
2012-05-17,87.687
2012-05-18,87.687
2012-05-19,87.687
2012-05-20,87.687
2012-05-21,87.687
2012-05-22,87.687
2012-05-23,87.687
2012-05-24,87.687
2012-05-25,87.687
2012-05-26,87.687
2012-05-27,87.687
2012-05-28,87.687
2012-05-29,87.687
2012-05-30,87.687
2012-05-31,87.687
2012-06-01,87.687
2012-06-02,87.687
2012-06-03,87.687
2012-06-04,87.687
2012-06-05,87.687
2012-06-06,87.687
2012-06-07,87.687
2012-06-08,87.687
2012-06-09,87.687
2012-06-10,87.687
2012-06-11,87.687
2012-06-12,87.687
2012-06-13,87.687
2012-06-14,87.687
2012-06-15,87.687
2012-06-16,87.687
2012-06-17,87.687
2012-06-18,87.687
2012-06-19,87.687
2012-06-20,87.687
2012-06-21,87.687
2012-06-22,87.687
2012-06-23,87.687
2012-06-24,87.687
2012-06-25,87.687
2012-06-26,87.687
2012-06-27,87.687
2012-06-28,87.687
2012-06-29,87.687
2012-06-30,122.2881
2012-07-01,122.2881
2012-07-02,122.2881
2012-07-03,122.2881
2012-07-04,122.2881
2012-07-05,122.2881
2012-07-06,122.2881
2012-07-07,122.2881
2012-07-08,122.2881
2012-07-09,122.2881
2012-07-10,122.2881
2012-07-11,122.2881
2012-07-12,122.2881
2012-07-13,122.2881
2012-07-14,122.2881
2012-07-15,122.2881
2012-07-16,122.2881
2012-07-17,122.2881
2012-07-18,122.2881
2012-07-19,122.2881
2012-07-20,122.2881
2012-07-21,122.2881
2012-07-22,122.2881
2012-07-23,122.2881
2012-07-24,122.2881
2012-07-25,122.2881
2012-07-26,122.2881
2012-07-27,122.2881
2012-07-28,122.2881
2012-07-29,122.2881
2012-07-30,122.2881
2012-07-31,122.2881
2012-08-01,122.2881
2012-08-02,122.2881
2012-08-03,122.2881
2012-08-04,122.2881
2012-08-05,122.2881
2012-08-06,122.2881
2012-08-07,122.2881
2012-08-08,122.2881
2012-08-09,122.2881
2012-08-10,122.2881
2012-08-11,122.2881
2012-08-12,122.2881
2012-08-13,122.2881
2012-08-14,122.2881
2012-08-15,122.2881
2012-08-16,122.2881
2012-08-17,122.2881
2012-08-18,122.2881
2012-08-19,122.2881
2012-08-20,122.2881
2012-08-21,122.2881
2012-08-22,122.2881
2012-08-23,122.2881
2012-08-24,122.2881
2012-08-25,122.2881
2012-08-26,122.2881
2012-08-27,122.2881
2012-08-28,122.2881
2012-08-29,122.2881
2012-08-30,122.2881
2012-08-31,122.2881
2012-09-01,122.2881
2012-09-02,122.2881
2012-09-03,122.2881
2012-09-04,122.2881
2012-09-05,122.2881
2012-09-06,122.2881
2012-09-07,122.2881
2012-09-08,122.2881
2012-09-09,122.2881
2012-09-10,122.2881
2012-09-11,122.2881
2012-09-12,122.2881
2012-09-13,122.2881
2012-09-14,122.2881
2012-09-15,122.2881
2012-09-16,122.2881
2012-09-17,122.2881
2012-09-18,122.2881
2012-09-19,122.2881
2012-09-20,122.2881
2012-09-21,122.2881
2012-09-22,122.2881
2012-09-23,122.2881
2012-09-24,122.2881
2012-09-25,122.2881
2012-09-26,122.2881
2012-09-27,122.2881
2012-09-28,122.2881
2012-09-29,122.2881
2012-09-30,100.3291
2012-10-01,100.3291
2012-10-02,100.3291
2012-10-03,100.3291
2012-10-04,100.3291
2012-10-05,100.3291
2012-10-06,100.3291
2012-10-07,100.3291
2012-10-08,100.3291
2012-10-09,100.3291
2012-10-10,100.3291
2012-10-11,100.3291
2012-10-12,100.3291
2012-10-13,100.3291
2012-10-14,100.3291
2012-10-15,100.3291
2012-10-16,100.3291
2012-10-17,100.3291
2012-10-18,100.3291
2012-10-19,100.3291
2012-10-20,100.3291
2012-10-21,100.3291
2012-10-22,100.3291
2012-10-23,100.3291
2012-10-24,100.3291
2012-10-25,100.3291
2012-10-26,100.3291
2012-10-27,100.3291
2012-10-28,100.3291
2012-10-29,100.3291
2012-10-30,100.3291
2012-10-31,100.3291
2012-11-01,100.3291
2012-11-02,100.3291
2012-11-03,100.3291
2012-11-04,100.3291
2012-11-05,100.3291
2012-11-06,100.3291
2012-11-07,100.3291
2012-11-08,100.3291
2012-11-09,100.3291
2012-11-10,100.3291
2012-11-11,100.3291
2012-11-12,100.3291
2012-11-13,100.3291
2012-11-14,100.3291
2012-11-15,100.3291
2012-11-16,100.3291
2012-11-17,100.3291
2012-11-18,100.3291
2012-11-19,100.3291
2012-11-20,100.3291
2012-11-21,100.3291
2012-11-22,100.3291
2012-11-23,100.3291
2012-11-24,100.3291
2012-11-25,100.3291
2012-11-26,100.3291
2012-11-27,100.3291
2012-11-28,100.3291
2012-11-29,100.3291
2012-11-30,100.3291
2012-12-01,100.3291
2012-12-02,100.3291
2012-12-03,100.3291
2012-12-04,100.3291
2012-12-05,100.3291
2012-12-06,100.3291
2012-12-07,100.3291
2012-12-08,100.3291
2012-12-09,100.3291
2012-12-10,100.3291
2012-12-11,100.3291
2012-12-12,100.3291
2012-12-13,100.3291
2012-12-14,100.3291
2012-12-15,100.3291
2012-12-16,100.3291
2012-12-17,100.3291
2012-12-18,100.3291
2012-12-19,100.3291
2012-12-20,100.3291
2012-12-21,100.3291
2012-12-22,100.3291
2012-12-23,100.3291
2012-12-24,100.3291
2012-12-25,100.3291
2012-12-26,100.3291
2012-12-27,100.3291
2012-12-28,100.3291
2012-12-29,100.3291
2012-12-30,100.3291
2012-12-31,126.6009
2013-01-01,126.6009
2013-01-02,126.6009
2013-01-03,126.6009
2013-01-04,126.6009
2013-01-05,126.6009
2013-01-06,126.6009
2013-01-07,126.6009
2013-01-08,126.6009
2013-01-09,126.6009
2013-01-10,126.6009
2013-01-11,126.6009
2013-01-12,126.6009
2013-01-13,126.6009
2013-01-14,126.6009
2013-01-15,126.6009
2013-01-16,126.6009
2013-01-17,126.6009
2013-01-18,126.6009
2013-01-19,126.6009
2013-01-20,126.6009
2013-01-21,126.6009
2013-01-22,126.6009
2013-01-23,126.6009
2013-01-24,126.6009
2013-01-25,126.6009
2013-01-26,126.6009
2013-01-27,126.6009
2013-01-28,126.6009
2013-01-29,126.6009
2013-01-30,126.6009
2013-01-31,126.6009
2013-02-01,126.6009
2013-02-02,126.6009
2013-02-03,126.6009
2013-02-04,126.6009
2013-02-05,126.6009
2013-02-06,126.6009
2013-02-07,126.6009
2013-02-08,126.6009
2013-02-09,126.6009
2013-02-10,126.6009
2013-02-11,126.6009
2013-02-12,126.6009
2013-02-13,126.6009
2013-02-14,126.6009
2013-02-15,126.6009
2013-02-16,126.6009
2013-02-17,126.6009
2013-02-18,126.6009
2013-02-19,126.6009
2013-02-20,126.6009
2013-02-21,126.6009
2013-02-22,126.6009
2013-02-23,126.6009
2013-02-24,126.6009
2013-02-25,126.6009
2013-02-26,126.6009
2013-02-27,126.6009
2013-02-28,126.6009
2013-03-01,126.6009
2013-03-02,126.6009
2013-03-03,126.6009
2013-03-04,126.6009
2013-03-05,126.6009
2013-03-06,126.6009
2013-03-07,126.6009
2013-03-08,126.6009
2013-03-09,126.6009
2013-03-10,126.6009
2013-03-11,126.6009
2013-03-12,126.6009
2013-03-13,126.6009
2013-03-14,126.6009
2013-03-15,126.6009
2013-03-16,126.6009
