,PTBA IJ Equity
2010-04-22,39.6676
2010-04-23,39.6676
2010-04-24,39.6676
2010-04-25,39.6676
2010-04-26,39.6676
2010-04-27,39.6676
2010-04-28,39.6676
2010-04-29,39.6676
2010-04-30,39.6676
2010-05-01,39.6676
2010-05-02,39.6676
2010-05-03,39.6676
2010-05-04,39.6676
2010-05-05,39.6676
2010-05-06,39.6676
2010-05-07,39.6676
2010-05-08,39.6676
2010-05-09,39.6676
2010-05-10,39.6676
2010-05-11,39.6676
2010-05-12,39.6676
2010-05-13,39.6676
2010-05-14,39.6676
2010-05-15,39.6676
2010-05-16,39.6676
2010-05-17,39.6676
2010-05-18,39.6676
2010-05-19,39.6676
2010-05-20,39.6676
2010-05-21,39.6676
2010-05-22,39.6676
2010-05-23,39.6676
2010-05-24,39.6676
2010-05-25,39.6676
2010-05-26,39.6676
2010-05-27,39.6676
2010-05-28,39.6676
2010-05-29,39.6676
2010-05-30,39.6676
2010-05-31,39.6676
2010-06-01,39.6676
2010-06-02,39.6676
2010-06-03,39.6676
2010-06-04,39.6676
2010-06-05,39.6676
2010-06-06,39.6676
2010-06-07,39.6676
2010-06-08,39.6676
2010-06-09,39.6676
2010-06-10,39.6676
2010-06-11,39.6676
2010-06-12,39.6676
2010-06-13,39.6676
2010-06-14,39.6676
2010-06-15,39.6676
2010-06-16,39.6676
2010-06-17,39.6676
2010-06-18,39.6676
2010-06-19,39.6676
2010-06-20,39.6676
2010-06-21,39.6676
2010-06-22,39.6676
2010-06-23,39.6676
2010-06-24,39.6676
2010-06-25,39.6676
2010-06-26,39.6676
2010-06-27,39.6676
2010-06-28,39.6676
2010-06-29,39.6676
2010-06-30,40.2843
2010-07-01,40.2843
2010-07-02,40.2843
2010-07-03,40.2843
2010-07-04,40.2843
2010-07-05,40.2843
2010-07-06,40.2843
2010-07-07,40.2843
2010-07-08,40.2843
2010-07-09,40.2843
2010-07-10,40.2843
2010-07-11,40.2843
2010-07-12,40.2843
2010-07-13,40.2843
2010-07-14,40.2843
2010-07-15,40.2843
2010-07-16,40.2843
2010-07-17,40.2843
2010-07-18,40.2843
2010-07-19,40.2843
2010-07-20,40.2843
2010-07-21,40.2843
2010-07-22,40.2843
2010-07-23,40.2843
2010-07-24,40.2843
2010-07-25,40.2843
2010-07-26,40.2843
2010-07-27,40.2843
2010-07-28,40.2843
2010-07-29,40.2843
2010-07-30,40.2843
2010-07-31,40.2843
2010-08-01,40.2843
2010-08-02,40.2843
2010-08-03,40.2843
2010-08-04,40.2843
2010-08-05,40.2843
2010-08-06,40.2843
2010-08-07,40.2843
2010-08-08,40.2843
2010-08-09,40.2843
2010-08-10,40.2843
2010-08-11,40.2843
2010-08-12,40.2843
2010-08-13,40.2843
2010-08-14,40.2843
2010-08-15,40.2843
2010-08-16,40.2843
2010-08-17,40.2843
2010-08-18,40.2843
2010-08-19,40.2843
2010-08-20,40.2843
2010-08-21,40.2843
2010-08-22,40.2843
2010-08-23,40.2843
2010-08-24,40.2843
2010-08-25,40.2843
2010-08-26,40.2843
2010-08-27,40.2843
2010-08-28,40.2843
2010-08-29,40.2843
2010-08-30,40.2843
2010-08-31,40.2843
2010-09-01,40.2843
2010-09-02,40.2843
2010-09-03,40.2843
2010-09-04,40.2843
2010-09-05,40.2843
2010-09-06,40.2843
2010-09-07,40.2843
2010-09-08,40.2843
2010-09-09,40.2843
2010-09-10,40.2843
2010-09-11,40.2843
2010-09-12,40.2843
2010-09-13,40.2843
2010-09-14,40.2843
2010-09-15,40.2843
2010-09-16,40.2843
2010-09-17,40.2843
2010-09-18,40.2843
2010-09-19,40.2843
2010-09-20,40.2843
2010-09-21,40.2843
2010-09-22,40.2843
2010-09-23,40.2843
2010-09-24,40.2843
2010-09-25,40.2843
2010-09-26,40.2843
2010-09-27,40.2843
2010-09-28,40.2843
2010-09-29,40.2843
2010-09-30,33.5509
2010-10-01,33.5509
2010-10-02,33.5509
2010-10-03,33.5509
2010-10-04,33.5509
2010-10-05,33.5509
2010-10-06,33.5509
2010-10-07,33.5509
2010-10-08,33.5509
2010-10-09,33.5509
2010-10-10,33.5509
2010-10-11,33.5509
2010-10-12,33.5509
2010-10-13,33.5509
2010-10-14,33.5509
2010-10-15,33.5509
2010-10-16,33.5509
2010-10-17,33.5509
2010-10-18,33.5509
2010-10-19,33.5509
2010-10-20,33.5509
2010-10-21,33.5509
2010-10-22,33.5509
2010-10-23,33.5509
2010-10-24,33.5509
2010-10-25,33.5509
2010-10-26,33.5509
2010-10-27,33.5509
2010-10-28,33.5509
2010-10-29,33.5509
2010-10-30,33.5509
2010-10-31,33.5509
2010-11-01,33.5509
2010-11-02,33.5509
2010-11-03,33.5509
2010-11-04,33.5509
2010-11-05,33.5509
2010-11-06,33.5509
2010-11-07,33.5509
2010-11-08,33.5509
2010-11-09,33.5509
2010-11-10,33.5509
2010-11-11,33.5509
2010-11-12,33.5509
2010-11-13,33.5509
2010-11-14,33.5509
2010-11-15,33.5509
2010-11-16,33.5509
2010-11-17,33.5509
2010-11-18,33.5509
2010-11-19,33.5509
2010-11-20,33.5509
2010-11-21,33.5509
2010-11-22,33.5509
2010-11-23,33.5509
2010-11-24,33.5509
2010-11-25,33.5509
2010-11-26,33.5509
2010-11-27,33.5509
2010-11-28,33.5509
2010-11-29,33.5509
2010-11-30,33.5509
2010-12-01,33.5509
2010-12-02,33.5509
2010-12-03,33.5509
2010-12-04,33.5509
2010-12-05,33.5509
2010-12-06,33.5509
2010-12-07,33.5509
2010-12-08,33.5509
2010-12-09,33.5509
2010-12-10,33.5509
2010-12-11,33.5509
2010-12-12,33.5509
2010-12-13,33.5509
2010-12-14,33.5509
2010-12-15,33.5509
2010-12-16,33.5509
2010-12-17,33.5509
2010-12-18,33.5509
2010-12-19,33.5509
2010-12-20,33.5509
2010-12-21,33.5509
2010-12-22,33.5509
2010-12-23,33.5509
2010-12-24,33.5509
2010-12-25,33.5509
2010-12-26,33.5509
2010-12-27,33.5509
2010-12-28,33.5509
2010-12-29,33.5509
2010-12-30,33.5509
2010-12-31,33.2926
2011-01-01,33.2926
2011-01-02,33.2926
2011-01-03,33.2926
2011-01-04,33.2926
2011-01-05,33.2926
2011-01-06,33.2926
2011-01-07,33.2926
2011-01-08,33.2926
2011-01-09,33.2926
2011-01-10,33.2926
2011-01-11,33.2926
2011-01-12,33.2926
2011-01-13,33.2926
2011-01-14,33.2926
2011-01-15,33.2926
2011-01-16,33.2926
2011-01-17,33.2926
2011-01-18,33.2926
2011-01-19,33.2926
2011-01-20,33.2926
2011-01-21,33.2926
2011-01-22,33.2926
2011-01-23,33.2926
2011-01-24,33.2926
2011-01-25,33.2926
2011-01-26,33.2926
2011-01-27,33.2926
2011-01-28,33.2926
2011-01-29,33.2926
2011-01-30,33.2926
2011-01-31,33.2926
2011-02-01,33.2926
2011-02-02,33.2926
2011-02-03,33.2926
2011-02-04,33.2926
2011-02-05,33.2926
2011-02-06,33.2926
2011-02-07,33.2926
2011-02-08,33.2926
2011-02-09,33.2926
2011-02-10,33.2926
2011-02-11,33.2926
2011-02-12,33.2926
2011-02-13,33.2926
2011-02-14,33.2926
2011-02-15,33.2926
2011-02-16,33.2926
2011-02-17,33.2926
2011-02-18,33.2926
2011-02-19,33.2926
2011-02-20,33.2926
2011-02-21,33.2926
2011-02-22,33.2926
2011-02-23,33.2926
2011-02-24,33.2926
2011-02-25,33.2926
2011-02-26,33.2926
2011-02-27,33.2926
2011-02-28,33.2926
2011-03-01,33.2926
2011-03-02,33.2926
2011-03-03,33.2926
2011-03-04,33.2926
2011-03-05,33.2926
2011-03-06,33.2926
2011-03-07,33.2926
2011-03-08,33.2926
2011-03-09,33.2926
2011-03-10,33.2926
2011-03-11,33.2926
2011-03-12,33.2926
2011-03-13,33.2926
2011-03-14,33.2926
2011-03-15,33.2926
2011-03-16,33.2926
2011-03-17,33.2926
2011-03-18,33.2926
2011-03-19,33.2926
2011-03-20,33.2926
2011-03-21,33.2926
2011-03-22,33.2926
2011-03-23,33.2926
2011-03-24,33.2926
2011-03-25,33.2926
2011-03-26,33.2926
2011-03-27,33.2926
2011-03-28,33.2926
2011-03-29,33.2926
2011-03-30,33.2926
2011-03-31,36.2906
2011-04-01,36.2906
2011-04-02,36.2906
2011-04-03,36.2906
2011-04-04,36.2906
2011-04-05,36.2906
2011-04-06,36.2906
2011-04-07,36.2906
2011-04-08,36.2906
2011-04-09,36.2906
2011-04-10,36.2906
2011-04-11,36.2906
2011-04-12,36.2906
2011-04-13,36.2906
2011-04-14,36.2906
2011-04-15,36.2906
2011-04-16,36.2906
2011-04-17,36.2906
2011-04-18,36.2906
2011-04-19,36.2906
2011-04-20,36.2906
2011-04-21,36.2906
2011-04-22,36.2906
2011-04-23,36.2906
2011-04-24,36.2906
2011-04-25,36.2906
2011-04-26,36.2906
2011-04-27,36.2906
2011-04-28,36.2906
2011-04-29,36.2906
2011-04-30,36.2906
2011-05-01,36.2906
2011-05-02,36.2906
2011-05-03,36.2906
2011-05-04,36.2906
2011-05-05,36.2906
2011-05-06,36.2906
2011-05-07,36.2906
2011-05-08,36.2906
2011-05-09,36.2906
2011-05-10,36.2906
2011-05-11,36.2906
2011-05-12,36.2906
2011-05-13,36.2906
2011-05-14,36.2906
2011-05-15,36.2906
2011-05-16,36.2906
2011-05-17,36.2906
2011-05-18,36.2906
2011-05-19,36.2906
2011-05-20,36.2906
2011-05-21,36.2906
2011-05-22,36.2906
2011-05-23,36.2906
2011-05-24,36.2906
2011-05-25,36.2906
2011-05-26,36.2906
2011-05-27,36.2906
2011-05-28,36.2906
2011-05-29,36.2906
2011-05-30,36.2906
2011-05-31,36.2906
2011-06-01,36.2906
2011-06-02,36.2906
2011-06-03,36.2906
2011-06-04,36.2906
2011-06-05,36.2906
2011-06-06,36.2906
2011-06-07,36.2906
2011-06-08,36.2906
2011-06-09,36.2906
2011-06-10,36.2906
2011-06-11,36.2906
2011-06-12,36.2906
2011-06-13,36.2906
2011-06-14,36.2906
2011-06-15,36.2906
2011-06-16,36.2906
2011-06-17,36.2906
2011-06-18,36.2906
2011-06-19,36.2906
2011-06-20,36.2906
2011-06-21,36.2906
2011-06-22,36.2906
2011-06-23,36.2906
2011-06-24,36.2906
2011-06-25,36.2906
2011-06-26,36.2906
2011-06-27,36.2906
2011-06-28,36.2906
2011-06-29,36.2906
2011-06-30,44.1472
2011-07-01,44.1472
2011-07-02,44.1472
2011-07-03,44.1472
2011-07-04,44.1472
2011-07-05,44.1472
2011-07-06,44.1472
2011-07-07,44.1472
2011-07-08,44.1472
2011-07-09,44.1472
2011-07-10,44.1472
2011-07-11,44.1472
2011-07-12,44.1472
2011-07-13,44.1472
2011-07-14,44.1472
2011-07-15,44.1472
2011-07-16,44.1472
2011-07-17,44.1472
2011-07-18,44.1472
2011-07-19,44.1472
2011-07-20,44.1472
2011-07-21,44.1472
2011-07-22,44.1472
2011-07-23,44.1472
2011-07-24,44.1472
2011-07-25,44.1472
2011-07-26,44.1472
2011-07-27,44.1472
2011-07-28,44.1472
2011-07-29,44.1472
2011-07-30,44.1472
2011-07-31,44.1472
2011-08-01,44.1472
2011-08-02,44.1472
2011-08-03,44.1472
2011-08-04,44.1472
2011-08-05,44.1472
2011-08-06,44.1472
2011-08-07,44.1472
2011-08-08,44.1472
2011-08-09,44.1472
2011-08-10,44.1472
2011-08-11,44.1472
2011-08-12,44.1472
2011-08-13,44.1472
2011-08-14,44.1472
2011-08-15,44.1472
2011-08-16,44.1472
2011-08-17,44.1472
2011-08-18,44.1472
2011-08-19,44.1472
2011-08-20,44.1472
2011-08-21,44.1472
2011-08-22,44.1472
2011-08-23,44.1472
2011-08-24,44.1472
2011-08-25,44.1472
2011-08-26,44.1472
2011-08-27,44.1472
2011-08-28,44.1472
2011-08-29,44.1472
2011-08-30,44.1472
2011-08-31,44.1472
2011-09-01,44.1472
2011-09-02,44.1472
2011-09-03,44.1472
2011-09-04,44.1472
2011-09-05,44.1472
2011-09-06,44.1472
2011-09-07,44.1472
2011-09-08,44.1472
2011-09-09,44.1472
2011-09-10,44.1472
2011-09-11,44.1472
2011-09-12,44.1472
2011-09-13,44.1472
2011-09-14,44.1472
2011-09-15,44.1472
2011-09-16,44.1472
2011-09-17,44.1472
2011-09-18,44.1472
2011-09-19,44.1472
2011-09-20,44.1472
2011-09-21,44.1472
2011-09-22,44.1472
2011-09-23,44.1472
2011-09-24,44.1472
2011-09-25,44.1472
2011-09-26,44.1472
2011-09-27,44.1472
2011-09-28,44.1472
2011-09-29,44.1472
2011-09-30,43.685
2011-10-01,43.685
2011-10-02,43.685
2011-10-03,43.685
2011-10-04,43.685
2011-10-05,43.685
2011-10-06,43.685
2011-10-07,43.685
2011-10-08,43.685
2011-10-09,43.685
2011-10-10,43.685
2011-10-11,43.685
2011-10-12,43.685
2011-10-13,43.685
2011-10-14,43.685
2011-10-15,43.685
2011-10-16,43.685
2011-10-17,43.685
2011-10-18,43.685
2011-10-19,43.685
2011-10-20,43.685
2011-10-21,43.685
2011-10-22,43.685
2011-10-23,43.685
2011-10-24,43.685
2011-10-25,43.685
2011-10-26,43.685
2011-10-27,43.685
2011-10-28,43.685
2011-10-29,43.685
2011-10-30,43.685
2011-10-31,43.685
2011-11-01,43.685
2011-11-02,43.685
2011-11-03,43.685
2011-11-04,43.685
2011-11-05,43.685
2011-11-06,43.685
2011-11-07,43.685
2011-11-08,43.685
2011-11-09,43.685
2011-11-10,43.685
2011-11-11,43.685
2011-11-12,43.685
2011-11-13,43.685
2011-11-14,43.685
2011-11-15,43.685
2011-11-16,43.685
2011-11-17,43.685
2011-11-18,43.685
2011-11-19,43.685
2011-11-20,43.685
2011-11-21,43.685
2011-11-22,43.685
2011-11-23,43.685
2011-11-24,43.685
2011-11-25,43.685
2011-11-26,43.685
2011-11-27,43.685
2011-11-28,43.685
2011-11-29,43.685
2011-11-30,43.685
2011-12-01,43.685
2011-12-02,43.685
2011-12-03,43.685
2011-12-04,43.685
2011-12-05,43.685
2011-12-06,43.685
2011-12-07,43.685
2011-12-08,43.685
2011-12-09,43.685
2011-12-10,43.685
2011-12-11,43.685
2011-12-12,43.685
2011-12-13,43.685
2011-12-14,43.685
2011-12-15,43.685
2011-12-16,43.685
2011-12-17,43.685
2011-12-18,43.685
2011-12-19,43.685
2011-12-20,43.685
2011-12-21,43.685
2011-12-22,43.685
2011-12-23,43.685
2011-12-24,43.685
2011-12-25,43.685
2011-12-26,43.685
2011-12-27,43.685
2011-12-28,43.685
2011-12-29,43.685
2011-12-30,43.685
2011-12-31,42.6958
2012-01-01,42.6958
2012-01-02,42.6958
2012-01-03,42.6958
2012-01-04,42.6958
2012-01-05,42.6958
2012-01-06,42.6958
2012-01-07,42.6958
2012-01-08,42.6958
2012-01-09,42.6958
2012-01-10,42.6958
2012-01-11,42.6958
2012-01-12,42.6958
2012-01-13,42.6958
2012-01-14,42.6958
2012-01-15,42.6958
2012-01-16,42.6958
2012-01-17,42.6958
2012-01-18,42.6958
2012-01-19,42.6958
2012-01-20,42.6958
2012-01-21,42.6958
2012-01-22,42.6958
2012-01-23,42.6958
2012-01-24,42.6958
2012-01-25,42.6958
2012-01-26,42.6958
2012-01-27,42.6958
2012-01-28,42.6958
2012-01-29,42.6958
2012-01-30,42.6958
2012-01-31,42.6958
2012-02-01,42.6958
2012-02-02,42.6958
2012-02-03,42.6958
2012-02-04,42.6958
2012-02-05,42.6958
2012-02-06,42.6958
2012-02-07,42.6958
2012-02-08,42.6958
2012-02-09,42.6958
2012-02-10,42.6958
2012-02-11,42.6958
2012-02-12,42.6958
2012-02-13,42.6958
2012-02-14,42.6958
2012-02-15,42.6958
2012-02-16,42.6958
2012-02-17,42.6958
2012-02-18,42.6958
2012-02-19,42.6958
2012-02-20,42.6958
2012-02-21,42.6958
2012-02-22,42.6958
2012-02-23,42.6958
2012-02-24,42.6958
2012-02-25,42.6958
2012-02-26,42.6958
2012-02-27,42.6958
2012-02-28,42.6958
2012-02-29,42.6958
2012-03-01,42.6958
2012-03-02,42.6958
2012-03-03,42.6958
2012-03-04,42.6958
2012-03-05,42.6958
2012-03-06,42.6958
2012-03-07,42.6958
2012-03-08,42.6958
2012-03-09,42.6958
2012-03-10,42.6958
2012-03-11,42.6958
2012-03-12,42.6958
2012-03-13,42.6958
2012-03-14,42.6958
2012-03-15,42.6958
2012-03-16,42.6958
2012-03-17,42.6958
2012-03-18,42.6958
2012-03-19,42.6958
2012-03-20,42.6958
2012-03-21,42.6958
2012-03-22,42.6958
2012-03-23,42.6958
2012-03-24,42.6958
2012-03-25,42.6958
2012-03-26,42.6958
2012-03-27,42.6958
2012-03-28,42.6958
2012-03-29,42.6958
2012-03-30,42.6958
2012-03-31,39.691
2012-04-01,39.691
2012-04-02,39.691
2012-04-03,39.691
2012-04-04,39.691
2012-04-05,39.691
2012-04-06,39.691
2012-04-07,39.691
2012-04-08,39.691
2012-04-09,39.691
2012-04-10,39.691
2012-04-11,39.691
2012-04-12,39.691
2012-04-13,39.691
2012-04-14,39.691
2012-04-15,39.691
2012-04-16,39.691
2012-04-17,39.691
2012-04-18,39.691
2012-04-19,39.691
2012-04-20,39.691
2012-04-21,39.691
2012-04-22,39.691
2012-04-23,39.691
2012-04-24,39.691
2012-04-25,39.691
2012-04-26,39.691
2012-04-27,39.691
2012-04-28,39.691
2012-04-29,39.691
2012-04-30,39.691
2012-05-01,39.691
2012-05-02,39.691
2012-05-03,39.691
2012-05-04,39.691
2012-05-05,39.691
2012-05-06,39.691
2012-05-07,39.691
2012-05-08,39.691
2012-05-09,39.691
2012-05-10,39.691
2012-05-11,39.691
2012-05-12,39.691
2012-05-13,39.691
2012-05-14,39.691
2012-05-15,39.691
2012-05-16,39.691
2012-05-17,39.691
2012-05-18,39.691
2012-05-19,39.691
2012-05-20,39.691
2012-05-21,39.691
2012-05-22,39.691
2012-05-23,39.691
2012-05-24,39.691
2012-05-25,39.691
2012-05-26,39.691
2012-05-27,39.691
2012-05-28,39.691
2012-05-29,39.691
2012-05-30,39.691
2012-05-31,39.691
2012-06-01,39.691
2012-06-02,39.691
2012-06-03,39.691
2012-06-04,39.691
2012-06-05,39.691
2012-06-06,39.691
2012-06-07,39.691
2012-06-08,39.691
2012-06-09,39.691
2012-06-10,39.691
2012-06-11,39.691
2012-06-12,39.691
2012-06-13,39.691
2012-06-14,39.691
2012-06-15,39.691
2012-06-16,39.691
2012-06-17,39.691
2012-06-18,39.691
2012-06-19,39.691
2012-06-20,39.691
2012-06-21,39.691
2012-06-22,39.691
2012-06-23,39.691
2012-06-24,39.691
2012-06-25,39.691
2012-06-26,39.691
2012-06-27,39.691
2012-06-28,39.691
2012-06-29,39.691
2012-06-30,41.0208
2012-07-01,41.0208
2012-07-02,41.0208
2012-07-03,41.0208
2012-07-04,41.0208
2012-07-05,41.0208
2012-07-06,41.0208
2012-07-07,41.0208
2012-07-08,41.0208
2012-07-09,41.0208
2012-07-10,41.0208
2012-07-11,41.0208
2012-07-12,41.0208
2012-07-13,41.0208
2012-07-14,41.0208
2012-07-15,41.0208
2012-07-16,41.0208
2012-07-17,41.0208
2012-07-18,41.0208
2012-07-19,41.0208
2012-07-20,41.0208
2012-07-21,41.0208
2012-07-22,41.0208
2012-07-23,41.0208
2012-07-24,41.0208
2012-07-25,41.0208
2012-07-26,41.0208
2012-07-27,41.0208
2012-07-28,41.0208
2012-07-29,41.0208
2012-07-30,41.0208
2012-07-31,41.0208
2012-08-01,41.0208
2012-08-02,41.0208
2012-08-03,41.0208
2012-08-04,41.0208
2012-08-05,41.0208
2012-08-06,41.0208
2012-08-07,41.0208
2012-08-08,41.0208
2012-08-09,41.0208
2012-08-10,41.0208
2012-08-11,41.0208
2012-08-12,41.0208
2012-08-13,41.0208
2012-08-14,41.0208
2012-08-15,41.0208
2012-08-16,41.0208
2012-08-17,41.0208
2012-08-18,41.0208
2012-08-19,41.0208
2012-08-20,41.0208
2012-08-21,41.0208
2012-08-22,41.0208
2012-08-23,41.0208
2012-08-24,41.0208
2012-08-25,41.0208
2012-08-26,41.0208
2012-08-27,41.0208
2012-08-28,41.0208
2012-08-29,41.0208
2012-08-30,41.0208
2012-08-31,41.0208
2012-09-01,41.0208
2012-09-02,41.0208
2012-09-03,41.0208
2012-09-04,41.0208
2012-09-05,41.0208
2012-09-06,41.0208
2012-09-07,41.0208
2012-09-08,41.0208
2012-09-09,41.0208
2012-09-10,41.0208
2012-09-11,41.0208
2012-09-12,41.0208
2012-09-13,41.0208
2012-09-14,41.0208
2012-09-15,41.0208
2012-09-16,41.0208
2012-09-17,41.0208
2012-09-18,41.0208
2012-09-19,41.0208
2012-09-20,41.0208
2012-09-21,41.0208
2012-09-22,41.0208
2012-09-23,41.0208
2012-09-24,41.0208
2012-09-25,41.0208
2012-09-26,41.0208
2012-09-27,41.0208
2012-09-28,41.0208
2012-09-29,41.0208
2012-09-30,37.1089
2012-10-01,37.1089
2012-10-02,37.1089
2012-10-03,37.1089
2012-10-04,37.1089
2012-10-05,37.1089
2012-10-06,37.1089
2012-10-07,37.1089
2012-10-08,37.1089
2012-10-09,37.1089
2012-10-10,37.1089
2012-10-11,37.1089
2012-10-12,37.1089
2012-10-13,37.1089
2012-10-14,37.1089
2012-10-15,37.1089
2012-10-16,37.1089
2012-10-17,37.1089
2012-10-18,37.1089
2012-10-19,37.1089
2012-10-20,37.1089
2012-10-21,37.1089
2012-10-22,37.1089
2012-10-23,37.1089
2012-10-24,37.1089
2012-10-25,37.1089
2012-10-26,37.1089
2012-10-27,37.1089
2012-10-28,37.1089
2012-10-29,37.1089
2012-10-30,37.1089
2012-10-31,37.1089
2012-11-01,37.1089
2012-11-02,37.1089
2012-11-03,37.1089
2012-11-04,37.1089
2012-11-05,37.1089
2012-11-06,37.1089
2012-11-07,37.1089
2012-11-08,37.1089
2012-11-09,37.1089
2012-11-10,37.1089
2012-11-11,37.1089
2012-11-12,37.1089
2012-11-13,37.1089
2012-11-14,37.1089
2012-11-15,37.1089
2012-11-16,37.1089
2012-11-17,37.1089
2012-11-18,37.1089
2012-11-19,37.1089
2012-11-20,37.1089
2012-11-21,37.1089
2012-11-22,37.1089
2012-11-23,37.1089
2012-11-24,37.1089
2012-11-25,37.1089
2012-11-26,37.1089
2012-11-27,37.1089
2012-11-28,37.1089
2012-11-29,37.1089
2012-11-30,37.1089
2012-12-01,37.1089
2012-12-02,37.1089
2012-12-03,37.1089
2012-12-04,37.1089
2012-12-05,37.1089
2012-12-06,37.1089
2012-12-07,37.1089
2012-12-08,37.1089
2012-12-09,37.1089
2012-12-10,37.1089
2012-12-11,37.1089
2012-12-12,37.1089
2012-12-13,37.1089
2012-12-14,37.1089
2012-12-15,37.1089
2012-12-16,37.1089
2012-12-17,37.1089
2012-12-18,37.1089
2012-12-19,37.1089
2012-12-20,37.1089
2012-12-21,37.1089
2012-12-22,37.1089
2012-12-23,37.1089
2012-12-24,37.1089
2012-12-25,37.1089
2012-12-26,37.1089
2012-12-27,37.1089
2012-12-28,37.1089
2012-12-29,37.1089
2012-12-30,37.1089
2012-12-31,35.1372
2013-01-01,35.1372
2013-01-02,35.1372
2013-01-03,35.1372
2013-01-04,35.1372
2013-01-05,35.1372
2013-01-06,35.1372
2013-01-07,35.1372
2013-01-08,35.1372
2013-01-09,35.1372
2013-01-10,35.1372
2013-01-11,35.1372
2013-01-12,35.1372
2013-01-13,35.1372
2013-01-14,35.1372
2013-01-15,35.1372
2013-01-16,35.1372
2013-01-17,35.1372
2013-01-18,35.1372
2013-01-19,35.1372
2013-01-20,35.1372
2013-01-21,35.1372
2013-01-22,35.1372
2013-01-23,35.1372
2013-01-24,35.1372
2013-01-25,35.1372
2013-01-26,35.1372
2013-01-27,35.1372
2013-01-28,35.1372
2013-01-29,35.1372
2013-01-30,35.1372
2013-01-31,35.1372
2013-02-01,35.1372
2013-02-02,35.1372
2013-02-03,35.1372
2013-02-04,35.1372
2013-02-05,35.1372
2013-02-06,35.1372
2013-02-07,35.1372
2013-02-08,35.1372
2013-02-09,35.1372
2013-02-10,35.1372
2013-02-11,35.1372
2013-02-12,35.1372
2013-02-13,35.1372
2013-02-14,35.1372
2013-02-15,35.1372
2013-02-16,35.1372
2013-02-17,35.1372
2013-02-18,35.1372
2013-02-19,35.1372
2013-02-20,35.1372
2013-02-21,35.1372
2013-02-22,35.1372
2013-02-23,35.1372
2013-02-24,35.1372
2013-02-25,35.1372
2013-02-26,35.1372
2013-02-27,35.1372
2013-02-28,35.1372
2013-03-01,35.1372
2013-03-02,35.1372
2013-03-03,35.1372
2013-03-04,35.1372
2013-03-05,35.1372
2013-03-06,35.1372
2013-03-07,35.1372
2013-03-08,35.1372
2013-03-09,35.1372
2013-03-10,35.1372
2013-03-11,35.1372
2013-03-12,35.1372
2013-03-13,35.1372
2013-03-14,35.1372
2013-03-15,35.1372
2013-03-16,35.1372
2013-03-17,35.1372
2013-03-18,35.1372
2013-03-19,35.1372
2013-03-20,35.1372
2013-03-21,35.1372
2013-03-22,35.1372
2013-03-23,35.1372
