,HMSP IJ Equity
2013-03-24,84.6041
2013-03-25,84.6041
2013-03-26,84.6041
2013-03-27,84.6041
2013-03-28,84.6041
2013-03-29,84.6041
2013-03-30,84.6041
2013-03-31,70.4179
2013-04-01,70.4179
2013-04-02,70.4179
2013-04-03,70.4179
2013-04-04,70.4179
2013-04-05,70.4179
2013-04-06,70.4179
2013-04-07,70.4179
2013-04-08,70.4179
2013-04-09,70.4179
2013-04-10,70.4179
2013-04-11,70.4179
2013-04-12,70.4179
2013-04-13,70.4179
2013-04-14,70.4179
2013-04-15,70.4179
2013-04-16,70.4179
2013-04-17,70.4179
2013-04-18,70.4179
2013-04-19,70.4179
2013-04-20,70.4179
2013-04-21,70.4179
2013-04-22,70.4179
2013-04-23,70.4179
2013-04-24,70.4179
2013-04-25,70.4179
2013-04-26,70.4179
2013-04-27,70.4179
2013-04-28,70.4179
2013-04-29,70.4179
2013-04-30,70.4179
2013-05-01,70.4179
2013-05-02,70.4179
2013-05-03,70.4179
2013-05-04,70.4179
2013-05-05,70.4179
2013-05-06,70.4179
2013-05-07,70.4179
2013-05-08,70.4179
2013-05-09,70.4179
2013-05-10,70.4179
2013-05-11,70.4179
2013-05-12,70.4179
2013-05-13,70.4179
2013-05-14,70.4179
2013-05-15,70.4179
2013-05-16,70.4179
2013-05-17,70.4179
2013-05-18,70.4179
2013-05-19,70.4179
2013-05-20,70.4179
2013-05-21,70.4179
2013-05-22,70.4179
2013-05-23,70.4179
2013-05-24,70.4179
2013-05-25,70.4179
2013-05-26,70.4179
2013-05-27,70.4179
2013-05-28,70.4179
2013-05-29,70.4179
2013-05-30,70.4179
2013-05-31,70.4179
2013-06-01,70.4179
2013-06-02,70.4179
2013-06-03,70.4179
2013-06-04,70.4179
2013-06-05,70.4179
2013-06-06,70.4179
2013-06-07,70.4179
2013-06-08,70.4179
2013-06-09,70.4179
2013-06-10,70.4179
2013-06-11,70.4179
2013-06-12,70.4179
2013-06-13,70.4179
2013-06-14,70.4179
2013-06-15,70.4179
2013-06-16,70.4179
2013-06-17,70.4179
2013-06-18,70.4179
2013-06-19,70.4179
2013-06-20,70.4179
2013-06-21,70.4179
2013-06-22,70.4179
2013-06-23,70.4179
2013-06-24,70.4179
2013-06-25,70.4179
2013-06-26,70.4179
2013-06-27,70.4179
2013-06-28,70.4179
2013-06-29,70.4179
2013-06-30,121.113
2013-07-01,121.113
2013-07-02,121.113
2013-07-03,121.113
2013-07-04,121.113
2013-07-05,121.113
2013-07-06,121.113
2013-07-07,121.113
2013-07-08,121.113
2013-07-09,121.113
2013-07-10,121.113
2013-07-11,121.113
2013-07-12,121.113
2013-07-13,121.113
2013-07-14,121.113
2013-07-15,121.113
2013-07-16,121.113
2013-07-17,121.113
2013-07-18,121.113
2013-07-19,121.113
2013-07-20,121.113
2013-07-21,121.113
2013-07-22,121.113
2013-07-23,121.113
2013-07-24,121.113
2013-07-25,121.113
2013-07-26,121.113
2013-07-27,121.113
2013-07-28,121.113
2013-07-29,121.113
2013-07-30,121.113
2013-07-31,121.113
2013-08-01,121.113
2013-08-02,121.113
2013-08-03,121.113
2013-08-04,121.113
2013-08-05,121.113
2013-08-06,121.113
2013-08-07,121.113
2013-08-08,121.113
2013-08-09,121.113
2013-08-10,121.113
2013-08-11,121.113
2013-08-12,121.113
2013-08-13,121.113
2013-08-14,121.113
2013-08-15,121.113
2013-08-16,121.113
2013-08-17,121.113
2013-08-18,121.113
2013-08-19,121.113
2013-08-20,121.113
2013-08-21,121.113
2013-08-22,121.113
2013-08-23,121.113
2013-08-24,121.113
2013-08-25,121.113
2013-08-26,121.113
2013-08-27,121.113
2013-08-28,121.113
2013-08-29,121.113
2013-08-30,121.113
2013-08-31,121.113
2013-09-01,121.113
2013-09-02,121.113
2013-09-03,121.113
2013-09-04,121.113
2013-09-05,121.113
2013-09-06,121.113
2013-09-07,121.113
2013-09-08,121.113
2013-09-09,121.113
2013-09-10,121.113
2013-09-11,121.113
2013-09-12,121.113
2013-09-13,121.113
2013-09-14,121.113
2013-09-15,121.113
2013-09-16,121.113
2013-09-17,121.113
2013-09-18,121.113
2013-09-19,121.113
2013-09-20,121.113
2013-09-21,121.113
2013-09-22,121.113
2013-09-23,121.113
2013-09-24,121.113
2013-09-25,121.113
2013-09-26,121.113
2013-09-27,121.113
2013-09-28,121.113
2013-09-29,121.113
2013-09-30,92.3429
2013-10-01,92.3429
2013-10-02,92.3429
2013-10-03,92.3429
2013-10-04,92.3429
2013-10-05,92.3429
2013-10-06,92.3429
2013-10-07,92.3429
2013-10-08,92.3429
2013-10-09,92.3429
2013-10-10,92.3429
2013-10-11,92.3429
2013-10-12,92.3429
2013-10-13,92.3429
2013-10-14,92.3429
2013-10-15,92.3429
2013-10-16,92.3429
2013-10-17,92.3429
2013-10-18,92.3429
2013-10-19,92.3429
2013-10-20,92.3429
2013-10-21,92.3429
2013-10-22,92.3429
2013-10-23,92.3429
2013-10-24,92.3429
2013-10-25,92.3429
2013-10-26,92.3429
2013-10-27,92.3429
2013-10-28,92.3429
2013-10-29,92.3429
2013-10-30,92.3429
2013-10-31,92.3429
2013-11-01,92.3429
2013-11-02,92.3429
2013-11-03,92.3429
2013-11-04,92.3429
2013-11-05,92.3429
2013-11-06,92.3429
2013-11-07,92.3429
2013-11-08,92.3429
2013-11-09,92.3429
2013-11-10,92.3429
2013-11-11,92.3429
2013-11-12,92.3429
2013-11-13,92.3429
2013-11-14,92.3429
2013-11-15,92.3429
2013-11-16,92.3429
2013-11-17,92.3429
2013-11-18,92.3429
2013-11-19,92.3429
2013-11-20,92.3429
2013-11-21,92.3429
2013-11-22,92.3429
2013-11-23,92.3429
2013-11-24,92.3429
2013-11-25,92.3429
2013-11-26,92.3429
2013-11-27,92.3429
2013-11-28,92.3429
2013-11-29,92.3429
2013-11-30,92.3429
2013-12-01,92.3429
2013-12-02,92.3429
2013-12-03,92.3429
2013-12-04,92.3429
2013-12-05,92.3429
2013-12-06,92.3429
2013-12-07,92.3429
2013-12-08,92.3429
2013-12-09,92.3429
2013-12-10,92.3429
2013-12-11,92.3429
2013-12-12,92.3429
2013-12-13,92.3429
2013-12-14,92.3429
2013-12-15,92.3429
2013-12-16,92.3429
2013-12-17,92.3429
2013-12-18,92.3429
2013-12-19,92.3429
2013-12-20,92.3429
2013-12-21,92.3429
2013-12-22,92.3429
2013-12-23,92.3429
2013-12-24,92.3429
2013-12-25,92.3429
2013-12-26,92.3429
2013-12-27,92.3429
2013-12-28,92.3429
2013-12-29,92.3429
2013-12-30,92.3429
2013-12-31,78.7846
2014-01-01,78.7846
2014-01-02,78.7846
2014-01-03,78.7846
2014-01-04,78.7846
2014-01-05,78.7846
2014-01-06,78.7846
2014-01-07,78.7846
2014-01-08,78.7846
2014-01-09,78.7846
2014-01-10,78.7846
2014-01-11,78.7846
2014-01-12,78.7846
2014-01-13,78.7846
2014-01-14,78.7846
2014-01-15,78.7846
2014-01-16,78.7846
2014-01-17,78.7846
2014-01-18,78.7846
2014-01-19,78.7846
2014-01-20,78.7846
2014-01-21,78.7846
2014-01-22,78.7846
2014-01-23,78.7846
2014-01-24,78.7846
2014-01-25,78.7846
2014-01-26,78.7846
2014-01-27,78.7846
2014-01-28,78.7846
2014-01-29,78.7846
2014-01-30,78.7846
2014-01-31,78.7846
2014-02-01,78.7846
2014-02-02,78.7846
2014-02-03,78.7846
2014-02-04,78.7846
2014-02-05,78.7846
2014-02-06,78.7846
2014-02-07,78.7846
2014-02-08,78.7846
2014-02-09,78.7846
2014-02-10,78.7846
2014-02-11,78.7846
2014-02-12,78.7846
2014-02-13,78.7846
2014-02-14,78.7846
2014-02-15,78.7846
2014-02-16,78.7846
2014-02-17,78.7846
2014-02-18,78.7846
2014-02-19,78.7846
2014-02-20,78.7846
2014-02-21,78.7846
2014-02-22,78.7846
2014-02-23,78.7846
2014-02-24,78.7846
2014-02-25,78.7846
2014-02-26,78.7846
2014-02-27,78.7846
2014-02-28,78.7846
2014-03-01,78.7846
2014-03-02,78.7846
2014-03-03,78.7846
2014-03-04,78.7846
2014-03-05,78.7846
2014-03-06,78.7846
2014-03-07,78.7846
2014-03-08,78.7846
2014-03-09,78.7846
2014-03-10,78.7846
2014-03-11,78.7846
2014-03-12,78.7846
2014-03-13,78.7846
2014-03-14,78.7846
2014-03-15,78.7846
2014-03-16,78.7846
2014-03-17,78.7846
2014-03-18,78.7846
2014-03-19,78.7846
2014-03-20,78.7846
2014-03-21,78.7846
2014-03-22,78.7846
2014-03-23,78.7846
2014-03-24,78.7846
2014-03-25,78.7846
2014-03-26,78.7846
2014-03-27,78.7846
2014-03-28,78.7846
2014-03-29,78.7846
2014-03-30,78.7846
2014-03-31,66.7554
2014-04-01,66.7554
2014-04-02,66.7554
2014-04-03,66.7554
2014-04-04,66.7554
2014-04-05,66.7554
2014-04-06,66.7554
2014-04-07,66.7554
2014-04-08,66.7554
2014-04-09,66.7554
2014-04-10,66.7554
2014-04-11,66.7554
2014-04-12,66.7554
2014-04-13,66.7554
2014-04-14,66.7554
2014-04-15,66.7554
2014-04-16,66.7554
2014-04-17,66.7554
2014-04-18,66.7554
2014-04-19,66.7554
2014-04-20,66.7554
2014-04-21,66.7554
2014-04-22,66.7554
2014-04-23,66.7554
2014-04-24,66.7554
2014-04-25,66.7554
2014-04-26,66.7554
2014-04-27,66.7554
2014-04-28,66.7554
2014-04-29,66.7554
2014-04-30,66.7554
2014-05-01,66.7554
2014-05-02,66.7554
2014-05-03,66.7554
2014-05-04,66.7554
2014-05-05,66.7554
2014-05-06,66.7554
2014-05-07,66.7554
2014-05-08,66.7554
2014-05-09,66.7554
2014-05-10,66.7554
2014-05-11,66.7554
2014-05-12,66.7554
2014-05-13,66.7554
2014-05-14,66.7554
2014-05-15,66.7554
2014-05-16,66.7554
2014-05-17,66.7554
2014-05-18,66.7554
2014-05-19,66.7554
2014-05-20,66.7554
2014-05-21,66.7554
2014-05-22,66.7554
2014-05-23,66.7554
2014-05-24,66.7554
2014-05-25,66.7554
2014-05-26,66.7554
2014-05-27,66.7554
2014-05-28,66.7554
2014-05-29,66.7554
2014-05-30,66.7554
2014-05-31,66.7554
2014-06-01,66.7554
2014-06-02,66.7554
2014-06-03,66.7554
2014-06-04,66.7554
2014-06-05,66.7554
2014-06-06,66.7554
2014-06-07,66.7554
2014-06-08,66.7554
2014-06-09,66.7554
2014-06-10,66.7554
2014-06-11,66.7554
2014-06-12,66.7554
2014-06-13,66.7554
2014-06-14,66.7554
2014-06-15,66.7554
2014-06-16,66.7554
2014-06-17,66.7554
2014-06-18,66.7554
2014-06-19,66.7554
2014-06-20,66.7554
2014-06-21,66.7554
2014-06-22,66.7554
2014-06-23,66.7554
2014-06-24,66.7554
2014-06-25,66.7554
2014-06-26,66.7554
2014-06-27,66.7554
2014-06-28,66.7554
2014-06-29,66.7554
2014-06-30,129.9623
2014-07-01,129.9623
2014-07-02,129.9623
2014-07-03,129.9623
2014-07-04,129.9623
2014-07-05,129.9623
2014-07-06,129.9623
2014-07-07,129.9623
2014-07-08,129.9623
2014-07-09,129.9623
2014-07-10,129.9623
2014-07-11,129.9623
2014-07-12,129.9623
2014-07-13,129.9623
2014-07-14,129.9623
2014-07-15,129.9623
2014-07-16,129.9623
2014-07-17,129.9623
2014-07-18,129.9623
2014-07-19,129.9623
2014-07-20,129.9623
2014-07-21,129.9623
2014-07-22,129.9623
2014-07-23,129.9623
2014-07-24,129.9623
2014-07-25,129.9623
2014-07-26,129.9623
2014-07-27,129.9623
2014-07-28,129.9623
2014-07-29,129.9623
2014-07-30,129.9623
2014-07-31,129.9623
2014-08-01,129.9623
2014-08-02,129.9623
2014-08-03,129.9623
2014-08-04,129.9623
2014-08-05,129.9623
2014-08-06,129.9623
2014-08-07,129.9623
2014-08-08,129.9623
2014-08-09,129.9623
2014-08-10,129.9623
2014-08-11,129.9623
2014-08-12,129.9623
2014-08-13,129.9623
2014-08-14,129.9623
2014-08-15,129.9623
2014-08-16,129.9623
2014-08-17,129.9623
2014-08-18,129.9623
2014-08-19,129.9623
2014-08-20,129.9623
2014-08-21,129.9623
2014-08-22,129.9623
2014-08-23,129.9623
2014-08-24,129.9623
2014-08-25,129.9623
2014-08-26,129.9623
2014-08-27,129.9623
2014-08-28,129.9623
2014-08-29,129.9623
2014-08-30,129.9623
2014-08-31,129.9623
2014-09-01,129.9623
2014-09-02,129.9623
2014-09-03,129.9623
2014-09-04,129.9623
2014-09-05,129.9623
2014-09-06,129.9623
2014-09-07,129.9623
2014-09-08,129.9623
2014-09-09,129.9623
2014-09-10,129.9623
2014-09-11,129.9623
2014-09-12,129.9623
2014-09-13,129.9623
2014-09-14,129.9623
2014-09-15,129.9623
2014-09-16,129.9623
2014-09-17,129.9623
2014-09-18,129.9623
2014-09-19,129.9623
2014-09-20,129.9623
2014-09-21,129.9623
2014-09-22,129.9623
2014-09-23,129.9623
2014-09-24,129.9623
2014-09-25,129.9623
2014-09-26,129.9623
2014-09-27,129.9623
2014-09-28,129.9623
2014-09-29,129.9623
2014-09-30,99.7205
2014-10-01,99.7205
2014-10-02,99.7205
2014-10-03,99.7205
2014-10-04,99.7205
2014-10-05,99.7205
2014-10-06,99.7205
2014-10-07,99.7205
2014-10-08,99.7205
2014-10-09,99.7205
2014-10-10,99.7205
2014-10-11,99.7205
2014-10-12,99.7205
2014-10-13,99.7205
2014-10-14,99.7205
2014-10-15,99.7205
2014-10-16,99.7205
2014-10-17,99.7205
2014-10-18,99.7205
2014-10-19,99.7205
2014-10-20,99.7205
2014-10-21,99.7205
2014-10-22,99.7205
2014-10-23,99.7205
2014-10-24,99.7205
2014-10-25,99.7205
2014-10-26,99.7205
2014-10-27,99.7205
2014-10-28,99.7205
2014-10-29,99.7205
2014-10-30,99.7205
2014-10-31,99.7205
2014-11-01,99.7205
2014-11-02,99.7205
2014-11-03,99.7205
2014-11-04,99.7205
2014-11-05,99.7205
2014-11-06,99.7205
2014-11-07,99.7205
2014-11-08,99.7205
2014-11-09,99.7205
2014-11-10,99.7205
2014-11-11,99.7205
2014-11-12,99.7205
2014-11-13,99.7205
2014-11-14,99.7205
2014-11-15,99.7205
2014-11-16,99.7205
2014-11-17,99.7205
2014-11-18,99.7205
2014-11-19,99.7205
2014-11-20,99.7205
2014-11-21,99.7205
2014-11-22,99.7205
2014-11-23,99.7205
2014-11-24,99.7205
2014-11-25,99.7205
2014-11-26,99.7205
2014-11-27,99.7205
2014-11-28,99.7205
2014-11-29,99.7205
2014-11-30,99.7205
2014-12-01,99.7205
2014-12-02,99.7205
2014-12-03,99.7205
2014-12-04,99.7205
2014-12-05,99.7205
2014-12-06,99.7205
2014-12-07,99.7205
2014-12-08,99.7205
2014-12-09,99.7205
2014-12-10,99.7205
2014-12-11,99.7205
2014-12-12,99.7205
2014-12-13,99.7205
2014-12-14,99.7205
2014-12-15,99.7205
2014-12-16,99.7205
2014-12-17,99.7205
2014-12-18,99.7205
2014-12-19,99.7205
2014-12-20,99.7205
2014-12-21,99.7205
2014-12-22,99.7205
2014-12-23,99.7205
2014-12-24,99.7205
2014-12-25,99.7205
2014-12-26,99.7205
2014-12-27,99.7205
2014-12-28,99.7205
2014-12-29,99.7205
2014-12-30,99.7205
2014-12-31,73.6342
2015-01-01,73.6342
2015-01-02,73.6342
2015-01-03,73.6342
2015-01-04,73.6342
2015-01-05,73.6342
2015-01-06,73.6342
2015-01-07,73.6342
2015-01-08,73.6342
2015-01-09,73.6342
2015-01-10,73.6342
2015-01-11,73.6342
2015-01-12,73.6342
2015-01-13,73.6342
2015-01-14,73.6342
2015-01-15,73.6342
2015-01-16,73.6342
2015-01-17,73.6342
2015-01-18,73.6342
2015-01-19,73.6342
2015-01-20,73.6342
2015-01-21,73.6342
2015-01-22,73.6342
2015-01-23,73.6342
2015-01-24,73.6342
2015-01-25,73.6342
2015-01-26,73.6342
2015-01-27,73.6342
2015-01-28,73.6342
2015-01-29,73.6342
2015-01-30,73.6342
2015-01-31,73.6342
2015-02-01,73.6342
2015-02-02,73.6342
2015-02-03,73.6342
2015-02-04,73.6342
2015-02-05,73.6342
2015-02-06,73.6342
2015-02-07,73.6342
2015-02-08,73.6342
2015-02-09,73.6342
2015-02-10,73.6342
2015-02-11,73.6342
2015-02-12,73.6342
2015-02-13,73.6342
2015-02-14,73.6342
2015-02-15,73.6342
2015-02-16,73.6342
2015-02-17,73.6342
2015-02-18,73.6342
2015-02-19,73.6342
2015-02-20,73.6342
2015-02-21,73.6342
2015-02-22,73.6342
2015-02-23,73.6342
2015-02-24,73.6342
2015-02-25,73.6342
2015-02-26,73.6342
2015-02-27,73.6342
2015-02-28,73.6342
2015-03-01,73.6342
2015-03-02,73.6342
2015-03-03,73.6342
2015-03-04,73.6342
2015-03-05,73.6342
2015-03-06,73.6342
2015-03-07,73.6342
2015-03-08,73.6342
2015-03-09,73.6342
2015-03-10,73.6342
2015-03-11,73.6342
2015-03-12,73.6342
2015-03-13,73.6342
2015-03-14,73.6342
2015-03-15,73.6342
2015-03-16,73.6342
2015-03-17,73.6342
2015-03-18,73.6342
2015-03-19,73.6342
2015-03-20,73.6342
2015-03-21,73.6342
2015-03-22,73.6342
2015-03-23,73.6342
2015-03-24,73.6342
2015-03-25,73.6342
2015-03-26,73.6342
2015-03-27,73.6342
2015-03-28,73.6342
2015-03-29,73.6342
2015-03-30,73.6342
2015-03-31,61.9384
2015-04-01,61.9384
2015-04-02,61.9384
2015-04-03,61.9384
2015-04-04,61.9384
2015-04-05,61.9384
2015-04-06,61.9384
2015-04-07,61.9384
2015-04-08,61.9384
2015-04-09,61.9384
2015-04-10,61.9384
2015-04-11,61.9384
2015-04-12,61.9384
2015-04-13,61.9384
2015-04-14,61.9384
2015-04-15,61.9384
2015-04-16,61.9384
2015-04-17,61.9384
2015-04-18,61.9384
2015-04-19,61.9384
2015-04-20,61.9384
2015-04-21,61.9384
2015-04-22,61.9384
2015-04-23,61.9384
2015-04-24,61.9384
2015-04-25,61.9384
2015-04-26,61.9384
2015-04-27,61.9384
2015-04-28,61.9384
2015-04-29,61.9384
2015-04-30,61.9384
2015-05-01,61.9384
2015-05-02,61.9384
2015-05-03,61.9384
2015-05-04,61.9384
2015-05-05,61.9384
2015-05-06,61.9384
2015-05-07,61.9384
2015-05-08,61.9384
2015-05-09,61.9384
2015-05-10,61.9384
2015-05-11,61.9384
2015-05-12,61.9384
2015-05-13,61.9384
2015-05-14,61.9384
2015-05-15,61.9384
2015-05-16,61.9384
2015-05-17,61.9384
2015-05-18,61.9384
2015-05-19,61.9384
2015-05-20,61.9384
2015-05-21,61.9384
2015-05-22,61.9384
2015-05-23,61.9384
2015-05-24,61.9384
2015-05-25,61.9384
2015-05-26,61.9384
2015-05-27,61.9384
2015-05-28,61.9384
2015-05-29,61.9384
2015-05-30,61.9384
2015-05-31,61.9384
2015-06-01,61.9384
2015-06-02,61.9384
2015-06-03,61.9384
2015-06-04,61.9384
2015-06-05,61.9384
2015-06-06,61.9384
2015-06-07,61.9384
2015-06-08,61.9384
2015-06-09,61.9384
2015-06-10,61.9384
2015-06-11,61.9384
2015-06-12,61.9384
2015-06-13,61.9384
2015-06-14,61.9384
2015-06-15,61.9384
2015-06-16,61.9384
2015-06-17,61.9384
2015-06-18,61.9384
2015-06-19,61.9384
2015-06-20,61.9384
2015-06-21,61.9384
2015-06-22,61.9384
2015-06-23,61.9384
2015-06-24,61.9384
2015-06-25,61.9384
2015-06-26,61.9384
2015-06-27,61.9384
2015-06-28,61.9384
2015-06-29,61.9384
2015-06-30,90.5943
2015-07-01,90.5943
2015-07-02,90.5943
2015-07-03,90.5943
2015-07-04,90.5943
2015-07-05,90.5943
2015-07-06,90.5943
2015-07-07,90.5943
2015-07-08,90.5943
2015-07-09,90.5943
2015-07-10,90.5943
2015-07-11,90.5943
2015-07-12,90.5943
2015-07-13,90.5943
2015-07-14,90.5943
2015-07-15,90.5943
2015-07-16,90.5943
2015-07-17,90.5943
2015-07-18,90.5943
2015-07-19,90.5943
2015-07-20,90.5943
2015-07-21,90.5943
2015-07-22,90.5943
2015-07-23,90.5943
2015-07-24,90.5943
2015-07-25,90.5943
2015-07-26,90.5943
2015-07-27,90.5943
2015-07-28,90.5943
2015-07-29,90.5943
2015-07-30,90.5943
2015-07-31,90.5943
2015-08-01,90.5943
2015-08-02,90.5943
2015-08-03,90.5943
2015-08-04,90.5943
2015-08-05,90.5943
2015-08-06,90.5943
2015-08-07,90.5943
2015-08-08,90.5943
2015-08-09,90.5943
2015-08-10,90.5943
2015-08-11,90.5943
2015-08-12,90.5943
2015-08-13,90.5943
2015-08-14,90.5943
2015-08-15,90.5943
2015-08-16,90.5943
2015-08-17,90.5943
2015-08-18,90.5943
2015-08-19,90.5943
2015-08-20,90.5943
2015-08-21,90.5943
2015-08-22,90.5943
2015-08-23,90.5943
2015-08-24,90.5943
2015-08-25,90.5943
2015-08-26,90.5943
2015-08-27,90.5943
2015-08-28,90.5943
2015-08-29,90.5943
2015-08-30,90.5943
2015-08-31,90.5943
2015-09-01,90.5943
2015-09-02,90.5943
2015-09-03,90.5943
2015-09-04,90.5943
2015-09-05,90.5943
2015-09-06,90.5943
2015-09-07,90.5943
2015-09-08,90.5943
2015-09-09,90.5943
2015-09-10,90.5943
2015-09-11,90.5943
2015-09-12,90.5943
2015-09-13,90.5943
2015-09-14,90.5943
2015-09-15,90.5943
2015-09-16,90.5943
2015-09-17,90.5943
2015-09-18,90.5943
2015-09-19,90.5943
2015-09-20,90.5943
2015-09-21,90.5943
2015-09-22,90.5943
2015-09-23,90.5943
2015-09-24,90.5943
2015-09-25,90.5943
2015-09-26,90.5943
2015-09-27,90.5943
2015-09-28,90.5943
2015-09-29,90.5943
2015-09-30,102.7612
2015-10-01,102.7612
2015-10-02,102.7612
2015-10-03,102.7612
2015-10-04,102.7612
2015-10-05,102.7612
2015-10-06,102.7612
2015-10-07,102.7612
2015-10-08,102.7612
2015-10-09,102.7612
2015-10-10,102.7612
2015-10-11,102.7612
2015-10-12,102.7612
2015-10-13,102.7612
2015-10-14,102.7612
2015-10-15,102.7612
2015-10-16,102.7612
2015-10-17,102.7612
2015-10-18,102.7612
2015-10-19,102.7612
2015-10-20,102.7612
2015-10-21,102.7612
2015-10-22,102.7612
2015-10-23,102.7612
2015-10-24,102.7612
2015-10-25,102.7612
2015-10-26,102.7612
2015-10-27,102.7612
2015-10-28,102.7612
2015-10-29,102.7612
2015-10-30,102.7612
2015-10-31,102.7612
2015-11-01,102.7612
2015-11-02,102.7612
2015-11-03,102.7612
2015-11-04,102.7612
2015-11-05,102.7612
2015-11-06,102.7612
2015-11-07,102.7612
2015-11-08,102.7612
2015-11-09,102.7612
2015-11-10,102.7612
2015-11-11,102.7612
2015-11-12,102.7612
2015-11-13,102.7612
2015-11-14,102.7612
2015-11-15,102.7612
2015-11-16,102.7612
2015-11-17,102.7612
2015-11-18,102.7612
2015-11-19,102.7612
2015-11-20,102.7612
2015-11-21,102.7612
2015-11-22,102.7612
2015-11-23,102.7612
2015-11-24,102.7612
2015-11-25,102.7612
2015-11-26,102.7612
2015-11-27,102.7612
2015-11-28,102.7612
2015-11-29,102.7612
2015-11-30,102.7612
2015-12-01,102.7612
2015-12-02,102.7612
2015-12-03,102.7612
2015-12-04,102.7612
2015-12-05,102.7612
2015-12-06,102.7612
2015-12-07,102.7612
2015-12-08,102.7612
2015-12-09,102.7612
2015-12-10,102.7612
2015-12-11,102.7612
2015-12-12,102.7612
2015-12-13,102.7612
2015-12-14,102.7612
2015-12-15,102.7612
2015-12-16,102.7612
2015-12-17,102.7612
2015-12-18,102.7612
2015-12-19,102.7612
2015-12-20,102.7612
2015-12-21,102.7612
2015-12-22,102.7612
2015-12-23,102.7612
2015-12-24,102.7612
2015-12-25,102.7612
2015-12-26,102.7612
2015-12-27,102.7612
2015-12-28,102.7612
2015-12-29,102.7612
2015-12-30,102.7612
2015-12-31,45.5388
2016-01-01,45.5388
2016-01-02,45.5388
2016-01-03,45.5388
2016-01-04,45.5388
2016-01-05,45.5388
2016-01-06,45.5388
2016-01-07,45.5388
2016-01-08,45.5388
2016-01-09,45.5388
2016-01-10,45.5388
2016-01-11,45.5388
2016-01-12,45.5388
2016-01-13,45.5388
2016-01-14,45.5388
2016-01-15,45.5388
2016-01-16,45.5388
2016-01-17,45.5388
2016-01-18,45.5388
2016-01-19,45.5388
2016-01-20,45.5388
2016-01-21,45.5388
2016-01-22,45.5388
2016-01-23,45.5388
2016-01-24,45.5388
2016-01-25,45.5388
2016-01-26,45.5388
2016-01-27,45.5388
2016-01-28,45.5388
2016-01-29,45.5388
2016-01-30,45.5388
2016-01-31,45.5388
2016-02-01,45.5388
2016-02-02,45.5388
2016-02-03,45.5388
2016-02-04,45.5388
2016-02-05,45.5388
2016-02-06,45.5388
2016-02-07,45.5388
2016-02-08,45.5388
2016-02-09,45.5388
2016-02-10,45.5388
2016-02-11,45.5388
2016-02-12,45.5388
2016-02-13,45.5388
2016-02-14,45.5388
2016-02-15,45.5388
2016-02-16,45.5388
2016-02-17,45.5388
2016-02-18,45.5388
2016-02-19,45.5388
2016-02-20,45.5388
2016-02-21,45.5388
2016-02-22,45.5388
2016-02-23,45.5388
2016-02-24,45.5388
2016-02-25,45.5388
2016-02-26,45.5388
2016-02-27,45.5388
2016-02-28,45.5388
2016-02-29,45.5388
2016-03-01,45.5388
2016-03-02,45.5388
2016-03-03,45.5388
2016-03-04,45.5388
2016-03-05,45.5388
2016-03-06,45.5388
2016-03-07,45.5388
2016-03-08,45.5388
2016-03-09,45.5388
2016-03-10,45.5388
2016-03-11,45.5388
2016-03-12,45.5388
2016-03-13,45.5388
2016-03-14,45.5388
2016-03-15,45.5388
2016-03-16,45.5388
2016-03-17,45.5388
2016-03-18,45.5388
2016-03-19,45.5388
2016-03-20,45.5388
2016-03-21,45.5388
2016-03-22,45.5388
2016-03-23,45.5388
2016-03-24,45.5388
2016-03-25,45.5388
2016-03-26,45.5388
2016-03-27,45.5388
2016-03-28,45.5388
2016-03-29,45.5388
2016-03-30,45.5388
2016-03-31,41.0453
2016-04-01,41.0453
2016-04-02,41.0453
2016-04-03,41.0453
2016-04-04,41.0453
2016-04-05,41.0453
2016-04-06,41.0453
2016-04-07,41.0453
2016-04-08,41.0453
2016-04-09,41.0453
2016-04-10,41.0453
2016-04-11,41.0453
2016-04-12,41.0453
2016-04-13,41.0453
2016-04-14,41.0453
2016-04-15,41.0453
2016-04-16,41.0453
2016-04-17,41.0453
2016-04-18,41.0453
2016-04-19,41.0453
2016-04-20,41.0453
2016-04-21,41.0453
2016-04-22,41.0453
2016-04-23,41.0453
2016-04-24,41.0453
2016-04-25,41.0453
2016-04-26,41.0453
2016-04-27,41.0453
2016-04-28,41.0453
2016-04-29,41.0453
2016-04-30,41.0453
2016-05-01,41.0453
2016-05-02,41.0453
2016-05-03,41.0453
2016-05-04,41.0453
2016-05-05,41.0453
2016-05-06,41.0453
2016-05-07,41.0453
2016-05-08,41.0453
2016-05-09,41.0453
2016-05-10,41.0453
2016-05-11,41.0453
2016-05-12,41.0453
2016-05-13,41.0453
2016-05-14,41.0453
2016-05-15,41.0453
2016-05-16,41.0453
2016-05-17,41.0453
2016-05-18,41.0453
2016-05-19,41.0453
2016-05-20,41.0453
2016-05-21,41.0453
2016-05-22,41.0453
2016-05-23,41.0453
2016-05-24,41.0453
2016-05-25,41.0453
2016-05-26,41.0453
2016-05-27,41.0453
2016-05-28,41.0453
2016-05-29,41.0453
2016-05-30,41.0453
2016-05-31,41.0453
2016-06-01,41.0453
2016-06-02,41.0453
2016-06-03,41.0453
2016-06-04,41.0453
2016-06-05,41.0453
2016-06-06,41.0453
2016-06-07,41.0453
2016-06-08,41.0453
