,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity,GGAL AR Equity
2013-08-01,3.687,3.819,3.655,3.819,1331820.0
2013-08-02,3.827,3.893,3.761,3.794,1476068.0
2013-08-03,3.827,3.893,3.761,3.794,1476068.0
2013-08-04,3.827,3.893,3.761,3.794,1476068.0
2013-08-05,3.794,3.86,3.753,3.778,1387266.0
2013-08-06,3.737,3.819,3.737,3.778,1248348.0
2013-08-07,3.794,3.975,3.778,3.95,2294444.0
2013-08-08,3.95,3.991,3.909,3.967,2103323.0
2013-08-09,3.967,4.0,3.942,3.983,2052834.0
2013-08-10,3.967,4.0,3.942,3.983,2052834.0
2013-08-11,3.967,4.0,3.942,3.983,2052834.0
2013-08-12,4.106,4.147,4.024,4.131,4508027.0
2013-08-13,4.188,4.418,4.188,4.386,6656619.0
2013-08-14,4.476,4.755,4.476,4.747,6245127.0
2013-08-15,4.706,4.772,4.599,4.755,4285990.0
2013-08-16,4.73,4.78,4.607,4.64,2657868.0
2013-08-17,4.73,4.78,4.607,4.64,2657868.0
2013-08-18,4.73,4.78,4.607,4.64,2657868.0
2013-08-19,4.73,4.78,4.607,4.64,2657868.0
2013-08-20,4.681,4.895,4.681,4.862,2022896.0
2013-08-21,4.862,4.969,4.854,4.886,2810701.0
2013-08-22,4.886,5.001,4.886,4.985,2211621.0
2013-08-23,5.092,5.174,4.829,4.829,3109646.0
2013-08-24,5.092,5.174,4.829,4.829,3109646.0
2013-08-25,5.092,5.174,4.829,4.829,3109646.0
2013-08-26,4.78,4.928,4.689,4.722,3852441.0
2013-08-27,4.673,4.722,4.574,4.673,1990355.0
2013-08-28,4.681,4.985,4.681,4.804,2716179.0
2013-08-29,4.804,4.87,4.714,4.821,764368.0
2013-08-30,4.821,4.919,4.804,4.87,533727.0
2013-08-31,4.821,4.919,4.804,4.87,533727.0
2013-09-01,4.821,4.919,4.804,4.87,533727.0
2013-09-02,4.928,4.928,4.829,4.837,420044.0
2013-09-03,4.903,5.026,4.903,5.01,2459536.0
2013-09-04,5.026,5.141,5.026,5.026,1201185.0
2013-09-05,5.116,5.256,5.092,5.256,2422037.0
2013-09-06,5.223,5.387,5.174,5.387,1392369.0
2013-09-07,5.223,5.387,5.174,5.387,1392369.0
2013-09-08,5.223,5.387,5.174,5.387,1392369.0
2013-09-09,5.387,5.872,5.387,5.872,3180470.0
2013-09-10,5.921,6.373,5.921,6.168,6785292.0
2013-09-11,6.061,6.283,5.971,6.233,2901794.0
2013-09-12,6.225,6.406,5.995,6.044,2808951.0
2013-09-13,6.143,6.258,6.061,6.217,2220359.0
2013-09-14,6.143,6.258,6.061,6.217,2220359.0
2013-09-15,6.143,6.258,6.061,6.217,2220359.0
2013-09-16,6.332,6.529,6.332,6.488,1850919.0
2013-09-17,6.545,6.57,6.348,6.348,2282549.0
2013-09-18,6.373,6.619,6.266,6.611,1698393.0
2013-09-19,6.66,6.734,6.628,6.693,1654875.0
2013-09-20,6.759,6.841,6.652,6.701,3456691.0
2013-09-21,6.759,6.841,6.652,6.701,3456691.0
2013-09-22,6.759,6.841,6.652,6.701,3456691.0
2013-09-23,6.701,7.26,6.701,7.063,3821689.0
2013-09-24,7.161,7.243,6.899,7.014,2920126.0
2013-09-25,6.981,7.046,6.948,7.022,2734988.0
2013-09-26,7.022,7.276,7.022,7.153,1983001.0
2013-09-27,7.178,7.268,6.981,7.014,1433014.0
2013-09-28,7.178,7.268,6.981,7.014,1433014.0
2013-09-29,7.178,7.268,6.981,7.014,1433014.0
2013-09-30,6.931,6.981,6.701,6.981,4540388.0
2013-10-01,6.981,7.161,6.981,7.104,1375585.0
2013-10-02,7.145,7.161,6.899,6.94,1215306.0
2013-10-03,6.972,6.981,6.71,6.956,2092184.0
2013-10-04,6.923,7.022,6.759,6.808,1067091.0
2013-10-05,6.923,7.022,6.759,6.808,1067091.0
2013-10-06,6.923,7.022,6.759,6.808,1067091.0
2013-10-07,6.833,7.038,6.833,6.989,1254002.0
2013-10-08,7.022,7.112,6.997,7.063,954301.0
2013-10-09,7.063,7.301,7.063,7.276,1851497.0
2013-10-10,7.391,7.761,7.391,7.753,1893530.0
2013-10-11,7.851,7.95,7.777,7.859,2298806.0
2013-10-12,7.851,7.95,7.777,7.859,2298806.0
2013-10-13,7.851,7.95,7.777,7.859,2298806.0
2013-10-14,7.851,7.95,7.777,7.859,2298806.0
2013-10-15,8.295,8.377,7.966,7.983,1927228.0
2013-10-16,8.065,8.065,7.556,7.851,3939132.0
2013-10-17,7.851,7.95,7.777,7.933,3768929.0
2013-10-18,8.007,8.254,7.884,8.155,3749146.0
2013-10-19,8.007,8.254,7.884,8.155,3749146.0
2013-10-20,8.007,8.254,7.884,8.155,3749146.0
2013-10-21,8.254,8.952,8.254,8.664,2611804.0
2013-10-22,8.787,8.787,8.295,8.5,3062982.0
2013-10-23,8.213,8.377,8.089,8.13,633.0
2013-10-24,8.114,8.87,8.007,8.705,1813301.0
2013-10-25,8.623,8.705,8.172,8.295,1176042.0
2013-10-26,8.623,8.705,8.172,8.295,1176042.0
2013-10-27,8.623,8.705,8.172,8.295,1176042.0
2013-10-28,8.459,8.459,7.761,7.835,1321548.0
2013-10-29,7.802,7.802,7.055,7.104,3637487.0
2013-10-30,7.104,7.556,7.055,7.26,1999364.0
2013-10-31,7.268,7.391,6.981,7.252,1329743.0
2013-11-01,7.252,7.301,7.063,7.112,811306.0
2013-11-02,7.252,7.301,7.063,7.112,811306.0
2013-11-03,7.252,7.301,7.063,7.112,811306.0
2013-11-04,7.17,7.35,7.087,7.227,747594.0
2013-11-05,7.301,8.007,7.268,7.999,1864418.0
2013-11-06,7.301,8.007,7.268,7.999,1864418.0
2013-11-07,7.597,7.991,7.432,7.515,3467359.0
2013-11-08,7.515,7.638,7.391,7.49,2080062.0
2013-11-09,7.515,7.638,7.391,7.49,2080062.0
2013-11-10,7.515,7.638,7.391,7.49,2080062.0
2013-11-11,7.556,7.794,7.35,7.679,1386203.0
2013-11-12,7.679,7.679,7.334,7.375,1995371.0
2013-11-13,7.432,7.482,7.26,7.416,1337044.0
2013-11-14,7.482,8.007,7.482,7.95,2058309.0
2013-11-15,7.95,8.213,7.95,8.18,1715617.0
2013-11-16,7.95,8.213,7.95,8.18,1715617.0
2013-11-17,7.95,8.213,7.95,8.18,1715617.0
2013-11-18,8.254,8.254,7.9,7.9,1985785.0
2013-11-19,7.802,7.802,7.227,7.309,2167835.0
2013-11-20,7.597,7.843,7.515,7.769,2604401.0
2013-11-21,7.827,7.884,7.646,7.72,1042929.0
2013-11-22,7.794,7.991,7.703,7.983,683257.0
2013-11-23,7.794,7.991,7.703,7.983,683257.0
2013-11-24,7.794,7.991,7.703,7.983,683257.0
2013-11-25,7.794,7.991,7.703,7.983,683257.0
2013-11-26,8.295,8.911,8.295,8.787,4279280.0
2013-11-27,8.911,8.993,8.623,8.746,2188080.0
2013-11-28,8.746,8.952,8.664,8.746,838825.0
2013-11-29,8.705,8.952,8.623,8.787,1120084.0
2013-11-30,8.705,8.952,8.623,8.787,1120084.0
2013-12-01,8.705,8.952,8.623,8.787,1120084.0
2013-12-02,8.746,8.787,8.418,8.582,1499777.0
2013-12-03,8.541,8.623,8.048,8.048,2006306.0
2013-12-04,8.048,8.254,7.925,8.188,2311683.0
2013-12-05,8.213,8.418,7.966,8.015,1099675.0
2013-12-06,8.032,8.13,7.991,8.007,504284.0
2013-12-07,8.032,8.13,7.991,8.007,504284.0
2013-12-08,8.032,8.13,7.991,8.007,504284.0
2013-12-09,8.048,8.213,7.917,7.917,818351.0
2013-12-10,7.966,7.966,7.72,7.786,877072.0
2013-12-11,7.777,7.884,7.679,7.744,2901848.0
2013-12-12,7.72,7.884,7.539,7.818,2676679.0
2013-12-13,7.843,7.966,7.638,7.786,581510.0
2013-12-14,7.843,7.966,7.638,7.786,581510.0
2013-12-15,7.843,7.966,7.638,7.786,581510.0
2013-12-16,7.843,8.007,7.802,7.966,1329587.0
2013-12-17,8.024,8.254,7.909,8.254,2185087.0
2013-12-18,8.254,8.336,8.048,8.106,192416.0
2013-12-19,8.13,8.163,7.802,7.802,1437627.0
2013-12-20,7.802,7.843,7.588,7.588,1919695.0
2013-12-21,7.802,7.843,7.588,7.588,1919695.0
2013-12-22,7.802,7.843,7.588,7.588,1919695.0
2013-12-23,7.613,7.761,7.473,7.72,114384.0
2013-12-24,7.613,7.761,7.473,7.72,114384.0
2013-12-25,7.613,7.761,7.473,7.72,114384.0
2013-12-26,7.72,7.72,7.326,7.334,756143.0
2013-12-27,7.35,7.638,7.342,7.638,4400.0
2013-12-28,7.35,7.638,7.342,7.638,4400.0
2013-12-29,7.35,7.638,7.342,7.638,4400.0
2013-12-30,7.679,7.868,7.539,7.662,547669.0
2013-12-31,7.679,7.868,7.539,7.662,547669.0
2014-01-01,7.679,7.868,7.539,7.662,547669.0
2014-01-02,7.662,7.662,7.317,7.35,547961.0
2014-01-03,7.473,7.473,7.375,7.391,447791.0
2014-01-04,7.473,7.473,7.375,7.391,447791.0
2014-01-05,7.473,7.473,7.375,7.391,447791.0
2014-01-06,7.391,7.473,7.12,7.145,601861.0
2014-01-07,7.153,7.35,7.145,7.35,753696.0
2014-01-08,7.432,7.539,7.375,7.449,723809.0
2014-01-09,7.473,7.515,7.268,7.285,394693.0
2014-01-10,7.391,7.506,7.326,7.506,481778.0
2014-01-11,7.391,7.506,7.326,7.506,481778.0
2014-01-12,7.391,7.506,7.326,7.506,481778.0
2014-01-13,7.556,7.703,7.457,7.457,440806.0
2014-01-14,7.457,7.506,7.285,7.367,591498.0
2014-01-15,7.473,7.597,7.391,7.588,1245795.0
2014-01-16,7.679,7.761,7.597,7.761,1121249.0
2014-01-17,7.843,8.007,7.802,7.942,676418.0
2014-01-18,7.843,8.007,7.802,7.942,676418.0
2014-01-19,7.843,8.007,7.802,7.942,676418.0
2014-01-20,7.942,8.377,7.933,8.172,650622.0
2014-01-21,8.213,8.377,8.048,8.081,1528125.0
2014-01-22,8.081,8.139,7.925,8.13,512672.0
2014-01-23,8.13,8.254,7.556,7.671,1765553.0
2014-01-24,7.629,7.629,7.087,7.087,2060721.0
2014-01-25,7.629,7.629,7.087,7.087,2060721.0
2014-01-26,7.629,7.629,7.087,7.087,2060721.0
2014-01-27,7.096,7.769,6.816,7.761,1839367.0
2014-01-28,7.761,7.81,7.473,7.638,748246.0
2014-01-29,7.556,7.621,7.432,7.432,571868.0
2014-01-30,7.432,7.597,7.358,7.58,381805.0
2014-01-31,7.58,7.818,7.432,7.769,1031937.0
2014-02-01,7.58,7.818,7.432,7.769,1031937.0
2014-02-02,7.58,7.818,7.432,7.769,1031937.0
2014-02-03,7.802,7.925,7.49,7.556,1225203.0
2014-02-04,7.58,7.843,7.58,7.802,1324104.0
2014-02-05,7.802,7.843,7.49,7.49,656265.0
2014-02-06,7.506,7.597,7.441,7.498,1164884.0
2014-02-07,7.515,7.515,7.211,7.309,1406766.0
2014-02-08,7.515,7.515,7.211,7.309,1406766.0
2014-02-09,7.515,7.515,7.211,7.309,1406766.0
2014-02-10,7.309,7.309,7.03,7.104,939146.0
2014-02-11,7.104,7.473,6.997,7.391,1042826.0
2014-02-12,7.506,7.966,7.506,7.884,3389665.0
2014-02-13,7.884,8.081,7.72,8.057,1375413.0
2014-02-14,8.213,8.623,8.172,8.5,2791333.0
2014-02-15,8.213,8.623,8.172,8.5,2791333.0
2014-02-16,8.213,8.623,8.172,8.5,2791333.0
2014-02-17,8.459,8.623,8.336,8.623,283175.0
2014-02-18,8.541,8.787,8.336,8.5,892480.0
2014-02-19,8.254,8.418,8.172,8.336,973311.0
2014-02-20,8.295,8.377,8.147,8.254,1877196.0
2014-02-21,8.377,8.377,8.065,8.065,1094012.0
2014-02-22,8.377,8.377,8.065,8.065,1094012.0
2014-02-23,8.377,8.377,8.065,8.065,1094012.0
2014-02-24,8.122,8.377,8.089,8.295,1469190.0
2014-02-25,8.336,8.377,8.13,8.147,715672.0
2014-02-26,8.147,8.254,8.139,8.147,713508.0
2014-02-27,8.172,8.295,8.13,8.172,424627.0
2014-02-28,8.213,8.336,8.18,8.295,966679.0
2014-03-01,8.213,8.336,8.18,8.295,966679.0
2014-03-02,8.213,8.336,8.18,8.295,966679.0
2014-03-03,8.213,8.336,8.18,8.295,966679.0
2014-03-04,8.213,8.336,8.18,8.295,966679.0
2014-03-05,8.459,8.541,8.254,8.418,877540.0
2014-03-06,8.459,8.911,8.418,8.829,1460960.0
2014-03-07,8.87,8.952,8.664,8.705,1416743.0
2014-03-08,8.87,8.952,8.664,8.705,1416743.0
2014-03-09,8.87,8.952,8.664,8.705,1416743.0
2014-03-10,8.746,8.746,8.459,8.541,543474.0
2014-03-11,8.5,8.541,8.336,8.377,351476.0
2014-03-12,8.295,8.418,8.213,8.295,432760.0
2014-03-13,8.336,8.377,8.172,8.172,516526.0
2014-03-14,8.377,8.541,8.254,8.541,996404.0
2014-03-15,8.377,8.541,8.254,8.541,996404.0
2014-03-16,8.377,8.541,8.254,8.541,996404.0
2014-03-17,8.582,8.705,8.541,8.541,1051330.0
2014-03-18,8.705,9.034,8.705,9.034,2594364.0
2014-03-19,9.034,9.157,8.787,8.911,1430131.0
2014-03-20,8.87,9.198,8.87,9.116,911319.0
2014-03-21,9.239,9.444,9.198,9.444,1085235.0
2014-03-22,9.239,9.444,9.198,9.444,1085235.0
2014-03-23,9.239,9.444,9.198,9.444,1085235.0
2014-03-24,9.239,9.444,9.198,9.444,1085235.0
2014-03-25,9.486,9.814,9.486,9.732,2210023.0
2014-03-26,9.855,9.896,9.486,9.568,2089679.0
2014-03-27,9.691,9.814,9.65,9.773,1768717.0
2014-03-28,9.773,9.855,9.444,9.65,911571.0
2014-03-29,9.773,9.855,9.444,9.65,911571.0
2014-03-30,9.773,9.855,9.444,9.65,911571.0
2014-03-31,9.937,10.143,9.896,9.937,1363562.0
2014-04-01,9.978,10.348,9.978,10.307,1673437.0
2014-04-02,9.978,10.348,9.978,10.307,1673437.0
2014-04-03,11.046,11.046,10.471,10.717,2121300.0
2014-04-04,10.841,10.841,10.307,10.43,1849839.0
2014-04-05,10.841,10.841,10.307,10.43,1849839.0
2014-04-06,10.841,10.841,10.307,10.43,1849839.0
2014-04-07,10.553,10.676,10.43,10.594,1264843.0
2014-04-08,10.676,10.841,10.553,10.841,1933037.0
2014-04-09,10.841,10.841,10.471,10.594,665767.0
2014-04-10,10.676,10.676,10.348,10.512,578294.0
2014-04-11,10.512,10.553,10.101,10.348,883765.0
2014-04-12,10.512,10.553,10.101,10.348,883765.0
2014-04-13,10.512,10.553,10.101,10.348,883765.0
2014-04-14,10.43,10.471,10.06,10.225,856645.0
2014-04-15,10.184,10.307,9.937,10.184,1712497.0
2014-04-16,10.266,10.512,10.101,10.471,1556998.0
2014-04-17,10.266,10.512,10.101,10.471,1556998.0
2014-04-18,10.266,10.512,10.101,10.471,1556998.0
2014-04-19,10.266,10.512,10.101,10.471,1556998.0
2014-04-20,10.266,10.512,10.101,10.471,1556998.0
2014-04-21,10.594,10.594,10.348,10.512,33220.0
2014-04-22,10.635,11.087,10.594,10.882,1955487.0
2014-04-23,10.882,11.169,10.882,11.046,1307885.0
2014-04-24,11.087,11.415,10.923,11.128,1468745.0
2014-04-25,11.046,11.046,10.512,10.758,2138434.0
2014-04-26,11.046,11.046,10.512,10.758,2138434.0
2014-04-27,11.046,11.046,10.512,10.758,2138434.0
2014-04-28,10.882,11.005,10.676,10.964,854115.0
2014-04-29,11.087,11.21,10.841,10.923,719632.0
2014-04-30,10.923,11.005,10.758,10.923,589256.0
2014-05-01,10.923,11.005,10.758,10.923,589256.0
2014-05-02,10.923,11.005,10.758,10.923,589256.0
2014-05-03,10.923,11.005,10.758,10.923,589256.0
2014-05-04,10.923,11.005,10.758,10.923,589256.0
2014-05-05,11.292,11.292,10.923,10.923,822069.0
2014-05-06,11.087,11.087,10.8,10.8,561575.0
2014-05-07,10.964,11.046,10.8,11.005,1009445.0
2014-05-08,11.046,11.046,10.553,10.594,1820568.0
2014-05-09,10.553,10.8,10.43,10.717,1266989.0
2014-05-10,10.553,10.8,10.43,10.717,1266989.0
2014-05-11,10.553,10.8,10.43,10.717,1266989.0
2014-05-12,10.717,10.882,10.43,10.512,1200947.0
2014-05-13,10.594,10.635,10.307,10.43,856048.0
2014-05-14,10.389,10.553,10.266,10.389,758285.0
2014-05-15,10.184,10.348,10.184,10.184,1497994.0
2014-05-16,10.307,10.676,10.307,10.676,1561079.0
2014-05-17,10.307,10.676,10.307,10.676,1561079.0
2014-05-18,10.307,10.676,10.307,10.676,1561079.0
2014-05-19,10.676,11.087,10.594,11.087,1041225.0
2014-05-20,11.07,11.358,11.029,11.276,977056.0
2014-05-21,11.276,11.441,11.111,11.235,1124200.0
2014-05-22,11.235,11.441,11.194,11.317,983809.0
2014-05-23,11.194,11.358,11.194,11.235,613805.0
2014-05-24,11.194,11.358,11.194,11.235,613805.0
2014-05-25,11.194,11.358,11.194,11.235,613805.0
2014-05-26,11.276,11.317,11.194,11.276,458181.0
2014-05-27,11.317,11.399,11.111,11.276,771640.0
2014-05-28,11.276,11.441,11.111,11.317,699320.0
2014-05-29,11.77,12.017,11.646,11.893,2705274.0
2014-05-30,12.181,12.264,11.646,12.017,1596474.0
2014-05-31,12.181,12.264,11.646,12.017,1596474.0
2014-06-01,12.181,12.264,11.646,12.017,1596474.0
2014-06-02,12.058,12.058,11.646,11.893,945126.0
2014-06-03,12.058,12.346,12.017,12.181,1148624.0
2014-06-04,12.223,12.428,12.017,12.428,742387.0
2014-06-05,12.469,12.84,12.469,12.799,1639824.0
2014-06-06,12.922,12.922,12.552,12.593,661379.0
2014-06-07,12.922,12.922,12.552,12.593,661379.0
2014-06-08,12.922,12.922,12.552,12.593,661379.0
2014-06-09,12.758,13.293,12.593,13.293,1312894.0
2014-06-10,13.293,13.457,12.922,13.046,1740815.0
2014-06-11,12.881,12.963,12.099,12.181,2618288.0
2014-06-12,12.099,12.469,11.934,12.099,2063382.0
2014-06-13,12.099,12.346,11.976,12.099,1003425.0
2014-06-14,12.099,12.346,11.976,12.099,1003425.0
2014-06-15,12.099,12.346,11.976,12.099,1003425.0
2014-06-16,10.947,11.441,10.618,10.782,2758827.0
2014-06-17,10.453,11.276,10.329,11.111,2115488.0
2014-06-18,11.111,11.729,10.535,11.523,3916439.0
2014-06-19,11.153,11.317,10.535,10.741,2499757.0
2014-06-20,11.153,11.317,10.535,10.741,2499757.0
2014-06-21,11.153,11.317,10.535,10.741,2499757.0
2014-06-22,11.153,11.317,10.535,10.741,2499757.0
2014-06-23,11.852,12.428,11.688,12.428,204800.0
2014-06-24,12.469,12.716,12.017,12.305,1320057.0
2014-06-25,12.264,12.716,12.181,12.593,1500645.0
2014-06-26,12.511,12.634,11.934,12.181,1673855.0
2014-06-27,12.017,12.346,11.523,12.264,1958779.0
2014-06-28,12.017,12.346,11.523,12.264,1958779.0
2014-06-29,12.017,12.346,11.523,12.264,1958779.0
2014-06-30,12.264,12.264,11.811,12.14,581074.0
2014-07-01,12.511,12.593,12.469,12.552,950390.0
2014-07-02,12.675,12.716,12.511,12.552,1171741.0
2014-07-03,12.758,12.84,12.428,12.511,1168286.0
2014-07-04,12.469,12.552,12.264,12.469,305501.0
2014-07-05,12.469,12.552,12.264,12.469,305501.0
2014-07-06,12.469,12.552,12.264,12.469,305501.0
2014-07-07,12.469,12.716,12.387,12.675,920829.0
2014-07-08,12.84,13.087,12.593,13.004,1028850.0
2014-07-09,12.84,13.087,12.593,13.004,1028850.0
2014-07-10,13.251,13.91,13.251,13.745,2460235.0
2014-07-11,13.663,13.992,13.581,13.91,1279931.0
2014-07-12,13.663,13.992,13.581,13.91,1279931.0
2014-07-13,13.663,13.992,13.581,13.91,1279931.0
2014-07-14,13.786,13.992,13.539,13.786,868764.0
2014-07-15,13.786,13.786,13.251,13.251,823648.0
2014-07-16,13.128,13.498,12.963,13.498,1249474.0
2014-07-17,13.498,13.581,13.334,13.375,28842.0
2014-07-18,13.498,13.992,13.498,13.704,1702259.0
2014-07-19,13.498,13.992,13.498,13.704,1702259.0
2014-07-20,13.498,13.992,13.498,13.704,1702259.0
2014-07-21,13.457,13.622,12.922,13.169,1598478.0
2014-07-22,13.416,13.622,12.223,12.634,2194825.0
2014-07-23,12.346,12.511,12.264,12.387,1234335.0
2014-07-24,12.963,13.169,12.428,12.511,1041173.0
2014-07-25,12.346,12.511,11.77,11.976,1785633.0
2014-07-26,12.346,12.511,11.77,11.976,1785633.0
2014-07-27,12.346,12.511,11.77,11.976,1785633.0
2014-07-28,11.605,11.934,11.317,11.646,1026021.0
2014-07-29,11.605,12.799,11.482,12.799,1691973.0
2014-07-30,13.91,14.157,13.581,14.157,3010349.0
2014-07-31,13.004,13.334,12.84,13.046,3502393.0
2014-08-01,13.004,13.251,12.099,13.004,2343934.0
2014-08-02,13.004,13.251,12.099,13.004,2343934.0
2014-08-03,13.004,13.251,12.099,13.004,2343934.0
2014-08-04,13.004,13.334,12.84,12.881,1117531.0
2014-08-05,12.593,12.758,11.934,12.017,1739200.0
2014-08-06,12.099,12.387,11.564,12.058,1569112.0
2014-08-07,12.264,12.716,12.099,12.552,1154886.0
2014-08-08,12.552,12.634,12.264,12.511,1007378.0
2014-08-09,12.552,12.634,12.264,12.511,1007378.0
2014-08-10,12.552,12.634,12.264,12.511,1007378.0
2014-08-11,12.511,12.593,12.223,12.223,831087.0
2014-08-12,12.223,12.593,12.181,12.428,1308747.0
2014-08-13,12.428,12.552,12.346,12.552,765572.0
2014-08-14,12.469,12.469,11.893,11.934,2085273.0
2014-08-15,12.058,12.469,11.811,12.428,2109620.0
2014-08-16,12.058,12.469,11.811,12.428,2109620.0
2014-08-17,12.058,12.469,11.811,12.428,2109620.0
2014-08-18,12.058,12.469,11.811,12.428,2109620.0
2014-08-19,12.552,12.634,12.387,12.428,1161273.0
2014-08-20,12.264,12.346,12.017,12.346,1619393.0
2014-08-21,12.428,12.593,12.264,12.346,1758559.0
2014-08-22,12.346,12.963,12.346,12.922,1726244.0
2014-08-23,12.346,12.963,12.346,12.922,1726244.0
2014-08-24,12.346,12.963,12.346,12.922,1726244.0
2014-08-25,13.169,13.375,12.922,13.046,1560903.0
2014-08-26,13.087,13.169,12.84,13.004,1060104.0
2014-08-27,12.922,13.416,12.922,13.334,1556915.0
2014-08-28,13.416,13.498,13.087,13.416,1011526.0
2014-08-29,13.416,13.581,13.21,13.375,932586.0
2014-08-30,13.416,13.581,13.21,13.375,932586.0
2014-08-31,13.416,13.581,13.21,13.375,932586.0
2014-09-01,13.375,13.375,12.593,13.251,331642.0
2014-09-02,13.293,13.663,13.293,13.663,965488.0
2014-09-03,13.786,14.486,13.786,14.404,2532797.0
2014-09-04,14.239,14.239,13.663,13.786,1846070.0
2014-09-05,13.869,14.692,13.786,14.486,1780194.0
2014-09-06,13.869,14.692,13.786,14.486,1780194.0
2014-09-07,13.869,14.692,13.786,14.486,1780194.0
2014-09-08,14.527,15.144,14.527,14.898,1644796.0
2014-09-09,15.144,15.144,14.815,14.856,710379.0
2014-09-10,14.815,15.268,14.815,15.268,1332603.0
2014-09-11,15.391,15.679,15.268,15.597,2007705.0
2014-09-12,15.803,16.214,15.638,16.214,1850397.0
2014-09-13,15.803,16.214,15.638,16.214,1850397.0
2014-09-14,15.803,16.214,15.638,16.214,1850397.0
2014-09-15,16.214,16.338,15.762,15.968,968917.0
2014-09-16,16.05,16.544,16.05,16.461,1236038.0
2014-09-17,16.214,16.667,16.214,16.585,1211064.0
2014-09-18,16.667,16.667,16.297,16.544,90512.0
2014-09-19,16.461,16.461,16.05,16.132,1503221.0
2014-09-20,16.461,16.461,16.05,16.132,1503221.0
2014-09-21,16.461,16.461,16.05,16.132,1503221.0
2014-09-22,16.297,17.202,16.297,16.996,1627725.0
2014-09-23,17.284,17.284,16.626,16.708,1211783.0
2014-09-24,16.708,17.037,16.338,16.832,1194052.0
2014-09-25,16.832,16.832,16.42,16.544,715691.0
2014-09-26,16.873,17.202,16.749,17.037,1200503.0
2014-09-27,16.873,17.202,16.749,17.037,1200503.0
2014-09-28,16.873,17.202,16.749,17.037,1200503.0
2014-09-29,16.996,17.49,16.749,17.49,15260.0
2014-09-30,17.408,17.531,17.037,17.284,1238210.0
2014-10-01,17.284,17.614,16.05,16.214,1832164.0
2014-10-02,15.638,15.638,14.033,14.733,3998177.0
2014-10-03,14.733,15.227,14.157,15.021,1965870.0
2014-10-04,14.733,15.227,14.157,15.021,1965870.0
2014-10-05,14.733,15.227,14.157,15.021,1965870.0
2014-10-06,15.062,15.144,13.581,13.745,1438068.0
2014-10-07,14.157,14.157,13.622,13.704,1083470.0
2014-10-08,13.704,13.828,13.416,13.498,1170318.0
2014-10-09,13.498,13.498,12.716,13.004,1606703.0
2014-10-10,12.716,13.169,12.469,12.758,1527652.0
2014-10-11,12.716,13.169,12.469,12.758,1527652.0
2014-10-12,12.716,13.169,12.469,12.758,1527652.0
2014-10-13,12.716,13.169,12.469,12.758,1527652.0
2014-10-14,12.758,13.004,12.346,12.634,1092875.0
2014-10-15,12.346,12.84,12.264,12.758,1151162.0
2014-10-16,12.593,13.539,12.511,13.251,1599430.0
2014-10-17,13.663,14.404,13.663,14.239,2244713.0
2014-10-18,13.663,14.404,13.663,14.239,2244713.0
2014-10-19,13.663,14.404,13.663,14.239,2244713.0
2014-10-20,14.733,15.597,14.363,15.556,1571794.0
2014-10-21,15.556,16.05,14.692,15.186,1142662.0
2014-10-22,15.227,15.433,14.692,14.733,552391.0
2014-10-23,15.227,15.227,14.445,14.445,664172.0
2014-10-24,14.445,14.939,14.445,14.898,421739.0
2014-10-25,14.445,14.939,14.445,14.898,421739.0
2014-10-26,14.445,14.939,14.445,14.898,421739.0
2014-10-27,14.733,14.856,14.404,14.815,429730.0
2014-10-28,14.856,15.474,14.856,15.474,819220.0
2014-10-29,15.268,15.556,14.815,14.939,539080.0
2014-10-30,14.939,15.638,14.815,15.433,423071.0
2014-10-31,15.556,16.214,15.556,15.968,899991.0
2014-11-01,15.556,16.214,15.556,15.968,899991.0
2014-11-02,15.556,16.214,15.556,15.968,899991.0
2014-11-03,16.132,16.749,15.844,16.708,1043409.0
2014-11-04,16.667,16.749,16.091,16.256,979168.0
2014-11-05,16.708,16.708,15.885,16.173,361715.0
2014-11-06,16.708,16.708,15.885,16.173,361715.0
2014-11-07,16.873,16.873,15.762,15.803,830272.0
2014-11-08,16.873,16.873,15.762,15.803,830272.0
2014-11-09,16.873,16.873,15.762,15.803,830272.0
2014-11-10,15.721,15.968,15.474,15.721,574079.0
2014-11-11,15.597,15.803,15.309,15.309,611971.0
2014-11-12,15.227,15.556,14.98,15.227,773395.0
2014-11-13,15.227,15.391,14.98,15.391,893055.0
2014-11-14,15.35,15.35,14.939,15.062,420328.0
2014-11-15,15.35,15.35,14.939,15.062,420328.0
2014-11-16,15.35,15.35,14.939,15.062,420328.0
2014-11-17,15.062,15.474,14.898,15.433,530014.0
2014-11-18,15.638,15.844,15.309,15.474,811027.0
2014-11-19,15.515,15.556,15.062,15.062,398393.0
2014-11-20,15.144,15.309,14.98,15.268,721215.0
2014-11-21,15.474,15.721,15.391,15.474,548347.0
2014-11-22,15.474,15.721,15.391,15.474,548347.0
2014-11-23,15.474,15.721,15.391,15.474,548347.0
2014-11-24,15.474,15.721,15.391,15.474,548347.0
2014-11-25,15.391,15.844,15.309,15.474,447240.0
2014-11-26,15.556,15.926,15.144,15.844,504827.0
2014-11-27,15.968,16.05,15.844,15.926,162575.0
2014-11-28,15.926,15.926,15.515,15.721,405437.0
2014-11-29,15.926,15.926,15.515,15.721,405437.0
2014-11-30,15.926,15.926,15.515,15.721,405437.0
