,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity,BMA AR Equity
2013-10-28,20.728,21.28,19.31,19.467,274503.0
2013-10-29,19.31,19.467,17.733,18.521,514762.0
2013-10-30,18.521,19.704,18.364,18.679,156477.0
2013-10-31,18.679,19.073,18.364,18.364,108242.0
2013-11-01,18.364,18.916,18.285,18.285,33727.0
2013-11-02,18.364,18.916,18.285,18.285,33727.0
2013-11-03,18.364,18.916,18.285,18.285,33727.0
2013-11-04,18.521,18.916,17.733,18.64,84298.0
2013-11-05,19.31,20.492,18.679,20.492,221433.0
2013-11-06,19.31,20.492,18.679,20.492,221433.0
2013-11-07,20.177,20.492,19.113,19.113,147591.0
2013-11-08,19.467,20.098,19.152,19.507,102613.0
2013-11-09,19.467,20.098,19.152,19.507,102613.0
2013-11-10,19.467,20.098,19.152,19.507,102613.0
2013-11-11,20.177,20.413,18.837,19.073,261078.0
2013-11-12,19.073,19.073,17.97,18.127,167040.0
2013-11-13,18.285,18.521,17.891,18.324,181836.0
2013-11-14,18.482,19.467,18.443,19.191,225195.0
2013-11-15,19.388,19.625,18.916,19.546,213684.0
2013-11-16,19.388,19.625,18.916,19.546,213684.0
2013-11-17,19.388,19.625,18.916,19.546,213684.0
2013-11-18,19.507,19.861,18.364,18.718,313287.0
2013-11-19,18.443,18.916,17.733,18.324,382641.0
2013-11-20,18.521,19.467,18.521,19.191,307802.0
2013-11-21,19.31,19.546,19.152,19.31,91817.0
2013-11-22,19.704,20.177,19.625,20.058,90786.0
2013-11-23,19.704,20.177,19.625,20.058,90786.0
2013-11-24,19.704,20.177,19.625,20.058,90786.0
2013-11-25,19.704,20.177,19.625,20.058,90786.0
2013-11-26,20.492,22.147,20.492,21.28,377597.0
2013-11-27,21.122,21.516,20.177,20.177,339003.0
2013-11-28,20.689,20.886,20.492,20.807,39915.0
2013-11-29,20.886,21.201,20.807,21.044,235923.0
2013-11-30,20.886,21.201,20.807,21.044,235923.0
2013-12-01,20.886,21.201,20.807,21.044,235923.0
2013-12-02,20.965,22.383,19.704,20.649,68800.0
2013-12-03,20.649,20.649,18.916,19.31,145500.0
2013-12-04,19.664,19.664,18.285,18.521,474621.0
2013-12-05,18.916,18.994,18.324,18.324,92859.0
2013-12-06,18.521,19.113,18.443,18.679,184746.0
2013-12-07,18.521,19.113,18.443,18.679,184746.0
2013-12-08,18.521,19.113,18.443,18.679,184746.0
2013-12-09,18.916,19.388,18.521,18.758,79699.0
2013-12-10,18.758,18.994,18.127,18.797,157960.0
2013-12-11,18.916,18.916,18.206,18.6,79845.0
2013-12-12,18.679,18.679,17.576,18.364,125885.0
2013-12-13,18.443,18.521,17.812,18.049,99921.0
2013-12-14,18.443,18.521,17.812,18.049,99921.0
2013-12-15,18.443,18.521,17.812,18.049,99921.0
2013-12-16,17.97,18.364,17.891,18.049,168209.0
2013-12-17,18.285,18.758,17.733,18.758,140453.0
2013-12-18,18.916,18.916,17.812,18.364,51199.0
2013-12-19,18.443,18.758,17.26,17.576,223884.0
2013-12-20,17.773,17.773,16.945,16.945,89961.0
2013-12-21,17.773,17.773,16.945,16.945,89961.0
2013-12-22,17.773,17.773,16.945,16.945,89961.0
2013-12-23,16.709,17.733,15.369,17.103,206787.0
2013-12-24,16.709,17.733,15.369,17.103,206787.0
2013-12-25,16.709,17.733,15.369,17.103,206787.0
2013-12-26,17.024,17.103,16.551,17.103,173448.0
2013-12-27,16.945,17.97,16.945,17.142,46979.0
2013-12-28,16.945,17.97,16.945,17.142,46979.0
2013-12-29,16.945,17.97,16.945,17.142,46979.0
2013-12-30,17.339,17.418,16.078,16.393,76328.0
2013-12-31,17.339,17.418,16.078,16.393,76328.0
2014-01-01,17.339,17.418,16.078,16.393,76328.0
2014-01-02,16.945,17.26,16.472,16.748,100553.0
2014-01-03,16.748,17.221,16.315,16.315,49324.0
2014-01-04,16.748,17.221,16.315,16.315,49324.0
2014-01-05,16.748,17.221,16.315,16.315,49324.0
2014-01-06,16.315,16.315,15.605,15.763,181879.0
2014-01-07,15.763,16.315,15.763,16.315,41921.0
2014-01-08,16.433,16.945,16.433,16.551,86100.0
2014-01-09,16.709,16.945,16.354,16.472,64651.0
2014-01-10,16.472,16.945,16.472,16.59,49334.0
2014-01-11,16.472,16.945,16.472,16.59,49334.0
2014-01-12,16.472,16.945,16.472,16.59,49334.0
2014-01-13,16.945,17.103,16.551,16.945,30930.0
2014-01-14,16.748,17.182,16.669,16.788,47522.0
2014-01-15,16.866,17.339,16.788,17.26,71624.0
2014-01-16,17.339,18.285,17.339,18.246,175856.0
2014-01-17,18.521,19.073,17.773,18.443,230608.0
2014-01-18,18.521,19.073,17.773,18.443,230608.0
2014-01-19,18.521,19.073,17.773,18.443,230608.0
2014-01-20,18.679,19.27,18.679,19.073,68433.0
2014-01-21,19.073,19.507,18.718,18.916,121323.0
2014-01-22,18.916,19.664,18.837,19.31,166076.0
2014-01-23,19.861,19.861,17.812,17.891,210004.0
2014-01-24,18.127,18.127,16.551,16.945,231059.0
2014-01-25,18.127,18.127,16.551,16.945,231059.0
2014-01-26,18.127,18.127,16.551,16.945,231059.0
2014-01-27,16.945,17.733,15.763,17.497,393888.0
2014-01-28,17.733,17.812,16.63,17.063,343892.0
2014-01-29,16.551,16.906,16.551,16.669,216876.0
2014-01-30,16.866,17.103,16.433,16.945,179855.0
2014-01-31,17.576,17.891,16.945,17.891,144357.0
2014-02-01,17.576,17.891,16.945,17.891,144357.0
2014-02-02,17.576,17.891,16.945,17.891,144357.0
2014-02-03,17.891,18.443,17.182,17.339,153885.0
2014-02-04,17.497,17.497,16.788,16.827,545679.0
2014-02-05,16.827,16.866,15.921,16.315,256062.0
2014-02-06,16.354,16.354,15.921,15.999,234437.0
2014-02-07,16.157,16.157,15.132,15.566,295051.0
2014-02-08,16.157,16.157,15.132,15.566,295051.0
2014-02-09,16.157,16.157,15.132,15.566,295051.0
2014-02-10,15.645,15.645,14.975,15.369,133990.0
2014-02-11,15.487,15.842,15.054,15.802,381447.0
2014-02-12,15.921,16.945,15.842,16.709,312153.0
2014-02-13,16.709,17.339,16.551,17.26,188407.0
2014-02-14,17.812,18.916,17.576,18.6,453002.0
2014-02-15,17.812,18.916,17.576,18.6,453002.0
2014-02-16,17.812,18.916,17.576,18.6,453002.0
2014-02-17,18.443,18.679,18.285,18.6,78375.0
2014-02-18,18.6,19.073,18.127,18.482,198447.0
2014-02-19,18.482,18.521,17.773,17.97,110635.0
2014-02-20,18.127,18.443,17.97,18.285,111364.0
2014-02-21,18.324,18.64,18.206,18.285,84891.0
2014-02-22,18.324,18.64,18.206,18.285,84891.0
2014-02-23,18.324,18.64,18.206,18.285,84891.0
2014-02-24,18.127,18.916,18.127,18.916,89981.0
2014-02-25,19.073,19.231,18.6,18.6,107352.0
2014-02-26,18.6,18.916,18.521,18.6,63277.0
2014-02-27,18.364,18.758,18.285,18.324,86755.0
2014-02-28,18.324,18.718,18.324,18.521,97466.0
2014-03-01,18.324,18.718,18.324,18.521,97466.0
2014-03-02,18.324,18.718,18.324,18.521,97466.0
2014-03-03,18.324,18.718,18.324,18.521,97466.0
2014-03-04,18.324,18.718,18.324,18.521,97466.0
2014-03-05,18.521,18.758,18.324,18.758,63460.0
2014-03-06,18.758,19.704,18.758,19.625,297996.0
2014-03-07,19.704,20.334,19.625,20.058,276418.0
2014-03-08,19.704,20.334,19.625,20.058,276418.0
2014-03-09,19.704,20.334,19.625,20.058,276418.0
2014-03-10,19.704,19.704,19.152,19.704,58446.0
2014-03-11,19.546,19.625,18.916,18.916,152454.0
2014-03-12,18.679,18.916,18.561,18.679,62447.0
2014-03-13,18.521,19.073,18.443,18.443,51139.0
2014-03-14,18.916,19.073,18.364,18.876,93620.0
2014-03-15,18.916,19.073,18.364,18.876,93620.0
2014-03-16,18.916,19.073,18.364,18.876,93620.0
2014-03-17,18.837,19.625,18.797,19.31,166762.0
2014-03-18,19.585,20.255,19.31,20.255,208084.0
2014-03-19,20.255,20.255,19.507,19.704,70038.0
2014-03-20,19.704,20.374,19.704,20.137,245807.0
2014-03-21,20.413,20.965,20.413,20.886,341094.0
2014-03-22,20.413,20.965,20.413,20.886,341094.0
2014-03-23,20.413,20.965,20.413,20.886,341094.0
2014-03-24,20.413,20.965,20.413,20.886,341094.0
2014-03-25,21.004,21.556,21.004,21.477,426262.0
2014-03-26,21.477,21.832,20.728,20.886,168076.0
2014-03-27,21.28,21.438,20.413,20.886,107019.0
2014-03-28,21.28,21.438,20.098,21.083,88857.0
2014-03-29,21.28,21.438,20.098,21.083,88857.0
2014-03-30,21.28,21.438,20.098,21.083,88857.0
2014-03-31,21.28,22.226,21.28,21.832,275381.0
2014-04-01,21.832,22.383,21.477,22.383,247372.0
2014-04-02,21.832,22.383,21.477,22.383,247372.0
2014-04-03,22.856,23.369,22.856,22.856,228885.0
2014-04-04,23.25,23.25,22.62,22.856,468635.0
2014-04-05,23.25,23.25,22.62,22.856,468635.0
2014-04-06,23.25,23.25,22.62,22.856,468635.0
2014-04-07,23.093,23.644,23.014,23.605,191434.0
2014-04-08,23.644,24.157,23.605,24.117,243080.0
2014-04-09,24.117,24.117,23.329,24.038,171455.0
2014-04-10,24.038,24.196,23.92,24.117,231838.0
2014-04-11,23.881,24.117,23.644,23.96,186121.0
2014-04-12,23.881,24.117,23.644,23.96,186121.0
2014-04-13,23.881,24.117,23.644,23.96,186121.0
2014-04-14,23.96,24.433,23.566,23.723,170059.0
2014-04-15,23.723,23.723,23.093,23.723,125665.0
2014-04-16,23.723,24.038,23.526,23.881,136102.0
2014-04-17,23.723,24.038,23.526,23.881,136102.0
2014-04-18,23.723,24.038,23.526,23.881,136102.0
2014-04-19,23.723,24.038,23.526,23.881,136102.0
2014-04-20,23.723,24.038,23.526,23.881,136102.0
2014-04-21,23.999,23.999,23.25,23.566,34942.0
2014-04-22,23.644,24.59,23.644,24.196,265857.0
2014-04-23,24.196,24.827,24.078,24.827,186702.0
2014-04-24,25.063,25.063,24.472,24.59,160703.0
2014-04-25,24.866,24.866,23.093,23.25,127704.0
2014-04-26,24.866,24.866,23.093,23.25,127704.0
2014-04-27,24.866,24.866,23.093,23.25,127704.0
2014-04-28,24.354,24.354,22.856,23.644,234268.0
2014-04-29,24.433,24.433,23.644,23.802,111057.0
2014-04-30,23.763,23.802,22.856,23.408,99657.0
2014-05-01,23.763,23.802,22.856,23.408,99657.0
2014-05-02,23.763,23.802,22.856,23.408,99657.0
2014-05-03,23.763,23.802,22.856,23.408,99657.0
2014-05-04,23.763,23.802,22.856,23.408,99657.0
2014-05-05,24.236,24.59,24.236,24.354,200083.0
2014-05-06,24.433,24.433,23.96,24.038,164991.0
2014-05-07,24.196,24.511,24.038,24.433,110507.0
2014-05-08,24.433,24.511,23.644,23.644,89300.0
2014-05-09,24.038,24.196,23.526,24.117,84522.0
2014-05-10,24.038,24.196,23.526,24.117,84522.0
2014-05-11,24.038,24.196,23.526,24.117,84522.0
2014-05-12,24.275,24.511,23.25,23.25,119268.0
2014-05-13,23.408,23.999,23.093,23.408,105562.0
2014-05-14,23.25,23.802,23.25,23.605,192944.0
2014-05-15,23.408,23.566,23.172,23.329,113243.0
2014-05-16,23.329,23.96,23.25,23.96,215904.0
2014-05-17,23.329,23.96,23.25,23.96,215904.0
2014-05-18,23.329,23.96,23.25,23.96,215904.0
2014-05-19,23.96,25.221,23.25,25.221,424489.0
2014-05-20,25.102,25.93,25.063,25.378,166676.0
2014-05-21,25.339,25.851,25.221,25.615,468630.0
2014-05-22,25.772,26.206,25.536,25.93,197501.0
2014-05-23,26.009,26.009,25.536,25.615,140240.0
2014-05-24,26.009,26.009,25.536,25.615,140240.0
2014-05-25,26.009,26.009,25.536,25.615,140240.0
2014-05-26,25.221,25.891,25.221,25.654,25473.0
2014-05-27,25.615,25.93,25.102,25.851,133616.0
2014-05-28,25.615,26.285,25.418,25.93,50995.0
2014-05-29,26.324,27.349,26.324,27.033,382702.0
2014-05-30,27.585,27.822,26.127,27.073,203188.0
2014-05-31,27.585,27.822,26.127,27.073,203188.0
2014-06-01,27.585,27.822,26.127,27.073,203188.0
2014-06-02,27.112,27.112,26.324,27.033,117776.0
2014-06-03,27.822,28.689,27.822,28.176,452517.0
2014-06-04,28.649,28.649,28.058,28.255,63822.0
2014-06-05,29.24,29.477,28.373,29.477,231674.0
2014-06-06,29.477,29.871,28.689,29.24,131070.0
2014-06-07,29.477,29.871,28.689,29.24,131070.0
2014-06-08,29.477,29.871,28.689,29.24,131070.0
2014-06-09,29.358,31.526,28.767,31.211,214086.0
2014-06-10,31.408,31.92,30.541,31.014,414457.0
2014-06-11,30.738,30.738,28.452,28.689,430725.0
2014-06-12,28.531,29.28,27.743,28.058,178875.0
2014-06-13,28.137,28.767,27.585,27.585,75591.0
2014-06-14,28.137,28.767,27.585,27.585,75591.0
2014-06-15,28.137,28.767,27.585,27.585,75591.0
2014-06-16,25.221,26.797,25.221,25.221,695819.0
2014-06-17,24.433,26.876,24.433,26.403,247135.0
2014-06-18,25.694,27.743,24.984,26.561,228309.0
2014-06-19,25.221,26.797,24.827,24.827,121326.0
2014-06-20,25.221,26.797,24.827,24.827,121326.0
2014-06-21,25.221,26.797,24.827,24.827,121326.0
2014-06-22,25.221,26.797,24.827,24.827,121326.0
2014-06-23,28.767,29.555,27.979,29.358,506834.0
2014-06-24,29.871,29.95,28.137,28.531,318350.0
2014-06-25,29.555,30.265,28.531,29.713,175833.0
2014-06-26,29.729,30.377,28.919,29.567,171076.0
2014-06-27,28.757,29.729,28.19,29.729,207484.0
2014-06-28,28.757,29.729,28.19,29.729,207484.0
2014-06-29,28.757,29.729,28.19,29.729,207484.0
2014-06-30,29.729,29.972,28.757,29.972,34591.0
2014-07-01,32.484,32.484,30.134,30.377,180852.0
2014-07-02,30.377,31.876,29.972,31.835,170637.0
2014-07-03,31.673,32.281,31.187,31.349,81203.0
2014-07-04,31.349,31.43,30.377,31.43,30144.0
2014-07-05,31.349,31.43,30.377,31.43,30144.0
2014-07-06,31.349,31.43,30.377,31.43,30144.0
2014-07-07,31.511,32.16,31.187,31.754,289696.0
2014-07-08,31.39,31.998,31.39,31.754,236768.0
2014-07-09,31.39,31.998,31.39,31.754,236768.0
2014-07-10,33.213,34.873,32.686,34.428,327939.0
2014-07-11,34.144,36.939,34.144,36.453,374024.0
2014-07-12,34.144,36.939,34.144,36.453,374024.0
2014-07-13,34.144,36.939,34.144,36.453,374024.0
2014-07-14,36.048,38.478,35.805,37.627,386537.0
2014-07-15,36.453,36.453,34.995,34.995,311820.0
2014-07-16,34.59,34.752,33.861,34.549,250691.0
2014-07-17,34.954,35.238,34.509,34.509,124359.0
2014-07-18,35.157,36.453,35.157,36.048,315225.0
2014-07-19,35.157,36.453,35.157,36.048,315225.0
2014-07-20,35.157,36.453,35.157,36.048,315225.0
2014-07-21,34.995,35.724,34.347,35.157,147755.0
2014-07-22,35.319,35.562,33.213,34.347,172193.0
2014-07-23,33.213,33.618,33.051,33.213,192754.0
2014-07-24,34.347,36.048,33.78,34.185,176856.0
2014-07-25,33.901,33.942,32.403,32.808,312469.0
2014-07-26,33.901,33.942,32.403,32.808,312469.0
2014-07-27,33.901,33.942,32.403,32.808,312469.0
2014-07-28,31.998,32.646,31.187,31.43,235858.0
2014-07-29,31.187,34.104,30.053,34.023,351214.0
2014-07-30,37.992,37.992,36.048,36.858,602497.0
2014-07-31,33.375,34.833,33.213,33.942,394317.0
2014-08-01,33.213,34.752,31.471,34.752,408574.0
2014-08-02,33.213,34.752,31.471,34.752,408574.0
2014-08-03,33.213,34.752,31.471,34.752,408574.0
2014-08-04,35.278,35.319,33.213,33.213,52329.0
2014-08-05,34.023,34.023,30.782,31.187,322452.0
2014-08-06,31.187,31.592,30.256,30.944,239914.0
2014-08-07,30.944,32.646,30.458,31.592,189069.0
2014-08-08,31.835,31.835,30.782,31.349,120289.0
2014-08-09,31.835,31.835,30.782,31.349,120289.0
2014-08-10,31.835,31.835,30.782,31.349,120289.0
2014-08-11,31.349,31.795,31.187,31.39,137032.0
2014-08-12,31.39,33.051,31.39,32.808,116986.0
2014-08-13,32.767,33.496,32.403,33.496,151689.0
2014-08-14,32.808,33.618,32.646,32.808,143276.0
2014-08-15,32.808,33.699,32.565,33.415,65796.0
2014-08-16,32.808,33.699,32.565,33.415,65796.0
2014-08-17,32.808,33.699,32.565,33.415,65796.0
2014-08-18,32.808,33.699,32.565,33.415,65796.0
2014-08-19,33.456,34.185,33.294,33.78,88191.0
2014-08-20,32.484,33.861,32.403,33.861,194213.0
2014-08-21,34.023,34.752,33.618,33.618,187165.0
2014-08-22,33.618,34.428,33.618,34.428,100.0
2014-08-23,33.618,34.428,33.618,34.428,100.0
2014-08-24,33.618,34.428,33.618,34.428,100.0
2014-08-25,34.63,36.372,34.63,35.157,189482.0
2014-08-26,35.319,35.967,34.833,35.643,91068.0
2014-08-27,36.048,37.263,35.724,37.182,200227.0
2014-08-28,37.141,37.668,35.643,37.06,107495.0
2014-08-29,37.263,37.263,36.291,36.777,64474.0
2014-08-30,37.263,37.263,36.291,36.777,64474.0
2014-08-31,37.263,37.263,36.291,36.777,64474.0
2014-09-01,36.777,36.858,35.643,36.129,33583.0
2014-09-02,36.048,37.182,35.845,37.182,193941.0
2014-09-03,37.182,39.369,37.182,39.045,161114.0
2014-09-04,38.843,38.843,37.263,37.83,63585.0
2014-09-05,38.235,40.382,38.073,39.855,70014.0
2014-09-06,38.235,40.382,38.073,39.855,70014.0
2014-09-07,38.235,40.382,38.073,39.855,70014.0
2014-09-08,40.706,42.164,40.098,41.475,152129.0
2014-09-09,41.597,41.597,40.098,40.827,131741.0
2014-09-10,41.07,42.123,40.908,40.908,160558.0
2014-09-11,40.908,42.123,40.908,42.123,103949.0
2014-09-12,42.164,43.743,41.921,42.69,94033.0
2014-09-13,42.164,43.743,41.921,42.69,94033.0
2014-09-14,42.164,43.743,41.921,42.69,94033.0
2014-09-15,42.933,43.743,41.313,42.933,149262.0
2014-09-16,43.338,44.959,43.176,44.229,105970.0
2014-09-17,44.756,45.769,43.743,45.283,77642.0
2014-09-18,46.174,46.174,45.202,45.607,48230.0
2014-09-19,45.769,46.579,44.553,46.174,114144.0
2014-09-20,45.769,46.579,44.553,46.174,114144.0
2014-09-21,45.769,46.579,44.553,46.174,114144.0
2014-09-22,46.741,48.523,45.688,48.482,75447.0
2014-09-23,49.414,49.414,46.579,47.47,234540.0
2014-09-24,47.47,47.47,46.174,46.984,144224.0
2014-09-25,46.984,46.984,45.566,46.984,50773.0
2014-09-26,46.984,48.037,46.984,48.037,112077.0
2014-09-27,46.984,48.037,46.984,48.037,112077.0
2014-09-28,46.984,48.037,46.984,48.037,112077.0
2014-09-29,48.158,48.442,46.984,48.361,31446.0
2014-09-30,47.389,49.009,45.769,45.769,113937.0
2014-10-01,46.984,47.956,44.959,44.959,375443.0
2014-10-02,44.878,44.878,40.503,41.718,438900.0
2014-10-03,41.313,43.743,39.774,41.718,202463.0
2014-10-04,41.313,43.743,39.774,41.718,202463.0
2014-10-05,41.313,43.743,39.774,41.718,202463.0
2014-10-06,40.503,44.553,38.073,38.478,306478.0
2014-10-07,38.113,40.503,38.073,38.073,195801.0
2014-10-08,38.478,38.883,37.668,38.073,292803.0
2014-10-09,36.939,37.263,34.833,34.995,248226.0
2014-10-10,34.671,34.995,33.618,34.671,74489.0
2014-10-11,34.671,34.995,33.618,34.671,74489.0
2014-10-12,34.671,34.995,33.618,34.671,74489.0
2014-10-13,34.671,34.995,33.618,34.671,74489.0
2014-10-14,34.671,34.671,33.375,34.023,39991.0
2014-10-15,34.023,34.023,32.322,33.618,100650.0
2014-10-16,32.808,35.562,32.808,35.562,82180.0
2014-10-17,36.453,38.073,36.453,37.951,131123.0
2014-10-18,36.453,38.073,36.453,37.951,131123.0
2014-10-19,36.453,38.073,36.453,37.951,131123.0
2014-10-20,38.073,40.908,38.073,39.288,215237.0
2014-10-21,41.354,41.354,37.506,38.883,56931.0
2014-10-22,38.883,39.693,37.911,37.911,62364.0
2014-10-23,37.911,38.478,37.263,37.263,48093.0
2014-10-24,38.883,40.301,37.992,40.301,16667.0
2014-10-25,38.883,40.301,37.992,40.301,16667.0
2014-10-26,38.883,40.301,37.992,40.301,16667.0
2014-10-27,40.503,40.503,38.073,38.721,72547.0
2014-10-28,38.883,41.313,38.883,41.03,92613.0
2014-10-29,40.989,41.313,39.693,40.26,68538.0
2014-10-30,40.26,41.313,39.288,41.313,19491.0
2014-10-31,42.123,45.445,42.123,45.445,201597.0
2014-11-01,42.123,45.445,42.123,45.445,201597.0
2014-11-02,42.123,45.445,42.123,45.445,201597.0
2014-11-03,44.959,46.984,43.743,46.538,228932.0
2014-11-04,46.133,46.174,44.148,45.485,365307.0
2014-11-05,45.769,45.769,42.933,44.553,34953.0
2014-11-06,45.769,45.769,42.933,44.553,34953.0
2014-11-07,43.743,44.472,41.516,41.516,58556.0
2014-11-08,43.743,44.472,41.516,41.516,58556.0
2014-11-09,43.743,44.472,41.516,41.516,58556.0
2014-11-10,41.516,42.933,40.503,42.285,52851.0
2014-11-11,42.285,42.285,41.111,41.151,30228.0
2014-11-12,41.151,42.123,39.693,40.908,49850.0
2014-11-13,40.908,40.908,39.612,40.098,28241.0
2014-11-14,39.936,40.503,38.478,38.883,31039.0
2014-11-15,39.936,40.503,38.478,38.883,31039.0
2014-11-16,39.936,40.503,38.478,38.883,31039.0
2014-11-17,38.478,41.313,38.113,40.503,19521.0
2014-11-18,40.503,41.516,40.098,41.151,151545.0
2014-11-19,41.313,41.313,40.098,40.098,77686.0
2014-11-20,40.26,41.07,40.017,40.098,106154.0
2014-11-21,40.503,41.718,39.693,40.827,33976.0
2014-11-22,40.503,41.718,39.693,40.827,33976.0
2014-11-23,40.503,41.718,39.693,40.827,33976.0
2014-11-24,40.503,41.718,39.693,40.827,33976.0
2014-11-25,41.718,43.176,41.718,41.718,18046.0
2014-11-26,41.718,43.703,41.718,43.176,20231.0
2014-11-27,43.743,44.553,43.338,43.581,43822.0
2014-11-28,43.581,43.581,40.746,42.123,44254.0
2014-11-29,43.581,43.581,40.746,42.123,44254.0
2014-11-30,43.581,43.581,40.746,42.123,44254.0
2014-12-01,42.123,42.123,39.612,39.693,38163.0
2014-12-02,39.693,40.908,39.693,40.098,44084.0
2014-12-03,41.313,42.123,40.503,42.123,47578.0
2014-12-04,43.095,43.095,41.313,41.88,62752.0
2014-12-05,41.961,43.338,41.718,43.136,19195.0
2014-12-06,41.961,43.338,41.718,43.136,19195.0
2014-12-07,41.961,43.338,41.718,43.136,19195.0
2014-12-08,41.961,43.338,41.718,43.136,19195.0
2014-12-09,43.743,43.743,38.883,40.017,50552.0
2014-12-10,40.503,40.503,36.858,37.263,44869.0
2014-12-11,36.453,39.288,36.453,38.762,272964.0
2014-12-12,39.288,39.288,37.344,38.073,107850.0
2014-12-13,39.288,39.288,37.344,38.073,107850.0
2014-12-14,39.288,39.288,37.344,38.073,107850.0
2014-12-15,38.721,38.721,34.833,35.805,112865.0
2014-12-16,35.481,36.858,34.023,35.238,71240.0
2014-12-17,34.509,36.858,34.509,35.643,49117.0
2014-12-18,35.643,37.182,35.643,36.453,127893.0
2014-12-19,36.453,38.883,36.453,38.762,117455.0
2014-12-20,36.453,38.883,36.453,38.762,117455.0
2014-12-21,36.453,38.883,36.453,38.762,117455.0
2014-12-22,39.369,40.908,39.126,39.693,78302.0
2014-12-23,41.313,41.313,40.098,41.111,50766.0
2014-12-24,41.313,41.313,40.098,41.111,50766.0
2014-12-25,41.313,41.313,40.098,41.111,50766.0
2014-12-26,41.313,41.313,40.098,41.111,50766.0
2014-12-27,41.313,41.313,40.098,41.111,50766.0
2014-12-28,41.313,41.313,40.098,41.111,50766.0
2014-12-29,41.151,41.313,38.883,39.977,19327.0
2014-12-30,40.098,40.26,38.64,40.098,203214.0
2014-12-31,40.098,40.26,38.64,40.098,203214.0
2015-01-01,40.098,40.26,38.64,40.098,203214.0
2015-01-02,40.098,41.718,40.098,41.07,106819.0
2015-01-03,40.098,41.718,40.098,41.07,106819.0
2015-01-04,40.098,41.718,40.098,41.07,106819.0
2015-01-05,42.123,42.123,38.883,39.288,62789.0
2015-01-06,39.612,39.612,38.154,38.478,35921.0
2015-01-07,38.478,39.693,38.478,39.693,35077.0
2015-01-08,40.503,40.503,39.693,39.693,42483.0
2015-01-09,42.083,42.083,39.896,40.26,74782.0
2015-01-10,42.083,42.083,39.896,40.26,74782.0
2015-01-11,42.083,42.083,39.896,40.26,74782.0
2015-01-12,39.855,40.503,39.45,40.503,35999.0
2015-01-13,40.908,41.475,40.098,40.503,77746.0
2015-01-14,40.503,42.933,40.098,42.933,130887.0
2015-01-15,43.338,44.189,42.852,42.933,44423.0
2015-01-16,42.528,44.148,42.528,44.067,81158.0
2015-01-17,42.528,44.148,42.528,44.067,81158.0
2015-01-18,42.528,44.148,42.528,44.067,81158.0
2015-01-19,42.933,43.176,42.528,42.771,63226.0
2015-01-20,42.771,43.176,41.88,42.123,83170.0
2015-01-21,43.095,43.095,40.098,40.422,157717.0
2015-01-22,38.883,39.126,37.911,38.519,313368.0
2015-01-23,38.883,39.45,38.64,39.41,169887.0
2015-01-24,38.883,39.45,38.64,39.41,169887.0
2015-01-25,38.883,39.45,38.64,39.41,169887.0
2015-01-26,39.126,39.612,39.126,39.612,35157.0
2015-01-27,39.855,39.855,38.478,38.883,271526.0
2015-01-28,38.883,39.693,37.87,39.693,333042.0
2015-01-29,40.098,40.098,37.668,38.316,106945.0
2015-01-30,38.883,38.883,36.453,38.235,73602.0
2015-01-31,38.883,38.883,36.453,38.235,73602.0
2015-02-01,38.883,38.883,36.453,38.235,73602.0
2015-02-02,38.073,39.612,38.073,39.612,250.0
2015-02-03,39.693,41.07,39.693,40.382,151966.0
2015-02-04,40.382,41.475,40.382,41.313,82980.0
2015-02-05,41.475,42.123,41.313,41.718,198166.0
2015-02-06,42.204,42.528,41.718,42.528,56873.0
2015-02-07,42.204,42.528,41.718,42.528,56873.0
2015-02-08,42.204,42.528,41.718,42.528,56873.0
2015-02-09,42.447,42.731,41.799,42.731,51394.0
2015-02-10,42.528,43.743,41.354,43.703,193230.0
2015-02-11,44.027,44.878,43.743,44.878,188768.0
2015-02-12,44.878,46.903,44.878,46.498,204380.0
2015-02-13,46.498,48.523,46.498,48.199,94456.0
2015-02-14,46.498,48.523,46.498,48.199,94456.0
2015-02-15,46.498,48.523,46.498,48.199,94456.0
2015-02-16,46.498,48.523,46.498,48.199,94456.0
2015-02-17,46.498,48.523,46.498,48.199,94456.0
2015-02-18,50.224,51.034,49.819,50.224,337232.0
2015-02-19,49.819,51.844,48.28,50.71,433556.0
2015-02-20,50.993,51.439,50.386,51.358,82974.0
2015-02-21,50.993,51.439,50.386,51.358,82974.0
2015-02-22,50.993,51.439,50.386,51.358,82974.0
2015-02-23,51.48,54.274,51.48,54.274,305553.0
2015-02-24,54.112,54.112,51.52,53.545,127409.0
2015-02-25,53.464,53.464,51.601,52.573,99038.0
2015-02-26,52.978,53.059,47.794,47.875,234475.0
2015-02-27,51.034,51.034,48.239,48.604,179481.0
2015-02-28,51.034,51.034,48.239,48.604,179481.0
2015-03-01,51.034,51.034,48.239,48.604,179481.0
2015-03-02,49.454,50.102,48.199,48.604,96069.0
2015-03-03,49.414,50.021,47.065,48.158,147648.0
2015-03-04,48.401,49.819,48.32,49.738,61901.0
2015-03-05,49.819,52.654,49.738,52.249,194068.0
2015-03-06,52.654,54.031,52.087,53.788,104103.0
2015-03-07,52.654,54.031,52.087,53.788,104103.0
2015-03-08,52.654,54.031,52.087,53.788,104103.0
2015-03-09,55.003,55.003,52.249,54.112,99397.0
