,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity,TGSU2 AR Equity
2013-09-15,2.815,2.871,2.815,2.871,23912.0
2013-09-16,2.895,2.951,2.895,2.951,20137.0
2013-09-17,2.951,3.055,2.951,3.055,47878.0
2013-09-18,3.055,3.071,3.055,3.071,14677.0
2013-09-19,3.103,3.174,3.103,3.111,24107.0
2013-09-20,3.127,3.174,3.111,3.15,9192.0
2013-09-21,3.127,3.174,3.111,3.15,9192.0
2013-09-22,3.127,3.174,3.111,3.15,9192.0
2013-09-23,3.19,3.35,3.15,3.35,29579.0
2013-09-24,3.414,3.47,3.326,3.334,178598.0
2013-09-25,3.35,3.35,3.318,3.35,52037.0
2013-09-26,3.318,3.318,3.19,3.23,99911.0
2013-09-27,3.19,3.19,3.111,3.111,39965.0
2013-09-28,3.19,3.19,3.111,3.111,39965.0
2013-09-29,3.19,3.19,3.111,3.111,39965.0
2013-09-30,3.071,3.111,2.991,3.031,100694.0
2013-10-01,3.111,3.19,3.111,3.19,15519.0
2013-10-02,3.222,3.222,3.071,3.19,22539.0
2013-10-03,3.19,3.19,3.15,3.15,5575.0
2013-10-04,3.174,3.174,3.111,3.111,9093.0
2013-10-05,3.174,3.174,3.111,3.111,9093.0
2013-10-06,3.174,3.174,3.111,3.111,9093.0
2013-10-07,3.111,3.174,3.071,3.174,128684.0
2013-10-08,3.214,3.214,3.174,3.19,77147.0
2013-10-09,3.15,3.222,3.111,3.222,146392.0
2013-10-10,3.27,3.39,3.254,3.39,145690.0
2013-10-11,3.43,3.629,3.43,3.629,228236.0
2013-10-12,3.43,3.629,3.43,3.629,228236.0
2013-10-13,3.43,3.629,3.43,3.629,228236.0
2013-10-14,3.43,3.629,3.43,3.629,228236.0
2013-10-15,3.828,3.964,3.749,3.804,455598.0
2013-10-16,3.828,3.932,3.709,3.852,248014.0
2013-10-17,3.828,4.068,3.749,4.028,128771.0
2013-10-18,4.028,4.227,4.028,4.171,151553.0
2013-10-19,4.028,4.227,4.028,4.171,151553.0
2013-10-20,4.028,4.227,4.028,4.171,151553.0
2013-10-21,4.147,4.267,4.108,4.147,163644.0
2013-10-22,4.163,4.267,4.108,4.163,76453.0
2013-10-23,4.068,4.068,3.741,3.741,127621.0
2013-10-24,3.741,3.773,3.669,3.773,155022.0
2013-10-25,3.757,3.757,3.629,3.685,75758.0
2013-10-26,3.757,3.757,3.629,3.685,75758.0
2013-10-27,3.757,3.757,3.629,3.685,75758.0
2013-10-28,3.693,3.693,3.43,3.43,63514.0
2013-10-29,3.43,3.43,3.142,3.142,71170.0
2013-10-30,3.19,3.27,3.19,3.23,120377.0
2013-10-31,3.23,3.35,3.23,3.31,36722.0
2013-11-01,3.35,3.35,3.35,3.35,10011.0
2013-11-02,3.35,3.35,3.35,3.35,10011.0
2013-11-03,3.35,3.35,3.35,3.35,10011.0
2013-11-04,3.382,3.414,3.254,3.254,37101.0
2013-11-05,3.254,3.509,3.254,3.509,43211.0
2013-11-06,3.254,3.509,3.254,3.509,43211.0
2013-11-07,3.509,3.509,3.35,3.43,35641.0
2013-11-08,3.43,3.485,3.39,3.485,17569.0
2013-11-09,3.43,3.485,3.39,3.485,17569.0
2013-11-10,3.43,3.485,3.39,3.485,17569.0
2013-11-11,3.446,3.446,3.326,3.43,29942.0
2013-11-12,3.43,3.43,3.342,3.342,55393.0
2013-11-13,3.31,3.31,3.302,3.31,5617.0
2013-11-14,3.326,3.509,3.326,3.374,21343.0
2013-11-15,3.326,3.326,3.27,3.286,28799.0
2013-11-16,3.326,3.326,3.27,3.286,28799.0
2013-11-17,3.326,3.326,3.27,3.286,28799.0
2013-11-18,3.326,3.35,3.31,3.31,33496.0
2013-11-19,3.19,3.19,3.071,3.071,24083.0
2013-11-20,3.071,3.15,3.063,3.063,48907.0
2013-11-21,3.111,3.15,3.063,3.15,65167.0
2013-11-22,3.19,3.27,3.135,3.23,149065.0
2013-11-23,3.19,3.27,3.135,3.23,149065.0
2013-11-24,3.19,3.27,3.135,3.23,149065.0
2013-11-25,3.19,3.27,3.135,3.23,149065.0
2013-11-26,3.35,3.493,3.35,3.47,383968.0
2013-11-27,3.565,3.589,3.35,3.406,112712.0
2013-11-28,3.47,3.501,3.422,3.485,107316.0
2013-11-29,3.533,3.589,3.39,3.477,189894.0
2013-11-30,3.533,3.589,3.39,3.477,189894.0
2013-12-01,3.533,3.589,3.39,3.477,189894.0
2013-12-02,3.517,3.517,3.398,3.398,43578.0
2013-12-03,3.31,3.31,3.206,3.206,23684.0
2013-12-04,3.23,3.286,3.206,3.286,27333.0
2013-12-05,3.286,3.374,3.27,3.27,4193.0
2013-12-06,3.35,3.366,3.35,3.35,10929.0
2013-12-07,3.35,3.366,3.35,3.35,10929.0
2013-12-08,3.35,3.366,3.35,3.35,10929.0
2013-12-09,3.39,3.398,3.23,3.27,14772.0
2013-12-10,3.278,3.278,3.111,3.111,32275.0
2013-12-11,3.111,3.19,3.111,3.111,10343.0
2013-12-12,3.055,3.111,2.967,3.111,31310.0
2013-12-13,3.15,3.15,3.071,3.087,6603.0
2013-12-14,3.15,3.15,3.071,3.087,6603.0
2013-12-15,3.15,3.15,3.071,3.087,6603.0
2013-12-16,3.071,3.127,3.071,3.127,18697.0
2013-12-17,3.111,3.19,3.111,3.19,25884.0
2013-12-18,3.19,3.302,3.15,3.19,22791.0
2013-12-19,3.19,3.31,3.19,3.254,36025.0
2013-12-20,3.254,3.27,3.15,3.15,39882.0
2013-12-21,3.254,3.27,3.15,3.15,39882.0
2013-12-22,3.254,3.27,3.15,3.15,39882.0
2013-12-23,3.214,3.214,3.071,3.071,24592.0
2013-12-24,3.214,3.214,3.071,3.071,24592.0
2013-12-25,3.214,3.214,3.071,3.071,24592.0
2013-12-26,3.087,3.087,3.015,3.023,14165.0
2013-12-27,3.023,3.031,2.951,2.951,15311.0
2013-12-28,3.023,3.031,2.951,2.951,15311.0
2013-12-29,3.023,3.031,2.951,2.951,15311.0
2013-12-30,3.031,3.031,3.031,3.031,4581.0
2013-12-31,3.031,3.031,3.031,3.031,4581.0
2014-01-01,3.031,3.031,3.031,3.031,4581.0
2014-01-02,3.047,3.047,2.911,2.911,12670.0
2014-01-03,2.911,3.047,2.911,3.047,11597.0
2014-01-04,2.911,3.047,2.911,3.047,11597.0
2014-01-05,2.911,3.047,2.911,3.047,11597.0
2014-01-06,3.103,3.103,3.031,3.031,4481.0
2014-01-07,3.031,3.031,2.991,2.991,15267.0
2014-01-08,2.983,3.031,2.911,3.031,35454.0
2014-01-09,3.015,3.055,3.015,3.055,17142.0
2014-01-10,3.031,3.047,3.031,3.031,19404.0
2014-01-11,3.031,3.047,3.031,3.031,19404.0
2014-01-12,3.031,3.047,3.031,3.031,19404.0
2014-01-13,3.031,3.23,3.031,3.19,72078.0
2014-01-14,3.19,3.27,3.19,3.262,21994.0
2014-01-15,3.27,3.27,3.254,3.254,2109.0
2014-01-16,3.35,3.35,3.23,3.278,26059.0
2014-01-17,3.31,3.342,3.31,3.31,35794.0
2014-01-18,3.31,3.342,3.31,3.31,35794.0
2014-01-19,3.31,3.342,3.31,3.31,35794.0
2014-01-20,3.35,3.35,3.35,3.35,2053.0
2014-01-21,3.27,3.342,3.27,3.334,16138.0
2014-01-22,3.31,3.326,3.23,3.326,68917.0
2014-01-23,3.39,3.47,3.35,3.382,153696.0
2014-01-24,3.15,3.238,3.15,3.238,10297.0
2014-01-25,3.15,3.238,3.15,3.238,10297.0
2014-01-26,3.15,3.238,3.15,3.238,10297.0
2014-01-27,3.27,3.27,2.991,3.111,86468.0
2014-01-28,3.071,3.071,3.071,3.071,519.0
2014-01-29,3.111,3.27,3.111,3.174,44284.0
2014-01-30,3.23,3.23,3.15,3.198,39222.0
2014-01-31,3.206,3.334,3.15,3.294,101676.0
2014-02-01,3.206,3.334,3.15,3.294,101676.0
2014-02-02,3.206,3.334,3.15,3.294,101676.0
2014-02-03,3.294,3.477,3.286,3.477,42085.0
2014-02-04,3.47,3.573,3.43,3.43,160801.0
2014-02-05,3.47,3.47,3.382,3.39,15400.0
2014-02-06,3.39,3.509,3.39,3.47,45953.0
2014-02-07,3.39,3.39,3.35,3.35,31937.0
2014-02-08,3.39,3.39,3.35,3.35,31937.0
2014-02-09,3.39,3.39,3.35,3.35,31937.0
2014-02-10,3.39,3.39,3.262,3.262,34258.0
2014-02-11,3.39,3.446,3.39,3.43,22213.0
2014-02-12,3.47,3.669,3.47,3.597,190559.0
2014-02-13,3.629,3.677,3.573,3.573,20882.0
2014-02-14,3.749,3.749,3.597,3.629,16011.0
2014-02-15,3.749,3.749,3.597,3.629,16011.0
2014-02-16,3.749,3.749,3.597,3.629,16011.0
2014-02-17,3.653,3.653,3.589,3.629,10889.0
2014-02-18,3.669,3.709,3.629,3.669,69949.0
2014-02-19,3.629,3.669,3.629,3.661,2440.0
2014-02-20,3.669,3.669,3.629,3.629,18070.0
2014-02-21,3.637,3.677,3.637,3.677,17014.0
2014-02-22,3.637,3.677,3.637,3.677,17014.0
2014-02-23,3.637,3.677,3.637,3.677,17014.0
2014-02-24,3.677,3.709,3.629,3.629,13033.0
2014-02-25,3.645,3.645,3.509,3.509,15393.0
2014-02-26,3.509,3.549,3.509,3.549,8029.0
2014-02-27,3.43,3.43,3.318,3.35,59320.0
2014-02-28,3.35,3.39,3.35,3.35,14505.0
2014-03-01,3.35,3.39,3.35,3.35,14505.0
2014-03-02,3.35,3.39,3.35,3.35,14505.0
2014-03-03,3.35,3.39,3.35,3.35,14505.0
2014-03-04,3.35,3.39,3.35,3.35,14505.0
2014-03-05,3.35,3.35,3.31,3.334,5320.0
2014-03-06,3.318,3.35,3.31,3.35,6626.0
2014-03-07,3.382,3.382,3.27,3.27,18709.0
2014-03-08,3.382,3.382,3.27,3.27,18709.0
2014-03-09,3.382,3.382,3.27,3.27,18709.0
2014-03-10,3.27,3.27,3.27,3.27,3154.0
2014-03-11,3.27,3.27,3.27,3.27,3154.0
2014-03-12,3.326,3.326,3.31,3.31,1558.0
2014-03-13,3.31,3.31,3.23,3.23,15666.0
2014-03-14,3.27,3.286,3.27,3.278,7808.0
2014-03-15,3.27,3.286,3.27,3.278,7808.0
2014-03-16,3.27,3.286,3.27,3.278,7808.0
2014-03-17,3.23,3.278,3.23,3.27,6336.0
2014-03-18,3.27,3.27,3.23,3.23,2544.0
2014-03-19,3.27,3.366,3.27,3.31,22019.0
2014-03-20,3.31,3.35,3.19,3.286,69085.0
2014-03-21,3.31,3.334,3.31,3.31,17961.0
2014-03-22,3.31,3.334,3.31,3.31,17961.0
2014-03-23,3.31,3.334,3.31,3.31,17961.0
2014-03-24,3.31,3.334,3.31,3.31,17961.0
2014-03-25,3.31,3.31,3.27,3.278,19451.0
2014-03-26,3.318,3.318,3.294,3.294,4532.0
2014-03-27,3.334,3.605,3.334,3.605,88360.0
2014-03-28,3.613,3.613,3.27,3.533,16993.0
2014-03-29,3.613,3.613,3.27,3.533,16993.0
2014-03-30,3.613,3.613,3.27,3.533,16993.0
2014-03-31,3.589,3.749,3.541,3.653,88225.0
2014-04-01,3.669,3.765,3.669,3.765,29628.0
2014-04-02,3.669,3.765,3.669,3.765,29628.0
2014-04-03,3.765,3.797,3.749,3.749,62094.0
2014-04-04,3.669,3.733,3.669,3.733,47739.0
2014-04-05,3.669,3.733,3.669,3.733,47739.0
2014-04-06,3.669,3.733,3.669,3.733,47739.0
2014-04-07,3.749,3.804,3.749,3.789,55500.0
2014-04-08,3.884,3.908,3.717,3.812,269360.0
2014-04-09,3.868,3.948,3.812,3.932,187983.0
2014-04-10,3.988,3.988,3.868,3.94,168512.0
2014-04-11,3.964,3.964,3.828,3.892,80334.0
2014-04-12,3.964,3.964,3.828,3.892,80334.0
2014-04-13,3.964,3.964,3.828,3.892,80334.0
2014-04-14,3.932,3.932,3.9,3.924,40648.0
2014-04-15,3.908,3.908,3.757,3.86,59573.0
2014-04-16,3.789,3.828,3.789,3.828,1146.0
2014-04-17,3.789,3.828,3.789,3.828,1146.0
2014-04-18,3.789,3.828,3.789,3.828,1146.0
2014-04-19,3.789,3.828,3.789,3.828,1146.0
2014-04-20,3.789,3.828,3.789,3.828,1146.0
2014-04-21,3.908,3.908,3.725,3.749,43393.0
2014-04-22,3.82,3.82,3.741,3.789,33643.0
2014-04-23,3.828,3.828,3.749,3.773,42246.0
2014-04-24,3.828,3.948,3.828,3.948,189546.0
2014-04-25,3.948,3.988,3.908,3.948,118534.0
2014-04-26,3.948,3.988,3.908,3.948,118534.0
2014-04-27,3.948,3.988,3.908,3.948,118534.0
2014-04-28,3.948,4.227,3.908,4.219,209849.0
2014-04-29,4.219,4.219,4.147,4.147,69572.0
2014-04-30,4.068,4.1,4.052,4.1,58698.0
2014-05-01,4.068,4.1,4.052,4.1,58698.0
2014-05-02,4.068,4.1,4.052,4.1,58698.0
2014-05-03,4.068,4.1,4.052,4.1,58698.0
2014-05-04,4.068,4.1,4.052,4.1,58698.0
2014-05-05,4.1,4.227,4.1,4.147,44514.0
2014-05-06,4.147,4.275,4.147,4.259,49705.0
2014-05-07,4.307,4.307,4.147,4.211,17051.0
2014-05-08,4.259,4.259,4.171,4.179,75205.0
2014-05-09,4.131,4.131,4.068,4.108,58510.0
2014-05-10,4.131,4.131,4.068,4.108,58510.0
2014-05-11,4.131,4.131,4.068,4.108,58510.0
2014-05-12,4.163,4.171,4.131,4.171,15180.0
2014-05-13,4.068,4.187,4.068,4.147,24183.0
2014-05-14,4.147,4.227,4.147,4.227,66105.0
2014-05-15,4.251,4.275,4.1,4.139,70647.0
2014-05-16,4.1,4.307,4.1,4.275,253302.0
2014-05-17,4.1,4.307,4.1,4.275,253302.0
2014-05-18,4.1,4.307,4.1,4.275,253302.0
2014-05-19,4.275,4.546,4.275,4.546,145897.0
2014-05-20,4.626,4.65,4.387,4.387,109655.0
2014-05-21,4.427,4.706,4.419,4.443,559761.0
2014-05-22,4.666,4.666,4.466,4.53,211696.0
2014-05-23,4.586,4.634,4.53,4.634,92542.0
2014-05-24,4.586,4.634,4.53,4.634,92542.0
2014-05-25,4.586,4.634,4.53,4.634,92542.0
2014-05-26,4.666,4.778,4.626,4.778,58187.0
2014-05-27,4.778,4.905,4.594,4.905,109639.0
2014-05-28,4.921,5.025,4.889,5.009,80215.0
2014-05-29,5.144,5.336,5.081,5.152,156862.0
2014-05-30,5.168,5.264,5.105,5.144,178527.0
2014-05-31,5.168,5.264,5.105,5.144,178527.0
2014-06-01,5.168,5.264,5.105,5.144,178527.0
2014-06-02,5.184,5.184,5.001,5.041,78705.0
2014-06-03,5.041,5.065,4.865,4.913,36503.0
2014-06-04,4.913,4.985,4.905,4.985,15860.0
2014-06-05,5.168,5.176,5.128,5.128,65180.0
2014-06-06,5.264,5.424,5.184,5.384,111495.0
2014-06-07,5.264,5.424,5.184,5.384,111495.0
2014-06-08,5.264,5.424,5.184,5.384,111495.0
2014-06-09,5.503,5.623,5.503,5.607,136907.0
2014-06-10,5.639,5.663,5.384,5.384,94301.0
2014-06-11,5.384,5.384,5.025,5.304,121170.0
2014-06-12,5.304,5.304,5.105,5.184,56733.0
2014-06-13,5.184,5.264,5.184,5.184,45553.0
2014-06-14,5.184,5.264,5.184,5.184,45553.0
2014-06-15,5.184,5.264,5.184,5.184,45553.0
2014-06-16,4.786,4.865,4.427,4.427,150609.0
2014-06-17,4.108,4.626,4.108,4.387,242782.0
2014-06-18,4.506,4.69,4.243,4.69,195449.0
2014-06-19,4.53,4.586,4.403,4.427,113578.0
2014-06-20,4.53,4.586,4.403,4.427,113578.0
2014-06-21,4.53,4.586,4.403,4.427,113578.0
2014-06-22,4.53,4.586,4.403,4.427,113578.0
2014-06-23,4.77,4.77,4.626,4.77,144874.0
2014-06-24,4.786,4.881,4.786,4.786,65225.0
2014-06-25,4.706,4.945,4.666,4.754,62434.0
2014-06-26,4.626,4.634,4.387,4.506,108037.0
2014-06-27,4.586,4.626,4.307,4.618,62959.0
2014-06-28,4.586,4.626,4.307,4.618,62959.0
2014-06-29,4.586,4.626,4.307,4.618,62959.0
2014-06-30,4.618,4.618,4.411,4.443,317194.0
2014-07-01,4.546,4.698,4.546,4.698,116272.0
2014-07-02,4.706,4.762,4.666,4.746,61961.0
2014-07-03,4.746,4.825,4.706,4.77,132946.0
2014-07-04,4.801,4.801,4.61,4.658,71467.0
2014-07-05,4.801,4.801,4.61,4.658,71467.0
2014-07-06,4.801,4.801,4.61,4.658,71467.0
2014-07-07,4.786,4.801,4.714,4.786,214313.0
2014-07-08,4.865,5.025,4.817,5.025,180765.0
2014-07-09,4.865,5.025,4.817,5.025,180765.0
2014-07-10,5.264,5.519,5.192,5.384,300730.0
2014-07-11,5.463,5.463,5.208,5.32,251565.0
2014-07-12,5.463,5.463,5.208,5.32,251565.0
2014-07-13,5.463,5.463,5.208,5.32,251565.0
2014-07-14,5.503,5.503,5.073,5.089,177846.0
2014-07-15,5.105,5.105,4.993,5.025,125818.0
2014-07-16,4.945,4.985,4.857,4.897,140983.0
2014-07-17,4.945,4.945,4.666,4.714,82252.0
2014-07-18,4.714,5.105,4.714,4.905,185729.0
2014-07-19,4.714,5.105,4.714,4.905,185729.0
2014-07-20,4.714,5.105,4.714,4.905,185729.0
2014-07-21,4.905,4.905,4.666,4.706,51116.0
2014-07-22,4.786,4.786,4.466,4.626,202702.0
2014-07-23,4.53,4.626,4.498,4.546,45052.0
2014-07-24,4.786,4.786,4.61,4.61,41307.0
2014-07-25,4.61,4.61,4.371,4.387,56557.0
2014-07-26,4.61,4.61,4.371,4.387,56557.0
2014-07-27,4.61,4.61,4.371,4.387,56557.0
2014-07-28,4.387,4.586,4.171,4.546,75753.0
2014-07-29,4.546,4.786,4.387,4.786,51589.0
2014-07-30,5.105,5.264,5.065,5.264,417281.0
2014-07-31,4.865,4.905,4.786,4.849,106771.0
2014-08-01,4.825,4.905,4.626,4.865,66988.0
2014-08-02,4.825,4.905,4.626,4.865,66988.0
2014-08-03,4.825,4.905,4.626,4.865,66988.0
2014-08-04,4.865,4.969,4.857,4.945,38913.0
2014-08-05,4.786,4.786,4.714,4.738,27113.0
2014-08-06,4.746,4.865,4.746,4.786,54313.0
2014-08-07,4.945,4.945,4.865,4.865,3344.0
2014-08-08,4.786,4.945,4.778,4.849,30783.0
2014-08-09,4.786,4.945,4.778,4.849,30783.0
2014-08-10,4.786,4.945,4.778,4.849,30783.0
2014-08-11,4.833,4.865,4.825,4.825,16097.0
2014-08-12,4.825,4.985,4.825,4.985,90629.0
2014-08-13,5.025,5.128,5.025,5.121,118925.0
2014-08-14,5.121,5.121,4.953,4.953,64850.0
2014-08-15,4.929,5.105,4.897,5.065,55208.0
2014-08-16,4.929,5.105,4.897,5.065,55208.0
2014-08-17,4.929,5.105,4.897,5.065,55208.0
2014-08-18,4.929,5.105,4.897,5.065,55208.0
2014-08-19,5.105,5.144,5.065,5.073,67181.0
2014-08-20,5.073,5.184,5.033,5.184,90138.0
2014-08-21,5.184,5.24,5.184,5.224,93184.0
2014-08-22,5.224,5.344,5.184,5.304,86738.0
2014-08-23,5.224,5.344,5.184,5.304,86738.0
2014-08-24,5.224,5.344,5.184,5.304,86738.0
2014-08-25,5.304,5.36,5.304,5.344,28221.0
2014-08-26,5.344,5.392,5.264,5.344,67462.0
2014-08-27,5.344,5.519,5.344,5.495,56890.0
2014-08-28,5.511,5.743,5.511,5.727,63419.0
2014-08-29,5.703,5.822,5.583,5.615,95492.0
2014-08-30,5.703,5.822,5.583,5.615,95492.0
2014-08-31,5.703,5.822,5.583,5.615,95492.0
2014-09-01,5.607,5.862,5.607,5.862,32678.0
2014-09-02,5.862,5.942,5.783,5.942,123263.0
2014-09-03,6.022,6.221,5.902,6.181,145612.0
2014-09-04,6.189,6.277,5.982,6.022,60992.0
2014-09-05,5.942,6.341,5.942,6.261,53648.0
2014-09-06,5.942,6.341,5.942,6.261,53648.0
2014-09-07,5.942,6.341,5.942,6.261,53648.0
2014-09-08,6.293,6.5,6.293,6.46,135005.0
2014-09-09,6.468,6.54,6.437,6.437,44945.0
2014-09-10,6.46,6.652,6.46,6.644,37925.0
2014-09-11,6.668,6.779,6.604,6.74,72738.0
2014-09-12,6.819,6.875,6.779,6.819,60583.0
2014-09-13,6.819,6.875,6.779,6.819,60583.0
2014-09-14,6.819,6.875,6.779,6.819,60583.0
2014-09-15,6.867,6.883,6.54,6.74,103239.0
2014-09-16,6.939,6.939,6.779,6.931,74919.0
2014-09-17,6.931,6.939,6.859,6.875,58275.0
2014-09-18,6.819,6.851,6.74,6.851,47053.0
2014-09-19,6.74,6.859,6.7,6.779,46043.0
2014-09-20,6.74,6.859,6.7,6.779,46043.0
2014-09-21,6.74,6.859,6.7,6.779,46043.0
2014-09-22,6.779,6.899,6.636,6.891,100374.0
2014-09-23,6.891,7.178,6.891,7.178,108218.0
2014-09-24,7.338,7.457,7.218,7.457,127548.0
2014-09-25,7.497,7.737,7.497,7.657,234264.0
2014-09-26,7.816,8.215,7.816,8.135,112641.0
2014-09-27,7.816,8.215,7.816,8.135,112641.0
2014-09-28,7.816,8.215,7.816,8.135,112641.0
2014-09-29,8.135,8.415,8.135,8.295,122651.0
2014-09-30,8.415,8.415,7.896,7.976,76946.0
2014-10-01,7.976,7.976,7.178,7.178,122868.0
2014-10-02,6.779,7.298,6.46,7.298,177053.0
2014-10-03,7.298,7.976,7.178,7.497,123425.0
2014-10-04,7.298,7.976,7.178,7.497,123425.0
2014-10-05,7.298,7.976,7.178,7.497,123425.0
2014-10-06,7.577,7.577,7.138,7.178,113124.0
2014-10-07,7.178,7.218,7.019,7.178,28469.0
2014-10-08,7.258,7.258,6.859,6.979,21485.0
2014-10-09,6.62,6.62,6.301,6.46,93679.0
2014-10-10,6.221,6.54,6.221,6.46,47240.0
2014-10-11,6.221,6.54,6.221,6.46,47240.0
2014-10-12,6.221,6.54,6.221,6.46,47240.0
2014-10-13,6.221,6.54,6.221,6.46,47240.0
2014-10-14,6.381,6.381,6.261,6.381,20522.0
2014-10-15,6.181,6.301,5.982,6.301,37949.0
2014-10-16,5.982,6.46,5.783,6.421,54981.0
2014-10-17,6.7,6.74,6.58,6.652,26524.0
2014-10-18,6.7,6.74,6.58,6.652,26524.0
2014-10-19,6.7,6.74,6.58,6.652,26524.0
2014-10-20,6.843,7.099,6.772,6.971,67436.0
2014-10-21,7.178,7.178,6.883,6.899,35228.0
2014-10-22,6.939,7.178,6.819,6.819,48550.0
2014-10-23,6.819,6.979,6.54,6.979,26197.0
2014-10-24,6.939,6.979,6.939,6.979,14882.0
2014-10-25,6.939,6.979,6.939,6.979,14882.0
2014-10-26,6.939,6.979,6.939,6.979,14882.0
2014-10-27,6.7,6.899,6.7,6.899,3476.0
2014-10-28,6.979,6.979,6.7,6.708,14495.0
2014-10-29,6.62,6.62,6.429,6.46,12218.0
2014-10-30,6.779,6.779,6.62,6.779,12061.0
2014-10-31,6.859,7.003,6.787,7.003,134817.0
2014-11-01,6.859,7.003,6.787,7.003,134817.0
2014-11-02,6.859,7.003,6.787,7.003,134817.0
2014-11-03,7.059,7.418,7.059,7.418,81339.0
2014-11-04,7.178,7.346,7.178,7.338,18781.0
2014-11-05,7.418,7.457,7.178,7.178,17635.0
2014-11-06,7.418,7.457,7.178,7.178,17635.0
2014-11-07,7.418,7.697,7.338,7.378,66937.0
2014-11-08,7.418,7.697,7.338,7.378,66937.0
2014-11-09,7.418,7.697,7.338,7.378,66937.0
2014-11-10,7.354,7.577,7.354,7.378,64930.0
2014-11-11,7.298,7.497,7.178,7.258,44281.0
2014-11-12,7.338,7.497,7.258,7.298,115382.0
2014-11-13,7.178,7.258,7.059,7.178,28376.0
2014-11-14,6.939,7.019,6.923,6.979,25042.0
2014-11-15,6.939,7.019,6.923,6.979,25042.0
2014-11-16,6.939,7.019,6.923,6.979,25042.0
2014-11-17,6.939,6.939,6.779,6.859,137902.0
2014-11-18,7.099,7.099,6.7,6.979,29619.0
2014-11-19,6.859,6.859,6.548,6.58,117760.0
2014-11-20,6.7,6.859,6.62,6.779,9859.0
2014-11-21,6.779,7.019,6.779,7.019,26202.0
2014-11-22,6.779,7.019,6.779,7.019,26202.0
2014-11-23,6.779,7.019,6.779,7.019,26202.0
2014-11-24,6.779,7.019,6.779,7.019,26202.0
2014-11-25,7.13,7.17,7.13,7.138,108203.0
2014-11-26,7.138,7.338,7.099,7.218,20663.0
2014-11-27,7.178,7.258,7.178,7.178,8023.0
2014-11-28,7.258,7.258,7.178,7.178,211685.0
2014-11-29,7.258,7.258,7.178,7.178,211685.0
2014-11-30,7.258,7.258,7.178,7.178,211685.0
2014-12-01,7.178,7.178,7.178,7.178,1437.0
2014-12-02,7.019,7.099,6.779,6.939,35043.0
2014-12-03,6.859,6.947,6.859,6.899,9923.0
2014-12-04,7.212,7.212,7.047,7.071,13655.0
2014-12-05,7.071,7.378,7.071,7.295,238188.0
2014-12-06,7.071,7.378,7.071,7.295,238188.0
2014-12-07,7.071,7.378,7.071,7.295,238188.0
2014-12-08,7.071,7.378,7.071,7.295,238188.0
2014-12-09,6.881,6.881,6.632,6.632,3515.0
2014-12-10,6.632,6.798,5.977,6.425,332949.0
2014-12-11,6.632,6.632,6.425,6.632,15901.0
2014-12-12,6.052,6.218,5.969,6.218,22847.0
2014-12-13,6.052,6.218,5.969,6.218,22847.0
2014-12-14,6.052,6.218,5.969,6.218,22847.0
2014-12-15,6.218,6.218,5.72,5.803,20422.0
2014-12-16,5.596,5.803,5.554,5.72,64672.0
2014-12-17,5.969,6.093,5.969,6.093,33561.0
2014-12-18,6.218,6.218,6.218,6.218,35360.0
2014-12-19,6.259,6.259,6.259,6.259,311752.0
2014-12-20,6.259,6.259,6.259,6.259,311752.0
2014-12-21,6.259,6.259,6.259,6.259,311752.0
2014-12-22,6.259,6.508,6.259,6.508,14757.0
2014-12-23,6.508,6.508,6.508,6.508,5919.0
2014-12-24,6.508,6.508,6.508,6.508,5919.0
2014-12-25,6.508,6.508,6.508,6.508,5919.0
2014-12-26,6.508,6.508,6.508,6.508,5919.0
2014-12-27,6.508,6.508,6.508,6.508,5919.0
2014-12-28,6.508,6.508,6.508,6.508,5919.0
2014-12-29,6.632,6.632,6.549,6.549,28792.0
2014-12-30,6.632,6.632,6.466,6.466,54761.0
2014-12-31,6.632,6.632,6.466,6.466,54761.0
2015-01-01,6.632,6.632,6.466,6.466,54761.0
2015-01-02,7.105,7.105,6.964,6.964,4543.0
2015-01-03,7.105,7.105,6.964,6.964,4543.0
2015-01-04,7.105,7.105,6.964,6.964,4543.0
2015-01-05,6.516,6.549,6.516,6.549,1491.0
2015-01-06,6.383,6.383,6.383,6.383,3635.0
2015-01-07,6.301,6.301,6.301,6.301,4881.0
2015-01-08,6.466,6.466,6.301,6.383,6088.0
2015-01-09,6.383,6.632,6.383,6.466,15463.0
2015-01-10,6.383,6.632,6.383,6.466,15463.0
2015-01-11,6.383,6.632,6.383,6.466,15463.0
2015-01-12,6.383,6.632,6.383,6.466,15463.0
2015-01-13,6.218,6.259,6.218,6.259,4603.0
2015-01-14,6.259,6.574,6.259,6.301,12649.0
2015-01-15,6.383,6.466,6.301,6.425,115591.0
2015-01-16,6.632,6.632,6.549,6.591,14473.0
2015-01-17,6.632,6.632,6.549,6.591,14473.0
2015-01-18,6.632,6.632,6.549,6.591,14473.0
2015-01-19,6.549,6.549,6.549,6.549,623.0
2015-01-20,6.508,6.508,6.466,6.508,5338.0
2015-01-21,6.425,6.466,6.425,6.466,3954.0
2015-01-22,6.466,6.466,6.052,6.425,14358.0
2015-01-23,6.441,6.508,6.383,6.508,12517.0
2015-01-24,6.441,6.508,6.383,6.508,12517.0
